ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7101	0.589308	2.76e-01	-1.1114876	-5.572663	-0.3885569	TMEM161A	transmembrane protein 161A
23903	0.589325	2.76e-01	-1.111437	-5.572716	-0.2721278		
33815	0.589342	2.76e-01	-1.1113859	-5.57277	-0.3400263	RHO	rhodopsin
44440	0.589624	2.76e-01	-1.1110248	-5.57315	-0.363539	DSCR4	Down syndrome critical region 4
32456	0.589624	2.76e-01	-1.1110083	-5.573167	-0.4439326	IQSEC1	IQ motif and Sec7 domain 1
14128	0.58963	2.77e-01	1.1109703	-5.573207	0.4103059	PKI55	DKFZp434H1419
18298	0.589632	2.77e-01	-1.1109355	-5.573244	-0.3543402	FAM21C	family with sequence similarity 21 member C
45206	0.589722	2.77e-01	-1.1108031	-5.573383	-0.3543121	TPRKB	TP53RK binding protein
36494	0.589738	2.77e-01	-1.1107534	-5.573435	-0.5165132	TJP2	tight junction protein 2
1318	0.589804	2.77e-01	1.1106478	-5.573546	0.2739035	MFN2	mitofusin 2
25771	0.589814	2.77e-01	-1.1105959	-5.573601	-0.4372675	PPP1CC	protein phosphatase 1 catalytic subunit gamma
13326	0.589814	2.77e-01	-1.1105416	-5.573658	-0.3822365	TMEM59	transmembrane protein 59
44152	0.589814	2.77e-01	-1.110541	-5.573659	-0.4575312	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
42940	0.589818	2.77e-01	-1.110501	-5.573701	-0.3263504	LRPAP1	LDL receptor related protein associated protein 1
18275	0.589818	2.77e-01	1.1104651	-5.573739	0.5426539	SCN4A	sodium voltage-gated channel alpha subunit 4
3404	0.589818	2.77e-01	1.1104401	-5.573765	0.4860411	CSRP1	cysteine and glycine rich protein 1
23709	0.589922	2.77e-01	1.1102688	-5.573945	0.4564856	MIDN	midnolin
5838	0.589922	2.77e-01	-1.1102597	-5.573955	-0.5792607	CCDC186	coiled-coil domain containing 186
39708	0.589934	2.77e-01	-1.1101634	-5.574056	-0.4995657	PTPN11	protein tyrosine phosphatase, non-receptor type 11
26567	0.589934	2.77e-01	-1.11016	-5.57406	-0.357991	SH3KBP1	SH3 domain containing kinase binding protein 1
33835	0.589934	2.77e-01	-1.1101506	-5.57407	-0.4482903	PNPO	pyridoxamine 5'-phosphate oxidase
43577	0.589969	2.77e-01	-1.1100558	-5.574169	-0.3179525	RPS15A	ribosomal protein S15a
27097	0.589969	2.77e-01	-1.1099946	-5.574234	-0.2575061	GFER	growth factor, augmenter of liver regeneration
25246	0.589969	2.77e-01	1.1099797	-5.574249	0.8320445		
1470	0.589969	2.77e-01	-1.1099756	-5.574254	-0.3229234	NVL	nuclear VCP-like
8792	0.589969	2.77e-01	-1.1099295	-5.574302	-0.3109995	PEX5L	peroxisomal biogenesis factor 5 like
40765	0.589969	2.77e-01	-1.109911	-5.574321	-0.3870514	SLC9A7	solute carrier family 9 member A7
36342	0.589969	2.77e-01	-1.1098863	-5.574347	-0.4981678	SNORA62///RPSA	small nucleolar RNA, H/ACA box 62///ribosomal protein SA
36464	0.589974	2.77e-01	1.1098494	-5.574386	0.5135133		
10493	0.590117	2.77e-01	1.1096283	-5.574619	0.4025918	PROSER2	proline and serine rich 2
35602	0.590117	2.77e-01	1.1096209	-5.574627	0.5921258		
36918	0.590117	2.77e-01	-1.1095938	-5.574655	-0.377155	RHOG	ras homolog family member G
7857	0.590172	2.77e-01	1.1095007	-5.574753	0.6394851	APLNR	apelin receptor
29437	0.590209	2.77e-01	-1.1094271	-5.57483	-0.2846028	KCNIP3	potassium voltage-gated channel interacting protein 3
30504	0.590295	2.77e-01	1.1092981	-5.574966	0.5199623	CAMTA1	calmodulin binding transcription activator 1
38645	0.590295	2.77e-01	-1.1092682	-5.574997	-0.3400468	CTAGE10P	CTAGE family member 10, pseudogene
23393	0.590366	2.77e-01	-1.1091575	-5.575114	-0.4200028	FLJ37453	uncharacterized LOC729614
27433	0.590387	2.77e-01	-1.10907	-5.575206	-0.2725589	PAWR	pro-apoptotic WT1 regulator
14923	0.590387	2.77e-01	-1.1090696	-5.575206	-0.5109435	ZNF195	zinc finger protein 195
44362	0.590458	2.77e-01	-1.1089582	-5.575323	-0.8939625		
18840	0.590519	2.77e-01	1.1088586	-5.575428	0.4643838	ADCYAP1R1	ADCYAP receptor type I
16533	0.590534	2.77e-01	-1.108784	-5.575506	-0.4385083	MOB4	MOB family member 4, phocein
