ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1805609	0.6673599	4.71e-01	0.7314035	-6.091856	0.03563546	731184212	LIPI	lipase I
ILMN_1718558	0.6674249	4.71e-01	-0.7313043	-6.091928	-0.08047975	733214993	PARP12	poly(ADP-ribose) polymerase family member 12
ILMN_1865013	0.6674801	4.71e-01	-0.7311933	-6.092008	-0.04202938	47307710		
ILMN_1813823	0.6674801	4.71e-01	-0.7311814	-6.092016	-0.02761983	NA		
ILMN_1889857	0.6674801	4.71e-01	-0.7311711	-6.092024	-0.02636063	18986033		
ILMN_1701286	0.6674808	4.71e-01	-0.7311475	-6.092041	-0.02863968	NA		
ILMN_1657708	0.6675346	4.71e-01	-0.7310614	-6.092103	-0.09249761	375268699	MGLL	monoglyceride lipase
ILMN_1729546	0.6676519	4.71e-01	-0.7309007	-6.092219	-0.0408853	167234404	C19orf54	chromosome 19 open reading frame 54
ILMN_1714861	0.6676838	4.71e-01	0.7308341	-6.092267	0.09721084	91199547	CD68	CD68 molecule
ILMN_1717803	0.6676838	4.71e-01	-0.7307963	-6.092294	-0.0244924	384551662	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2
ILMN_1913853	0.6676838	4.71e-01	0.7307949	-6.092295	0.02830895	NA		
ILMN_1816550	0.6677582	4.72e-01	0.7306846	-6.092375	0.02009669	5396165		
ILMN_1876858	0.6677859	4.72e-01	-0.7306292	-6.092415	-0.02869324	18981345	ZNF570	zinc finger protein 570
ILMN_1705546	0.667798	4.72e-01	0.7305922	-6.092442	0.03013175	553727227	POU5F1	POU class 5 homeobox 1
ILMN_1704135	0.6679246	4.72e-01	-0.7304206	-6.092565	-0.04038475	73760397	LOC388242	SAGA complex associated factor 29 pseudogene
ILMN_2400663	0.6679638	4.72e-01	-0.7303517	-6.092615	-0.03327302	197245394	AKAP9	A-kinase anchoring protein 9
ILMN_1878836	0.6680447	4.72e-01	0.7302338	-6.0927	0.03259193	47306019		
ILMN_1797384	0.6681365	4.72e-01	0.7301031	-6.092794	0.0957347	171543867	UROS	uroporphyrinogen III synthase
ILMN_1663195	0.6682951	4.72e-01	-0.729894	-6.092945	-0.07554977	518830595	MCM7	minichromosome maintenance complex component 7
ILMN_1904918	0.6682997	4.72e-01	-0.729859	-6.09297	-0.03294199	5740824		
ILMN_1767827	0.6682997	4.72e-01	-0.7298429	-6.092982	-0.03261544	51896040	GRK7	G protein-coupled receptor kinase 7
ILMN_1752802	0.6683179	4.72e-01	0.7297988	-6.093013	0.12243484	950426352	CLPTM1L	CLPTM1 like
ILMN_1810319	0.6683766	4.72e-01	-0.729707	-6.09308	-0.02812873	149944646	TTTY7	testis-specific transcript, Y-linked 7 (non-protein coding)
ILMN_1792265	0.6684251	4.72e-01	0.7296272	-6.093137	0.04693067	301601616	TRIM4	tripartite motif containing 4
ILMN_1739573	0.6684432	4.72e-01	0.7295826	-6.093169	0.03630452	116805347	TNRC6A	trinucleotide repeat containing 6A
ILMN_1660686	0.6684432	4.72e-01	-0.729519	-6.093215	-0.02698691	52353291	OR8H2	olfactory receptor family 8 subfamily H member 2
ILMN_1805972	0.6684432	4.72e-01	0.7295155	-6.093217	0.03127273	NA		
ILMN_1659639	0.6684432	4.72e-01	0.7295129	-6.093219	0.03589938	NA		
ILMN_1887170	0.6684432	4.72e-01	-0.729492	-6.093234	-0.02683503	20360156		
ILMN_1823130	0.6684457	4.72e-01	0.7294663	-6.093253	0.0306371	46232994	NSG1	neuron specific gene family member 1
ILMN_2402817	0.6684503	4.72e-01	0.7294205	-6.093286	0.15823793	66932931	ZBTB16	zinc finger and BTB domain containing 16
ILMN_1915768	0.6684503	4.72e-01	0.7294025	-6.093299	0.05372381	21168549		
ILMN_1907450	0.6684503	4.72e-01	-0.7293926	-6.093306	-0.03493043	83080469		
ILMN_1891490	0.6684863	4.72e-01	0.7293274	-6.093353	0.02663886	43431772		
ILMN_2391231	0.66851	4.72e-01	0.7292768	-6.093389	0.22762257	300360576	SORD	sorbitol dehydrogenase
ILMN_1741331	0.6685362	4.72e-01	-0.7292233	-6.093428	-0.03882858	224451115	AP5M1	adaptor related protein complex 5 mu 1 subunit
ILMN_1776566	0.668562	4.72e-01	0.7291701	-6.093466	0.02517099	NA		
ILMN_1797301	0.6686568	4.73e-01	0.7290359	-6.093563	0.03227409	262331564	FAM212B	family with sequence similarity 212 member B
ILMN_1869032	0.6686938	4.73e-01	-0.7289399	-6.093632	-0.03970677	2051863		
ILMN_1891754	0.6686938	4.73e-01	0.7289352	-6.093635	0.03101587	2910516		
ILMN_1915058	0.6686938	4.73e-01	-0.728924	-6.093643	-0.0351938	NA		
ILMN_2070896	0.668702	4.73e-01	-0.7288872	-6.09367	-0.07451532	189339276	BMPR2	bone morphogenetic protein receptor type 2
ILMN_1903312	0.668702	4.73e-01	0.7288689	-6.093683	0.0345904	21732635		
ILMN_2203544	0.6687543	4.73e-01	-0.7287847	-6.093744	-0.08750756	49227711	OR2A9P	olfactory receptor family 2 subfamily A member 9 pseudogene
ILMN_1791057	0.6688737	4.73e-01	0.7286067	-6.093872	0.08103329	574584801	IFNAR2	interferon alpha and beta receptor subunit 2
ILMN_1708747	0.6688737	4.73e-01	0.7285301	-6.093927	0.03225543	53828707	OR6C4	olfactory receptor family 6 subfamily C member 4
ILMN_1810725	0.6688737	4.73e-01	-0.7284935	-6.093953	-0.16282801	503774441	FAM129A	family with sequence similarity 129 member A
ILMN_2158705	0.6688737	4.73e-01	0.7284774	-6.093965	0.08089356	148277041	ACYP2	acylphosphatase 2
ILMN_1712386	0.6688737	4.73e-01	-0.7284513	-6.093983	-0.05599283	45827699	MIS18A	MIS18 kinetochore protein A
ILMN_1712095	0.6688737	4.73e-01	0.7284449	-6.093988	0.06365694	283436081	FOXO4	forkhead box O4
ILMN_1654685	0.6688737	4.73e-01	-0.7284413	-6.093991	-0.05694749	663071072	MCTP1	multiple C2 and transmembrane domain containing 1
ILMN_1802338	0.6688737	4.73e-01	-0.7284409	-6.093991	-0.07600876	81295793	HHLA3	HERV-H LTR-associating 3
ILMN_1713482	0.6688737	4.73e-01	-0.7284393	-6.093992	-0.0528166	148833501	CWC15	CWC15 spliceosome-associated protein
ILMN_1794528	0.6691428	4.73e-01	-0.7280786	-6.094251	-0.06091316	NA		
ILMN_1866370	0.6691428	4.73e-01	0.7280774	-6.094252	0.03078435	34555129		
ILMN_1766196	0.669154	4.73e-01	0.7280416	-6.094278	0.02758108	NA		
ILMN_2130003	0.6691988	4.73e-01	-0.7279661	-6.094332	-0.03662789	242247047	RBMXL1	RNA binding motif protein, X-linked like 1
ILMN_1713732	0.6692284	4.73e-01	0.7279086	-6.094374	0.09116492	671696012	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
ILMN_1668771	0.6693981	4.73e-01	-0.7276864	-6.094533	-0.0482932	NA		
ILMN_1901158	0.6694969	4.73e-01	-0.7275462	-6.094634	-0.03576946	2034839		
ILMN_1845252	0.6694969	4.73e-01	0.7275248	-6.094649	0.0294843	22805136	SPRED3	sprouty related EVH1 domain containing 3
ILMN_1907250	0.6695109	4.73e-01	0.7274855	-6.094677	0.02646244	6400093		
ILMN_1670901	0.6695432	4.73e-01	-0.7274248	-6.094721	-0.06253013	181336600	COX10	COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor
ILMN_2226015	0.6695672	4.74e-01	-0.7273738	-6.094758	-0.03531863	171846277	LRRK2	leucine rich repeat kinase 2
ILMN_1732497	0.6695785	4.74e-01	0.7272993	-6.094811	0.03428024	NA		
ILMN_1778064	0.6695785	4.74e-01	-0.7272828	-6.094823	-0.06493159	42794619	FICD	FIC domain containing
ILMN_1704675	0.6695785	4.74e-01	0.727273	-6.09483	0.0498164	283436129	IGSF1	immunoglobulin superfamily member 1
ILMN_1782385	0.6695785	4.74e-01	-0.7272618	-6.094838	-0.08919089	306482654	POLR2A	RNA polymerase II subunit A
ILMN_1862661	0.6695785	4.74e-01	-0.7272466	-6.094849	-0.02680883	27823016		
ILMN_2115752	0.6695901	4.74e-01	0.7272102	-6.094875	0.03942896	188219545	MEFV	Mediterranean fever
ILMN_1821390	0.6696133	4.74e-01	-0.7271389	-6.094926	-0.0305895	18994223		
ILMN_1878388	0.6696133	4.74e-01	0.7271374	-6.094927	0.02600751	NA		
ILMN_1745473	0.6696382	4.74e-01	0.7270687	-6.094977	0.03065878	NA		
ILMN_1675048	0.6696382	4.74e-01	0.7270626	-6.094981	0.03518692	629266060	IGF1R	insulin like growth factor 1 receptor
ILMN_1672034	0.6696462	4.74e-01	-0.7270304	-6.095004	-0.035815	NA		
ILMN_1713803	0.6696483	4.74e-01	0.7269935	-6.095031	0.1084421	257467572	C17orf97	chromosome 17 open reading frame 97
ILMN_1757437	0.6696483	4.74e-01	-0.7269823	-6.095039	-0.03947844	292781040	UMPS	uridine monophosphate synthetase
ILMN_1771664	0.6696627	4.74e-01	0.7269173	-6.095085	0.03107219	756140821	CLEC4E	C-type lectin domain family 4 member E
ILMN_1911240	0.6696627	4.74e-01	-0.7269008	-6.095097	-0.03477132	23541847		
ILMN_1698757	0.6696627	4.74e-01	0.7268971	-6.0951	0.04055478	NA		
ILMN_1856976	0.6696882	4.74e-01	-0.7268444	-6.095138	-0.03346791	15284377		
ILMN_1744059	0.6696972	4.74e-01	-0.726811	-6.095162	-0.07150658	317108154	DCTN6	dynactin subunit 6
ILMN_2271924	0.6697024	4.74e-01	0.7267821	-6.095182	0.0355578	NA		
ILMN_1820874	0.6698102	4.74e-01	0.7266072	-6.095308	0.02700801	83154267		
ILMN_1909055	0.6698102	4.74e-01	-0.7266042	-6.09531	-0.02828859	3675697		
ILMN_1706441	0.6698102	4.74e-01	0.7265803	-6.095327	0.02870592	632794813	UPK3B	uroplakin 3B
ILMN_1652248	0.6698102	4.74e-01	-0.7265442	-6.095353	-0.02420799	106507203	KIAA0895L	KIAA0895 like
ILMN_1672120	0.6698102	4.74e-01	-0.7265416	-6.095355	-0.03660878	31341282	KRT73	keratin 73
ILMN_1853711	0.6698675	4.74e-01	0.7264515	-6.09542	0.03057356	31443691	SGK1	serum/glucocorticoid regulated kinase 1
ILMN_1713676	0.6698941	4.74e-01	-0.7263908	-6.095463	-0.02343429	NA		
ILMN_1869308	0.6698941	4.74e-01	-0.7263746	-6.095475	-0.03699326	19707135		
ILMN_1772848	0.6699556	4.74e-01	0.7262796	-6.095543	0.0374118	NA		
ILMN_1658028	0.669972	4.74e-01	0.7262376	-6.095573	0.03530243	NA		
ILMN_1695506	0.6700127	4.74e-01	-0.726167	-6.095624	-0.02903203	54792134	DKK2	dickkopf WNT signaling pathway inhibitor 2
ILMN_1689002	0.6701314	4.74e-01	0.7260048	-6.09574	0.13272368	41352717	DTX1	deltex E3 ubiquitin ligase 1
ILMN_1819515	0.6702877	4.74e-01	0.7257984	-6.095888	0.0345545	2331102		
ILMN_1666522	0.6703075	4.74e-01	0.7257422	-6.095928	0.05840361	NA		
ILMN_2313434	0.6703075	4.75e-01	-0.7256863	-6.095968	-0.06332627	57863256	TCP1	t-complex 1
ILMN_1842867	0.6703075	4.75e-01	0.7256509	-6.095994	0.02798614	26669640		
ILMN_1792363	0.6703075	4.75e-01	0.7256445	-6.095998	0.03036605	729042252	KLK4	kallikrein related peptidase 4
ILMN_1903592	0.6703075	4.75e-01	0.7256372	-6.096003	0.03346432	3899889		
ILMN_1785660	0.6703075	4.75e-01	-0.7256263	-6.096011	-0.04029708	295424843	SRPRA	SRP receptor alpha subunit
ILMN_1869096	0.6703075	4.75e-01	-0.7256157	-6.096019	-0.02854448	27878092		
ILMN_2368575	0.6703329	4.75e-01	-0.7255533	-6.096063	-0.08049798	313103016	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit
ILMN_1728957	0.6703329	4.75e-01	-0.7255019	-6.0961	-0.03156714	744066805	ANKEF1	ankyrin repeat and EF-hand domain containing 1
ILMN_1889633	0.6703329	4.75e-01	-0.7254863	-6.096111	-0.03533213	22914725		
ILMN_1686523	0.6703329	4.75e-01	0.7254815	-6.096115	0.02695608	NA		
ILMN_2105177	0.6703329	4.75e-01	-0.7254719	-6.096122	-0.03480664	292658771	SAMD8	sterile alpha motif domain containing 8
ILMN_1854814	0.6704271	4.75e-01	0.7253345	-6.09622	0.0497487	31918520		
ILMN_1765522	0.6704271	4.75e-01	-0.7253158	-6.096234	-0.03618147	386869321	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
ILMN_1777976	0.6705357	4.75e-01	0.725083	-6.0964	0.09310769	258645119	SLC25A26	solute carrier family 25 member 26
ILMN_1911819	0.6705357	4.75e-01	-0.7250681	-6.096411	-0.03319104	5631133		
ILMN_2102960	0.6705357	4.75e-01	0.7250623	-6.096415	0.10066437	557357672	FAM214A	family with sequence similarity 214 member A
ILMN_2199409	0.6705357	4.75e-01	0.7250611	-6.096416	0.03421397	148613875	EFHB	EF-hand domain family member B
ILMN_1901379	0.6705357	4.75e-01	0.7250454	-6.096427	0.02477603	11599569		
ILMN_1748473	0.6705357	4.75e-01	-0.7250086	-6.096454	-0.10560037	28416432	GIMAP4	GTPase, IMAP family member 4
ILMN_1863859	0.6705357	4.75e-01	0.7250083	-6.096454	0.0239826	NA		
ILMN_2149400	0.6705357	4.75e-01	0.725006	-6.096455	0.03305189	23510353	SPC25	SPC25, NDC80 kinetochore complex component
ILMN_1781001	0.6705911	4.75e-01	0.7249169	-6.096519	0.25959403	528078360	SOCS3	suppressor of cytokine signaling 3
ILMN_2075800	0.6705911	4.75e-01	0.7248953	-6.096535	0.08693514	373432690	PTK6	protein tyrosine kinase 6
ILMN_1753706	0.6706346	4.75e-01	0.7248215	-6.096587	0.02966431	223717963	CRHR1	corticotropin releasing hormone receptor 1
ILMN_1748309	0.6707105	4.75e-01	0.7247096	-6.096668	0.03686039	134948581	GGT8P	gamma-glutamyltransferase 8 pseudogene
ILMN_2202239	0.6707396	4.75e-01	0.7246526	-6.096708	0.03267075	744066852	ZNF474	zinc finger protein 474
ILMN_1841646	0.6707541	4.75e-01	0.7246128	-6.096737	0.02823011	28362525		
ILMN_2122669	0.6707759	4.75e-01	-0.7245644	-6.096771	-0.03546873	307344671	TOPORS	TOP1 binding arginine/serine rich protein
ILMN_1813801	0.6708117	4.75e-01	-0.7244996	-6.096818	-0.06639844	NA		
ILMN_1724407	0.6708225	4.75e-01	-0.7244641	-6.096843	-0.05769794	355477277	TACC3	transforming acidic coiled-coil containing protein 3
ILMN_2156250	0.6709329	4.75e-01	0.7242737	-6.096979	0.13366841	528078360	SOCS3	suppressor of cytokine signaling 3
ILMN_1910297	0.6709329	4.75e-01	0.7242435	-6.097001	0.03132031	5109381		
ILMN_1790106	0.6709329	4.75e-01	-0.7242095	-6.097025	-0.03636906	744066792	PLP1	proteolipid protein 1
ILMN_1761281	0.6709329	4.75e-01	0.7241998	-6.097032	0.15902261	NA		
ILMN_1679169	0.6709329	4.75e-01	0.7241989	-6.097033	0.03081703	NA		
ILMN_1766371	0.6709329	4.75e-01	-0.7241979	-6.097034	-0.03076024	NA		
ILMN_1718666	0.6709511	4.75e-01	0.7241537	-6.097065	0.03230054	NA		
ILMN_1814773	0.6709872	4.76e-01	-0.7240717	-6.097124	-0.03828071	387912564	SH3BP5	SH3 domain binding protein 5
ILMN_1772958	0.6709872	4.76e-01	-0.7240658	-6.097128	-0.0363983	377652328	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
ILMN_1860314	0.6710117	4.76e-01	-0.7240125	-6.097166	-0.03124552	14653134		
ILMN_1689475	0.6710117	4.76e-01	0.7239914	-6.097181	0.02421149	NA		
ILMN_1802019	0.6711357	4.76e-01	-0.7238158	-6.097307	-0.02876743	190358489	FAM198B	family with sequence similarity 198 member B
ILMN_1797431	0.6711357	4.76e-01	0.7237789	-6.097333	0.03527715	NA		
ILMN_1890362	0.6711357	4.76e-01	-0.7237774	-6.097334	-0.04891206	51662125		
ILMN_1867838	0.6711785	4.76e-01	0.7237045	-6.097386	0.03057806	2140900		
ILMN_2153939	0.6712601	4.76e-01	0.7235858	-6.097471	0.03038898	662033865	FAM9B	family with sequence similarity 9 member B
ILMN_1671674	0.6713159	4.76e-01	0.7234976	-6.097534	0.0295633	NA		
ILMN_2379695	0.671374	4.76e-01	-0.7234066	-6.097599	-0.03229416	966751403	XRCC4	X-ray repair cross complementing 4
ILMN_1852036	0.6713782	4.76e-01	0.7233653	-6.097629	0.03380883	2743509		
ILMN_2223313	0.6713782	4.76e-01	-0.7233513	-6.097639	-0.02600965	209180485	CYS1	cystin 1
ILMN_2326075	0.6713782	4.76e-01	0.7233333	-6.097652	0.04011821	59889557	NTRK1	neurotrophic receptor tyrosine kinase 1
ILMN_1665372	0.6713964	4.76e-01	0.7232891	-6.097683	0.03302652	209862807	FXYD3	FXYD domain containing ion transport regulator 3
ILMN_1693136	0.671439	4.76e-01	-0.7231724	-6.097766	-0.06304245	222080057	VTI1B	vesicle transport through interaction with t-SNAREs 1B
ILMN_1770515	0.671439	4.76e-01	0.7231465	-6.097785	0.04995905	12025664	UBE2V2	ubiquitin conjugating enzyme E2 V2
ILMN_1825875	0.671439	4.76e-01	0.7231377	-6.097791	0.03344244	82069332		
ILMN_1894839	0.671439	4.76e-01	-0.7231255	-6.0978	-0.03534595	23673786		
ILMN_1695972	0.671439	4.76e-01	-0.7231138	-6.097808	-0.03641211	747019206	CCDC89	coiled-coil domain containing 89
ILMN_1756623	0.671439	4.76e-01	0.7231024	-6.097816	0.02723338	312283638	NT5C1B	5'-nucleotidase, cytosolic IB
ILMN_1680033	0.6714669	4.76e-01	-0.72303	-6.097868	-0.03256339	NA		
ILMN_1731070	0.6714669	4.76e-01	-0.7230072	-6.097884	-0.02380942	313661351	ORC6	origin recognition complex subunit 6
ILMN_1689585	0.6714669	4.76e-01	-0.7229577	-6.09792	-0.07634625	365812531	C20orf194	chromosome 20 open reading frame 194
ILMN_1772594	0.6714669	4.76e-01	-0.7229561	-6.097921	-0.03327338	NA		
ILMN_1820327	0.6714669	4.76e-01	0.7229558	-6.097921	0.02816159	NA		
ILMN_1878057	0.6715444	4.76e-01	-0.7228348	-6.098008	-0.0274986	82858647		
ILMN_2049672	0.6715444	4.76e-01	-0.7228192	-6.098019	-0.03780531	924183210	ANO3	anoctamin 3
ILMN_1723439	0.6715572	4.76e-01	0.7227814	-6.098046	0.03097107	226437631	ZYG11A	zyg-11 family member A, cell cycle regulator
ILMN_1670641	0.6716347	4.76e-01	-0.7226537	-6.098137	-0.03020629	222831613	C2orf81	chromosome 2 open reading frame 81
ILMN_2293441	0.6716347	4.76e-01	0.7226449	-6.098143	0.02574099	215820663	RHOBTB1	Rho related BTB domain containing 1
ILMN_1748823	0.6716595	4.76e-01	0.7225647	-6.0982	0.03534648	533112501	C19orf68	chromosome 19 open reading frame 68
ILMN_1836934	0.6716595	4.76e-01	-0.7225523	-6.098209	-0.02789271	24994207		
ILMN_1710536	0.6716595	4.76e-01	-0.7225475	-6.098213	-0.03560101	122692280	TMEM200C	transmembrane protein 200C
ILMN_1890887	0.671661	4.76e-01	-0.7225229	-6.09823	-0.03271344	83108487		
ILMN_2116242	0.6717437	4.77e-01	0.722403	-6.098316	0.02954982	157167157	ZNF808	zinc finger protein 808
ILMN_1720498	0.6717702	4.77e-01	0.7223479	-6.098355	0.03036685	212720629	TMEM120B	transmembrane protein 120B
ILMN_1855212	0.6717702	4.77e-01	-0.7223264	-6.09837	-0.03987227	19017460		
ILMN_1682781	0.6718347	4.77e-01	-0.7222279	-6.098441	-0.11040667	20070102	TEAD2	TEA domain transcription factor 2
ILMN_1778743	0.6719126	4.77e-01	0.7221136	-6.098522	0.02566066	361050359	SMPX	small muscle protein, X-linked
ILMN_1886735	0.6719389	4.77e-01	0.7220506	-6.098567	0.03439342	23286570	HOXC-AS1	HOXC cluster antisense RNA 1
ILMN_1789653	0.6719389	4.77e-01	0.7220329	-6.09858	0.15461948	74316008	PBLD	phenazine biosynthesis like protein domain containing
ILMN_1768506	0.6719389	4.77e-01	0.7220144	-6.098593	0.0449283	95147355	MAPK15	mitogen-activated protein kinase 15
ILMN_1669023	0.6719546	4.77e-01	-0.7219733	-6.098622	-0.04446714	1017029560	FHL5	four and a half LIM domains 5
ILMN_1678501	0.6719788	4.77e-01	0.7219085	-6.098668	0.03072704	1002341764	ADD3	adducin 3
ILMN_1706536	0.6719788	4.77e-01	-0.721894	-6.098679	-0.0525913	NA		
ILMN_1909538	0.6719788	4.77e-01	0.7218766	-6.098691	0.03755314	8145414	LINC01053	long intergenic non-protein coding RNA 1053
ILMN_1657932	0.671999	4.77e-01	-0.72183	-6.098724	-0.03417625	151301153	MUC6	mucin 6, oligomeric mucus/gel-forming
ILMN_2060635	0.6720267	4.77e-01	-0.7217747	-6.098764	-0.02112627	93004111	TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3
ILMN_1804064	0.6720421	4.77e-01	0.7217338	-6.098793	0.03789065	343780944	ESRRG	estrogen related receptor gamma
ILMN_2072875	0.6720499	4.77e-01	-0.7217019	-6.098816	-0.03091904	544186059	SUPT7L	SPT7-like STAGA complex gamma subunit
ILMN_1844895	0.6721116	4.77e-01	-0.7215993	-6.098889	-0.02328063	83123609		
ILMN_1724783	0.6721116	4.77e-01	-0.721584	-6.0989	-0.0378878	564730512	D2HGDH	D-2-hydroxyglutarate dehydrogenase
ILMN_2190676	0.6721161	4.77e-01	0.7215499	-6.098924	0.04011779	255652960	LRTM2	leucine rich repeats and transmembrane domains 2
ILMN_1899116	0.6721161	4.77e-01	0.7215331	-6.098936	0.03262718	1664700		
ILMN_1727287	0.6721726	4.77e-01	0.721444	-6.098999	0.03165537	NA		
ILMN_1722809	0.6721739	4.77e-01	-0.7214197	-6.099017	-0.05577282	302191645	NRCAM	neuronal cell adhesion molecule
ILMN_1717064	0.6723059	4.77e-01	-0.721242	-6.099143	-0.03044844	269847281	CFAP57	cilia and flagella associated protein 57
ILMN_1671837	0.6723301	4.77e-01	-0.7211909	-6.09918	-0.07299798	NA		
ILMN_2396672	0.6723417	4.77e-01	0.7211544	-6.099206	0.13147486	51173712	ABLIM1	actin binding LIM protein 1
ILMN_2147471	0.6723848	4.77e-01	0.7210811	-6.099258	0.04342514	224591400	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
ILMN_1767632	0.6724681	4.77e-01	-0.7209233	-6.09937	-0.02890669	NA		
ILMN_1702903	0.6724681	4.77e-01	0.7209226	-6.099371	0.02914746	NA		
ILMN_1800414	0.6724681	4.77e-01	0.7209107	-6.099379	0.04324458	476007873	NBPF9	neuroblastoma breakpoint family member 9
ILMN_1803005	0.6724681	4.77e-01	0.7208923	-6.099392	0.12653507	153070821	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria
ILMN_1759501	0.6725299	4.77e-01	-0.7207969	-6.09946	-0.04229763	324072721	TNFSF15	tumor necrosis factor superfamily member 15
ILMN_1882310	0.6726158	4.78e-01	0.7206366	-6.099574	0.03144362	80960119		
ILMN_1916839	0.6726158	4.78e-01	-0.7205967	-6.099603	-0.03139949	3932812		
ILMN_1746712	0.6726158	4.78e-01	-0.7205884	-6.099609	-0.03043989	64085120	TSHR	thyroid stimulating hormone receptor
ILMN_1779674	0.6726158	4.78e-01	-0.7205826	-6.099613	-0.06158788	194097397	PTPRG	protein tyrosine phosphatase, receptor type G
ILMN_1727642	0.6726158	4.78e-01	0.7205822	-6.099613	0.05085139	149999605	MOGS	mannosyl-oligosaccharide glucosidase
ILMN_1886909	0.6726254	4.78e-01	-0.7205482	-6.099637	-0.02994665	27846051		
ILMN_1825637	0.672636	4.78e-01	-0.720513	-6.099662	-0.03127826	11594029		
ILMN_1817113	0.6726437	4.78e-01	-0.7204811	-6.099685	-0.03694562	5865555		
ILMN_1651330	0.6726551	4.78e-01	-0.7204112	-6.099735	-0.02988667	NA		
ILMN_1784608	0.6726551	4.78e-01	-0.7203829	-6.099755	-0.07460175	37577106	CLEC2B	C-type lectin domain family 2 member B
ILMN_1673207	0.6726551	4.78e-01	0.7203714	-6.099763	0.14798005	NA		
ILMN_1846499	0.6726551	4.78e-01	-0.7203617	-6.09977	-0.03019306	4186443		
ILMN_1678526	0.6726551	4.78e-01	0.7203342	-6.09979	0.02412644	210147518	MSL3P1	male-specific lethal 3 homolog (Drosophila) pseudogene 1
ILMN_2383913	0.6726551	4.78e-01	0.7203096	-6.099807	0.05802368	302058275	WDR33	WD repeat domain 33
ILMN_1904226	0.6726551	4.78e-01	0.7203084	-6.099808	0.02766942	12449821		
ILMN_1651964	0.6727148	4.78e-01	-0.720179	-6.0999	-0.11307602	987437937	ABCC5	ATP binding cassette subfamily C member 5
ILMN_1713753	0.6727148	4.78e-01	-0.7201546	-6.099917	-0.03331618	62422566	HPGDS	hematopoietic prostaglandin D synthase
ILMN_1813833	0.6727148	4.78e-01	0.7201498	-6.099921	0.04709691	756140867	NARFL	nuclear prelamin A recognition factor like
ILMN_1740291	0.6727148	4.78e-01	0.7201471	-6.099923	0.05277437	139394647	POLQ	DNA polymerase theta
ILMN_1730620	0.6727204	4.78e-01	0.7200797	-6.099971	0.09357266	320461703	ARRB1	arrestin beta 1
ILMN_1689162	0.6727204	4.78e-01	-0.7200436	-6.099996	-0.04967818	296010797	ACTR8	ARP8 actin-related protein 8 homolog
ILMN_1754848	0.6727204	4.78e-01	0.7200364	-6.100001	0.03215207	NA		
ILMN_1750173	0.6727204	4.78e-01	-0.7200341	-6.100003	-0.03570816	NA		
ILMN_1878885	0.6727204	4.78e-01	0.7200267	-6.100008	0.04716612	47009756		
ILMN_1727524	0.6727295	4.78e-01	0.7199933	-6.100032	0.08983248	54292119	ADAM9	ADAM metallopeptidase domain 9
ILMN_1728780	0.6728267	4.78e-01	-0.7197949	-6.100173	-0.02928572	NA		
ILMN_1744316	0.6728267	4.78e-01	-0.7197871	-6.100179	-0.05185528	226061592	TATDN3	TatD DNase domain containing 3
ILMN_1769934	0.6728267	4.78e-01	0.7197494	-6.100205	0.05179019	239735568	GRHL1	grainyhead like transcription factor 1
ILMN_1667260	0.6728267	4.78e-01	-0.7197443	-6.100209	-0.08700563	91718898	MAPK3	mitogen-activated protein kinase 3
ILMN_1847037	0.6728267	4.78e-01	-0.719706	-6.100236	-0.03162614	20486958	SETDB2	SET domain bifurcated 2
ILMN_1867900	0.6728267	4.78e-01	0.7197033	-6.100238	0.0306378	27821777		
ILMN_1717462	0.6728267	4.78e-01	-0.7196816	-6.100254	-0.03642371	93204874	NPVF	neuropeptide VF precursor
ILMN_1656221	0.6728267	4.78e-01	0.7196708	-6.100261	0.0293196	49227790	OR2T27	olfactory receptor family 2 subfamily T member 27
ILMN_2175075	0.6728267	4.78e-01	-0.7196571	-6.100271	-0.06399224	224282130	SRSF4	serine and arginine rich splicing factor 4
ILMN_1786172	0.6728267	4.78e-01	-0.7196487	-6.100277	-0.02631154	142386122	GTF2H2C_2	GTF2H2 family member C, copy 2
ILMN_1652946	0.6728267	4.78e-01	-0.7196048	-6.100308	-0.03387371	221554523	VSTM5	V-set and transmembrane domain containing 5
ILMN_1653788	0.6728267	4.78e-01	0.7195819	-6.100325	0.03734489	339275953	RNF208	ring finger protein 208
ILMN_1760718	0.6728267	4.78e-01	-0.7195628	-6.100338	-0.0782146	54607107	ZMIZ2	zinc finger MIZ-type containing 2
ILMN_2272867	0.6728267	4.78e-01	0.7195604	-6.10034	0.03378665	302058279	WDR33	WD repeat domain 33
ILMN_1787718	0.6728327	4.78e-01	-0.719522	-6.100367	-0.06651587	748585173	SLC27A1	solute carrier family 27 member 1
ILMN_2169152	0.6728327	4.78e-01	-0.7195078	-6.100377	-0.12596801	1005261257	SRGN	serglycin
