gene,logFC,p_value,adj_p_value
ZBTB24,-0.5924127,1.03e-07,3.65e-07
DIO3OS,0.5253991,1.04e-07,3.68e-07
HMGN1,-0.3897875,4.19e-09,3.69e-07
C1ORF141,-0.67025248,9.57e-08,3.7e-07
MUC12,0.5265936,1.05e-07,3.7e-07
IGFALS,0.448215,1.05e-07,3.7e-07
CCDC78,-0.33021652,9.64e-08,3.72e-07
KCNJ5,-0.36057927,9.68e-08,3.73e-07
MICB,0.5877141,1.06e-07,3.73e-07
CDH15,0.4885177,1.06e-07,3.74e-07
KIAA0922,-0.6156536,1.07e-07,3.76e-07
PIK3R1,0.35724616,9.75e-08,3.76e-07
DYDC1,-0.44320441,9.78e-08,3.77e-07
UBN2,-0.4725495,1.07e-07,3.78e-07
POLR2I,0.7092941,1.08e-07,3.79e-07
PNPLA7,0.4478241,1.07e-07,3.79e-07
ZCCHC2,0.2586599,9.86e-08,3.8e-07
POLB,-0.28020314,9.86e-08,3.8e-07
SLC29A2,0.408715,1.08e-07,3.82e-07
LGALS4,0.6121373,1.08e-07,3.82e-07
DOCK4,0.31958085,9.98e-08,3.84e-07
MSMB,-1.44994073,1e-07,3.86e-07
MAPK8IP2,0.3892205,1.1e-07,3.86e-07
CAPN12,0.4193805,1.1e-07,3.86e-07
ZNF704,0.707105,1.1e-07,3.87e-07
CHIC1,-0.4407227,1.1e-07,3.87e-07
MBTPS2///MBTPS2,-0.496975,1.1e-07,3.87e-07
ZBTB26,-0.5080132,1.1e-07,3.87e-07
GREM2,-0.39278994,1.01e-07,3.89e-07
RNF123,0.4104464,1.11e-07,3.89e-07
RGS10,-0.3906436,1.1e-07,3.89e-07
RSPH6A,0.4335636,1.11e-07,3.89e-07
TAF4,0.3509614,1.11e-07,3.89e-07
FUT3,0.39246718,1.02e-07,3.91e-07
ERCC1,0.5085809,1.11e-07,3.92e-07
ADAMTS10,0.5246282,1.11e-07,3.92e-07
ZKSCAN3,-0.28721113,1.02e-07,3.92e-07
KISS1R,0.4708145,1.12e-07,3.93e-07
TAPT1-AS1,0.3886364,1.12e-07,3.93e-07
KIF9,-0.46822599,1.03e-07,3.94e-07
CELF6,0.3837295,1.12e-07,3.94e-07
NRSN2,0.6612286,1.12e-07,3.94e-07
MRPL35,-0.7524168,1.12e-07,3.95e-07
SLC25A34,0.46522,1.12e-07,3.95e-07
VAV3,-0.7655059,1.12e-07,3.95e-07
SYT17,0.7061445,1.14e-07,4e-07
HEY2,-0.41054867,1.05e-07,4.01e-07
PRKAR2B,-1.2039864,1.14e-07,4.01e-07
VWA5B1,0.4324582,1.15e-07,4.03e-07
ASPG,0.5792955,1.15e-07,4.04e-07
FLT3LG,0.5960127,1.15e-07,4.04e-07
FAHD2A,0.4872395,1.15e-07,4.04e-07
TMEM241,0.4269673,1.15e-07,4.04e-07
ADPRHL1,0.4455927,1.15e-07,4.05e-07
BACH1,-0.7889691,1.15e-07,4.05e-07
TLX3,0.433485,1.16e-07,4.06e-07
HPR,0.71249598,1.06e-07,4.06e-07
RAB27B,-1.1896141,1.16e-07,4.06e-07
ONECUT1,0.4324036,1.16e-07,4.06e-07
MIR330,0.4622118,1.16e-07,4.08e-07
CCNB2,-0.41603501,1.07e-07,4.09e-07
MYL12A,0.22434267,1.07e-07,4.1e-07
PDZD7,0.4368509,1.17e-07,4.11e-07
MARCH7,-0.6782845,1.18e-07,4.13e-07
ABCA10,-1.3417645,1.18e-07,4.14e-07
PANX3,0.4357955,1.18e-07,4.14e-07
HS3ST3A1,-0.27301474,1.08e-07,4.15e-07
ARNT2,-0.31353795,1.08e-07,4.15e-07
HIST1H2BM,-0.51580394,1.09e-07,4.16e-07
SNAPC1,-0.6111845,1.19e-07,4.17e-07
PTGER1,0.5408836,1.19e-07,4.17e-07
RAPSN,0.4884018,1.19e-07,4.17e-07
NMRAL1,0.6814173,1.19e-07,4.17e-07
ERMP1,-0.6942523,1.19e-07,4.17e-07
SLC7A2,-0.9110695,1.2e-07,4.19e-07
INPP5J,0.3885636,1.2e-07,4.19e-07
SCML1,-0.7775032,1.2e-07,4.19e-07
LAT,0.6500514,1.2e-07,4.2e-07
SNORA70G,-0.5416586,1.2e-07,4.2e-07
NEMP2,-0.5497064,1.2e-07,4.21e-07
SPATA13,0.30461138,1.1e-07,4.21e-07
ZNF830,-0.7037732,1.2e-07,4.21e-07
CREBRF,-0.6833923,1.2e-07,4.21e-07
PAFAH1B3,0.5766518,1.21e-07,4.24e-07
HTR1F,-0.27506004,1.11e-07,4.25e-07
ARID2,-0.6137459,1.22e-07,4.28e-07
METTL9///METTL9,0.2821445,1.22e-07,4.28e-07
PTPRD,-0.39523155,1.12e-07,4.28e-07
IGLJ3,-3.3690825,5.07e-09,4.3e-07
CAMK2D,-0.6402945,1.24e-07,4.32e-07
TRIP6,0.5514741,1.24e-07,4.33e-07
WDR7,-0.5729841,1.24e-07,4.33e-07
LMNA,0.9591795,1.24e-07,4.34e-07
BEND3,0.5461655,1.25e-07,4.35e-07
GRID1,0.4747791,1.25e-07,4.36e-07
CXCL17,0.9203845,1.25e-07,4.36e-07
CPSF4L,0.7746932,1.26e-07,4.38e-07
RAPGEF3,0.25521147,1.15e-07,4.39e-07
SLC25A42,0.5224986,1.26e-07,4.4e-07
C6ORF141,-0.23276577,1.15e-07,4.4e-07
CDK15,-0.30911566,1.16e-07,4.42e-07
GMPPA,0.5780927,1.27e-07,4.43e-07
SNX29P2,0.5955586,1.27e-07,4.44e-07
PDGFD,-1.3643127,1.28e-07,4.45e-07
LOC100287166,0.6596227,1.28e-07,4.45e-07
GRK1,0.6532409,1.28e-07,4.46e-07
TBL3,0.5586882,1.28e-07,4.47e-07
TRAPPC3,0.5114814,1.29e-07,4.48e-07
MDFI,0.4768473,1.29e-07,4.5e-07
PRSS27,0.4586327,1.29e-07,4.5e-07
SNORD79,-1.0463977,1.29e-07,4.5e-07
PABPC3,-0.3967114,1.3e-07,4.52e-07
ELF3,1.3417041,1.3e-07,4.52e-07
BAG3,0.6314195,1.3e-07,4.53e-07
DIRAS2,0.4407368,1.31e-07,4.56e-07
ATP1A3,0.8696525,5.47e-09,4.59e-07
C8ORF31,0.4495945,1.32e-07,4.6e-07
ATG7,-0.45398,1.33e-07,4.61e-07
FOXA1,0.9453245,1.33e-07,4.61e-07
RARRES3///RARRES3,0.8675164,1.33e-07,4.62e-07
NRTN///NRTN,0.4905127,1.33e-07,4.62e-07
ADCY1,0.5587186,1.34e-07,4.64e-07
SIGLEC16,0.8885859,1.34e-07,4.66e-07
PP13439,-0.5176559,1.34e-07,4.66e-07
CRADD,0.4137641,1.34e-07,4.66e-07
CDCP1,-0.34363582,1.23e-07,4.67e-07
PRSS53,0.3588673,1.35e-07,4.68e-07
LYVE1,0.78192501,1.23e-07,4.68e-07
LDLRAD2,0.3821036,1.35e-07,4.69e-07
SLC22A31,0.7102577,1.36e-07,4.71e-07
PAK4,0.4447023,1.36e-07,4.71e-07
PTN,-0.54086002,1.24e-07,4.72e-07
ZNF24,-0.696855,1.36e-07,4.72e-07
FAM122C,0.6008959,1.36e-07,4.72e-07
CALM2,-0.27581476,1.25e-07,4.76e-07
SEMA6B,0.37095746,1.26e-07,4.78e-07
PDZRN3,-0.33175915,1.26e-07,4.79e-07
GOLGA8R///GOLGA8DP///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8IP,-0.4807886,1.38e-07,4.8e-07
ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,-0.7792873,1.39e-07,4.82e-07
ERCC6L,-0.4770209,1.39e-07,4.83e-07
SERHL2,0.6404682,1.4e-07,4.85e-07
NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F,0.3325605,1.4e-07,4.85e-07
PLCXD1,0.31992048,1.28e-07,4.85e-07
KBTBD13,0.5404186,1.4e-07,4.86e-07
ELAVL3,0.4050305,1.4e-07,4.86e-07
BHLHA15,0.5157582,1.41e-07,4.87e-07
AMH,0.4014132,1.41e-07,4.87e-07
RPS15,1.0204905,1.41e-07,4.88e-07
SNORA19,-0.7401195,1.41e-07,4.89e-07
FBXL5,-0.6656409,1.42e-07,4.9e-07
MARCH3,1.05735,1.42e-07,4.9e-07
KLHL21,0.5417791,1.42e-07,4.91e-07
PATJ,-0.8697482,1.43e-07,4.94e-07
FCRL6,0.8198809,1.43e-07,4.95e-07
ZNF335,0.3336732,1.43e-07,4.95e-07
HSP90AA5P,-0.6527164,1.44e-07,4.96e-07
CD244,0.37266323,1.31e-07,4.96e-07
PRDM6,-0.37880767,1.31e-07,4.96e-07
MRPL50,0.543795,1.44e-07,4.97e-07
C16ORF46,-0.26297016,1.32e-07,4.98e-07
SNCA,0.5835205,1.45e-07,5e-07
HARS2,-0.5739505,1.45e-07,5.02e-07
LINC01558,-0.24878344,1.33e-07,5.05e-07
DKFZP779L1853,0.7061423,1.47e-07,5.07e-07
METRN,0.5062391,1.47e-07,5.09e-07
KCNH6,0.4802114,1.47e-07,5.09e-07
OCLN///LOC647859,0.46954855,1.35e-07,5.1e-07
POU4F2,0.3961732,1.48e-07,5.1e-07
TNFRSF9,-0.4557566,1.35e-07,5.1e-07
TYSND1,0.4393655,1.48e-07,5.11e-07
WDTC1,0.5018564,1.48e-07,5.11e-07
NT5C,0.5031359,1.49e-07,5.13e-07
LOC442028,0.5276409,1.49e-07,5.13e-07
C12ORF29,-0.4941341,1.49e-07,5.14e-07
RNF180,-0.5886859,1.49e-07,5.15e-07
LOC100630923///PRKRIP1,0.3920168,1.49e-07,5.15e-07
FOSL2,0.46941235,1.37e-07,5.16e-07
LOC100131506,0.5031845,1.5e-07,5.16e-07
PPFIA1,-0.6973305,1.5e-07,5.17e-07
ISG20,0.28487148,1.37e-07,5.17e-07
OR1G1,0.5241082,1.5e-07,5.18e-07
STEAP1,-1.960915,6.43e-09,5.18e-07
PPIA,-0.4247705,1.51e-07,5.22e-07
IPO4,0.5947659,1.52e-07,5.22e-07
PGR,-0.33815389,1.39e-07,5.24e-07
GABRR2,0.27865661,1.39e-07,5.24e-07
PLXNC1,-0.9497218,1.52e-07,5.25e-07
CDC73,-0.4329373,1.53e-07,5.26e-07
FXYD7,0.4662777,1.53e-07,5.26e-07
ZMAT1,-0.41756075,1.4e-07,5.27e-07
NDUFA4,-0.9037259,1.53e-07,5.28e-07
ZKSCAN8,-0.6705977,1.54e-07,5.29e-07
MANF,-0.4894014,1.54e-07,5.3e-07
OBFC1,-0.5928509,1.54e-07,5.32e-07
ANO8,0.3652814,1.54e-07,5.32e-07
SLC5A3,-0.7427241,1.55e-07,5.33e-07
CYP1A1,0.59055015,1.42e-07,5.35e-07
SRP54-AS1,0.7061475,6.71e-09,5.35e-07
LOC101928953,0.5743986,1.56e-07,5.36e-07
SERTAD2,-0.5463275,6.74e-09,5.37e-07
LOC100129112,0.4921409,1.56e-07,5.37e-07
ZNF511-PRAP1///ZNF511,0.4270164,1.57e-07,5.4e-07
TMEM237,-0.25595838,1.44e-07,5.41e-07
FAM171A2,0.5719991,1.58e-07,5.42e-07
ZCCHC17,-0.5354555,1.58e-07,5.42e-07
RBM15B,0.3628855,1.58e-07,5.42e-07
NEDD4,0.33379233,1.45e-07,5.44e-07
TPSD1,-0.31118138,1.46e-07,5.47e-07
PPP4R1L,-0.5463923,1.6e-07,5.49e-07
ARID3A,0.4500573,1.6e-07,5.49e-07
RHOXF1,0.4564555,1.6e-07,5.49e-07
SUMO3,0.4843995,1.6e-07,5.49e-07
SPACA6,0.4266155,1.6e-07,5.49e-07
WNK3,-0.8918518,1.61e-07,5.52e-07
IRS1,0.5086564,1.62e-07,5.55e-07
SNX30,0.43441308,1.49e-07,5.58e-07
OPLAH,0.611905,7.07e-09,5.59e-07
NUP210P1,0.4476305,1.64e-07,5.62e-07
SERPINB3,-1.18368178,1.5e-07,5.62e-07
ZAP70,0.6182714,1.64e-07,5.64e-07
GYPA,0.5774964,1.64e-07,5.64e-07
ZNF93,-0.25924882,1.5e-07,5.64e-07
GLRX,0.47715539,1.51e-07,5.65e-07
DPY19L2P1,-0.45852676,1.51e-07,5.66e-07
HLA-DQB2///HLA-DQB1,1.02648,1.65e-07,5.67e-07
ZRSR1///SRP19,-0.4996145,1.66e-07,5.68e-07
SLC39A1,0.6867523,1.66e-07,5.69e-07
ZNF732,-0.396965,1.67e-07,5.71e-07
TBC1D8,-0.6800014,1.67e-07,5.71e-07
RXRG,0.8844555,1.68e-07,5.74e-07
CDKN1B,0.6099114,1.67e-07,5.74e-07
ODF3L1,0.6949014,1.68e-07,5.74e-07
ADGRB1,0.4362182,1.68e-07,5.75e-07
AGBL5,0.4992932,1.68e-07,5.76e-07
HSP90AA6P,-1.1030332,1.68e-07,5.77e-07
IL6ST,-0.8014291,1.69e-07,5.78e-07
C14ORF132,0.4599418,1.69e-07,5.78e-07
HSPB2-C11ORF52///HSPB2,0.4826745,1.7e-07,5.8e-07
CYP4F22,0.4662423,1.7e-07,5.81e-07
IGHG4,-1.564315,7.44e-09,5.81e-07
WDFY3-AS2,0.5130486,1.7e-07,5.81e-07
MCAM,0.9762145,1.7e-07,5.83e-07
LOC441666,-0.6611914,1.71e-07,5.84e-07
RAB37,0.4847377,1.71e-07,5.84e-07
ILDR1,-0.27438932,1.57e-07,5.86e-07
GGCT,-0.5400755,1.72e-07,5.89e-07
CELF4,0.4506073,1.72e-07,5.89e-07
ZRANB3,-0.6143223,1.72e-07,5.89e-07
AHR,-0.5013364,1.72e-07,5.89e-07
NLGN4Y,-0.59643296,1.58e-07,5.91e-07
MACF1,-0.8395236,1.73e-07,5.92e-07
SNORD115-32,-0.43342174,1.59e-07,5.94e-07
CARF,-0.28871121,1.59e-07,5.94e-07
SNORD45C,-0.7235205,1.75e-07,5.98e-07
RNU12,0.9512655,1.75e-07,5.98e-07
DTX1,0.5040077,1.75e-07,5.99e-07
EIF3M,-0.5714309,1.75e-07,5.99e-07
FOXC1,0.4016245,1.76e-07,6.01e-07
TBCC,0.4637045,1.76e-07,6.02e-07
NOL10,-0.6286359,1.77e-07,6.03e-07
PRKACG,0.4087932,1.77e-07,6.03e-07
ZSCAN26,-0.25290124,1.62e-07,6.05e-07
FBLL1,0.4398041,1.78e-07,6.06e-07
ZNF564,-0.6173368,1.78e-07,6.07e-07
TPI1P2,0.4352864,1.78e-07,6.07e-07
MSH5-SAPCD1///SAPCD1,0.39106,1.79e-07,6.09e-07
RFC2,0.58882,1.79e-07,6.09e-07
SAP30,0.4534873,1.8e-07,6.13e-07
VTI1A,-0.4103795,1.8e-07,6.13e-07
LINC00417,-0.43198821,1.64e-07,6.13e-07
PLGLA///LPAL2///PLGLB1///PLGLB2///PLG,-0.8841382,1.8e-07,6.14e-07
ZNF774,0.4457409,1.81e-07,6.15e-07
LRWD1,0.5351114,1.81e-07,6.16e-07
KLRA1P,-0.32054489,1.65e-07,6.16e-07
COG7,-0.4789209,1.81e-07,6.16e-07
CYTH3,0.5346782,1.81e-07,6.17e-07
CXCL6,-0.66992898,1.65e-07,6.17e-07
SSBP3,0.5893227,1.82e-07,6.2e-07
PPIL2,0.3581323,1.82e-07,6.2e-07
ANKRD24,0.3075759,1.82e-07,6.21e-07
TTBK1,0.4469482,1.84e-07,6.26e-07
KIAA0100,-0.7185718,1.84e-07,6.27e-07
CCDC91,-0.5334968,1.85e-07,6.31e-07
MAP1LC3C,0.7180418,1.86e-07,6.32e-07
DACT3,0.4387364,1.86e-07,6.33e-07
WDR24,0.4469191,1.86e-07,6.34e-07
CIC,0.3823014,1.87e-07,6.35e-07
OTUD4,-0.7030927,1.88e-07,6.37e-07
WDR17,-1.0595045,1.87e-07,6.37e-07
RALGAPA1,-0.5967323,1.87e-07,6.37e-07
DLGAP1,0.4709945,1.88e-07,6.37e-07
CNFN,0.4295077,1.88e-07,6.39e-07
FBXO48,-0.5728095,1.88e-07,6.39e-07
HSD17B12,-0.4765286,1.88e-07,6.39e-07
MYBPC3,0.4559291,1.9e-07,6.44e-07
C8ORF82,0.4771795,1.9e-07,6.45e-07
ADAMTS3,-0.6646768,1.9e-07,6.45e-07
TSPAN32,0.4888223,1.9e-07,6.46e-07
MIR15A,-0.72555162,1.74e-07,6.49e-07
ZNF253,-0.8471859,1.91e-07,6.49e-07
SELP,-0.49904753,1.75e-07,6.51e-07
FAM131C,0.4957205,1.92e-07,6.52e-07
HDHD3,0.6485168,1.93e-07,6.55e-07
SF3B6,0.7663045,1.93e-07,6.56e-07
NRL,0.4802232,1.94e-07,6.57e-07
ANXA7,-0.4228914,1.94e-07,6.57e-07
MAPK9,-0.4208441,1.94e-07,6.57e-07
SLC26A1,0.4379991,1.94e-07,6.58e-07
LRRC37A11P,0.4349305,1.94e-07,6.59e-07
TBC1D9B,0.5140036,1.95e-07,6.6e-07
THAP5P1,-0.9195936,1.95e-07,6.61e-07
SPATA21,0.4356809,1.95e-07,6.61e-07
LOC100130370,0.4117618,1.95e-07,6.61e-07
STARD9,0.7070455,1.96e-07,6.62e-07
PTGES,-0.28203007,1.79e-07,6.66e-07
SERPINA2,0.6045791,1.97e-07,6.67e-07
BCL2L13,0.5237,8.88e-09,6.74e-07
ECSIT,0.4204109,2.01e-07,6.8e-07
MIR29A,0.29022131,1.83e-07,6.81e-07
LOC101927181,0.4900368,2.02e-07,6.82e-07
RAVER2,-0.33892629,1.84e-07,6.83e-07
DAPL1,0.3703159,2.03e-07,6.86e-07
SYT11,0.5788609,2.04e-07,6.88e-07
LETMD1,0.4839927,2.04e-07,6.89e-07
TRAF7,0.5056764,2.05e-07,6.91e-07
RUFY3,-0.672715,2.06e-07,6.95e-07
AATK-AS1,0.4496118,2.06e-07,6.97e-07
NT5C1B-RDH14///NT5C1B,0.3967964,2.07e-07,6.99e-07
BCAS4,0.4776382,2.07e-07,6.99e-07
SIKE1,-0.4048332,2.07e-07,7e-07
PTPMT1,0.4227891,2.07e-07,7e-07
PDK1,-1.314255,2.07e-07,7e-07
HAAO,0.4431855,2.08e-07,7.02e-07
HHLA3,0.6708495,2.08e-07,7.03e-07
EGFR,0.609745,9.4e-09,7.03e-07
EML5,-0.7411445,2.08e-07,7.03e-07
KLHL22,0.3651305,2.09e-07,7.04e-07
DFFB,0.3309514,2.09e-07,7.05e-07
SALL3,0.438045,2.09e-07,7.05e-07
WDYHV1,-0.5244823,2.09e-07,7.05e-07
OPTC,0.4990873,2.09e-07,7.06e-07
SNORD50B,-0.9556982,2.1e-07,7.07e-07
CCL26,0.8770625,9.5e-09,7.08e-07
PLA2G12B,0.31914184,1.91e-07,7.1e-07
PLEKHM3,0.35388176,1.91e-07,7.1e-07
MRC2,0.6451155,2.11e-07,7.1e-07
MKRN2,-0.4880741,2.11e-07,7.1e-07
SLC25A22,0.4232759,2.11e-07,7.12e-07
SCARB2,-0.5107145,2.11e-07,7.12e-07
GJD2,0.4823882,2.12e-07,7.13e-07
TRBC1,-0.24341982,1.92e-07,7.14e-07
CMYA5,-0.7017895,2.13e-07,7.17e-07
SHOX,0.3980368,2.13e-07,7.18e-07
PEPD,0.7520636,2.13e-07,7.18e-07
PCDHB2,-0.3092192,1.94e-07,7.2e-07
UTF1,0.4911709,2.14e-07,7.21e-07
FAM163B,0.4816927,2.15e-07,7.23e-07
MSGN1,0.3994991,2.15e-07,7.23e-07
SERF2-C15ORF63///HYPK,-0.4612791,2.15e-07,7.24e-07
TUBB4B,1.2660859,2.15e-07,7.25e-07
PTPRZ1,-0.86936786,1.96e-07,7.26e-07
FMNL1,0.5764955,2.16e-07,7.27e-07
TCEB2,0.6808905,2.17e-07,7.3e-07
SOX11,0.420845,2.18e-07,7.32e-07
HABP2,-0.41992149,1.98e-07,7.33e-07
PI4KAP1///PI4KAP2///PI4KA,0.4688959,2.18e-07,7.33e-07
MGAT2,-0.638865,2.19e-07,7.35e-07
ZNF529,-0.5154614,2.19e-07,7.35e-07
FZD7,-0.7540023,2.2e-07,7.38e-07
IFNGR2,0.4215236,2.2e-07,7.38e-07
SKOR2,0.5218791,2.2e-07,7.39e-07
CES1P1,0.30647677,1.99e-07,7.4e-07
SPAG8,-0.40816509,2.02e-07,7.47e-07
ZP3,0.58735,2.23e-07,7.48e-07
TMEM92,0.5443205,2.25e-07,7.53e-07
GRIK2,-0.25372849,2.04e-07,7.54e-07
AHDC1,0.4186641,2.26e-07,7.57e-07
FITM1,0.47516,2.26e-07,7.57e-07
ZCWPW2,-0.6335441,2.26e-07,7.59e-07
B3GALT6,0.4475864,2.27e-07,7.6e-07
PITHD1,0.67633,2.27e-07,7.61e-07
DPY19L2,-0.36523283,2.07e-07,7.66e-07
TIMP2,0.6093682,2.29e-07,7.67e-07
PLCB3,0.3485132,2.29e-07,7.67e-07
MPP2,0.3695041,2.29e-07,7.67e-07
C9ORF163,0.5063414,2.3e-07,7.69e-07
KCNJ8,0.6436132,2.31e-07,7.74e-07
BAK1,0.6797832,2.32e-07,7.75e-07
FA2H,0.3992732,2.32e-07,7.75e-07
CCDC126,-0.5294118,2.32e-07,7.76e-07
ZNF676,-1.3426295,2.33e-07,7.79e-07
LONRF2,-0.8777391,2.35e-07,7.85e-07
SEMA7A,0.7084395,2.35e-07,7.85e-07
SLC38A9,-0.27527829,2.12e-07,7.85e-07
PARVG,0.34036575,2.13e-07,7.86e-07
CETP,0.5814709,2.35e-07,7.87e-07
TAF2,-0.6095086,2.36e-07,7.88e-07
IL10,0.36478142,2.14e-07,7.91e-07
FNDC3B,-0.6218955,2.38e-07,7.94e-07
LRRC74B,-0.55109977,2.16e-07,7.98e-07
C2ORF81,-0.34692698,2.16e-07,7.99e-07
SLC29A4,0.5423618,2.4e-07,8e-07
POLI,-0.53506,2.4e-07,8e-07
IDH2,0.5819355,2.4e-07,8.01e-07
OXGR1,0.5280309,2.4e-07,8.02e-07
PTPA,-0.5713577,2.4e-07,8.03e-07
GYS1,0.4546327,2.4e-07,8.03e-07
CYP1B1,-1.5063373,2.41e-07,8.04e-07
NALCN,-0.36165006,2.18e-07,8.04e-07
FLJ46838,0.4235332,2.41e-07,8.05e-07
CLDN34,0.8145705,2.41e-07,8.05e-07
RIPPLY3,0.77436,1.11e-08,8.07e-07
DNAJC22,-0.7937325,1.12e-08,8.09e-07
KRTAP15-1,0.6084518,2.44e-07,8.13e-07
ZBTB22,0.4955859,2.45e-07,8.17e-07
ARMCX6,0.4709532,2.47e-07,8.23e-07
BTNL8,1.55116,1.15e-08,8.27e-07
IL1RN,-0.57868751,2.24e-07,8.27e-07
MED23,-0.6436,2.49e-07,8.31e-07
ECE2,0.4154255,2.5e-07,8.32e-07
TREH,0.5107986,2.5e-07,8.32e-07
CHPF,0.6336291,2.5e-07,8.33e-07
ACOT2,0.35483496,2.26e-07,8.34e-07
NEU4,0.4066836,2.51e-07,8.37e-07
SEC61G,-0.9171786,2.51e-07,8.37e-07
TNFRSF4,0.5119932,2.52e-07,8.39e-07
TTC9C,0.43074,2.53e-07,8.42e-07
LAMP2,-0.4635773,2.54e-07,8.45e-07
RBMS1,0.4849791,2.55e-07,8.47e-07
ZNF710,0.4181764,2.54e-07,8.47e-07
TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X,0.3849545,2.55e-07,8.49e-07
TMEM163,0.5320427,2.31e-07,8.51e-07
ZNF519,-0.6730414,2.56e-07,8.53e-07
TRIM16L///TRIM16,0.7282209,2.57e-07,8.54e-07
ZXDB,0.4052145,2.57e-07,8.55e-07
AVPR2,0.4836186,2.58e-07,8.57e-07
MIR494,-0.5942468,2.58e-07,8.58e-07
MARCH2,0.5450641,2.59e-07,8.6e-07
TTC3P1,-0.5851225,1.21e-08,8.61e-07
LGALS2,-3.39334,1.21e-08,8.61e-07
B3GNT3,-0.32824362,2.34e-07,8.62e-07
COL8A2,-1.05032,1.22e-08,8.65e-07
NARFL,0.324305,2.61e-07,8.67e-07
LRRC29,0.3841664,2.62e-07,8.69e-07
POU3F2,0.4817955,2.61e-07,8.69e-07
DNAH17,0.5857768,2.61e-07,8.69e-07
GAP43,-0.28022266,2.36e-07,8.7e-07
LPEQ6126,0.3971795,2.63e-07,8.73e-07
RANGRF,0.4550041,2.65e-07,8.79e-07
HOMER2,-0.33268435,2.4e-07,8.81e-07
BRAP,-0.3833859,2.66e-07,8.82e-07
GATA3,0.7357968,2.66e-07,8.82e-07
ZNF835,0.4720682,2.66e-07,8.82e-07
RNF186,0.4647309,2.66e-07,8.83e-07
SFXN2,0.25930684,2.4e-07,8.83e-07
FERMT3,0.39556987,2.4e-07,8.83e-07
LPCAT1,1.0103082,2.66e-07,8.83e-07
ANGPT4,0.4867159,2.66e-07,8.84e-07
ATG12,-0.5078527,2.67e-07,8.87e-07
LRP6,-0.6996136,2.69e-07,8.9e-07
KIAA1147,0.5946118,2.68e-07,8.9e-07
SNHG12///SNORA16A///SNORA61///SNORA44///SNHG12,0.31679399,2.43e-07,8.9e-07
RAE1,-0.4435445,2.7e-07,8.95e-07
TXNDC12,0.3800645,2.7e-07,8.96e-07
TBC1D30,0.29555399,2.44e-07,8.96e-07
DNM3,0.30663922,2.44e-07,8.96e-07
USP46,-0.552395,2.71e-07,8.97e-07
LELP1,0.4219668,2.71e-07,8.98e-07
ZNF383,-0.5094268,2.72e-07,9e-07
LOC107984282,0.518095,1.28e-08,9.04e-07
ZNF692///ZNF692,0.4829273,2.73e-07,9.05e-07
RRP15,-0.9675923,2.75e-07,9.11e-07
SQLE,-0.9037618,2.76e-07,9.13e-07
PER2,-0.46120358,2.49e-07,9.13e-07
ADAM20,-0.4836136,2.76e-07,9.14e-07
MAPK11,0.4155564,2.76e-07,9.14e-07
SLC9A3R1,-0.29160091,2.5e-07,9.18e-07
SLC20A1,0.33697173,2.51e-07,9.2e-07
S100A14,0.39286445,2.52e-07,9.22e-07
FBXW9,0.5355755,2.79e-07,9.24e-07
EXD3,0.3870668,2.8e-07,9.25e-07
TEN1-CDK3///CDK3,0.3714932,2.8e-07,9.25e-07
CFC1B///CFC1,0.5429945,2.81e-07,9.27e-07
TMEM54,0.7819068,2.81e-07,9.27e-07
DCP1A,0.5211118,2.82e-07,9.32e-07
CAMK2B,0.5017209,2.82e-07,9.33e-07
CYP3A4,1.5326925,1.33e-08,9.35e-07
ZBTB11,-0.6626791,2.83e-07,9.36e-07
TYRO3,0.28726184,2.57e-07,9.41e-07
LOC645010,0.5234905,2.86e-07,9.44e-07
RASAL1,0.4257777,2.87e-07,9.47e-07
ZNF296///ZNF296,0.4176186,2.89e-07,9.52e-07
LINC00174,0.5303164,2.89e-07,9.52e-07
GMIP,0.26419994,2.6e-07,9.52e-07
NKX3-2,0.4669736,2.89e-07,9.53e-07
NCKAP5L,0.3770268,2.89e-07,9.53e-07
H2AFB1///H2AFB2///H2AFB3,0.3749077,2.9e-07,9.57e-07
RNU5E-1,1.8761727,2.91e-07,9.6e-07
OSBP2,0.3973795,2.92e-07,9.63e-07
AK4,-0.7550277,2.95e-07,9.72e-07
HDGF,0.47427,2.96e-07,9.74e-07
TTLL12,0.4833114,2.96e-07,9.75e-07
LOC100130417,-0.528225,1.41e-08,9.76e-07
HCN3,0.4123364,2.97e-07,9.79e-07
MSANTD3-TMEFF1///TMEFF1,-0.6571564,2.97e-07,9.79e-07
ARPP21,0.3370632,2.98e-07,9.82e-07
PBX4,0.4564105,2.98e-07,9.82e-07
AMMECR1,0.5300475,1.42e-08,9.83e-07
METTL18,-0.5063055,2.99e-07,9.84e-07
FBN2,-0.730315,2.99e-07,9.84e-07
C2ORF57,0.4503582,3e-07,9.85e-07
HLA-H///HLA-C///HLA-B///HLA-A///HLA-B///HLA-A,0.3792227,3e-07,9.86e-07
