gene,logFC,p_value,adj_p_value
NHERF2,1.42,9.1e-08,5.29e-05
FGL2,0.71877684,1.58e-06,5.29e-05
CLU,1.73457444,1.59e-06,5.3e-05
IL33,0.6750652,7.33e-07,5.3e-05
GLB1,0.62355069,1.6e-06,5.32e-05
ZNF35,0.46026474,1.65e-06,5.46e-05
BBLN,0.83227731,1.66e-06,5.49e-05
B3GALT2,-1.47245466,1.66e-06,5.49e-05
TMEM160,-0.42888,7.75e-07,5.54e-05
WWC2,-0.59272066,1.7e-06,5.6e-05
DAAM2,1.46,1.02e-07,5.61e-05
FKBP11,0.9060777,1.71e-06,5.61e-05
LOC100134040,-1.9,1.05e-07,5.61e-05
KLRA1P,-1.44,1.01e-07,5.61e-05
RNF138P1,-2.41,1.05e-07,5.61e-05
LINC00964,-1.38,1.08e-07,5.64e-05
G6PC1,-1.59973667,1.73e-06,5.65e-05
FMOD,1.07161347,1.74e-06,5.67e-05
TIMP1,0.94847442,1.75e-06,5.67e-05
GNAI1,0.80702954,1.74e-06,5.67e-05
ZSCAN16,0.52784797,1.77e-06,5.7e-05
EVI2A,1.68022993,1.77e-06,5.7e-05
SORBS2,0.5168926,8.06e-07,5.7e-05
CAPN6,1.12219568,1.77e-06,5.7e-05
DRAM1,0.8151439,1.79e-06,5.71e-05
CPE,1.21484343,1.79e-06,5.71e-05
SHANK2,-0.80124838,1.79e-06,5.71e-05
CDC42EP4,-0.48167086,1.81e-06,5.75e-05
SAC3D1,0.80770285,1.8e-06,5.75e-05
RARG,1.82,1.13e-07,5.81e-05
HHEX,1.26315756,1.85e-06,5.85e-05
KLK1,-2.0573981,8.38e-07,5.88e-05
NINJ2,0.57394889,1.87e-06,5.93e-05
BID,0.61536827,1.95e-06,6.14e-05
PRC1,0.99373639,1.95e-06,6.14e-05
CALCOCO1,-0.4598653,8.82e-07,6.15e-05
PFN1,1.04564816,1.96e-06,6.15e-05
SNORD116-15,-2.26,1.3e-07,6.2e-05
SRSF5,-1.03,1.29e-07,6.2e-05
PRAF2,1.36,1.31e-07,6.2e-05
SNORD59A,-2.82,1.24e-07,6.2e-05
CD4,0.54957259,1.99e-06,6.21e-05
SNORD104,-2.72,1.34e-07,6.21e-05
NR4A1,-1.3347165,9.01e-07,6.25e-05
TRIM27,0.34856442,2.03e-06,6.33e-05
ADAMTS5,0.8293416,9.34e-07,6.45e-05
ACACB,-0.4927583,9.46e-07,6.46e-05
ZNF667,0.3202767,9.45e-07,6.46e-05
EIF4E2,0.53362687,2.09e-06,6.49e-05
PLCG2,-1.97585937,2.08e-06,6.49e-05
HS3ST1,0.72464235,2.14e-06,6.63e-05
AQP6,-0.42018168,2.15e-06,6.63e-05
MYOF,0.75401674,2.19e-06,6.76e-05
STK38L,0.41876636,2.22e-06,6.78e-05
SSUH2,0.85149467,2.21e-06,6.78e-05
PPRC1,0.64493851,2.22e-06,6.78e-05
DRD4,-0.35221686,2.22e-06,6.78e-05
ITGAL,0.55641324,2.23e-06,6.8e-05
TCIRG1,1.00794802,2.26e-06,6.86e-05
PPP1R16B,-1.0248899,1.02e-06,6.87e-05
AGR2,1.2099528,1.01e-06,6.87e-05
ALDH1L1,-1.0412003,1.02e-06,6.87e-05
CRIP2,0.8955709,1.03e-06,6.88e-05
COL5A1,0.91455424,2.28e-06,6.91e-05
CYBA,0.73568838,2.3e-06,6.95e-05
NID1,1.26,1.58e-07,6.96e-05
SDC3,1.93,1.63e-07,7.01e-05
PGM5,0.4518164,2.34e-06,7.04e-05
CEMIP2,-0.96105438,2.34e-06,7.04e-05
DEF6,0.39788798,2.36e-06,7.08e-05
IL6R,-0.8096705,1.07e-06,7.08e-05
WIPF1,0.45336832,2.39e-06,7.14e-05
NOTCH3,0.40413453,2.4e-06,7.15e-05
CDKN3,0.49284166,2.43e-06,7.22e-05
KCNMB1,0.8670364,2.45e-06,7.27e-05
DOK5,1.01494673,2.46e-06,7.28e-05
STYXL1,0.80697729,2.48e-06,7.32e-05
LAT,0.65335239,2.48e-06,7.32e-05
TPM1,0.82794464,2.49e-06,7.32e-05
ZC3H7A,0.4454303,1.12e-06,7.33e-05
LPIN1,-0.68132351,2.51e-06,7.35e-05
TP53I3,0.81845314,2.52e-06,7.36e-05
ADCY3,0.59288404,2.52e-06,7.36e-05
ABI1,-0.59498679,2.54e-06,7.39e-05
TRIAP1,0.42866798,2.55e-06,7.4e-05
DDIT4,-1.0093801,1.14e-06,7.43e-05
INPP5F,0.52387435,2.59e-06,7.47e-05
CABYR,0.38363121,2.58e-06,7.47e-05
TFCP2L1,-0.6301338,1.15e-06,7.48e-05
PTRH2,0.4676155,2.61e-06,7.51e-05
CHST15,0.93188045,2.61e-06,7.51e-05
EXT1,0.72099745,2.64e-06,7.58e-05
CTSZ,0.87819534,2.67e-06,7.6e-05
SLC16A6,0.48711005,2.66e-06,7.6e-05
SLC43A3,0.62066707,2.68e-06,7.63e-05
ATP6V1B1,-0.8213536,1.19e-06,7.71e-05
GJD3,1.6,1.85e-07,7.74e-05
MMD,0.74305871,2.76e-06,7.82e-05
SPSB1,-0.93551414,2.77e-06,7.84e-05
ACOT9,0.57599225,2.8e-06,7.87e-05
RABIF,0.34426954,2.8e-06,7.87e-05
CSTA,1.46259599,2.81e-06,7.88e-05
GABARAPL1,-0.7157734,1.23e-06,7.9e-05
CYP39A1,-0.53932451,2.83e-06,7.91e-05
ADAMTS6,0.34108785,2.84e-06,7.93e-05
NANS,0.62652929,2.86e-06,7.95e-05
IRX5,0.33103255,2.97e-06,8.25e-05
TRIB3,0.4958599,2.98e-06,8.26e-05
COL21A1,1.06458748,3.01e-06,8.31e-05
IP6K3,-2.21,2.02e-07,8.32e-05
ALS2CL,-0.5518198,1.3e-06,8.33e-05
CRLF3,0.61068361,3.04e-06,8.36e-05
XPNPEP1,0.43126665,3.06e-06,8.36e-05
REXO4,0.63136862,3.04e-06,8.36e-05
TUBB6,0.63232434,3.05e-06,8.36e-05
CFP,0.67203583,3.07e-06,8.39e-05
LONRF3,-0.52784449,3.1e-06,8.45e-05
GAL3ST4,0.66512625,3.11e-06,8.46e-05
NRBF2,0.56217199,3.14e-06,8.47e-05
CORO1A,1.21135591,3.14e-06,8.47e-05
POSTN,1.64720178,3.13e-06,8.47e-05
PRPF38B,0.4271732,1.34e-06,8.53e-05
UBFD1,0.60069362,3.19e-06,8.61e-05
GNA11,-0.3797624,1.38e-06,8.73e-05
TNFSF10,1.0346551,1.39e-06,8.73e-05
TAS2R5,-2.28,2.2e-07,8.8e-05
PIK3C2B,1.56,2.2e-07,8.8e-05
HEY2,0.69144124,3.31e-06,8.89e-05
PARPBP,0.33242692,3.33e-06,8.92e-05
IRF1,0.75710436,3.33e-06,8.92e-05
NIBAN1,1.1137145,3.37e-06,8.94e-05
SEPTIN11,-0.55021723,3.37e-06,8.94e-05
DHCR24,0.93216843,3.36e-06,8.94e-05
LRP1,0.38999728,3.35e-06,8.94e-05
HMG20B,-0.359967,1.44e-06,8.97e-05
AHCY,-0.7612576,1.45e-06,8.98e-05
CDC42EP1,0.4893422,3.41e-06,9.03e-05
ECSIT,-0.5159196,1.47e-06,9.06e-05
SCO2,0.99465752,3.44e-06,9.1e-05
SLC25A20,-0.5593419,1.5e-06,9.2e-05
ASPN,1.30770179,3.5e-06,9.22e-05
SLC12A8,0.66893099,3.51e-06,9.24e-05
FOXI1,-0.9390848,1.53e-06,9.33e-05
FRY,-0.6855008,1.54e-06,9.34e-05
SPRY1,0.6793056,1.56e-06,9.37e-05
BAG1,-0.3502888,1.57e-06,9.37e-05
ALDH4A1,-0.9178138,1.58e-06,9.37e-05
DOCK9-AS1,-2.0,2.38e-07,9.38e-05
PART1,-0.36691643,3.59e-06,9.42e-05
SRPRB,0.47880029,3.64e-06,9.52e-05
PSMB10,0.87597228,3.65e-06,9.55e-05
IL32,1.05169189,3.71e-06,9.67e-05
TLE3,0.39252818,3.75e-06,9.76e-05
TNFRSF21,-0.7112826,1.66e-06,9.77e-05
PRKAG2,-0.5317391,1.67e-06,9.78e-05
TM6SF1,0.71148172,3.77e-06,9.8e-05
ADAM15,1.64,2.53e-07,9.81e-05
POLE2,0.49947094,3.82e-06,9.85e-05
KHNYN,0.42317244,3.82e-06,9.85e-05
SPATS2,0.48291026,3.83e-06,9.85e-05
SLC7A6,0.35786889,3.81e-06,9.85e-05
C3,2.2810746,3.84e-06,9.86e-05
GLRX2,0.68413206,3.9e-06,9.99e-05
PLA2G4A,1.46558883,3.93e-06,0.0001
NMT2,0.63062722,3.95e-06,0.000101
BCAT1,0.69831977,4e-06,0.000101
SOS2,-0.33897122,3.96e-06,0.000101
RARS1,0.52755637,3.98e-06,0.000101
AEBP1,1.67758834,4.03e-06,0.000102
PSTPIP1,0.40671537,4.08e-06,0.000102
ST8SIA4,0.40275418,4.02e-06,0.000102
NARF,0.84100615,4.05e-06,0.000102
NT5E,1.7152019,4.13e-06,0.000103
ACTC1,0.47729956,4.1e-06,0.000103
SNORD116-29,-1.74,2.69e-07,0.000103
RBM5-AS1,-2.47,2.85e-07,0.000104
STEAP4,0.60451908,4.2e-06,0.000104
FAS,0.86422218,4.18e-06,0.000104
TMEM161B,-1.5,2.93e-07,0.000104
BCL6B,2.0,2.78e-07,0.000104
NOC3L,0.61615349,4.17e-06,0.000104
ANTXR1,1.47,2.79e-07,0.000104
BET1,0.45781454,4.2e-06,0.000104
MYO9B,1.4,2.9e-07,0.000104
TNS2,-0.5371979,1.82e-06,0.000105
IGFBP2,-0.7817673,1.83e-06,0.000105
RGS13,0.2955368,1.81e-06,0.000105
NPAS3,-0.65766527,4.28e-06,0.000106
HOXB2,0.65456839,4.28e-06,0.000106
CCNA2,0.40948218,4.39e-06,0.000108
TMPRSS4,0.7376887,1.92e-06,0.000109
IFT122,0.4495657,1.91e-06,0.000109
LOXL2,0.49672962,4.46e-06,0.00011
TMSB10,1.1548454,1.96e-06,0.00011
SLC50A1,-0.3496152,1.94e-06,0.00011
TET3,-0.43070675,4.54e-06,0.000111
DCLK1,0.65586161,4.56e-06,0.000112
HHAT,0.5852454,4.6e-06,0.000112
TSR1,0.38932542,4.62e-06,0.000113
P4HA1,-0.8980528,2.01e-06,0.000113
PARP12,0.766907,2.06e-06,0.000114
KLHL3,-0.8969605,2.1e-06,0.000114
IFIT2,0.8126894,2.07e-06,0.000114
PLA2R1,-0.826323,2.06e-06,0.000114
ASPHD1,0.4502114,2.11e-06,0.000114
GLRB,0.78795461,4.75e-06,0.000115
TRO,0.49614728,4.71e-06,0.000115
ITPR3,0.58584082,4.75e-06,0.000115
CDC20,0.80476272,4.8e-06,0.000116
PTX3,1.72272168,4.89e-06,0.000118
TSKU,-1.0269032,2.26e-06,0.00012
SEL1L3,0.7806403,2.23e-06,0.00012
THG1L,0.57587715,5.01e-06,0.00012
ELF4,0.50979422,5.02e-06,0.00012
NEU1,0.58566688,4.99e-06,0.00012
RUNX1T1,0.414589,2.25e-06,0.00012
TET2,-1.59,3.57e-07,0.00012
MRPL2,-0.4692682,2.31e-06,0.000121
MMP7,2.3028047,2.34e-06,0.000121
TNFRSF10D,0.45426529,5.05e-06,0.000121
GLUD1,-0.8010645,2.29e-06,0.000121
MOXD1,1.9220896,5.07e-06,0.000121
SEMA3G,-0.8893347,2.35e-06,0.000121
NRCAM,0.6572299,2.4e-06,0.000122
RAD23A,-0.3692485,2.38e-06,0.000122
UPP1,0.84729061,5.14e-06,0.000122
AURKA,0.56067496,5.13e-06,0.000122
ITM2C,0.8398957,2.38e-06,0.000122
RHOF,0.45050119,5.18e-06,0.000123
C1R,0.68354946,5.17e-06,0.000123
TLR1,0.7115992,2.47e-06,0.000125
DHRS11,-0.6409731,2.5e-06,0.000126
HAX1,-0.3816138,2.55e-06,0.000127
DOCK6,1.42,3.89e-07,0.000127
COL4A1,1.0521555,2.64e-06,0.000127
TFPI2,1.4186134,2.63e-06,0.000127
GUCY1B1,0.8562932,2.59e-06,0.000127
VWF,0.6088809,2.65e-06,0.000127
TNMD,1.1156963,2.56e-06,0.000127
SLC66A2,-0.861742,2.58e-06,0.000127
ME3,-0.5685492,2.63e-06,0.000127
YRDC,-0.434176,2.6e-06,0.000127
FILIP1L,1.05005308,5.42e-06,0.000128
STK10,0.58780154,5.43e-06,0.000128
ZBTB16,-1.92699435,5.45e-06,0.000128
RELA,1.21,4e-07,0.000128
SLFN12,0.78082427,5.49e-06,0.000129
MAP3K2,-0.37582023,5.48e-06,0.000129
SNN,0.39257651,5.49e-06,0.000129
CNPY3,0.38066662,5.61e-06,0.00013
BZW2,0.74287619,5.59e-06,0.00013
SPOCK1,-1.1501532,2.75e-06,0.000131
ATF7IP,0.4467634,2.74e-06,0.000131
RNASE6,1.69936691,5.62e-06,0.000131
TMEM208,0.37241493,5.68e-06,0.000131
VAV1,0.6764221,5.69e-06,0.000131
PLA2G7,1.17099582,5.64e-06,0.000131
ZYX,1.93,4.48e-07,0.000132
RET,0.49815987,5.72e-06,0.000132
TARID,-2.45,4.28e-07,0.000132
CDA,-0.6878377,2.8e-06,0.000132
SCML1,-0.5060927,2.79e-06,0.000132
ARHGAP1,1.02,4.29e-07,0.000132
AK1,1.06,4.45e-07,0.000132
SNORA5A,-2.56,4.63e-07,0.000133
PACS1,1.16,4.63e-07,0.000133
RAPH1,1.34,4.76e-07,0.000134
PPP1R9B,1.45,4.71e-07,0.000134
MARCKS,1.10102079,5.9e-06,0.000135
OSGIN2,-0.43430544,5.91e-06,0.000135
ANKS1A,-0.69365266,5.96e-06,0.000136
PCGF1,0.42344357,5.94e-06,0.000136
RORA,-0.6062932,2.89e-06,0.000136
ITGA4,0.81919033,5.98e-06,0.000136
TIA1,-1.77,4.93e-07,0.000137
TIMM17B,-0.3813514,2.96e-06,0.000137
ZKSCAN7,0.3539467,2.92e-06,0.000137
RBM5,0.39006829,6.16e-06,0.00014
ZNF112,0.4010188,3.06e-06,0.000141
LY86,0.93850714,6.22e-06,0.000141
CTF1,-0.4751899,3.06e-06,0.000141
PCOLCE,0.94758634,6.2e-06,0.000141
YARS1,0.49291996,6.28e-06,0.000142
KMT5B,0.4120248,3.1e-06,0.000142
MLF2,-0.4931848,3.16e-06,0.000143
ARAP3,1.54,5.26e-07,0.000143
MRPS15,-0.4523627,3.15e-06,0.000143
FURIN,1.07,5.31e-07,0.000143
TMEM140,0.62977033,6.4e-06,0.000144
TNFAIP1,1.14,5.42e-07,0.000145
EIF4G1,0.813,5.49e-07,0.000145
TSG1,-1.14,5.63e-07,0.000146
GLRX3,0.44233762,6.48e-06,0.000146
N4BP2L2,-0.998,5.62e-07,0.000146
LRRC8E,0.43508293,6.6e-06,0.000148
CYBC1,0.4152296,3.28e-06,0.000148
CSPP1,-0.46336237,6.66e-06,0.000149
CEL,-0.859004,3.32e-06,0.000149
BTN2A2,0.4008637,3.33e-06,0.000149
NLGN4X,0.69596428,6.63e-06,0.000149
SPP2,-0.34544128,6.74e-06,0.00015
HOPX,1.5980102,3.39e-06,0.000151
SLC12A3,-1.2169546,3.38e-06,0.000151
FUT4,0.38892577,6.76e-06,0.000151
NHSL2,1.63,5.95e-07,0.000151
FBRS,1.5,6.19e-07,0.000152
INTS13,0.49235592,6.87e-06,0.000152
EGF,-2.64,6.13e-07,0.000152
SERTAD3,-0.5261282,3.44e-06,0.000153
SLC31A2,-0.9102243,3.52e-06,0.000154
PLSCR1,0.9704717,3.49e-06,0.000154
PAPPA2,0.7464872,3.51e-06,0.000154
SPHK1,0.69401372,7.02e-06,0.000155
CORO7,0.36502434,7.18e-06,0.000158
SLC17A5,-0.62878992,7.2e-06,0.000158
NDUFS3,-0.4238576,3.64e-06,0.000159
FAM110A,2.01,6.65e-07,0.000159
GZMB,1.09822749,7.22e-06,0.000159
NME1,0.67652905,7.31e-06,0.00016
DNM1,1.0020427,7.28e-06,0.00016
JHY,-0.40947587,7.34e-06,0.00016
SLC12A2,0.5249826,7.35e-06,0.00016
CRK,0.953,6.87e-07,0.000161
ZNFX1,0.969,6.84e-07,0.000161
CHST7,0.61626971,7.4e-06,0.000161
CBX6,0.3871554,3.75e-06,0.000162
GTF2H4,0.64050531,7.56e-06,0.000164
IL10RB,0.4715633,3.83e-06,0.000165
LRRC59,0.43871898,7.68e-06,0.000166
SEMA4C,0.64151496,7.67e-06,0.000166
CDS1,-0.67257337,7.69e-06,0.000166
LIPA,0.5954665,7.68e-06,0.000166
MYO1F,1.1261208,7.77e-06,0.000167
SIDT1,0.58699527,7.75e-06,0.000167
KRT19,2.25944765,7.81e-06,0.000167
PCMTD2,-0.78576255,7.75e-06,0.000167
RPP40,0.43449022,7.8e-06,0.000167
GCGR,-0.46993355,7.88e-06,0.000168
STARD13-AS,-2.67,7.25e-07,0.000169
KCNE4,0.8626752,7.95e-06,0.000169
PPIEL,-0.4180062,4e-06,0.000171
TSPAN13,1.0370037,3.99e-06,0.000171
MICU1,-0.5869582,3.99e-06,0.000171
YWHAE,-0.5276956,4.04e-06,0.000172
WDR13,-0.4165234,4.14e-06,0.000174
ACBD4,-0.3850003,4.17e-06,0.000174
MRPS12,-0.3214031,4.15e-06,0.000174
AHNAK2,0.56700721,8.2e-06,0.000174
GYS1,-0.4612065,4.19e-06,0.000174
RAE1,0.3656705,4.15e-06,0.000174
PREX1,1.61,7.56e-07,0.000174
CHPF2,0.59506748,8.31e-06,0.000175
SMCO4,0.71191022,8.28e-06,0.000175
CTPS1,0.71776015,8.23e-06,0.000175
TLR2,1.18512326,8.3e-06,0.000175
CNTNAP1,0.46309883,8.38e-06,0.000177
TKFC,-0.7942927,4.27e-06,0.000177
RNF186,-1.0635337,4.32e-06,0.000178
TNC,1.28357073,8.52e-06,0.000179
WRN,0.3256246,4.42e-06,0.00018
POGLUT2,0.7614698,4.42e-06,0.00018
EXOC3L2,1.79,7.97e-07,0.000181
CD3D,0.9263287,8.61e-06,0.000181
TP53,1.71,7.99e-07,0.000181
TNNC1,-0.9180706,4.46e-06,0.000181
DACT1,1.34621172,8.74e-06,0.000183
CCR5,0.8822004,8.8e-06,0.000184
TLCD3A,0.4311367,4.6e-06,0.000186
ZNF207,0.3693641,4.62e-06,0.000186
REM1,0.53924876,8.89e-06,0.000186
KITLG,0.31826163,8.99e-06,0.000187
TKT,0.61449702,8.99e-06,0.000187
SOX9,1.10784068,9.05e-06,0.000188
COL6A2,1.0818392,9.11e-06,0.000189
COX7B,-0.4650177,4.71e-06,0.000189
SLC37A4,-0.7490552,4.73e-06,0.000189
SIPA1,0.5197332,9.23e-06,0.000191
REG1A,1.6008114,4.91e-06,0.000192
HSD11B2,-0.7129113,4.86e-06,0.000192
ZNF227,0.4967711,4.87e-06,0.000192
EMX1,-0.3990722,4.91e-06,0.000192
RAD51AP1,0.2772768,4.9e-06,0.000192
TUSC3,0.7379114,4.86e-06,0.000192
ATP5F1D,-0.3880882,4.94e-06,0.000193
RAD23B,-0.49323848,9.31e-06,0.000193
KCNK15,1.30323949,9.38e-06,0.000193
STX6,0.34689625,9.37e-06,0.000193
CD37,0.91604375,9.46e-06,0.000194
TUBA4A,0.78054275,9.45e-06,0.000194
MARCKSL1,0.8280468,4.97e-06,0.000194
TRAF2,0.38263434,9.49e-06,0.000194
PRR12,1.3,8.87e-07,0.000196
RHOBTB2,-0.3549229,5.06e-06,0.000196
RGS3,0.56055844,9.57e-06,0.000196
FHL2,1.19886721,9.66e-06,0.000197
CSPG4,0.59358026,9.75e-06,0.000198
CLEC4A,0.73625812,9.7e-06,0.000198
SMO,-0.46093699,9.77e-06,0.000199
ULK1,-0.4845337,5.15e-06,0.000199
DEK,0.5045573,5.19e-06,0.0002
AFDN-DT,-0.4494216,5.29e-06,0.000202
C1ORF116,0.4363175,5.29e-06,0.000202
BTBD7,0.3622346,5.34e-06,0.000203
TRPM6,-0.5209487,5.42e-06,0.000204
EXPH5,-0.5476984,5.43e-06,0.000204
COPE,-0.3967869,5.43e-06,0.000204
S100A10,0.7168605,5.48e-06,0.000204
NUCB1,-0.5434211,5.47e-06,0.000204
IMPDH2,1.19257397,1.01e-05,0.000205
BATF3,0.43880259,1.01e-05,0.000205
TOR4A,0.681681,1.03e-05,0.000207
C1ORF198,1.25,9.54e-07,0.000207
DPP3,0.42719683,1.03e-05,0.000208
BST1,-0.7884734,1.04e-05,0.000209
CR1,-0.79038638,1.04e-05,0.00021
TFRC,-0.8558651,5.68e-06,0.00021
GARS1,0.38534003,1.05e-05,0.00021
FCGRT,-0.4894371,5.7e-06,0.000211
LINC00472,-2.35,1.04e-06,0.000214
APOC1,0.96251881,1.07e-05,0.000214
TMEM184B,1.3,1.03e-06,0.000214
GABRR2,-0.36308178,1.07e-05,0.000214
RNPEPL1,1.28,1.01e-06,0.000214
SNORA4,-2.72,1.04e-06,0.000214
ARL6IP4,-0.3805973,5.83e-06,0.000215
PSTPIP2,0.65615673,1.08e-05,0.000216
PID1,0.89978855,1.09e-05,0.000217
CDK16,-0.3207971,5.91e-06,0.000217
FGFR4,-0.9556875,1.1e-05,0.000218
CEP55,0.76741411,1.1e-05,0.000218
CTIF,0.28044105,1.1e-05,0.000218
DESI2,0.32748423,1.11e-05,0.000219
PSMB6,-0.3070153,6.07e-06,0.00022
NDUFA10,-0.3807145,6.03e-06,0.00022
OGT,-1.42,1.08e-06,0.00022
ZNF816,0.5802679,6.04e-06,0.00022
PSMB5,-0.428885,6.09e-06,0.00022
BACE1,-0.2466995,6.2e-06,0.000221
DTYMK,0.3576604,6.19e-06,0.000221
RUSC1,0.42349556,1.12e-05,0.000221
GALNT3,0.7715941,6.13e-06,0.000221
NFASC,-0.4555791,6.18e-06,0.000221
FGD5,1.19,1.1e-06,0.000223
PPID,0.4995545,6.27e-06,0.000223
COL6A3,2.0573452,1.14e-05,0.000224
LINC03017,-1.88,1.12e-06,0.000224
-,-1.75,1.13e-06,0.000224
CCDC7,-1.11,1.12e-06,0.000224
CA10,-1.45114451,1.15e-05,0.000225
RSRP1,0.60283511,1.15e-05,0.000225
IGSF6,1.07935136,1.15e-05,0.000225
WASF3,-0.60048599,1.15e-05,0.000225
TRBC1,1.30422147,1.15e-05,0.000225
RXRA,-0.4203559,6.38e-06,0.000227
CD1C,0.8569066,6.63e-06,0.000232
PDK2,-0.7010259,6.57e-06,0.000232
SYTL2,0.86582191,1.19e-05,0.000232
NIPSNAP1,-0.5260725,6.62e-06,0.000232
HDAC6,-0.5850913,6.58e-06,0.000232
ATP5F1B,-0.3534944,6.58e-06,0.000232
RFLNB,1.82,1.18e-06,0.000233
DPH5,0.43758204,1.2e-05,0.000234
YEATS2,0.4442064,6.74e-06,0.000235
JADE1,-0.4562957,6.74e-06,0.000235
HIPK3,-0.4056787,1.22e-05,0.000237
SCARF1,1.35,1.22e-06,0.000237
SLC16A12-AS1,-2.4,1.23e-06,0.000238
ECE1,1.32,1.24e-06,0.000238
CIRBP,-0.3481836,6.85e-06,0.000238
CTCF,0.3344749,6.92e-06,0.000239
SLIT2,-0.8894266,6.96e-06,0.000239
EXOSC7,-0.3280473,7.03e-06,0.00024
SLC6A4,-0.49575782,1.26e-05,0.00024
LCP1,1.16041515,1.26e-05,0.00024
ZSCAN9,0.44491206,1.26e-05,0.00024
RRM2,1.1335958,1.26e-05,0.00024
EXTL2,0.42785238,1.25e-05,0.00024
LAIR1,0.64836843,1.25e-05,0.00024
IGF1,-1.67020229,1.25e-05,0.00024
DNMT1,0.72085812,1.25e-05,0.00024
RHBDF1,0.45942617,1.24e-05,0.00024
SIL1,0.86483692,1.27e-05,0.000242
FOXE1,0.88014777,1.28e-05,0.000243
SHANK3,1.83,1.29e-06,0.000243
PLXDC1,0.74991998,1.28e-05,0.000243
KIF20A,0.86987992,1.29e-05,0.000243
SNHG3,0.37546479,1.28e-05,0.000243
FOXK1,1.13,1.27e-06,0.000243
TTC9,0.40779652,1.29e-05,0.000244
LYN,1.03366739,1.29e-05,0.000244
CD86,0.64751611,1.3e-05,0.000245
NOTCH1,1.69,1.33e-06,0.000247
PCDH12,0.3750523,7.25e-06,0.000247
TOB1,-0.6457389,7.32e-06,0.000249
ZER1,-0.3118321,7.41e-06,0.00025
BORA,0.43872419,1.33e-05,0.00025
INPPL1,-0.3062752,7.38e-06,0.00025
CXADR,0.8810644,7.37e-06,0.00025
F2RL2,0.40783772,1.33e-05,0.00025
POLR1C,0.39313506,1.33e-05,0.00025
GNAI3,0.3800628,7.51e-06,0.000252
ST3GAL5,0.70534041,1.38e-05,0.000258
SLIT3,0.57585616,1.38e-05,0.000258
NDUFA2,-0.3129413,7.79e-06,0.00026
DCK,0.8031331,7.81e-06,0.00026
GJA3,-0.3336017,7.88e-06,0.000261
CLNK,-0.962,1.42e-06,0.000261
IFNAR2,0.393186,7.84e-06,0.000261
PIMREG,0.48782067,1.4e-05,0.000261
TRAF3,0.3063145,7.86e-06,0.000261
RASSF1,0.49218284,1.41e-05,0.000263
SNORA12,-3.2,1.45e-06,0.000264
RHOB,-1.0674375,8.07e-06,0.000265
AMT,-0.5496423,8.11e-06,0.000266
ARPC2,0.45506302,1.44e-05,0.000268
SPON1,0.6834881,8.2e-06,0.000268
SNORA81,-3.1,1.49e-06,0.000269
CYP4Z1,-2.24,1.49e-06,0.000269
RERE,-0.26771185,1.46e-05,0.00027
ARHGEF40,0.4730423,8.31e-06,0.00027
MILR1,0.5278856,1.45e-05,0.00027
ART1,-0.30797036,1.46e-05,0.000271
HOXC6,0.86054521,1.47e-05,0.000271
TMEM165,0.46716153,1.47e-05,0.000271
TRMT1,0.60370706,1.48e-05,0.000272
OLFML2B,1.19776248,1.49e-05,0.000274
SNORA79,-2.64,1.53e-06,0.000274
MDK,0.5995898,8.58e-06,0.000278
SNORD116-20,-2.45,1.59e-06,0.00028
LYVE1,1.03768844,1.53e-05,0.000281
CHFR,0.40364632,1.54e-05,0.000282
PARP8,0.6022665,8.8e-06,0.000284
SNAI2,1.23,1.62e-06,0.000284
MAN1B1,0.82728132,1.55e-05,0.000285
GABRE,0.59349986,1.57e-05,0.000287
TOMM22,-0.4786451,8.97e-06,0.000289
OBI1,0.4710177,9.01e-06,0.000289
SNX5,-0.4180499,8.99e-06,0.000289
BICD1,0.457201,9.19e-06,0.000292
SLC25A1,-0.6330819,9.2e-06,0.000292
MPEG1,1.67,1.69e-06,0.000292
PDIA4,0.3567255,9.17e-06,0.000292
CRTAM,0.66845321,1.6e-05,0.000293
MFAP1,0.3865333,9.26e-06,0.000293
MCOLN1,0.51773709,1.64e-05,0.000296
ANKRD2,0.76595248,1.63e-05,0.000296
TUB,-0.32494924,1.63e-05,0.000296
TIMELESS,0.27777231,1.63e-05,0.000296
CD2,0.94288175,1.63e-05,0.000296
PTGS2,0.402022,9.44e-06,0.000298
CCR2,0.9626897,1.65e-05,0.000298
NR3C2,-0.64303678,1.66e-05,0.000298
PANK2,0.47250183,1.66e-05,0.000298
CELF2,0.68790748,1.65e-05,0.000298
TPST1,0.60504654,1.65e-05,0.000298
SLC26A6,-0.6288519,9.49e-06,0.000299
NECAB3,-0.3430406,9.54e-06,0.0003
NCKAP1L,0.49946524,1.67e-05,0.0003
CCT6A,0.4467914,1.68e-05,0.000301
GRHPR,-0.6312959,9.63e-06,0.000301
FKBP8,-0.4093207,9.68e-06,0.000302
EMG1,0.46728764,1.7e-05,0.000304
EPHB4,1.89,1.78e-06,0.000304
HPGD,-1.0483646,9.76e-06,0.000304
SCARNA9,-2.3,1.77e-06,0.000304
CLDN11,-0.4716221,9.85e-06,0.000306
KPNA2,0.80955566,1.72e-05,0.000307
RNPC3,-1.55,1.82e-06,0.000308
CCL4,1.18102508,1.73e-05,0.000309
CACNB3,0.46798593,1.74e-05,0.000309
TBX3,1.55,1.84e-06,0.000309
STMN3,0.53615254,1.74e-05,0.000309
