Library,Lib_Tag,Gene_Set,Gene_set,Term,Overlap,P_value,Adj_P_value,Old_P_value,Old_Adj_P_value,Odds_Ratio,Combined_Score,Genes
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Amoebiasis,3/102,1.057938118914941e-05,8.170730903460622e-05,0,0,100.46464646464646,1150.9836325680997,COL1A1;COL3A1;LAMC3
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Protein digestion and absorption,3/103,1.089430787128083e-05,8.170730903460622e-05,0,0,99.455,1136.499149662685,COL1A1;COL15A1;COL3A1
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,ECM-receptor interaction,2/88,0.0006753596640136004,0.0032657519803286,0,0,66.12956810631229,482.76338297998353,COL1A1;LAMC3
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,2/100,0.000870867194754317,0.0032657519803286,0,0,57.99708454810496,408.648679561366,COL1A1;COL3A1
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Platelet activation,2/124,0.0013341663101561,0.0036067477832388,0,0,46.53161592505855,308.01364310049706,COL1A1;COL3A1
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Relaxin signaling pathway,2/129,0.0014426991132955,0.0036067477832388,0,0,44.68841394825647,292.3176201028142,COL1A1;COL3A1
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Focal adhesion,2/201,0.0034537987780859,0.0066026255027326,0,0,28.416367552045944,161.07194374135304,COL1A1;LAMC3
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Diabetic cardiomyopathy,2/203,0.003521400268124,0.0066026255027326,0,0,28.130774697938875,158.9078365628367,COL1A1;COL3A1
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Human papillomavirus infection,2/331,0.0091035601021492,0.0151726001702487,0,0,17.075119409465913,80.23751811808222,COL1A1;LAMC3
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,PI3K-Akt signaling pathway,2/354,0.0103588182814337,0.0155382274221506,0,0,15.940746753246753,72.84789140008,COL1A1;LAMC3
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Complement and coagulation cascades,1/85,0.0376133448283413,0.050817657894665,0,0,29.623511904761905,97.17686109400611,SERPINF2
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Small cell lung cancer,1/92,0.040654126315732,0.050817657894665,0,0,27.33516483516484,87.54510068843584,LAMC3
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Toxoplasmosis,1/112,0.0492950722094504,0.0568789294724428,0,0,22.38738738738739,67.38449484604118,LAMC3
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Proteoglycans in cancer,1/205,0.0885735237832084,0.0949002040534376,0,0,12.12438725490196,29.388572576263368,COL1A1
KEGG_2021_Human,KEGG,9genes,KEGG_2021_Human,Pathways in cancer,1/531,0.2151227241838793,0.2151227241838793,0,0,4.589858490566038,7.0525314744408165,LAMC3
