Library,Lib_Tag,Gene_Set,Gene_set,Term,Overlap,P_value,Adj_P_value,Old_P_value,Old_Adj_P_value,Odds_Ratio,Combined_Score,Genes
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Collagen-Containing Extracellular Matrix (GO:0062023),7/373,2.5868340876079596e-11,3.362884313890348e-10,0,0,187.6707650273224,4575.038145346234,COL1A1;COL15A1;COL3A1;SERPINE2;MDK;SERPINF2;LTBP2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Endoplasmic Reticulum Lumen (GO:0005788),3/284,0.00022337358114056893,0.0014519282774136,0,0,35.0711743772242,294.8316119161427,COL1A1;COL15A1;COL3A1
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Platelet Alpha Granule (GO:0031091),2/89,0.0006907239434039323,0.0029931370880837,0,0,65.36617405582923,475.7200012828067,SERPINE2;SERPINF2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),3/856,0.0054061641522569,0.0175700334948352,0,0,11.218053927315358,58.560658618335886,COL1A1;COL15A1;COL3A1
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Neuromuscular Junction (GO:0031594),1/39,0.0174170468329855,0.0423461506698617,0,0,65.63486842105263,265.8412914846341,SERPINE2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Basement Membrane (GO:0005604),1/46,0.0205144904077938,0.0423461506698617,0,0,55.40555555555556,215.34055050751047,COL15A1
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Extracellular Membrane-Bounded Organelle (GO:0065010),1/57,0.0253643702549551,0.0423461506698617,0,0,44.49776785714285,163.5030358762894,SERPINE2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Extracellular Vesicle (GO:1903561),1/60,0.0266833549945496,0.0423461506698617,0,0,42.22881355932204,153.0251984891433,SERPINE2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Platelet Alpha Granule Lumen (GO:0031093),1/66,0.0293165658483658,0.0423461506698617,0,0,38.31923076923077,135.2516540781936,SERPINF2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Vesicle (GO:0031982),1/235,0.1009325713602268,0.1312123427682949,0,0,10.553952991452991,24.203407786887837,SERPINE2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Secretory Granule Lumen (GO:0034774),1/316,0.1335612405743174,0.1578451024969206,0,0,7.807936507936508,15.71890010786433,SERPINF2
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Nucleus (GO:0005634),1/4487,0.8984287031985597,0.9324822970792164,0,0,0.4320385644226482,0.0462747549445255,SVEP1
GO_Cellular_Component_2023,GO_CC,9genes,GO_Cellular_Component_2023,Intracellular Membrane-Bounded Organelle (GO:0043231),1/5175,0.9324822970792164,0.9324822970792164,0,0,0.3579677232315423,0.0250237737884024,SVEP1
