gene,logFC,p_value,adj_p_value
PAXIP1-DT,0.0775,0.275,0.375
LOC107986360,0.154,0.275,0.375
TERLR1,-0.227,0.275,0.375
BACC1,0.340926,0.303,0.375
LOC112268267,0.0967,0.275,0.375
LOC107986067,0.184,0.275,0.375
ESP33,-0.2708244,0.048,0.37515
CHRAC1,-0.6694425,0.0479,0.37515
PRUNE,-0.4761991,0.048,0.37515
MGC24103,-0.4459684,0.0479,0.37515
FAM164C,-0.4683189,0.0481,0.37554
LOC100288418,0.3640518,0.0482,0.37569
SFRS1,0.5551981,0.0482,0.37569
FAM26F,0.10336315,0.18,0.3758511
RFWD2,0.07049873,0.18,0.3759692
OR2Z1,0.184282,0.304,0.376
LOC105375566,0.214,0.276,0.376
LOC112268254,-0.139,0.276,0.376
TMEM263,-0.11187634,0.18,0.3761659
STAG3L1 /// STAG3L2 /// STAG3L3,1.1324741,0.0484,0.37646
LINC01208,0.04789177,0.181,0.3766971
LINC01248,0.05310831,0.181,0.3767477
LINC00284,-0.08625765,0.181,0.3769966
GJA3,0.06522844,0.181,0.3769966
SNHG26,0.139,0.277,0.377
SPATA13-AS1,-0.149,0.277,0.377
LRRC43,-0.0599062,0.181,0.3770764
POC5,-0.10383451,0.181,0.3774789
CPT1A /// RDH5,0.8163185,0.0486,0.3776
GPR1,-0.4115486,0.0486,0.3776
C7ORF53,0.4771368,0.0486,0.37782
ADM5,-0.08125518,0.182,0.3778233
LOC107986246,-0.16,0.278,0.378
HMGA2-AS1,0.266,0.278,0.378
LOC112268412,-0.0936,0.278,0.378
LOC100507336,0.188,0.278,0.378
LOC102723517,-0.246,0.277,0.378
FAM99B,-0.164,0.278,0.378
LRRC37A2///LRRC37A3///LRRC37A4P///LRRC37A,0.0987,0.298,0.378
TEKT4P2,-0.561651,0.305,0.378
HOXC9,0.341613,0.306,0.378
TICAM2,-0.14484935,0.182,0.3785681
FAM71F2,-0.3609654,0.0489,0.37886
EIF4A1 /// SNORD10,0.423581,0.0489,0.37886
LOC105377887,0.0937,0.279,0.379
LOC107986554,0.189,0.279,0.379
CASC9,0.466,0.279,0.379
LOC102723728,-0.0974,0.278,0.379
NBPF8,0.107,0.279,0.379
LOC105372976,0.14,0.278,0.379
C2ORF77,-0.3635554,0.049,0.37918
MFI2,-0.5168012,0.049,0.37918
CHCHD8,0.7998236,0.0491,0.37928
LY6G6F,0.05161538,0.183,0.3792886
BTN3A1 /// BTN3A2,-0.2993192,0.0493,0.37979
LOC729950,-0.05883776,0.183,0.3799321
LOC105372790,0.299,0.28,0.38
GRM8-AS1,0.289,0.28,0.38
SRRM2-AS1,-0.15,0.28,0.38
LOC105371618,-0.273,0.28,0.38
TRND,0.393,0.279,0.38
LOC105371348,0.225,0.279,0.38
MARCH11,-0.06799857,0.184,0.3800871
GATSL3,-0.07400372,0.184,0.380136
TXNRD3NB,0.05520498,0.184,0.3801536
LINC01162,0.06691201,0.184,0.3804752
LOC101927640,-0.05989653,0.184,0.3805109
BZRAP1,-0.5547138,0.0495,0.38053
C19ORF81,-0.04805844,0.184,0.3808369
GLT25D2,-0.3260492,0.0496,0.38086
LOC647859 /// OCLN,0.470457,0.0497,0.38088
KIAA1671,0.0678,0.281,0.381
SRD5A3-AS1,0.186,0.281,0.381
ELOVL3,0.20681,0.309,0.381
OR51B2,-0.284794,0.309,0.381
COMMD4P2,-0.247,0.281,0.381
LOC101927866,0.06246934,0.184,0.3810521
ERCC3,-0.0620766,0.184,0.3812122
ATG4C /// CTR9,-0.3328169,0.0498,0.38143
PRAC,-0.3674909,0.0498,0.38149
C3ORF35,-0.07266779,0.185,0.381639
GOLGA6L7P,0.368884,0.0499,0.38169
MKLN1-AS,-0.135,0.281,0.382
ZNF8-DT,-0.119,0.282,0.382
LOC105379257,0.211,0.282,0.382
LOC105376294,0.182,0.281,0.382
RUSF1,-0.146,0.282,0.382
MIR181A1,0.191198,0.309,0.382
LOC100996660,-0.156,0.281,0.382
LOC729451,-0.06601363,0.185,0.3822422
LOC100128239,-0.06623021,0.185,0.3823287
SULT1A4,0.07122026,0.185,0.3824106
TUBB4,-0.42848,0.0502,0.38274
CRIPAK,0.19591033,0.186,0.3829718
LOC100132077,0.139,0.283,0.383
BTBD9-AS1,0.16,0.283,0.383
C6ORF142,0.5528076,0.0503,0.38335
EOLA2-DT,0.11,0.284,0.384
LOC107987209,-0.198,0.283,0.384
LOC105375549,0.127,0.284,0.384
OGFR-AS1,-0.183,0.283,0.384
LOC105379548,0.128,0.284,0.384
ZBTB42,-0.181,0.283,0.384
ND6,-0.246,0.283,0.384
DLST,-0.3332721,0.0505,0.38422
GS1-204I12.4,0.05737772,0.187,0.3844942
GTF2IP1,-0.15054447,0.187,0.384785
FGD5-AS1,0.0686,0.284,0.385
KRTAP1-1,-0.0475,0.304,0.385
MIR3936,0.17,0.284,0.385
UPK3BL///POLR2J3///POLR2J2///POLR2J,-0.111,0.304,0.385
ZNF37BP,0.0631,0.305,0.385
SGSM3-AS1,0.154,0.285,0.385
TLCD1,-0.547199,0.312,0.385
SLC9A3R2,0.344576,0.0507,0.38514
C11ORF10,0.9612812,0.0509,0.38555
C1ORF168,0.5649087,0.0509,0.38555
C20ORF4,-0.3723993,0.0509,0.38573
MIR939,0.245487,0.313,0.386
LOC107984993,-0.148,0.285,0.386
MIR214,0.251873,0.313,0.386
ALG10 /// ALG10B,-0.2894335,0.0511,0.38628
C5ORF40,-0.3042981,0.0511,0.38628
CENPP,0.33883,0.315,0.387
LOC105378721,0.0645,0.286,0.387
LOC105372777,0.184,0.286,0.387
LOC101927137///ATP1A3,0.0534,0.306,0.387
DRAM2,0.7146264,0.0514,0.38703
CEMIP,-0.20987598,0.189,0.3872542
C11ORF2,0.5167493,0.0514,0.38726
CKMT1A,-0.06083915,0.19,0.3878108
ZNF768///ZNF747,-0.135,0.307,0.388
LOC107986583,0.106,0.287,0.388
PCNX4-DT,0.165,0.287,0.388
CFAP20DC-DT,0.15,0.287,0.388
LOC101928373,0.278,0.287,0.388
LOC101928618,-0.07265472,0.19,0.3880061
TCEB3CL,0.04957208,0.19,0.3880763
TBC1D26 /// ZNF286A /// ZNF286B,-0.3019177,0.0516,0.38812
TCTEX1D4,-0.06093139,0.19,0.388235
RAB7L1,0.4066781,0.0517,0.38837
FAM18A,-0.3898239,0.0518,0.38879
TIFA,0.283912,0.316,0.389
LOC105374234,-0.22,0.288,0.389
LOC105373716,0.113,0.288,0.389
LOC101927759,0.158,0.288,0.389
LOC105377275,-0.287,0.288,0.389
LOC105369402,-0.152,0.288,0.389
LINC02691,-0.161,0.288,0.389
CBWD5,0.8429231,0.052,0.38913
C12ORF44,0.361915,0.0521,0.38962
AMACR /// C1QTNF3,0.5100267,0.0521,0.38978
LOC102723753,0.164,0.289,0.39
EPN2-AS1,0.144,0.289,0.39
CZIB,0.446135,0.317,0.39
STAU2-AS1,0.195,0.289,0.39
MBD3L3,-0.06186815,0.191,0.3903145
EIF2C4,-0.2729009,0.0523,0.39047
LINC01490,0.06618483,0.192,0.3906699
CXORF51B,0.04463779,0.192,0.3909725
MIR1302-3,-0.187446,0.318,0.391
MIR766,0.207882,0.318,0.391
OGFRP1,-0.192,0.29,0.391
LOC101927144///ACYP2,0.115,0.31,0.391
LOC107986982,-0.13,0.289,0.391
LOC110091776,0.233,0.29,0.391
FAM182A,0.236,0.29,0.391
LOC105378781,0.118,0.29,0.391
LOC107986454,0.189,0.29,0.391
AGBL1-AS1,0.06056669,0.192,0.3911818
TM4SF1-AS1,0.04558779,0.193,0.3916717
NRD1,1.2209144,0.0528,0.39172
DDX11 /// DDX12 /// LOC642846,-0.3973201,0.0529,0.39197
C2CD4B,-0.301325,0.319,0.392
ISCA1P1,0.230246,0.319,0.392
LOC105375919,0.185,0.29,0.392
FAM113B,-0.3220234,0.053,0.39251
HIST1H2AB,-0.06113328,0.193,0.3926425
TMEM114,-0.05381959,0.193,0.3926637
TRAV20,-0.06850739,0.194,0.3929021
ESPNP,-0.25,0.291,0.393
LOC105378649,-0.132,0.292,0.393
MIR451A,0.190622,0.32,0.393
SNORD114-19,-0.227345,0.32,0.393
ANKRD36C,-0.102,0.292,0.393
SLC4A8-AS1,-0.262,0.292,0.393
LOC105378976,0.25,0.292,0.393
CCDC144A /// CCDC144B /// LOC220594,1.1352054,0.0532,0.39323
LOC728752,-0.4569008,0.0532,0.39333
TTTY8,0.07112052,0.194,0.3934211
LOC101928009,0.07053583,0.194,0.3935673
SETD8,-0.3328104,0.0534,0.39375
FAM155A-IT1,0.05032729,0.195,0.3938167
LOC105377224,-1.15,0.293,0.394
C21ORF29,-0.5136228,0.0536,0.39401
KRTAP4-3,0.05753452,0.195,0.3942801
LOC101929371,0.05486061,0.195,0.3946221
LINC01525,0.06012863,0.195,0.3947907
GTPBP5,0.288279,0.0538,0.3948
GOLGA8C /// GOLGA8DP /// GOLGA8E /// GOLGA8F /// GOLGA8G /// LOC653061,-0.36427,0.0539,0.3948
PVRL2,0.4689617,0.0538,0.3948
LOC102725126///FRG1HP,-0.17090676,0.195,0.3948464
ERVK3-2,-0.0513,0.314,0.395
MIR7703,-0.137,0.294,0.395
LOC107984269,-0.331,0.294,0.395
LINC02716,-0.205,0.294,0.395
LOC105369795,0.189,0.293,0.395
LOC148709,0.06360544,0.196,0.3956775
LOC105370852,-0.28,0.295,0.396
LOC101927521,0.141,0.294,0.396
LOC105376987,0.243,0.294,0.396
C15ORF5,-0.3563925,0.0544,0.39608
C9ORF139 /// LOC100291055,-0.2791506,0.0544,0.39608
LOC101928398,-0.06409103,0.197,0.3964426
LOC101927038,0.06897122,0.197,0.3966896
MLL,-0.3859704,0.0546,0.39684
ELTD1,-0.5003651,0.0547,0.39684
LOC100507477,0.05833227,0.197,0.3969481
LOC112268277,0.102,0.296,0.397
LOC102725228,0.111,0.295,0.397
C11ORF98///LBHD1,-0.074,0.316,0.397
LOC105376689,0.243,0.296,0.397
LOC105372952,-0.277,0.295,0.397
DEFB4A,0.250188,0.324,0.397
LOC105370687,0.16,0.295,0.397
LOC284950,0.228,0.296,0.397
FAM239B,-0.248,0.295,0.397
LOC284080,0.06277198,0.197,0.3972595
SSFA2,0.14418186,0.197,0.3972595
SNORD38B///SNORD55///RPS8,-0.0992,0.317,0.398
HHIP-AS1,-0.16,0.296,0.398
LOC107986553,0.244,0.297,0.398
C8ORF48,0.193,0.297,0.398
INHA,-0.212876,0.325,0.398
TDRG1,-0.06376382,0.198,0.3980473
LINC00690,0.06762075,0.198,0.3981076
ANKRD57,0.5178282,0.0552,0.39863
DARC,-0.3521266,0.0553,0.39868
NUDT4 /// NUDT4P1,-0.2540632,0.0554,0.39898
LOC105377112,0.124,0.298,0.399
TSPEAR,0.266,0.297,0.399
C12ORF4,-0.0842,0.318,0.399
C14ORF178,0.4062772,0.0555,0.39918
CYP2B6 /// CYP2B7P1,0.8834318,0.0556,0.39931
LOC286052,-0.4584883,0.0557,0.39968
LOC399815,-0.3466356,0.0557,0.39977
C7ORF71,-0.04904705,0.199,0.3998706
LOC101927495,0.06513801,0.199,0.3998706
LOC112268251,0.242,0.299,0.4
MIR1184-1,-0.137,0.298,0.4
SPRR4,-0.490622,0.326,0.4
CES5AP1,0.06703392,0.2,0.4003873
KU-MEL-3,-0.2632845,0.0559,0.40062
CYMP,-0.392399,0.328,0.401
MIR5690,0.413,0.299,0.401
ITPKB-IT1,-0.195,0.299,0.401
PEG3-AS1,0.122,0.299,0.401
LOC102724319,0.189,0.3,0.401
LOC105375521,0.169,0.299,0.401
MIR6501,-0.159,0.299,0.401
LOC107985188,0.139,0.299,0.401
MB21D1,-0.08802332,0.201,0.4013869
GNA14-AS1,0.05236951,0.201,0.4014036
FAM48A,0.6955463,0.0562,0.40169
LOC401286,0.05037748,0.201,0.4018581
AK3L1,0.7901872,0.0562,0.40186
SDE2,0.10768778,0.201,0.4019458
AGAP10 /// AGAP9 /// BMS1 /// BMS1P1 /// BMS1P4 /// BMS1P5 /// LOC642826,0.5812522,0.0563,0.40195
ERICH6-AS1,0.149,0.3,0.402
LOC105373041,-0.162,0.3,0.402
LOC107986949,0.144,0.3,0.402
GOLGA6L3P,-0.121,0.301,0.402
HNRNPCL2,-0.322824,0.329,0.402
FAM57A,0.0741,0.321,0.402
SPANXA1 /// SPANXA2 /// SPANXC /// SPANXD /// SPANXE,-0.5088023,0.0564,0.402
TASOR,0.24318,0.328,0.402
LOC105377622,0.265,0.3,0.402
OR7E19P,-0.0554,0.321,0.402
RPL23AP74,-0.337965,0.329,0.402
ANKHD1 /// ANKHD1-EIF4EBP3,0.2871577,0.0564,0.40217
CNTNAP3B,-0.15,0.301,0.403
FDXACB1,0.2031,0.329,0.403
LOC102723708,-0.168,0.301,0.403
H2AC25,-0.446128,0.33,0.403
LOC107986970,-0.157,0.301,0.403
MKRN2OS,0.109,0.301,0.403
RAB5C-AS1,0.119,0.301,0.403
ZNF625,0.06608521,0.202,0.4031454
GDF15 /// LOC100292463,-0.2873809,0.0568,0.40331
C1QTNF9 /// SPATA13,-0.3261953,0.0569,0.40347
LOC100996342,0.05787209,0.203,0.4039559
CCDC13-AS2,0.266,0.302,0.404
BAIAP2L1,-0.529737,0.33,0.404
LOC105378085,0.177,0.302,0.404
LOC105371649,0.236,0.302,0.404
ZNF709,0.04637102,0.203,0.4043369
GPR62,0.05664577,0.203,0.4043752
LOC105370181,0.191,0.303,0.405
WFDC13,-0.04747744,0.204,0.4050219
XAGE2 /// XAGE2B,-0.3838115,0.0574,0.40508
NCRNA00188,0.7926758,0.0574,0.40508
SDCCAG1,-0.5005426,0.0574,0.40508
LINC00919,0.05426516,0.204,0.4053363
LOC100133106,-0.4092877,0.0577,0.40586
LINC00662,0.05252179,0.204,0.405869
LOC107987102,0.106,0.304,0.406
LOC107985279,0.308,0.304,0.406
LINC01352,0.15,0.304,0.406
LOC107986755,-0.212,0.304,0.406
GALNTL5,-0.220344,0.333,0.406
C21ORF34,0.3480724,0.0577,0.40603
LOC105371907,0.04728281,0.205,0.4060783
FAM84B,-0.1160364,0.205,0.4066053
ERO1LB,0.333097,0.058,0.40693
ZDHHC12-DT,0.114,0.305,0.407
SNORA36C,0.176704,0.334,0.407
LOC102724865,0.11,0.305,0.407
MIR551A,0.290224,0.333,0.407
LOC100129148,0.0641,0.305,0.407
LOC112268044,0.433,0.305,0.407
LOC105373585,-0.196,0.305,0.407
PITPNA-AS1,-0.0839,0.304,0.407
LOC107983990,0.14,0.305,0.407
CHROMR,0.085,0.305,0.407
MIR378B,0.224,0.304,0.407
FLNB-AS1,0.0623,0.306,0.408
LOC105371131,0.109,0.306,0.408
RNVU1-2A,0.212,0.306,0.408
LOC101928540,0.211,0.305,0.408
LOC101927896,0.189,0.306,0.408
KTI12,-0.261732,0.335,0.408
NOLC1,0.134,0.327,0.408
TSPAN10,0.283914,0.334,0.408
PSMG3-AS1,-0.291393,0.335,0.408
LOC105369530,0.226,0.306,0.408
LOC107983996,0.19,0.306,0.408
LOC100132099,0.2885117,0.0583,0.40814
RNF219-AS1,0.0390791,0.206,0.4081505
LOC139201 /// MAP2K4,0.8249178,0.0584,0.40865
LASS5,-0.4839586,0.0585,0.40874
LOC105370829,0.04843862,0.207,0.4087455
IL12A-AS1,0.05005533,0.207,0.4087455
LOC107986821,0.263,0.307,0.409
LOC101930129,0.172,0.307,0.409
LOC100507412,0.289,0.307,0.409
LOC388572,-0.127,0.307,0.409
C7ORF25 /// PSMA2,-0.3236007,0.0586,0.40905
CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8,-0.4523196,0.0586,0.40905
OPN1LW /// OPN1MW /// OPN1MW2,-0.3808957,0.0586,0.40905
LOC146513,0.07095114,0.207,0.4092875
CDR1-AS,0.04921584,0.208,0.4095088
LOC105376166,0.286,0.308,0.41
LINC01808,0.255,0.308,0.41
FAM245A,0.152,0.308,0.41
LRP1-AS,-0.0997,0.308,0.41
GMDS-DT,0.0795,0.308,0.41
TMED7-TICAM2,0.0761,0.308,0.41
LOC107985877,0.132,0.308,0.41
EVX2,-0.213519,0.336,0.41
MCU,0.411236,0.337,0.41
C9ORF156,-0.335831,0.0591,0.41005
LOC100130933,-0.3571666,0.0591,0.41011
EBLN1,0.06336229,0.208,0.4104368
ZNF890P,-0.16,0.309,0.411
SMIM43,-0.254638,0.337,0.411
LOC105371159,0.213,0.309,0.411
LOC105372226,0.109,0.309,0.411
PKD1L3,0.155,0.309,0.411
C16ORF42,0.3850021,0.0594,0.41112
LINC00945,0.04287831,0.209,0.4111661
METT10D,-0.3419843,0.0595,0.41135
LOC105375330,0.29,0.31,0.412
CBR1-AS1,-0.223,0.31,0.412
FRG1EP,0.17,0.31,0.412
LOC105371756,0.13,0.31,0.412
LOC100129931,0.0931,0.31,0.412
LOC105374735,-0.309,0.31,0.412
LOC105371506,0.05895338,0.21,0.4124025
LOC653566 /// SPCS2,0.4296593,0.0598,0.4125
HIST1H2AH,0.05641956,0.21,0.4125819
GTF2I /// GTF2IP1 /// LOC100093631,0.4355776,0.0601,0.41299
LOC101928361,-0.14,0.31,0.413
NPIPB9,0.0795,0.311,0.413
LOC107985550,0.139,0.31,0.413
LOC107985120,0.125,0.311,0.413
LOC105370485,-0.214,0.311,0.413
BACH1-IT3,-0.179,0.312,0.413
LOC105369535,0.186,0.311,0.413
EEF1A1P9,-0.351047,0.339,0.413
LINC01628,-0.05769035,0.211,0.41359
LPGAT1-AS1,0.185,0.312,0.414
TBC1D3K,-0.101,0.312,0.414
LOC105373117,-0.124,0.312,0.414
LOC100129617,0.135,0.312,0.414
LOC105371087,-0.169,0.312,0.414
AIRIM,0.446668,0.34,0.414
MTCP1,-0.0867,0.312,0.414
LOC162632,-0.242401,0.0604,0.41405
HBXIP,0.4120639,0.0606,0.41453
C1ORF91,-0.3738737,0.0607,0.41497
ND4,-0.313,0.313,0.415
LOC105371800,0.288,0.313,0.415
C2ORF74-AS1,0.201,0.313,0.415
TRIM52-AS1,-0.117,0.313,0.415
CEP250-AS1,-0.104,0.313,0.415
LOC107986303,0.173,0.313,0.415
LINC01197,0.04599332,0.212,0.4150975
BTBD11,0.05190677,0.212,0.4150975
C19ORF6,0.2895862,0.0609,0.41541
SMYD3-AS1,0.121,0.314,0.416
F8A2,0.510504,0.342,0.416
ZSWIM3,-0.319996,0.342,0.416
RASSF10,-0.497313,0.342,0.416
C1ORF85,-0.4220572,0.0612,0.41606
KIAA1826,-0.353686,0.0611,0.41606
KRT40,0.06392398,0.213,0.416102
STARD6,0.05396587,0.213,0.4167852
RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1F///RBMY1A1,-0.0491,0.336,0.417
FARS2-AS1,0.126,0.315,0.417
WASHC1,0.258159,0.343,0.417
LOC112267930,0.23,0.315,0.417
LOC107984248,0.119,0.315,0.417
LOC105369377,-0.228,0.315,0.417
LOC102724143,0.126,0.315,0.417
ANKRD20A9P,0.251,0.315,0.417
THAP7-AS1,0.145,0.315,0.417
RTFDC1,-0.07468473,0.215,0.4179352
LINC02646,0.172,0.316,0.418
LINC02826,0.262,0.316,0.418
MIRLET7E,-0.278067,0.344,0.418
STIMATE,-0.611965,0.344,0.418
ARMC2-AS1///ATP5J2,0.0704,0.337,0.418
TENT4A,0.0558,0.316,0.418
KCTD13-DT,0.137,0.316,0.418
IGFL4,-0.221469,0.344,0.418
C7ORF59,0.3816002,0.062,0.41835
KIAA0174,0.4964191,0.062,0.41835
HMGA1P7,0.04658818,0.215,0.4188412
ARHGEF3-AS1,0.05176868,0.215,0.4189527
LOC102723604,-0.185,0.317,0.419
LINC01445,0.04815402,0.215,0.4190697
SYS1,-0.4870247,0.0623,0.41956
AGAP6 /// AGAP7,0.6677038,0.0625,0.41968
EFHA2,0.2553463,0.0624,0.41968
GPR126,0.5300617,0.0625,0.41981
ZIC2,0.05759214,0.216,0.4199023
LOC100287828 /// RCN1,0.5870785,0.0626,0.41998
LOC101929703,0.109,0.318,0.42
SHFL,-0.407648,0.346,0.42
CLDN34,0.218,0.318,0.42
LOC105378497,0.148,0.317,0.42
KLHDC5,-0.9266228,0.0628,0.42023
FAM21C /// FAM21D,-0.5530703,0.0629,0.42042
PGPEP1L,-0.0559003,0.217,0.4207233
ZRANB2-AS2,-0.06735112,0.217,0.4207862
FAM58A,-0.12378251,0.217,0.4208943
H2AC15,0.309226,0.347,0.421
LOC112268166,-0.108,0.318,0.421
LOC107984656,0.14,0.319,0.421
ATP8B5P /// ZFAND6,0.3078041,0.063,0.42125
OR5G5P,0.04018893,0.217,0.4213016
LOC400927,0.05823533,0.217,0.4213462
CYORF15B,-0.7337886,0.0632,0.42143
C6ORF27,-0.4254565,0.0633,0.42181
CDC14B /// CDC14C,0.3700087,0.0633,0.42186
SWSAP1,-0.144,0.32,0.422
LOC112268106,0.312,0.32,0.422
RSPO3,0.0834,0.32,0.422
LOC112268165,0.136,0.319,0.422
GACAT3,-0.07456604,0.218,0.4223473
KCCAT333,-0.05307801,0.218,0.4223618
LINC01396,-0.041613,0.218,0.4224104
C9ORF123,0.3987459,0.0636,0.42295
CCDC28A-AS1,0.134,0.32,0.423
LOC102723468,0.109,0.32,0.423
TMEM160,0.354827,0.349,0.423
BCL2L2-PABPN1///PABPN1///BCL2L2,0.0707,0.342,0.423
SNORA59A,-0.184592,0.349,0.423
KRTAP2-3///KRTAP2-4,-0.0414,0.342,0.423
LOC105379243,-0.13,0.32,0.423
LOC105376222,-0.166,0.32,0.423
SPATA3-AS1,-0.0628434,0.22,0.4235748
NAMA,0.05345981,0.22,0.4237662
KIAA1804,-0.07703936,0.22,0.423842
MIR22HG,-0.378453,0.35,0.424
LOC107986294,0.291,0.322,0.424
PRO2964,-0.0363,0.343,0.424
SDF2,0.0564,0.343,0.424
DCPH1,-0.195588,0.35,0.424
NHEDC2,0.4515647,0.064,0.4242
FAM82A1,0.3308915,0.0641,0.42448
LOC101928032,0.176,0.322,0.425
MIR411,0.230016,0.351,0.425
PITHD1,-0.421871,0.351,0.425
GUSBP2,-0.14910184,0.221,0.4253163
AQP7 /// AQP7P1 /// AQP7P2 /// LOC100132938,0.3713595,0.0647,0.42594
KIAA1407,-0.3256331,0.0648,0.42594
GRTP1-AS1,0.14,0.323,0.426
LOC102724586,-0.206,0.323,0.426
PP14571,0.0727,0.344,0.426
ELOA3DP,-0.227,0.324,0.426
LINC01152,-0.202,0.323,0.426
LOC105372217,0.16,0.323,0.426
MIR4450,0.194,0.324,0.426
FRG2,0.06634117,0.222,0.4263089
SP140 /// SP140L,-0.5148615,0.0652,0.42686
LOC105379189,0.231,0.324,0.427
LOC105369371,0.209,0.324,0.427
NAT10,0.291362,0.353,0.427
LINC00890,0.19946313,0.223,0.42742
LOC646982,0.4484034,0.0654,0.42743
LINCR-0003,0.0465085,0.223,0.4274958
PIH1D3,0.04745523,0.223,0.4275317
FLJ43859 /// FLJ43950,-0.3506007,0.0654,0.42761
LOC145783///ZNF280D,-0.152,0.347,0.428
LOC105373974,0.262,0.325,0.428
LOC105373592,-0.241,0.325,0.428
MIR6073,-0.178,0.325,0.428
SAA2-SAA4,-0.147,0.325,0.428
FAM215B,-0.134,0.325,0.428
DCP2,0.12510754,0.223,0.4280592
GLTSCR2,-0.1045071,0.224,0.4282986
LINC01498,0.04854186,0.224,0.4283537
LOC100128035,0.3511217,0.0657,0.42859
ACPL2,0.2619623,0.0658,0.42892
ARMH1,0.128,0.326,0.429
LOC105371082,-0.215,0.326,0.429
LOC105369344,-0.162,0.326,0.429
LOC100996843///KCNJ18///KCNJ12,-0.0561,0.347,0.429
MUC19,0.517,0.326,0.429
SAP30-DT,-0.171,0.326,0.429
LOC107984406,-0.179,0.326,0.429
LINC02421,0.183,0.326,0.429
ZSWIM2,0.04279362,0.225,0.4295162
TCAM1P,-0.214867,0.355,0.43
PTPRG-AS1,0.0834,0.327,0.43
LINC02584,0.205,0.327,0.43
ARHGAP27P1-BPTFP1-KPNA2P3,-0.0682,0.327,0.43
TNFRSF10A-DT,0.168,0.327,0.43
ZNF578,-0.136,0.327,0.43
ST3GAL5-AS1,0.171,0.327,0.43
C17ORF102,-0.2973585,0.0663,0.43038
RWDD4A,-0.3958889,0.0663,0.43043
LOC102723377,-0.05256633,0.225,0.4304446
LOC100130817,0.05525983,0.226,0.4307083
TRIM63,-0.06743484,0.226,0.4307397
LOC107983980,0.271,0.328,0.431
KRTAP4-1,0.193679,0.357,0.431
ATP5MC3,-0.391264,0.356,0.431
MIR30C2,-0.226255,0.356,0.431
MIR548F1,0.181556,0.356,0.431
LOC646778,0.0588358,0.227,0.4316507
PRKAG2-AS1,0.104,0.329,0.432
LOC107985869,0.242,0.329,0.432
ZNF32-AS2,0.102,0.329,0.432
LOC102724364///LOC100996517///SEC22B,-0.0814,0.351,0.432
TNXA /// TNXB,0.4016214,0.067,0.43205
FTSJD2,0.3104559,0.0671,0.4322
CALM3,0.6220834,0.0671,0.4323
LOC101927577,0.04988488,0.227,0.4323876
LOC728819,-0.3360351,0.0672,0.43254
MIR1244-3,-0.0962,0.33,0.433
LOC105372884,0.128,0.33,0.433
LOC105370583,0.356,0.33,0.433
LOC101927026,0.134,0.33,0.433
LOC105375839,0.153,0.33,0.433
LOC105376956,0.169,0.33,0.433
C13ORF39,-0.2817982,0.0673,0.43307
FAM154B,-0.2608671,0.0674,0.43345
LY6K,-0.2664355,0.0675,0.43379
CCL3L1 /// CCL3L3,-0.3343615,0.0676,0.43396
GDF5OS,-0.3539904,0.0676,0.43399
LOC100133161 /// LOC100133331 /// LOC100292804 /// LOC653340 /// LOC729737,-0.2973811,0.0677,0.43399
SPACA5 /// SPACA5B,-0.3000774,0.0677,0.43399
DDC-AS1,0.175,0.331,0.434
IRF1-AS1,-0.0913,0.331,0.434
MIR4482,-0.166,0.331,0.434
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE7 /// GAGE8,-0.2663149,0.0677,0.43417
LOC105378052,-0.05093863,0.229,0.4342817
C20ORF106 /// C20ORF107,-0.4033009,0.0678,0.43429
TMEM183B,0.08290241,0.229,0.4345281
LINC01605,0.0515969,0.229,0.4346251
DISC1 /// TSNAX /// TSNAX-DISC1,-0.3419987,0.0679,0.43467
FLJ40504,-0.3338095,0.068,0.4349
LOC105377347,0.093,0.332,0.435
LOC107986154,-0.182,0.332,0.435
LBX2-AS1,0.111,0.332,0.435
LINC00863,0.0728,0.332,0.435
SEPTIN 14,0.2691104,0.0681,0.43528
LOC644538,-0.3680869,0.0684,0.43584
KRT79,0.04749738,0.23,0.4359108
LOC105375126,-0.144,0.333,0.436
LOC105374376,-0.161,0.333,0.436
LOC107986293,-0.211,0.333,0.436
IGHV5-78,0.0285,0.355,0.436
GRASP,-0.4423734,0.0687,0.43658
LOC105373618,0.14,0.334,0.437
LINC02625,0.199,0.334,0.437
LOC112268058,0.113,0.333,0.437
LOC105371271,0.109,0.334,0.437
C1ORF25,0.5794926,0.0688,0.43712
GET4 /// SUN1,0.377833,0.0689,0.43761
LOC100294221 /// STK19,0.2941356,0.069,0.43767
PTTG1 /// PTTG2 /// PTTG3P,-0.2780622,0.069,0.43772
GNB2L1,0.9674521,0.0691,0.4378
CRIP3,0.200615,0.363,0.438
CD101-AS1,-0.157,0.335,0.438
MFAP3,0.0768,0.356,0.438
LOC105371103,0.11,0.335,0.438
CCDC188,-0.188,0.335,0.438
LOC105373378,0.104,0.335,0.438
LOC107985023,-0.116,0.335,0.438
LOC105378415,0.202,0.335,0.438
