gene,tissue,logFC,adj_p_value
DNTTIP1,Lungs,0.8471327,2.22e-13
DOCK3,Lungs,1.2972896,2.37e-05
DOCK9-DT,Lungs,-0.9018998,0.0111
DOK6,Lungs,-1.0253564,0.000155
DOPEY2,Lungs,-0.61214156,0.0219
DPCD,Lungs,-0.99254537,0.0489
DPCR1,Lungs,0.8568254,3.78e-19
DPH2,Lungs,0.693935,9.55e-09
DPH5-DT,Lungs,0.8114483,0.0418
DPP10-AS1,Lungs,-0.8706875,3.99e-06
DPRX,Lungs,0.8989691,6.32e-10
DPY19L4,Lungs,-0.6370468,5.64e-09
DRAIC,Lungs,1.8856333,0.0245
DRC1,Lungs,-1.36364412,3.02e-12
DRICH1,Lungs,1.3780301,0.0186
DSEL,Lungs,0.80306338,3.6e-25
DSG2,Lungs,-1.5193409,4.15e-10
DTNB-AS1,Lungs,1.110395,1.27e-05
DUBR,Lungs,-0.88011649,0.0385
DUSP29,Lungs,1.480053,0.00354
DUX4,Lungs,0.6744709,4.13e-08
DXO,Lungs,1.1026486,3.51e-16
DYNLT5,Lungs,1.5172239,0.0176
EBF1,Lungs,1.2106787,3.3e-10
EBF1///PDGFRB,Lungs,-0.6759682,0.000432
ECRP///ECRP,Lungs,0.8233654,1.84e-20
EDA,Lungs,0.8879725,4.48e-08
EDNRB-AS1,Lungs,-1.3708958,0.00043
EDRF1,Lungs,-1.0218395,1.59e-11
EEF2K,Lungs,0.7807923,1.11e-09
EEFSEC,Lungs,0.8190241,6.77e-14
EFCAB6,Lungs,-0.85891219,3.83e-12
EFCAB6-AS1,Lungs,1.7181297,0.0081
EFL1P1,Lungs,1.4858081,0.0275
EFR3B,Lungs,1.0193582,6.12e-14
EFTUD1P1///EFL1,Lungs,-1.4747732,2.65e-13
EHBP1L1///SIPA1,Lungs,0.61912,6.74e-10
EIF1AD,Lungs,0.7800091,1.13e-10
EIF1AY,Lungs,-2.8236941,0.000149
EIF2AK4,Lungs,-1.1741814,1.12e-09
EIF2B3,Lungs,-0.9387468,1.05e-11
EIF2B4,Lungs,0.6367768,9.78e-10
EIF2S1,Lungs,-1.3118323,1.83e-11
EIF3K,Lungs,1.5167977,1.48e-13
EIF5AL1,Lungs,-0.6176871,0.0176
ELL,Lungs,0.7319177,1.53e-10
ELOA3CP,Lungs,1.3163881,0.0408
ELOA3DP,Lungs,1.6011858,0.00743
EMC4///EMC4,Lungs,0.9022527,2.76e-08
EML4///ALK,Lungs,-1.1113591,5.57e-11
EML6,Lungs,-0.6168464,4.64e-06
EML6-AS1,Lungs,2.1851734,1.39e-06
ENO4,Lungs,-0.75883569,2.16e-12
ENPEP,Lungs,-0.7960586,0.00298
ENPP3,Lungs,-0.80223984,1.2500000000000001e-22
ENTPD1-AS1,Lungs,0.6730904,0.00511
ENTPD7,Lungs,0.7459538,4.82e-09
EP300-AS1,Lungs,-1.3081184,0.00139
EPC1-AS1,Lungs,1.2801156,0.000572
EPCAM-DT,Lungs,0.9759432,0.00915
EPHB1,Lungs,0.910559,0.0139
EPN1,Lungs,0.8203591,9.49e-13
EPN2,Lungs,0.9096409,2.02e-14
ERAL1,Lungs,1.2774841,1.17e-16
ERCC2,Lungs,0.6869873,6.32e-09
ERICH3-AS1,Lungs,2.1704617,0.00351
ERICH6,Lungs,1.4811997,0.00703
ERICH6-AS1,Lungs,1.3095284,0.0417
ERN2,Lungs,-0.76881364,1.21e-10
ERV3-1-ZNF117,Lungs,0.6989626,0.00801
ERVK11-1///GSTM2,Lungs,1.09862,3.44e-11
ESAM-AS1,Lungs,-0.8318506,0.00369
ESRP1///RAF1,Lungs,-0.8619973,4.71e-06
ETAA1,Lungs,-1.4556032,1.4e-15
ETV3,Lungs,-0.8410368,9.11e-06
EVI5,Lungs,-1.3073705,7.69e-15
EZR-AS1,Lungs,-1.1952692,0.0015
EZR///ROS1,Lungs,-0.8631536,4.01e-06
F10,Lungs,1.1777045,3.36e-14
F2RL3,Lungs,1.26469339,5.1199999999999995e-28
F8A3///F8A2///F8A1,Lungs,1.4908527,7.47e-18
FABP6-AS1,Lungs,1.9446233,0.004
FADS1,Lungs,0.95038871,1.7099999999999998e-23
FAF1-AS1,Lungs,0.6106158,0.0183
FAM101A,Lungs,-1.0426375,0.0212
FAM102B,Lungs,-1.4460845,8.42e-13
FAM106CP///FAM106A,Lungs,0.5921091,2.99e-05
FAM122C,Lungs,0.6008959,4.72e-07
FAM127A,Lungs,0.9150605,6.49e-13
FAM133DP///FAM133B,Lungs,0.64128127,0.00461
FAM151B,Lungs,-0.8151477,8.51e-10
FAM153C///FAM153A///FAM153B,Lungs,-0.9040268,5.53e-06
FAM160B2,Lungs,0.7110518,7.3e-13
FAM171A1,Lungs,-0.71323445,0.00365
FAM183A,Lungs,-1.22687055,2.92e-11
FAM185A,Lungs,0.6469672,0.00056
FAM185BP,Lungs,0.9571908,0.000838
FAM187A///CCDC103,Lungs,-0.71260648,1.02e-09
FAM200C,Lungs,1.0596962,7.97e-05
FAM207A,Lungs,0.8162505,2.07e-13
FAM214A,Lungs,-1.4808532,1.33e-15
FAM214B,Lungs,0.7644232,1.46e-11
FAM216A,Lungs,0.8388605,2.54e-11
FAM21A///FAM21C,Lungs,-0.6512386,2.31e-07
FAM220CP,Lungs,1.8049235,0.0307
FAM227A,Lungs,-1.2952945,1.4e-14
FAM230B,Lungs,0.6480141,0.000262
FAM240C,Lungs,1.527872,0.000719
FAM27C,Lungs,-1.359338,0.01448
FAM35DP///FAM35BP///FAM35A,Lungs,-0.920305,2.91e-09
FAM45A///FAM45BP,Lungs,-1.0653805,5.35e-13
FAM47E-STBD1///FAM47E,Lungs,-0.88691727,8.15e-11
FAM58DP///FAM58A,Lungs,0.6713664,1.75e-09
FAM65A,Lungs,1.6854486,3.78e-20
FAM66A,Lungs,0.9085601,0.0453
FAM69B,Lungs,1.2455568,3.55e-15
FAM72A,Lungs,-0.82371,0.0071
FAM72A///FAM72D///FAM72B,Lungs,-0.8596495,3.55e-06
FAM72A///FAM72D///FAM72B///FAM72C,Lungs,0.82206302,0.00538
FAM78B-AS1,Lungs,1.3963925,9.2e-05
FAM83D,Lungs,-1.22698103,9.87e-17
FAM83F,Lungs,2.0635132,3.8e-05
FAM83H,Lungs,0.6788945,1.64e-10
FAM83H-AS1,Lungs,1.5680393,0.00154
FAM88B,Lungs,0.8872947,0.000696
FAM88C,Lungs,1.0452938,9.91e-05
FAM88D,Lungs,0.8112935,0.0269
FAM92A1,Lungs,-0.6886698,0.0037
FAM95C,Lungs,1.3161822,0.0184
FAM96B,Lungs,0.9092914,1.08e-07
FAM98B,Lungs,-0.999085,2.7e-11
FAN1,Lungs,-1.1452886,3.92e-14
FANCL,Lungs,-0.8205832,5.56e-10
FANCM,Lungs,-1.7346445,1.15e-16
FASTKD1,Lungs,-1.6162268,2.62e-15
FASTKD3,Lungs,0.7116026,0.017
FAT2,Lungs,2.6837851,3.49e-12
FBL,Lungs,1.1784827,1.74e-14
FBLN7,Lungs,0.8157145,7.7e-14
FBXL13,Lungs,-0.60881558,5.04e-09
FBXL15,Lungs,-0.6418035,0.00283
FBXL22,Lungs,0.9809796,0.00443
FBXO15,Lungs,-0.74907932,1.39e-08
FBXO27,Lungs,0.7129223,2.41e-11
FBXO31,Lungs,0.6500378,0.001
FCGR2C,Lungs,0.7906588,0.0329
FCHO2,Lungs,-1.1496382,1.76e-12
FDPSP2,Lungs,0.6117625,1.82e-06
FGF10-AS1,Lungs,1.09394,0.00709
FGF14-AS2,Lungs,1.0179228,0.00464
FGF7P3,Lungs,0.8968692,0.00385
FGF7P3///FGF7P6///FGF7,Lungs,-2.2155368,1.79e-15
FGFBP1,Lungs,-0.8032341,0.000138
FHIP1A-DT,Lungs,1.0535771,0.0187
FIBIN,Lungs,1.15278488,6.890000000000001e-21
FIG4,Lungs,-0.7629082,3.7e-08
FIGF,Lungs,1.5504925,0.00146
FILIP1,Lungs,-0.7484709,0.00209
FKBP14-AS1,Lungs,1.2147129,0.0166
FKBP1B,Lungs,0.8772182,5.23e-15
FKBP5///LOC285847///FKBP5,Lungs,1.3434174,5.15e-16
FKSG49,Lungs,0.59049617,0.0207
FKTN,Lungs,-1.110965,9.03e-12
FLJ16171,Lungs,0.5989868,0.00108
FLJ16734,Lungs,0.9954386,4.89e-12
FLJ30064,Lungs,0.79764396,2.81e-19
FLJ42258,Lungs,0.6128768,6.95e-11
FLJ45950,Lungs,-0.9429432,1.53e-05
FLRT2,Lungs,-0.6358613,6.12e-13
FLVCR1-AS1,Lungs,-1.4962044,0.04464
FLVCR2,Lungs,0.60080888,4.07e-09
FLVCR2-AS1,Lungs,-1.0863272,0.00902
FMNL1-DT,Lungs,0.927086,0.0167
FOLH1B///FOLH1,Lungs,-0.61772,7.06e-05
FOXF2,Lungs,0.8233277,1.23e-08
FOXM1,Lungs,0.7330751,0.00874
FOXP4,Lungs,0.6658945,7.18e-09
FOXRED2,Lungs,0.80851,1.55e-09
FPGT-TNNI3K///FPGT,Lungs,-1.2183023,8.96e-13
FRG1JP///LOC283788,Lungs,-0.6738409,6.65e-06
FRMD3-AS1,Lungs,1.2757779,0.016
FRMD6-AS1,Lungs,1.1493688,0.00688
FRMPD2B///FRMPD2,Lungs,-0.67755942,9.4e-09
FSTL4,Lungs,0.6575605,3.03e-06
FTCDNL1,Lungs,0.6615459,0.00422
FTH1P5,Lungs,1.0730536,9.77e-14
FTO-IT1,Lungs,1.3369637,0.00422
FUOM,Lungs,1.0386286,2.43e-14
FXR1,Lungs,-2.5962955,1.3300000000000001e-21
FXYD6-FXYD2///FXYD6,Lungs,1.9719105,3.6e-18
FYB2,Lungs,1.1481083,0.0452
FZD10-AS1,Lungs,1.2935699,4.9e-05
FZD8,Lungs,1.1919541,4.1e-11
G2E3-AS1,Lungs,1.2279559,0.0244
G3BP1,Lungs,-1.00562,1.2e-11
GADD45GIP1,Lungs,-0.6042354,0.00855
GAFA1,Lungs,0.87310728,0.000856
GALNT16-AS1,Lungs,0.843464,0.00464
GALNT5///GALNT5,Lungs,-1.7049536,6.02e-09
GAN,Lungs,-0.6787909,1.61e-07
GAPDHP62///ANKRD46,Lungs,-0.8644543,0.00054
GARS,Lungs,-0.9108405,3.89e-10
GARS1-DT,Lungs,0.7244815,0.000389
GAS2L3,Lungs,-0.6180509,0.00098
GAS5///SNORD47,Lungs,0.6227864,6.86e-05
GAS5///SNORD80,Lungs,1.7111773,7.5e-12
GASAL1,Lungs,-1.0109763,0.0426
GASK1A,Lungs,0.6845254,0.00724
GATA2,Lungs,0.88061933,1.12e-19
GATA6-AS1,Lungs,-0.8907389,0.00655
GBA,Lungs,0.9137514,2.03e-11
GBP1P1,Lungs,-0.8462547,0.0122
GCNA,Lungs,1.0084155,0.00134
GCNT1,Lungs,-0.6630709,1.7e-07
GDF10///GDF10,Lungs,1.2333345,9.81e-14
GDF5,Lungs,0.7151827,1.46e-07
GDI1,Lungs,1.3289127,1.4e-20
GDI2,Lungs,-0.9778673,2.24e-11
GDPGP1,Lungs,0.6842414,6.4e-09
GEMIN7-AS1,Lungs,0.9444717,0.0106
GEMIN8,Lungs,0.7613664,0.000209
GFI1,Lungs,-0.837175,0.00015
GFOD2,Lungs,0.6636409,1.82e-09
GGA1,Lungs,0.6612314,2.13e-09
GGNBP2,Lungs,-1.7949818,6.0400000000000005e-22
GGT2,Lungs,0.9548825,9.12e-06
GGT2///GGT8P///GGTLC1///GGTLC2///GGT3P///GGT1,Lungs,0.887875,7.17e-11
GGT2///GGT8P///GGTLC2///GGT3P///GGT1,Lungs,1.0121995,1.09e-11
GGT2///GGTLC2///GGT3P///GGT1,Lungs,0.63390791,7.63e-19
GIMAP1-GIMAP5///GIMAP5,Lungs,0.75087401,3.45e-16
GIPC3,Lungs,0.89878,2.94e-10
GJA9-MYCBP///GJA9///MYCBP,Lungs,-0.86542195,0.012
GJC2,Lungs,-2.0132765,3.89e-10
GK3P///GK,Lungs,-0.85392,2.61e-05
GLB1L2,Lungs,-0.62322033,1.18e-09
GLCE,Lungs,-0.9073873,1.71e-09
GLT1D1,Lungs,1.12880436,5.34e-33
GLUD2///GLUD1,Lungs,-0.8518555,1.78e-11
GMDS-DT,Lungs,0.6609603,0.00273
GNA11,Lungs,1.7799959,1.01e-18
GNA15-DT,Lungs,-1.1557381,0.000341
GOLGA1,Lungs,-0.6365595,2.1e-09
GOLGA2,Lungs,-0.6359318,1.65e-11
GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P,Lungs,-1.1979868,7.29e-12
GOLGA6L4,Lungs,0.6567326,0.00498
GOLGA8DP///GOLGA8CP///GOLGA8B///GOLGA8A,Lungs,-0.8473859,2.4e-06
GOLGA8H,Lungs,0.6778893,8.78e-05
GOLGA8J,Lungs,0.612155,0.00379
GOLGA8K,Lungs,0.8896794,9.45e-06
GOLGA8M,Lungs,0.6851024,0.000481
GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8IP,Lungs,-0.7974705,2.79e-08
GOLGA8N,Lungs,0.8454181,3.69e-08
GOLGA8O,Lungs,0.7791159,1.72e-05
GOLGA8R,Lungs,0.82522,3.92e-05
GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP,Lungs,-0.6458982,8.07e-09
GOLGA8R///GOLGA8O///GOLGA8N,Lungs,-0.9083045,3.64e-08
GOLGA8R///GOLGA8O///GOLGA8N///GOLGA8IP,Lungs,-1.0895082,2.54e-11
GOPC,Lungs,-1.8437045,1.03e-20
GOT1-DT,Lungs,1.0705273,0.00127
GPA33,Lungs,1.053805,1.79e-05
GPATCH2,Lungs,-1.0982455,3.96e-15
GPM6A-DT,Lungs,-1.6812908,0.00894
GPR75,Lungs,0.9120548,0.00515
GPR75-ASB3///ASB3,Lungs,-0.8459827,3.95e-11
GPR78///CPZ,Lungs,-0.61001451,0.0472
GPR84-AS1,Lungs,-1.1127596,0.0121
GPR87,Lungs,-0.88748838,4.82e-13
GPR89A///GPR89B,Lungs,-1.2538691,1.03e-15
GPRC5D,Lungs,-2.1795778,3.52e-05
GPX3///GPX3,Lungs,1.41080964,2.61e-40
GRAMD1C,Lungs,-0.59724487,1.34e-07
GRAPL///GRAP,Lungs,1.5607732,2.61e-12
GRASP,Lungs,1.30432184,2.99e-32
GREM1,Lungs,-0.89250736,4.2e-15
GRIFIN,Lungs,-0.7593187,0.0236
GRIK1-AS2///BACH1,Lungs,0.6923019,0.0248
GSDME,Lungs,0.9931108,0.00395
GSTP1///GSTP1,Lungs,1.4651086,1.23e-10
GSTT2B///GSTT2,Lungs,1.2537859,3.75e-10
GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2,Lungs,-1.0871427,5.9e-11
GTF2IP13,Lungs,0.5872922,0.0147
GTF2IP23,Lungs,1.0993545,0.00901
GTF3C2-AS2,Lungs,0.7206082,0.00364
GTPBP2,Lungs,0.7137827,4.55e-14
GUF1///GUF1,Lungs,-1.3305055,2.89e-16
GVQW3,Lungs,1.2731604,1.08e-08
H2AC25,Lungs,-2.026704,0.015
H3-5,Lungs,-0.6224557,0.0346
H3-7,Lungs,0.8991302,0.0231
HACL1,Lungs,-1.1577995,1.59e-15
HAGLR,Lungs,0.7250925,0.00432
HAUS3,Lungs,-1.6882814,1.57e-18
HCG8,Lungs,0.7438582,5.47e-08
HCG8///ZNRD1ASP,Lungs,-0.65163523,0.016
HCRP1,Lungs,-0.88149126,2.04e-05
HCRTR1,Lungs,-1.1325061,0.000574
HDAC1,Lungs,-0.9418495,6.38e-13
HDAC11,Lungs,0.7563114,9.52e-11
HEATR5A-DT,Lungs,1.4848617,6.98e-06
HEBP2,Lungs,1.0956918,8.45e-14
HECTD4,Lungs,-1.0597736,1.08e-09
HECW1,Lungs,1.4601196,0.000827
HECW2-AS1,Lungs,-1.1945135,0.00414
HEIH,Lungs,-0.6876027,0.000767
HELB,Lungs,-0.9223459,1.94e-09
HERC1,Lungs,-1.1710005,1.76e-12
HERC2P4///HERC2P9///HERC2P2///HERC2P3///HERC2,Lungs,-0.8436909,8.64e-08
HERC2P9///HERC2P2///HERC2P3///HERC2,Lungs,-0.9900118,4.09e-09
HERPUD2,Lungs,1.0236336,1.73e-16
HEY1,Lungs,0.74427385,7.62e-14
HHLA2,Lungs,-1.72697384,3.35e-23
HHLA3,Lungs,0.6708495,7.03e-07
HHLA3-AS1,Lungs,1.2918382,0.0356
HIBCH,Lungs,-1.6849023,2.58e-17
HIC1,Lungs,0.9148773,1.81e-13
HIGD1B,Lungs,2.8511855,1.15e-17
HIGD2A,Lungs,2.2254368,2.6e-16
HILPDA-AS1,Lungs,0.8331776,0.0175
HIST1H1C,Lungs,1.1546905,1.95e-10
HIST1H1E,Lungs,2.3137127,6.23e-19
HIST1H2AD,Lungs,-1.6924451,0.006171
HIST1H2AL///HIST1H2AL,Lungs,0.9632514,5.7e-12
HIST1H2BB,Lungs,0.6709514,2.08e-06
HIST1H2BC,Lungs,1.2120055,1.05e-09
HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG,Lungs,1.21718239,0.011
HIST1H2BE,Lungs,0.8984159,6.83e-12
HIST1H2BF,Lungs,1.4836605,2.74e-08
HIST1H2BG,Lungs,0.9214786,7.36e-08
HIST1H2BH,Lungs,-1.0831606,0.042731
HIST1H2BH///HIST1H2BH,Lungs,1.47202,5.03e-14
HIST1H2BJ///HIST1H2BG,Lungs,1.02504214,0.00764
HIST1H2BK///H2BFS///HIST1H2BO///HIST1H2BD,Lungs,1.1081214,1.63e-11
HIST1H3A,Lungs,1.2421405,1.75e-10
HIST1H3B,Lungs,0.9201777,2.79e-08
HIST1H3D,Lungs,-3.1008907,0.002619
HIST1H3D///HIST1H2AD,Lungs,1.4816668,6.11e-12
HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD,Lungs,0.73492464,0.004
HIST1H3H,Lungs,0.98687,2.13e-09
HIST1H3I,Lungs,1.2516323,3.05e-09
HIST1H3J,Lungs,0.6711777,3.69e-08
HIST1H4F,Lungs,1.2805082,2.22e-11
HIST1H4J,Lungs,-0.82859,0.000109
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K,Lungs,1.1500373,1.43e-11
HIST1H4K,Lungs,-0.728025,0.000244
HIST2H2AA4,Lungs,-1.7565596,0.003683
HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3,Lungs,0.7426377,8.44e-06
HIST2H2AB,Lungs,-1.3441341,0.033538
HIST2H2AB///HIST2H2AB,Lungs,1.2735582,3.58e-11
HIST2H2BD///HIST2H2BC///HIST2H2BE,Lungs,1.63949,8.24e-18
HIST2H2BF///HIST2H2BA,Lungs,1.4950841,2.49e-15
HIST2H3D///HIST2H3A///HIST2H3C,Lungs,1.2748445,1.79e-14
HIST2H4A,Lungs,1.9626109,1.45e-14
HIST2H4B,Lungs,1.9626109,1.45e-14
HIST2H4B///HIST2H4A,Lungs,-0.6049214,0.00091
HIVEP2-DT,Lungs,-1.8899531,8.67e-08
HLA-C///HLA-B///HLA-A///HLA-B///HLA-A,Lungs,0.7176045,2.16e-10
HLA-C///HLA-B///HLA-B,Lungs,0.7756091,4.36e-11
HLA-C///HLA-B///HLA-C///HLA-B,Lungs,0.7107591,5.55e-11
HLA-DQA2///HLA-DQA1,Lungs,0.98203,1.11e-07
HLA-DQB2///HLA-DQB1,Lungs,1.02648,5.67e-07
HLA-DRB1///HLA-DQB1,Lungs,1.5365227,0.00267
HLA-F///HLA-B,Lungs,0.9336277,6.14e-11
HLA-H///HLA-B///HLA-A///HLA-B///HLA-A,Lungs,0.6036727,6.24e-09
HLA-H///HLA-C///HLA-B///HLA-A///HLA-A,Lungs,0.6220045,1.68e-08
HLA-V,Lungs,-1.2723689,0.0285
HLX-AS1,Lungs,-1.4545674,0.00106
HMCES,Lungs,-0.6599415,0.000551
HMGN3-AS1,Lungs,0.8248924,0.00373
HMMR,Lungs,-0.8847732,3.78e-10
HNRNPA1P6///HNRNPA1P10///HNRNPA1L2///HNRNPA1,Lungs,-1.6798436,9.4e-19
HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1,Lungs,-2.0614873,9.44e-21
HNRNPCL1///HNRNPC,Lungs,-0.5872377,4.98e-09
HNRNPCL3///HNRNPCL2///HNRNPCL1///HNRNPC,Lungs,-0.6033,9.48e-11
HNRNPUL2-BSCL2///BSCL2,Lungs,0.6179718,7.13e-06
HNRNPUL2-BSCL2///HNRNPUL2,Lungs,-1.1766509,1.16e-16
HOXA2,Lungs,1.3539518,7.26e-10
HOXA5,Lungs,0.7631525,0.0267
HOXA6,Lungs,1.2759445,1.83e-13
HOXB-AS1,Lungs,-1.00122689,0.00566
HPF1,Lungs,-0.7142345,1.48e-08
HRNR,Lungs,1.2455439,0.0247
HSD3B7,Lungs,0.7138841,2.6e-10
HSD3BP4,Lungs,-1.44663,0.000276
HSDL1,Lungs,-1.0418268,3.9e-16
HSDL2,Lungs,-1.1630295,1.53e-09
HSP90AA2P,Lungs,-1.809425,4.67e-13
HSP90AA4P,Lungs,-0.8840714,3.83e-08
HSP90AA5P,Lungs,-0.6527164,4.96e-07
HSP90AA6P,Lungs,-1.1030332,5.77e-07
HSP90AB3P,Lungs,-0.9351082,3.69e-08
HSP90B2P,Lungs,-0.8912164,1.83e-12
HSPA12B,Lungs,0.8003232,1.14e-10
HSPA4L,Lungs,-1.67233845,3.2300000000000003e-27
HSPB2-C11ORF52///C11ORF52,Lungs,0.7837882,9.94e-10
HSPC324,Lungs,1.0239927,1.05e-11
HTATSF1,Lungs,-2.2988095,6.41e-21
HTT,Lungs,0.6251525,0.000103
HYAL2,Lungs,0.61413001,5.53e-20
HYDIN2///HYDIN,Lungs,-1.82620494,8.94e-18
ICAM3,Lungs,0.9636482,2.69e-07
ICE1,Lungs,-1.2105386,1.74e-12
IFNG-AS1,Lungs,2.2946425,4.47e-09
IFT172,Lungs,-0.63583673,1.13e-09
IFT74,Lungs,-1.5541332,4e-12
IFT88,Lungs,-1.6836827,3.37e-13
IGHA1///SCFV///C14ORF99///IGHV3-48///IGHV3-69-1,Lungs,-1.19431202,4.44e-17
IGHJ1,Lungs,2.6156183,0.0321
IGHJ3P,Lungs,4.1179376,1.77e-15
IGHM///IGHG1///IGHD///IGHA2///IGHA1///IGHA2///IGHA1///IGH,Lungs,-1.22439854,2.76e-15
IGHM///IGHV3-48///IGHV3-69-1,Lungs,-1.48341729,7.73e-18
IGHV1-46,Lungs,2.2947715,0.0327
IGHV1-69,Lungs,2.2752565,0.0304
IGHV1OR15-1,Lungs,1.6717932,0.0175
IGHV2-26,Lungs,2.4809993,0.00172
IGHV2-70,Lungs,2.2461049,0.00343
IGHV2-70D,Lungs,3.1506712,0.0031
IGHV3-13,Lungs,2.0509318,0.0145
IGHV3-48///IGHV3-69-1,Lungs,-2.1913625,1.54e-05
IGHV3-48///IGHV3-69-1///IGHV3OR16-7,Lungs,-1.33183484,8.5e-16
IGHV3-49,Lungs,2.687774,0.0107
IGHV3-64D,Lungs,3.9339049,0.000807
IGHV3-69-1,Lungs,2.5242568,0.0112
IGHV3-69-1///IGHV3OR16-7,Lungs,-1.46813544,7.67e-13
IGHV3-73,Lungs,2.5514111,8.66e-05
IGHV3OR16-8,Lungs,2.0514707,0.00803
IGHV4-4,Lungs,2.4059754,0.0427
IGHV5-10-1,Lungs,3.8190207,0.00225
IGIP,Lungs,-1.6568764,2.53e-16
IGK///IGKV3-20///IGHV3-23,Lungs,-2.4755775,2.31e-06
IGKV1-13,Lungs,2.1617852,0.0175
IGKV1-16,Lungs,1.7126379,0.0416
IGKV1D-13,Lungs,2.2727551,0.0352
IGKV1D-16,Lungs,2.118142,0.0403
IGKV1D-17,Lungs,2.1142977,0.00901
IGKV1D-27,Lungs,3.4520904,0.00446
IGKV1D-42,Lungs,2.3225974,0.0168
IGKV1D-8,Lungs,-1.2990725,0.000874
IGKV2-40,Lungs,2.3817563,0.00365
IGKV2D-24,Lungs,2.3242831,0.0176
IGKV2D-29,Lungs,1.9062154,0.0377
IGKV2D-40,Lungs,2.3189186,0.00462
IGKV3-7,Lungs,2.2914556,0.0362
IGKV3D-7,Lungs,2.5948824,0.0146
IGKV6-21,Lungs,2.7865752,0.00937
IGLC5,Lungs,1.817337,0.00876
IGLC6,Lungs,1.9028117,0.00433
IGLC7,Lungs,2.4880513,0.0103
IGLJ3///IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1///SCFV///C14ORF99///IGK///IGKV3-20///IGHV3-23///IGHV3-48///IGHV3-69-1///IGHV3OR16-7,Lungs,-1.35880802,1.35e-17
IGLL5///CYAT1///IGLV3-21,Lungs,-2.9722375,3.21e-07
IGLV1-36,Lungs,2.5285018,0.0179
IGLV1-50,Lungs,1.8794441,0.000632
IGLV2-18,Lungs,1.6785683,0.0166
IGLV2-33,Lungs,2.3013701,0.00356
IGLV2-34,Lungs,1.9364768,0.008
IGLV2-5,Lungs,2.5672724,0.0026
IGLV3-16,Lungs,1.9942567,0.012
IGLV3-9,Lungs,2.5640548,0.0291
IGLV4-69,Lungs,1.524612,0.0434
IGLV7-43,Lungs,2.4400302,0.000904
IGLV7-46,Lungs,2.7365852,0.0013
IHH,Lungs,0.6508995,1.3e-08
IL10RB-AS1,Lungs,-1.3410205,0.029625
IL18R1///IL18R1,Lungs,1.50221171,2.5000000000000002e-29
IL4R,Lungs,0.71009999,3.66e-24
ILF3-AS1,Lungs,1.1075236,2.16e-09
ILRUN-AS1,Lungs,-0.7616892,0.00434
IMPA1,Lungs,-1.5380223,4.59e-15
IMPG2,Lungs,1.141383,0.00436
INCA1,Lungs,0.5869305,7.55e-12
INMT-FAM188B///FAM188B,Lungs,0.9177695,7.29e-08
INMT-FAM188B///INMT,Lungs,1.31188851,3.19e-20
INO80B-WBP1///INO80B///WBP1,Lungs,-0.73376341,0.0022
INPP5E,Lungs,0.7605836,3.19e-11
INTS1,Lungs,0.7181791,2.07e-12
INTS12,Lungs,-0.6063923,1.14e-06
INTS4P1,Lungs,0.8003755,0.00743
INTS4P2,Lungs,0.6346048,0.0466
IPCEF1///CNKSR3,Lungs,-0.7151995,1.5e-06
IPO8,Lungs,-1.578785,3.58e-15
IPW,Lungs,0.6869015,1.61e-05
IQCJ-SCHIP1,Lungs,-1.1057887,8.34e-05
IQCJ-SCHIP1-AS1,Lungs,-1.1156332,0.00142
IQGAP2,Lungs,-1.5157755,5.02e-12
IRAG1-AS1,Lungs,1.1706827,0.0131
IRX2-DT,Lungs,-1.5636296,7.88e-06
IRX3,Lungs,0.6480114,0.00209
ISM1-AS1,Lungs,1.5133432,0.00825
ISY1-RAB43,Lungs,-0.6492435,0.000204
ISY1-RAB43///ISY1,Lungs,-1.3393691,1.44e-17
ITGA2,Lungs,-0.6731345,3.58e-08
ITGA2B,Lungs,0.7848969,8.74e-25
ITPRID2,Lungs,-0.7365319,2.25e-16
ITPRIP-AS1,Lungs,-1.1846401,0.00161
IWS1,Lungs,-1.5367105,4.12e-17
JDP2,Lungs,-1.9233149,3.850000000000001e-21
JMJD1C-AS1,Lungs,0.6005655,1.03e-09
JMJD4,Lungs,0.606375,4.12e-10
JMJD8,Lungs,1.4393359,3.67e-14
JOSD1,Lungs,-0.7731903,3.23e-09
JPH4,Lungs,-1.2965995,0.000153
KATNAL2,Lungs,-0.60084458,6.97e-13
KATNBL1P6///KATNBL1,Lungs,-0.6966227,3.87e-11
KATNIP,Lungs,0.7058234,0.0412
