Library,Lib_Tag,Gene_Set,Gene_set,Term,Overlap,P_value,Adj_P_value,Old_P_value,Old_Adj_P_value,Odds_Ratio,Combined_Score,Genes
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),4/176,2.8778289013495466e-08,3.223168369511492e-06,0,0,461.0,8004.640154972651,COL1A1;COL15A1;COL3A1;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Collagen Fibril Organization (GO:0030199),3/42,8.58503397240905e-08,4.807619024549067e-06,0,0,767.5384615384615,12488.357569065562,COL1A1;COL3A1;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Negative Regulation Of Plasminogen Activation (GO:0010757),2/6,7.496663581039455e-07,2.7987544035880637e-05,0,0,3331.833333333333,46990.96982780607,SERPINE2;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),3/109,1.5621128486130215e-06,3.596969726867221e-05,0,0,281.4481132075472,3762.8124615328447,COL1A1;COL15A1;COL3A1
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),3/110,1.6057900566371524e-06,3.596969726867221e-05,0,0,278.803738317757,3719.7701117349934,COL1A1;COL15A1;COL3A1
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Negative Regulation Of Protein Processing (GO:0010955),2/15,5.243069539504879e-06,9.586382725210036e-05,0,0,1024.7179487179487,12459.139177497858,SERPINE2;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Regulation Of Plasminogen Activation (GO:0010755),2/16,5.991489203256272e-06,9.586382725210036e-05,0,0,951.4761904761904,11441.663476001768,SERPINE2;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Negative Regulation Of Blood Coagulation (GO:0030195),2/30,2.168904440952184e-05,0.00030364662173330576,0,0,475.4047619047619,5105.230681141124,SERPINE2;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Supramolecular Fiber Organization (GO:0097435),3/316,3.816170240366506e-05,0.0004749011854678319,0,0,94.3226837060703,959.608621565362,COL1A1;COL3A1;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),2/60,8.798846632227916e-05,0.0009854708228095265,0,0,229.16091954022988,2139.974518717943,SERPINE2;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Negative Regulation Of Endopeptidase Activity (GO:0010951),2/66,0.00010656620364947746,0.0010038404458041,0,0,207.61458333333331,1898.997472535048,SERPINE2;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Skin Development (GO:0043588),2/68,0.00011315119111665648,0.0010038404458041,0,0,201.3030303030303,1829.1974888825955,COL1A1;COL3A1
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Regulation Of Endopeptidase Activity (GO:0052548),2/69,0.00011651719460226656,0.0010038404458041,0,0,198.28855721393035,1795.9929959337524,SERPINE2;SERPINF2
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Negative Regulation Of Neuron Migration (GO:2001223),1/5,0.0012494733811348,0.0099957870490791,0,0,1249.4375,8352.531058286915,COL3A1
GO_Biological_Process_2023,GO_BP,5genes,GO_Biological_Process_2023,Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081),1/6,0.0014992198216206,0.0106590049688479,0,0,999.5,6499.559019889724,SERPINF2
