gene,logFC,p_value,adj_p_value
NAPG,-1.4907664,3.36e-15,4.88e-14
FAM98A,-1.4959209,3.37e-15,4.89e-14
RPS6KC1,-1.1644191,3.38e-15,4.9e-14
P4HA1///P4HA1,-1.5317527,3.43e-15,4.96e-14
CAMK2A,0.7557291,3.43e-15,4.96e-14
IGSF8,0.8826523,3.44e-15,4.97e-14
LRRC25,0.55239433,4.33e-15,5e-14
HIST1H2BH///HIST1H2BH,1.47202,3.48e-15,5.03e-14
GHR,0.5403173,4.37e-15,5.04e-14
UBE2Q2P2///LOC727751///GOLGA2P7///GOLGA2P10,-1.3913955,3.51e-15,5.06e-14
RIC1,-1.4838732,3.52e-15,5.07e-14
RNF8,-0.9365755,3.53e-15,5.09e-14
STK26,-1.3388064,3.54e-15,5.09e-14
PUSL1,0.9806514,3.54e-15,5.09e-14
TMEM106A,0.929085,3.55e-15,5.11e-14
VSIG1,-1.77206513,4.46e-15,5.13e-14
C18ORF25,-1.2342973,3.58e-15,5.14e-14
MRS2,-1.0684973,3.58e-15,5.14e-14
SLC16A7,-1.5087582,3.57e-15,5.14e-14
IARS,-1.6163091,3.6e-15,5.17e-14
MDM1,-1.4169786,3.61e-15,5.17e-14
NME4,1.2051355,3.62e-15,5.18e-14
BRCA1,-1.2227855,3.63e-15,5.2e-14
PDE5A,-0.8174604,4.53e-15,5.21e-14
ARFGEF1,-1.1704218,3.65e-15,5.22e-14
AUP1,1.1834805,3.68e-15,5.26e-14
ZNF721,-1.8858018,3.71e-15,5.3e-14
ZBTB41,-1.4901682,3.71e-15,5.3e-14
SMC4,-1.9264564,3.73e-15,5.32e-14
NPLOC4,0.7450964,3.73e-15,5.32e-14
CD2AP,-1.3615432,3.78e-15,5.38e-14
PKN2,-1.2467032,3.78e-15,5.38e-14
CRNKL1,-1.0018105,3.8e-15,5.41e-14
NRG3,1.3527895,3.83e-15,5.45e-14
ZNF468,-1.2326805,3.84e-15,5.47e-14
SAFB2,-1.0261823,3.87e-15,5.5e-14
KIF1BP,-1.2765118,3.88e-15,5.51e-14
DHRS7B,1.0483482,3.91e-15,5.55e-14
POM121C///POMZP3///POM121///ZP3,0.8588845,3.95e-15,5.6e-14
ANAPC13,-0.9589741,3.97e-15,5.63e-14
ZDHHC1,1.1342036,3.97e-15,5.63e-14
PPID,-1.4425827,3.97e-15,5.63e-14
SULT1A2,1.8279741,3.99e-15,5.66e-14
CMC2,1.2104764,4e-15,5.67e-14
ORC2,-0.9853414,4.02e-15,5.69e-14
NUDT12,-1.7647132,4.07e-15,5.76e-14
SESN1,-1.2091009,4.1e-15,5.79e-14
TOB2P1,0.7652527,4.1e-15,5.79e-14
NPAT,-1.2915623,4.1e-15,5.8e-14
ZNF316,0.8687682,4.13e-15,5.83e-14
SNORD35A,1.9453223,4.14e-15,5.84e-14
PSMC4,0.9983255,4.15e-15,5.85e-14
SAP30L,0.6987091,4.23e-15,5.95e-14
PKIG,1.1723341,4.23e-15,5.95e-14
CDK5RAP2,-1.3285691,4.25e-15,5.98e-14
TPRN,0.9262086,4.27e-15,6.01e-14
TTF2,-1.17887,4.31e-15,6.05e-14
WDR92,-0.48058089,5.29e-15,6.06e-14
STC2,0.57552154,5.29e-15,6.06e-14
MYO15B,1.19939,4.34e-15,6.1e-14
RABGAP1,-1.1515118,4.35e-15,6.1e-14
EFR3B,1.0193582,4.36e-15,6.12e-14
VEZT,-1.4594432,4.38e-15,6.14e-14
BOD1L1,-1.6951486,4.39e-15,6.15e-14
ZFPL1,1.0560327,4.4e-15,6.16e-14
DNM1,-0.45014963,5.41e-15,6.19e-14
ST6GAL1,-0.59679262,5.43e-15,6.21e-14
ATMIN,0.7540068,4.47e-15,6.26e-14
HERC2,-0.8056791,4.48e-15,6.26e-14
PLEKHA5,-0.56325889,5.48e-15,6.26e-14
SLCO4C1,1.31083376,5.49e-15,6.27e-14
SLC48A1,1.0261509,4.5e-15,6.3e-14
ELF1,-1.3203745,4.51e-15,6.3e-14
PGAP2,1.6289132,4.54e-15,6.33e-14
SENP7,-1.3955905,4.56e-15,6.36e-14
ADAT2,-1.2302164,4.58e-15,6.39e-14
DUSP22,0.7237505,4.6e-15,6.4e-14
TMEM231,-0.95762024,5.62e-15,6.4e-14
S100PBP,-0.7527855,4.6e-15,6.4e-14
CLASP2,-1.2240677,4.6e-15,6.4e-14
RAB27A,-1.474945,4.6e-15,6.4e-14
RANBP10,0.8452614,4.62e-15,6.42e-14
RNF34,-0.9286714,4.64e-15,6.45e-14
TGDS,-0.9005591,4.66e-15,6.47e-14
FBXO9,-0.8096777,4.67e-15,6.48e-14
SPTBN1,-1.4438212,4.85e-16,6.5e-14
RSPRY1,-1.1023709,4.7e-15,6.51e-14
ADAMTS14,3.7066172,4.89e-16,6.52e-14
PIR-FIGF///PIR,0.51131972,5.75e-15,6.54e-14
DOCK6,1.2837836,4.77e-15,6.61e-14
ST6GALNAC5,1.6400659,4.8e-15,6.65e-14
SNORD116-27,1.6993182,4.84e-15,6.7e-14
BRWD3,-1.1200164,4.86e-15,6.73e-14
NAA15,-1.6530923,4.87e-15,6.73e-14
KIAA1429,-1.1390695,4.87e-15,6.73e-14
TDP2,-1.1605555,4.88e-15,6.75e-14
EEFSEC,0.8190241,4.91e-15,6.77e-14
TLE3,0.9443364,4.94e-15,6.81e-14
FZD4,0.56744415,5.99e-15,6.82e-14
DNAJC13,-1.6719432,4.94e-15,6.82e-14
CR1,0.91296966,6.03e-15,6.84e-14
ADAM22,-0.47635624,6.03e-15,6.84e-14
KDR,0.61160034,6.04e-15,6.85e-14
CLPTM1,0.8766423,4.97e-15,6.85e-14
TXNL4A,1.4152668,4.98e-15,6.86e-14
CACTIN,0.7623845,4.99e-15,6.87e-14
ZNF644,-1.09147,5.03e-15,6.92e-14
DSC3,-1.71908743,6.11e-15,6.92e-14
ZNF700,-1.4224268,5.11e-15,7.02e-14
MTM1,-1.4213632,5.11e-15,7.02e-14
LNX2,0.50069771,6.21e-15,7.03e-14
ASNSD1,-1.1023141,5.13e-15,7.05e-14
CADPS2,-1.4046577,5.15e-15,7.07e-14
CCDC124,0.9468877,5.17e-15,7.09e-14
UBXN1,0.8696205,5.2e-15,7.13e-14
UBE2Q2P2,-1.4290909,5.25e-15,7.18e-14
TADA1,-0.9562082,5.24e-15,7.18e-14
PIEZO2,-0.91673847,6.39e-15,7.22e-14
ZNF417,-0.8323427,5.29e-15,7.24e-14
PHF1,1.0542645,5.3e-15,7.25e-14
SERBP1,-1.4842777,5.31e-15,7.26e-14
INPP5F,-0.8680236,5.32e-15,7.27e-14
MARK4,0.9113809,5.33e-15,7.28e-14
PRPF18,-1.2545609,5.34e-15,7.29e-14
NHERF2,-2.1932151,5.59e-16,7.32e-14
MMP1,-2.34921917,6.5e-15,7.34e-14
GTPBP1,0.7321882,5.4e-15,7.37e-14
CFAP52,-1.45765267,6.56e-15,7.4e-14
ATAD2B,-0.9267159,5.47e-15,7.46e-14
PPWD1,-1.3419905,5.48e-15,7.46e-14
ERGIC1,0.7806977,5.53e-15,7.53e-14
TEX261,0.9337645,5.58e-15,7.59e-14
MYLIP,0.39556784,6.76e-15,7.6e-14
HEY1,0.74427385,6.78e-15,7.62e-14
SPARCL1,-1.7856164,5.61e-15,7.63e-14
CETN3,-1.5965668,5.61e-15,7.63e-14
HSD17B14,0.57211861,6.82e-15,7.65e-14
FBLN7,0.8157145,5.67e-15,7.7e-14
ATP6V0E2,0.8268318,5.71e-15,7.75e-14
C1QTNF2,1.1375536,5.71e-15,7.75e-14
S100A3,2.223955,5.74e-15,7.79e-14
PRPF31,0.7713691,5.76e-15,7.81e-14
FBXO45,-1.0237582,5.77e-15,7.82e-14
MECP2,0.7144359,5.8e-15,7.85e-14
MALAT1,-1.1716045,5.82e-15,7.88e-14
CFAP206,-1.5352016,7.1e-15,7.95e-14
AP1M1,1.0028241,5.88e-15,7.96e-14
GGTLC1,-3.4573331,6.13e-16,7.97e-14
L3MBTL3,-1.4798823,5.89e-15,7.97e-14
MAN2B2,0.9048427,5.9e-15,7.98e-14
CEP57,-1.3359527,5.93e-15,8.01e-14
KIAA0141,0.74908,5.93e-15,8.01e-14
RARRES2,-1.8754766,6.21e-16,8.03e-14
ADCY4,1.5163786,5.96e-15,8.04e-14
DNAH14,-1.5830132,5.97e-15,8.06e-14
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3,0.7891282,6e-15,8.09e-14
IFRD1,0.40616183,7.23e-15,8.09e-14
DPH5,-1.1698118,6.01e-15,8.1e-14
PPDPF,-1.4381567,6.32e-16,8.13e-14
GPM6A,2.2841655,6.05e-15,8.15e-14
ZNF461,-0.9984795,6.07e-15,8.17e-14
CENPC,-1.3705441,6.1e-15,8.2e-14
SNORD46,1.31614,6.1e-15,8.2e-14
RPS6KA1,0.41519461,7.41e-15,8.29e-14
HEPH,-1.52942,6.21e-15,8.34e-14
MFSD1,-0.7898455,6.21e-15,8.34e-14
STRA13,0.9434636,6.22e-15,8.35e-14
ARRB2,0.51460941,7.49e-15,8.36e-14
SPRED2,1.2235464,6.25e-15,8.38e-14
ZER1,0.8850173,6.27e-15,8.4e-14
HEBP2,1.0956918,6.31e-15,8.45e-14
INPP4B,-0.63977116,7.58e-15,8.46e-14
DNALI1,-1.00267581,7.62e-15,8.49e-14
SGCD,-0.6853474,7.63e-15,8.5e-14
RBM8A,-0.972655,6.36e-15,8.51e-14
CARS,-1.0253477,6.39e-15,8.54e-14
SQRDL,0.52961382,7.7e-15,8.56e-14
TOPBP1,-1.3878195,6.44e-15,8.61e-14
CNOT6L,-1.2814623,6.46e-15,8.63e-14
HEYL,-1.674571,6.77e-16,8.66e-14
PSMG4,0.7063573,6.49e-15,8.67e-14
SLC25A12,-1.1897618,6.51e-15,8.69e-14
SYS1-DBNDD2///SYS1,1.0177445,6.51e-15,8.69e-14
MAGED1,-0.40240286,7.84e-15,8.7e-14
UBIAD1,0.7702082,6.55e-15,8.73e-14
CAV2,-2.108853,6.89e-16,8.76e-14
TXN2,1.1431745,6.58e-15,8.77e-14
NSMF,0.941105,6.58e-15,8.77e-14
LOC400927-CSNK1E///CSNK1E,0.8504664,6.58e-15,8.77e-14
CD207,-0.62737394,7.93e-15,8.8e-14
FAM174B,1.1712009,6.62e-15,8.8e-14
FH,-1.1219577,6.63e-15,8.82e-14
LSM3,1.74219,6.65e-15,8.85e-14
LARP1B,-1.1538695,6.67e-15,8.85e-14
CHCHD10,1.0378827,6.65e-15,8.85e-14
C11ORF24,1.1654655,6.71e-15,8.91e-14
SNAI1,0.7013621,8.05e-15,8.92e-14
ZNF607,-0.50905449,8.12e-15,8.99e-14
PQLC2L,0.65170628,8.16e-15,9.03e-14
ALS2,-1.1208627,6.84e-15,9.07e-14
DNAJC12,-0.69723149,8.26e-15,9.14e-14
KLHDC3,1.3044473,6.91e-15,9.16e-14
MAP4K4,-1.0888777,6.95e-15,9.2e-14
PLEKHS1,-1.93215368,8.36e-15,9.23e-14
DUSP19,-0.62445368,8.39e-15,9.25e-14
LPCAT3,0.50948995,8.47e-15,9.33e-14
NEIL1,1.0114359,7.05e-15,9.34e-14
RSPH1,-1.48313167,8.58e-15,9.44e-14
NDUFC2-KCTD14///KCTD14,0.38099315,8.61e-15,9.47e-14
GPR108,1.0321814,7.17e-15,9.48e-14
RRNAD1,1.0203168,7.17e-15,9.48e-14
CDADC1,-1.092175,7.24e-15,9.57e-14
NFASC,-0.52131595,8.76e-15,9.62e-14
THADA,-1.3086723,7.29e-15,9.63e-14
BMS1P4///BMS1P6///BMS1P5///AGAP11///BMS1///AGAP11,-1.2813995,7.31e-15,9.65e-14
STAG2,-1.3236423,7.32e-15,9.66e-14
LSM6,0.9872318,7.32e-15,9.66e-14
GNG5,1.0734255,7.35e-15,9.68e-14
RTCA,-0.7958418,7.4e-15,9.75e-14
ZNF793,-0.3460965,8.89e-15,9.75e-14
FTH1P5,1.0730536,7.42e-15,9.77e-14
GDF10///GDF10,1.2333345,7.46e-15,9.81e-14
TCERG1,-0.8721955,7.55e-15,9.92e-14
ZNF440,-1.9046195,7.62e-15,1e-13
POF1B,-0.79596667,9.21e-15,1.01e-13
SNX12,1.0435973,7.75e-15,1.01e-13
DYNLT3,-0.90698,7.69e-15,1.01e-13
BOC,-0.62252574,9.23e-15,1.01e-13
SENP2,-0.6740114,7.73e-15,1.01e-13
RAPGEF6,-1.2900873,7.78e-15,1.02e-13
ADIPOR1,1.1526718,7.78e-15,1.02e-13
LMNB2,0.8736336,7.84e-15,1.02e-13
CD52,2.2674045,7.92e-15,1.03e-13
POGLUT1,-1.2514418,7.9e-15,1.03e-13
VCAN,-2.1909255,7.94e-15,1.03e-13
PDE6D///PDE6D,1.0781823,7.87e-15,1.03e-13
SCGB1A1,-2.06532823,9.41e-15,1.03e-13
CSNK1G3,-0.8651314,8.02e-15,1.04e-13
ZBTB7A,0.8438823,7.95e-15,1.04e-13
GDF10,-2.3929271,8.4e-16,1.05e-13
RBM26,-0.8664827,8.04e-15,1.05e-13
NINJ1,1.2683132,8.11e-15,1.05e-13
SFXN1,-0.9567973,8.06e-15,1.05e-13
MAPK7,0.7916095,8.06e-15,1.05e-13
PDE1A,-0.68857936,9.6e-15,1.05e-13
RAD51AP1,-1.5655482,8.16e-15,1.06e-13
YARS,0.45328445,9.76e-15,1.07e-13
VWDE,-0.45788328,9.77e-15,1.07e-13
SMIM15,-1.0327805,8.26e-15,1.07e-13
ALDH7A1,-1.3536373,8.35e-15,1.08e-13
H6PD,0.9850168,8.45e-15,1.09e-13
KIAA1468,-1.2329673,8.42e-15,1.09e-13
ZNF587///ZNF587B///ZNF587,-1.0219486,8.52e-15,1.1e-13
EIF2AK2,-1.6523577,8.54e-15,1.1e-13
ZNF836,-1.4772991,8.59e-15,1.11e-13
SHKBP1,0.3496248,1.02e-14,1.12e-13
HSBP1,-1.0706295,8.64e-15,1.12e-13
SMAGP,1.1242095,8.7e-15,1.12e-13
KIN,-1.3792132,8.75e-15,1.13e-13
DERL3,-0.78451902,1.04e-14,1.13e-13
SPATS2,-0.53173527,1.05e-14,1.14e-13
TESPA1,-0.62861782,1.04e-14,1.14e-13
CTIF,1.0054982,8.84e-15,1.14e-13
TMCO6,0.9072227,8.9e-15,1.15e-13
FBRS,0.9283786,9.04e-15,1.16e-13
PHKG2,0.9124536,9.05e-15,1.16e-13
CDKN2A,-0.40137183,1.08e-14,1.18e-13
KLHL28,-0.8899564,9.21e-15,1.18e-13
RARS,-1.1645823,9.19e-15,1.18e-13
OLFML2A,0.8802305,9.28e-15,1.19e-13
TLCD1,0.37628352,1.1e-14,1.19e-13
TIGD7,-1.0069295,9.23e-15,1.19e-13
THRAP3,-1.1377786,9.22e-15,1.19e-13
ETFDH,-1.3737945,9.26e-15,1.19e-13
DLAT,-0.7231127,9.29e-15,1.19e-13
PLCD3,0.8515423,9.33e-15,1.2e-13
SSR2,1.09105,9.39e-15,1.2e-13
KCNIP1,1.42787,9.38e-15,1.2e-13
HIST1H4L,1.5395391,9.39e-15,1.2e-13
ASRGL1,-1.9811827,9.8e-16,1.22e-13
KLHDC8B,1.2119227,9.56e-15,1.22e-13
AQP5,-0.72421541,1.14e-14,1.23e-13
C19ORF60,0.9840382,9.62e-15,1.23e-13
CIZ1,0.6808105,9.65e-15,1.23e-13
RIDA,0.57537566,1.13e-14,1.23e-13
GNG12,-0.3974267,1.14e-14,1.23e-13
GPM6B,0.5159032,1.15e-14,1.24e-13
HSD11B1,0.5274931,1.15e-14,1.24e-13
CD33,1.2587264,9.67e-15,1.24e-13
DHPS,1.1501814,9.76e-15,1.25e-13
CCDC28A,-1.0311182,9.81e-15,1.25e-13
ZFX,-1.1623577,9.76e-15,1.25e-13
CCDC113,-1.3936058,1.16e-14,1.25e-13
ERBIN,-0.9494532,9.78e-15,1.25e-13
AP3B1,-0.9254909,9.87e-15,1.26e-13
FMR1,-1.00455,9.95e-15,1.27e-13
SRF,1.1636973,1.01e-14,1.28e-13
C6ORF136,0.91965,1.01e-14,1.28e-13
PDS5B,-1.2717414,1.01e-14,1.29e-13
TBC1D20///TBC1D20,0.78774,1.02e-14,1.29e-13
QRICH1,0.8243968,1.02e-14,1.29e-13
GPATCH4,0.6710414,1.02e-14,1.3e-13
ABCC6P2///ABCC6P1///ABCC6,0.7515995,1.02e-14,1.3e-13
C18ORF8,0.366398,1.21e-14,1.3e-13
GTF2E1,-1.0287755,1.02e-14,1.3e-13
ZNF326,-1.1777473,1.02e-14,1.3e-13
SPEF2,-1.08981604,1.22e-14,1.31e-13
ZNF131,-1.1093027,1.03e-14,1.31e-13
KIAA1586,-1.3050023,1.03e-14,1.31e-13
PKNOX2,1.2676759,1.04e-14,1.31e-13
CD151,2.0654223,1.04e-14,1.31e-13
SRPX,0.72868256,1.21e-14,1.31e-13
SOCS5,-1.15851,1.05e-14,1.32e-13
ARMC3,-1.76485148,1.23e-14,1.32e-13
SDC3,1.1137945,1.06e-14,1.33e-13
PHYHD1,1.3060245,1.05e-14,1.33e-13
PAK4,-1.4249097,1.09e-15,1.33e-13
PSMA2///PSMA2,0.9868977,1.06e-14,1.33e-13
GPER1,1.3499682,1.06e-14,1.34e-13
MME,1.04253776,1.25e-14,1.34e-13
ICA1L,-0.5523009,1.25e-14,1.34e-13
PDPN,0.45824332,1.26e-14,1.35e-13
RIN3,0.7762091,1.07e-14,1.35e-13
TRNT1,-1.507365,1.08e-14,1.36e-13
PHF3,-1.7385555,1.09e-14,1.37e-13
RDX,-1.506405,1.1e-14,1.38e-13
MLST8,0.8859086,1.1e-14,1.38e-13
CDK18,0.8197886,1.09e-14,1.38e-13
IL17RD,-0.39690365,1.29e-14,1.38e-13
PRKAB1,1.1272382,1.09e-14,1.38e-13
SSH3,1.036025,1.1e-14,1.39e-13
RGS7BP,-0.72532016,1.3e-14,1.39e-13
CCL18,-1.20803147,1.3e-14,1.39e-13
PARL,-0.8579373,1.1e-14,1.39e-13
UBD,-0.84538503,1.31e-14,1.4e-13
DDA1,0.7834255,1.13e-14,1.42e-13
CEP170B,0.6809382,1.14e-14,1.43e-13
ZNF134,-0.8908659,1.15e-14,1.44e-13
RPAP1,0.6830973,1.15e-14,1.44e-13
SART1,-0.8180864,1.17e-14,1.46e-13
DYRK2,0.5765832,1.18e-14,1.47e-13
FAM149B1,-1.1709945,1.19e-14,1.48e-13
DIS3L,-1.3656118,1.18e-14,1.48e-13
EIF3K,1.5167977,1.18e-14,1.48e-13
TULP3,0.9708314,1.21e-14,1.5e-13
C22ORF46,-1.213345,1.2e-14,1.5e-13
ANKRD50,-1.6783909,1.2e-14,1.5e-13
NEK10,-1.45993248,1.41e-14,1.5e-13
ZFAND6,-0.9751155,1.21e-14,1.51e-13
GRAP,1.7329464,1.21e-14,1.51e-13
GATSL3,0.44357074,1.44e-14,1.53e-13
GDPD5,0.8879536,1.23e-14,1.53e-13
LTBR,1.0256586,1.23e-14,1.53e-13
WBP2,-0.9118676,1.27e-15,1.55e-13
RNF138,-1.0464705,1.25e-14,1.55e-13
ADAP1,1.0392841,1.25e-14,1.56e-13
ZNF799,-1.3666168,1.25e-14,1.56e-13
SNX33,0.9822105,1.27e-14,1.57e-13
PGM3,-1.8769159,1.28e-14,1.58e-13
PSMD1,-1.4939373,1.27e-14,1.58e-13
MBTD1,-0.8307577,1.28e-14,1.59e-13
SNX13,-1.311215,1.29e-14,1.59e-13
G3BP2,-0.9101645,1.28e-14,1.59e-13
CITED2,1.5922945,1.29e-14,1.59e-13
PPIB,1.1123491,1.29e-14,1.6e-13
RPS14,1.7278586,1.29e-14,1.6e-13
SNORA70F,-1.3099968,1.3e-14,1.61e-13
DNAH11,-1.53160345,1.52e-14,1.61e-13
HSPD1,-1.5283177,1.31e-14,1.62e-13
VPS13B,-1.4666286,1.31e-14,1.62e-13
MIER3,-1.1905823,1.31e-14,1.62e-13
RNASEL,-1.4747782,1.32e-14,1.63e-13
AKAP6,-0.7405897,1.54e-14,1.63e-13
RNF181,0.9287668,1.32e-14,1.63e-13
ANO2,0.64216974,1.54e-14,1.63e-13
MIS18BP1,-1.4666914,1.33e-14,1.64e-13
LINC00909,-1.2066873,1.33e-14,1.64e-13
URI1,-0.7699341,1.34e-14,1.65e-13
POLH,-0.37183235,1.57e-14,1.66e-13
CTCF,-0.7937327,1.35e-14,1.67e-13
NDUFC2-KCTD14///NDUFC2,1.3089695,1.37e-14,1.68e-13
TOMM22,1.3893605,1.37e-14,1.68e-13
NFE2L2,-1.0445445,1.37e-14,1.68e-13
ANLN,-1.5123382,1.36e-14,1.68e-13
PGAM5,0.9482041,1.36e-14,1.68e-13
PARP2,-0.8696559,1.38e-14,1.69e-13
BBS9,-0.54605464,1.6e-14,1.69e-13
SEL1L,-1.7995427,1.4e-14,1.71e-13
CLIC3,-2.543777,1.43e-15,1.71e-13
SCAPER,-1.4719941,1.41e-14,1.73e-13
DNAH9,-1.59934893,1.64e-14,1.73e-13
ATP2A2,-1.1161545,1.42e-14,1.73e-13
SGSH,1.0402409,1.43e-14,1.75e-13
FBLN5,0.57142386,1.66e-14,1.75e-13
RBL1,-1.091475,1.43e-14,1.75e-13
MECOM,-1.6992268,1.43e-14,1.75e-13
AOC3,0.56113476,1.67e-14,1.76e-13
ATG4D,0.8781486,1.44e-14,1.76e-13
SPAG16,-0.68608844,1.68e-14,1.77e-13
KAT5,0.9528514,1.47e-14,1.8e-13
PSAT1,-1.6017186,1.47e-14,1.8e-13
HIC1,0.9148773,1.48e-14,1.81e-13
PFDN6,0.948105,1.49e-14,1.82e-13
ABHD11,1.0735445,1.49e-14,1.82e-13
FOXJ2,0.8147041,1.49e-14,1.82e-13
HOXA6,1.2759445,1.5e-14,1.83e-13
SMC1A,-1.1388686,1.5e-14,1.83e-13
MLF2,0.9757491,1.5e-14,1.83e-13
DNAH10,-1.72214029,1.76e-14,1.85e-13
SMCO4,1.2205645,1.52e-14,1.85e-13
VMAC,0.8250691,1.54e-14,1.87e-13
GSTM5,2.0729291,1.54e-14,1.87e-13
PSMC1,-1.1680464,1.55e-14,1.88e-13
SNORA50A,1.2841518,1.55e-14,1.88e-13
CCL19,-3.520365,4.62e-17,1.89e-13
ANAPC15,0.9260668,1.57e-14,1.9e-13
KXD1,0.8872641,1.57e-14,1.9e-13
MTERF1///MTERF1,-1.0930209,1.6e-14,1.94e-13
STXBP1,1.2596291,1.6e-14,1.94e-13
TAF13,-1.4900591,1.62e-14,1.96e-13
TMTC3,-1.1297745,1.62e-14,1.96e-13
C20ORF96,-0.72305115,1.86e-14,1.96e-13
ZNF474,-0.85411835,1.88e-14,1.98e-13
KIF23,-1.4743827,1.63e-14,1.98e-13
RAB3GAP1,-1.2044509,1.65e-14,1.99e-13
CENPJ,-1.576945,1.66e-14,2.01e-13
FAM3A,0.8865677,1.66e-14,2.01e-13
LRIG3///LRIG3,-1.6038986,1.67e-14,2.02e-13
SLC27A2,-1.65295925,1.93e-14,2.03e-13
EXOC4,-1.2096805,1.69e-14,2.04e-13
SNORD12C,0.74799493,1.95e-14,2.04e-13
PROM1,-2.15991941,1.95e-14,2.05e-13
WDR74,0.36398551,1.95e-14,2.05e-13
RTKN,0.8922768,1.7e-14,2.05e-13
ZNF470,-1.319785,1.71e-14,2.07e-13
FAM207A,0.8162505,1.72e-14,2.07e-13
CPEB4,-1.2679045,1.73e-14,2.08e-13
ZNF226,-1.116355,1.73e-14,2.08e-13
COX5A,0.7919577,1.73e-14,2.08e-13
ZNF443,-1.7426932,1.75e-14,2.1e-13
CPSF3,-1.0245364,1.75e-14,2.1e-13
USPL1,-1.4436627,1.75e-14,2.1e-13
OFD1,-1.19404,1.75e-14,2.11e-13
SFPQ,-0.8710791,1.77e-14,2.13e-13
GMCL1,-0.6766445,1.78e-14,2.14e-13
PKD2,-0.9805605,1.78e-14,2.14e-13
LOC105374181,1.358863,1.82e-15,2.15e-13
C19ORF47,1.0418614,1.79e-14,2.15e-13
TCTEX1D2,-0.77724149,2.07e-14,2.16e-13
ZNF761///ZNF525///ZNF845///ZNF765,-1.74857,1.83e-14,2.19e-13
DAP,0.8928332,1.83e-14,2.19e-13
DAB2IP,0.8558914,1.84e-14,2.2e-13
CCL23,0.51970393,2.11e-14,2.2e-13
CLPP,1.0608182,1.85e-14,2.21e-13
HSPA2,0.49631368,2.13e-14,2.22e-13
DNTTIP1,0.8471327,1.86e-14,2.22e-13
CLU,-0.45316754,2.14e-14,2.23e-13
KIF3B,-0.8542505,1.86e-14,2.23e-13
ZNF181,-0.8573073,1.87e-14,2.24e-13
PRC1,-1.0584645,1.89e-14,2.25e-13
CFAP53,-1.57118952,2.16e-14,2.25e-13
NR2F6,1.1575527,1.89e-14,2.25e-13
NOL7,-0.7414436,1.89e-14,2.26e-13
PCCA,-0.9664214,1.91e-14,2.27e-13
CAPN7,-1.28656,1.9e-14,2.27e-13
PRR14,0.8113145,1.9e-14,2.27e-13
ENPP5,-0.5527065,2.18e-14,2.27e-13
RASSF3,1.135065,1.92e-14,2.28e-13
MED16,0.8943055,1.92e-14,2.28e-13
IKZF4,1.0275014,1.94e-14,2.3e-13
PLEKHA8P1,-0.9066686,1.94e-14,2.3e-13
ARL13B,-1.3494941,1.96e-14,2.32e-13
FRMD5,-0.35316807,2.23e-14,2.32e-13
ADI1,1.1459191,1.96e-14,2.33e-13
CASC1,-1.28516437,2.24e-14,2.33e-13
CHL1,-2.2936977,1.98e-14,2.34e-13
LIFR,-1.5716211,2.01e-15,2.34e-13
CPAMD8,1.0725041,1.98e-14,2.35e-13
ARMC4,-1.49394695,2.27e-14,2.36e-13
RNVU1-6,1.4715214,2e-14,2.36e-13
DSE,0.38011964,2.28e-14,2.36e-13
SLC4A11,-0.77538976,2.29e-14,2.37e-13
KAT2A,0.8859105,2.01e-14,2.37e-13
B4GALT4,-1.0150182,2.02e-14,2.39e-13
SLC38A6,-0.9512391,2.05e-14,2.42e-13
ITGA4,-1.9289191,2.06e-14,2.43e-13
MANBA,-1.0531495,2.06e-14,2.43e-13
DLG1,-1.0402782,2.06e-14,2.43e-13
ARMC8,-1.3740445,2.08e-14,2.45e-13
WNT10A,-2.4650625,7.8e-17,2.46e-13
GLMP,1.4045164,2.09e-14,2.46e-13
MKKS,-1.2004877,2.09e-14,2.46e-13
LENG8,0.7326245,2.09e-14,2.46e-13
CFAP47,-1.78265398,2.38e-14,2.46e-13
DROSHA,-0.9924386,2.11e-14,2.48e-13
METTL4,-0.907495,2.12e-14,2.49e-13
TMEM175,1.0281332,2.12e-14,2.5e-13
FAM117A,0.9544518,2.13e-14,2.51e-13
ARHGAP27,0.80299,2.14e-14,2.51e-13
SLC25A1,1.1630186,2.15e-14,2.52e-13
TIMM22///TIMM22,1.0958914,2.15e-14,2.52e-13
PCDH18,-0.82365909,2.45e-14,2.53e-13
IDUA,1.04418,2.17e-14,2.54e-13
CTF1,0.852795,2.17e-14,2.54e-13
CUL3,-1.0588855,2.17e-14,2.54e-13
SMIM8,-1.2564332,2.16e-14,2.54e-13
TMEM129,1.093145,2.18e-14,2.55e-13
DBN1,-0.39595761,2.48e-14,2.56e-13
RBM18,-1.0655109,2.2e-14,2.57e-13
TOR4A,0.8606995,2.2e-14,2.57e-13
MOK,-0.75052365,2.51e-14,2.58e-13
RARS2,-0.9283423,2.21e-14,2.59e-13
ECE1,0.8897509,2.22e-14,2.59e-13
SLC22A17,0.9461791,2.22e-14,2.6e-13
DEDD2,1.2074055,2.25e-14,2.63e-13
SNORA71A,1.4814805,2.26e-14,2.64e-13
G2E3,-1.2945468,2.28e-14,2.65e-13
