gene,tissue,logFC,adj_p_value
CYP4F2,Kidney,-0.79836088,0.0499
CYP4F29P,Kidney,1.2943879,0.00698
CYP4V2,Kidney,-1.0446937,2.54e-05
CYSLTR2,Kidney,-1.7324107,0.000329
CYYR1,Kidney,-1.0236939,0.00118
D2HGDH,Kidney,1.1558135,0.00203
DACH1,Kidney,-0.6061986,0.00163
DAOA-AS1,Kidney,-1.5002022,0.00166
DAZ2,Kidney,-1.6797959,0.00065
DBF4B,Kidney,0.9180147,3.21e-05
DBH,Kidney,1.0954107,0.0482
DBNL,Kidney,0.9135542,0.0332
DBX2,Kidney,-1.3426601,0.00263
DCAF12,Kidney,-1.3569097,5.86e-08
DCAF12L1,Kidney,-1.6326903,0.000559
DCAF4,Kidney,-0.7901242,0.000322
DCP1A,Kidney,-0.8003611,0.000798
DCTN5,Kidney,0.9420493,0.00732
DDB2,Kidney,0.72981262,1.71e-05
DDI1,Kidney,-1.4975964,0.00149
DDN,Kidney,-0.8741931,1.66e-06
DDOST,Kidney,1.14715,0.01284301
DDRGK1,Kidney,0.73758975,0.000361
DDX28,Kidney,-0.7573275,0.00399
DDX54,Kidney,0.781,0.0245
DDX56,Kidney,2.1845008,6.05e-05
DEC1,Kidney,-1.441118,0.000897
DEFA1B///DEFA1,Kidney,-1.474996,0.00247
DEFA5,Kidney,-1.4926795,0.00375
DEFB103B,Kidney,-1.3424842,0.0403
DEFT1P,Kidney,-1.3201146,0.00369
DEGS1,Kidney,-0.8938826,0.00032
DENND10P1,Kidney,0.707,0.0174
DENND2B-AS1,Kidney,-1.0,0.0409
DENND5A,Kidney,0.99,0.00187
DET1,Kidney,1.081889,0.0331
DFNB59,Kidney,0.9985209,0.000434
DGCR8,Kidney,1.0602697,0.0358
DHRS13,Kidney,0.7430578,0.0391
DHRS3,Kidney,-0.77952788,0.00118
DHX33,Kidney,-0.772131,0.000126
DHX34,Kidney,-1.2595016,0.00485
DIAPH1,Kidney,-0.9824472,2.57e-05
DIMT1,Kidney,-0.8605855,7.32e-06
DIP2A,Kidney,1.2561018,0.00137
DIP2C,Kidney,-1.0723624,0.0089312
DIP2C-AS2,Kidney,-0.6487672,0.0234
DIRAS2,Kidney,-1.9435196,0.000295
DIS3L2,Kidney,1.2296221,0.00033
DISP3,Kidney,-1.4453421,0.00143
DKFZP434A062,Kidney,-1.1832123,0.0026
DKFZP434C153,Kidney,-1.2983069,0.00421
DKFZP434H168,Kidney,-1.5005208,0.00108
DKFZP434L187,Kidney,-1.3939481,0.00133
DKFZP586B0319,Kidney,1.251444,0.0329
DLG4,Kidney,0.6009356,0.00918
DLGAP3,Kidney,-0.6901856,0.009
DLGAP4,Kidney,1.01,0.000766
DLL3,Kidney,-1.4587865,0.00108
DLST,Kidney,2.3514636,1.99e-05
DMAP1,Kidney,1.2454572,0.0134
DMBX1,Kidney,-1.5436452,0.00184
DMP1,Kidney,-1.4720099,0.00189
DMRT1,Kidney,-1.2304366,0.00813
DMRTA1,Kidney,-1.3070395,0.0007
DMRTC1B///DMRTC1,Kidney,-0.7158074,0.0183
DNAAF5,Kidney,0.5854897,0.0338
DNAJA2,Kidney,-0.8783299,0.00357
DNAJB3,Kidney,-1.2110056,0.021
DNAJC1,Kidney,-0.8142473,0.000925
DNAJC14,Kidney,-1.5734868,0.000441
DNAJC17,Kidney,0.7436207,0.00115
DNAJC6,Kidney,-1.4710462,0.00179
DNMT1,Kidney,0.72085812,0.00024
DNMT3L,Kidney,-1.4740447,0.0025181
DOCK4-AS1,Kidney,-1.54,0.00559
DOCK9-AS2,Kidney,-1.1118513,0.000208
DOP1A,Kidney,-0.6683347,0.000519
DPEP2,Kidney,0.883,0.0363
DPF1,Kidney,-1.3889866,0.00177
DPH3P1,Kidney,-0.9952772,0.00029
DPH6,Kidney,-0.8582687,0.00144
DPH7,Kidney,1.5773912,5.79e-07
DPP10,Kidney,-1.571251,0.00162
DPPA2,Kidney,-1.8459476,0.00167
DPY19L1,Kidney,-0.824448,0.000607
DPY19L1P1,Kidney,1.3263328,0.00731
DPY19L2,Kidney,1.7522351,0.000768
DPY19L3,Kidney,-1.1479907,0.00557
DPY30,Kidney,-1.0315622,0.000841
DRAM2,Kidney,-0.9653822,1.83e-05
DRAXIN,Kidney,1.1867694,0.00304
DRD2,Kidney,-0.6742207,0.0334
DSC2,Kidney,-1.6745521,5.1e-05
DSCC1,Kidney,-1.2854639,1.12e-05
DSG2-AS1,Kidney,-1.4560134,0.00147
DSN1,Kidney,-0.9624125,0.000731
DSTN,Kidney,-0.8739963,0.000504
DTD1,Kidney,-1.227073,9.77e-08
DUS4L,Kidney,-0.9691307,1.37e-05
DUSP11,Kidney,-0.8378195,0.00182
DUSP13,Kidney,2.0855054,2.25e-05
DUSP23,Kidney,-0.68137,0.0285
DYM,Kidney,-0.6143658,0.0101
DYRK2,Kidney,0.85948378,8.03e-06
E2F5,Kidney,-0.8816301,6.19e-05
EAF1,Kidney,-1.5583102,0.0027
EARS2,Kidney,-0.8268873,0.000934
EBF4,Kidney,-0.6549361,0.00556
EBLN3P,Kidney,-0.762,0.0208
EBPL,Kidney,-1.029145,1.98e-05
ECD,Kidney,-0.9402878,2.91e-06
ECE2,Kidney,-1.3624103,0.0198
ECEL1P2,Kidney,-1.3361805,0.00196
EDC3,Kidney,0.6088283,0.0235
EDIL3,Kidney,-1.2465307,0.0129
EEF2KMT,Kidney,0.788,0.038
EFCAB11,Kidney,-0.8505694,0.00238
EFCAB13,Kidney,-1.4928484,0.00108
EFCAB13-DT,Kidney,-1.41,0.0131
EFCAB14,Kidney,-0.8041535,0.00121
EFCAB3,Kidney,-1.0590853,0.0383
EFNA3,Kidney,-1.4439706,0.00625
EFNB1,Kidney,0.918,0.00232
EFTUD2,Kidney,-0.8481108,5.73e-05
EGR4,Kidney,-1.631716,0.000523
EID3,Kidney,-0.9579161,9.34e-05
EIF1B,Kidney,-0.6156393,0.0143
EIF2D,Kidney,0.6049476,0.00457
EIF3B,Kidney,0.9869997,0.00836817
EIF3C,Kidney,-1.9347618,1.86e-09
EIF4A3,Kidney,-1.0303938,1.28e-06
EIF4ENIF1,Kidney,-0.7503626,0.00539
EIPR1,Kidney,0.5990072,0.0157
ELAC2,Kidney,-0.6364202,0.00367
ELAVL1,Kidney,-0.9032394,0.000125
ELMSAN1,Kidney,-1.0067494,8.14e-06
ELOVL2-AS1,Kidney,-1.6598187,0.00134
ELOVL4,Kidney,-0.73300927,0.015
ELP4,Kidney,-1.3212811,1.58e-07
ELSPBP1,Kidney,-1.5062797,0.00162
EMC1,Kidney,-0.9496529,7.73e-05
EMC3,Kidney,-0.9198061,0.000298
EMC7,Kidney,-0.6004006,0.00699
EMC8,Kidney,-0.7682723,0.0013
EME1,Kidney,-1.0945483,0.00145
EML3,Kidney,0.977,0.00363
EN2,Kidney,-0.6360482,0.0333
ENDOU,Kidney,1.9212049,4.61e-05
ENDOV,Kidney,0.8615955,0.0122
EOLA1-DT,Kidney,-1.2,0.0367
EOLA2-DT,Kidney,-1.48,0.000558
EP400,Kidney,0.81,0.00178
EPB41L4A,Kidney,-0.751171,0.003287
EPB41L4A-AS3,Kidney,-1.24,0.00999
EPB41L4B,Kidney,1.4468364,0.0106
EPHX4,Kidney,-1.4407444,0.00127
EPN2-AS1,Kidney,-1.08,0.000417
EPN3,Kidney,-0.5890692,0.02670903
EPPIN-WFDC6,Kidney,-1.5352988,0.00172
EQTN,Kidney,-1.1665237,0.0283
ERICH1-AS1,Kidney,-1.1113179,0.0375
ERICH6B,Kidney,-1.5438996,0.00123
ERN1,Kidney,-0.7155774,0.0024
ERP44,Kidney,-1.1927938,0.000236
ERV3-1,Kidney,-1.73,0.00649
ERV3-2,Kidney,1.39052,0.0186
ERV9-1,Kidney,-1.2444922,0.00663
ERVH-3,Kidney,2.2287479,7.96e-06
ERVH48-1,Kidney,-1.5513123,0.00103
ESPL1,Kidney,-1.476244,0.000859
ESRRB,Kidney,1.2517132,0.002
ESS2,Kidney,0.739,0.047
ESYT2,Kidney,-0.8649471,0.000416
ETV3L,Kidney,-1.3450154,0.00329
EVA1A-AS,Kidney,-1.4582674,1.26e-05
EVA1C,Kidney,0.9526878,0.0146
EVX1,Kidney,-0.7665789,0.00763201
EXD1,Kidney,-0.960851,0.0252
EXD2,Kidney,-0.7429062,3.34e-05
EXOC3,Kidney,1.3762867,2.47e-06
EXOC3L2,Kidney,1.79,0.000181
EXOC6B,Kidney,-1.6252148,0.000649
EXT1,Kidney,0.72099745,7.58e-05
EYA3,Kidney,-1.164417,0.00734
EYS,Kidney,-1.5133547,0.000852
F13B,Kidney,-1.5020978,0.00376
FAAH,Kidney,-0.5993953,0.000443
FABP1,Kidney,-1.1902349,0.000922
FABP12,Kidney,-1.4475359,0.00185
FABP2,Kidney,-1.5831489,0.000487
FABP7,Kidney,-1.4688875,0.00145
FAM103A1,Kidney,-0.7765087,5.29e-05
FAM104A,Kidney,-1.0162436,1.32e-05
FAM104B,Kidney,-1.047051,2.63e-05
FAM106A,Kidney,1.1071432,0.0158
FAM110B,Kidney,-1.2646926,2.17e-05
FAM110D,Kidney,-0.5897428,0.000965
FAM118B,Kidney,-0.5967613,0.001
FAM120A,Kidney,-1.052798,0.000272
FAM120B,Kidney,-0.7309157,0.000248
FAM120C,Kidney,-1.0479169,0.000163
FAM122A,Kidney,-0.8998289,0.000374
FAM122B,Kidney,-0.8670043,9.48e-06
FAM124A,Kidney,-1.4271531,6.59e-07
FAM134A,Kidney,-0.7083502,0.00139
FAM134C,Kidney,0.7339945,0.012
FAM136A,Kidney,-0.6044608,0.000999
FAM155A,Kidney,-1.39843,0.000368
FAM155B,Kidney,-0.8163917,0.00102
FAM156A,Kidney,1.0288597,0.00233
FAM160A1,Kidney,-1.4247219,0.00158
FAM162A,Kidney,-0.7825628,0.00251
FAM169B,Kidney,-1.5709516,0.00283
FAM175A,Kidney,-1.2657827,8.22e-08
FAM182A,Kidney,-1.3076804,0.003
FAM187A,Kidney,-0.6017262,0.0452
FAM189B,Kidney,-0.7382049,0.00201
FAM198A,Kidney,0.9829961,0.00258
FAM19A1,Kidney,-1.2226693,0.00926
FAM19A2,Kidney,-0.9074287,0.0235
FAM19A3,Kidney,-1.5148717,0.00476
FAM19A4,Kidney,-0.9477066,0.0368
FAM200A,Kidney,-0.763964,0.000126
FAM205A,Kidney,-1.5700361,0.000709
FAM206A,Kidney,-0.6654862,0.000284
FAM209B,Kidney,-0.8594318,0.04
FAM20B,Kidney,-0.59237583,0.002
FAM210A,Kidney,-1.2227121,7.64e-06
FAM212A,Kidney,-1.2127885,0.00656
FAM217B,Kidney,-0.9694894,4.61e-05
FAM21C,Kidney,-0.6182274,0.0042
FAM234A,Kidney,-1.1830254,2.6e-07
FAM25A,Kidney,1.4801541,0.00112
FAM26D,Kidney,-1.670686,0.000515
FAM35BP,Kidney,-0.6967437,0.0217
FAM3D,Kidney,1.6560402,0.00125
FAM41C,Kidney,-1.7841898,0.00195
FAM45A,Kidney,-1.107589,1.46e-06
FAM46D,Kidney,-1.5893449,0.000703
FAM47B,Kidney,-1.511677,0.000933
FAM47C,Kidney,-0.8373283,4.39e-05
FAM47E-STBD1///FAM47E///STBD1,Kidney,-1.1255953,0.00275239
FAM49B,Kidney,-1.0070198,0.00136
FAM50A,Kidney,0.80566978,0.00309
FAM53B-AS1,Kidney,-1.22,0.0409
FAM53C,Kidney,-0.8302205,0.00263
FAM57A,Kidney,0.6052852,0.00772523
FAM58A,Kidney,-0.7093256,0.00424
FAM64A,Kidney,-1.1261787,0.0103
FAM65C,Kidney,2.3399422,2.14e-05
FAM69C,Kidney,-1.4727644,0.000826
FAM71B,Kidney,-1.3711727,0.00555
FAM71C,Kidney,-1.4727471,0.0136
FAM71E2,Kidney,-1.5843787,0.00288
FAM72D,Kidney,-0.9755885,0.0134
FAM83A,Kidney,-1.3436578,0.00716
FAM83C,Kidney,-1.0456529,0.0321
FAM84A,Kidney,-2.1062892,2.53e-05
FAM84B,Kidney,-1.2157047,0.000124
FAM86EP,Kidney,-0.713,0.0396
FAM95A,Kidney,2.9401025,3.42e-09
FAM96A,Kidney,-0.689041,0.00755
FAM98C,Kidney,1.0403452,0.00317
FAM9C,Kidney,-1.6901967,0.00105
FAR2,Kidney,0.78262778,0.00175
FAR2-AS1,Kidney,-0.6473349,0.0152
FARP2,Kidney,1.0446778,0.0143
FARSB,Kidney,-0.7815758,3.18e-05
FASTKD5,Kidney,-0.9471339,0.00238
FAT3,Kidney,-1.3937417,0.00203
FATE1,Kidney,-1.3211931,0.0077
FBXL18,Kidney,-0.9062683,0.00777
FBXL20,Kidney,-0.6778263,0.00025
FBXL21,Kidney,1.1480002,0.031
FBXL4,Kidney,-0.7717296,0.0476
FBXO22,Kidney,-1.4737372,2.76e-10
FBXO33,Kidney,-0.5895573,0.0398
FBXO4,Kidney,-1.0425562,0.0191
FBXO41,Kidney,-0.588182,0.0473
FBXW4P1,Kidney,0.9432886,0.046
FCRLB,Kidney,-0.6187028,0.0459
FDX1L,Kidney,-0.8353999,0.00115
FDXACB1,Kidney,-1.0622985,0.00729
FEM1B,Kidney,-0.8252584,0.000165
FER1L6-AS2,Kidney,-1.5342567,0.00132
FERMT2,Kidney,-0.5852951,2.14e-05
FEV,Kidney,-0.5866501,0.00292801
FGB,Kidney,-4.2254272,0.00218
FGD1,Kidney,-0.7748105,0.00131
FGF19,Kidney,-1.5116256,0.000746
FGF22,Kidney,-1.3906788,0.00531
FGF5,Kidney,-1.5503002,0.0024
FGFBP3,Kidney,-0.6140293,0.0111
FGFR1OP,Kidney,-0.7479881,0.00336
FGGY,Kidney,-1.04,0.0317
FHIT,Kidney,-0.8188615,0.00355
FIGN,Kidney,-0.805668,0.0418
FIP1L1,Kidney,-0.9319227,0.000142
FITM2,Kidney,0.707549,0.017
FKSG29,Kidney,-1.4157759,0.00148
FLG,Kidney,-1.4534432,0.000904
FLJ13224,Kidney,-1.2766678,0.00126
FLJ21408,Kidney,1.0285296,0.000389
FLJ23519///RNH1,Kidney,-0.8301633,0.0424
FLJ25758,Kidney,-1.5735672,0.000712
FLJ26850,Kidney,0.7424077,0.0471
FLJ30679,Kidney,-1.4196046,0.000957
FLJ32742,Kidney,-1.1044189,0.0171
FLJ33360,Kidney,0.7903951,0.0469
FLJ33534,Kidney,-1.206781,0.00941
FLJ36000,Kidney,-1.4222771,0.00142
FLJ36840,Kidney,2.7297183,1.28e-06
FLJ37035,Kidney,-1.6322506,0.000754
FLJ40194,Kidney,-1.3908699,0.00148
FLJ40288,Kidney,-1.3448704,0.00384
FLJ40536,Kidney,-1.3639625,0.00303
FLJ40712,Kidney,-1.3048722,0.00271
FLJ42393,Kidney,-0.7411606,0.00842
FLJ90680,Kidney,-1.1193605,0.0307
FLRT3,Kidney,1.0672082,2.64e-05
FMNL2,Kidney,-0.6265649,0.00749
FMNL3,Kidney,-1.2447233,0.00272
FNDC10,Kidney,0.67,0.0116
FOPNL,Kidney,-0.739961,0.00465
FOXD1,Kidney,-0.906944,0.000918
FOXE1,Kidney,0.88014777,0.000243
FOXI1,Kidney,-0.9390848,9.33e-05
FOXL2,Kidney,-1.4965008,0.0012
FOXN3-AS1,Kidney,-1.4677809,0.00314
FOXO4,Kidney,-1.5015619,0.000867
FOXO6-AS1,Kidney,-1.01,0.0283
FOXR1,Kidney,4.0562686,1.5e-10
FPGS,Kidney,1.01,0.0218
FPGT-TNNI3K///TNNI3K,Kidney,-0.9604888,0.03258688
FRG1HP,Kidney,-1.19,0.0101
FRMD8P1,Kidney,1.5268299,5e-07
FRMPD3,Kidney,-0.890086,0.000487
FTX,Kidney,-1.71,0.00197
FUNDC1,Kidney,-0.9386224,0.0073
FUT10,Kidney,-0.9951534,1.74e-05
FUT3,Kidney,-1.3160868,0.01979215
FUT9,Kidney,-1.4799983,0.00167
GABRA4,Kidney,-1.6458736,0.000721
GABRE,Kidney,0.59349986,0.000287
GABRG1,Kidney,-1.5608421,0.000879
GABRG2,Kidney,-1.4882545,0.0039
GAFA3,Kidney,-1.6190321,0.00132
GAL3ST4,Kidney,0.66512625,8.46e-05
GALNT10,Kidney,0.6450971,0.01325867
GALNT8///KCNA6,Kidney,-0.7065198,0.00680268
GALNTL5,Kidney,-1.6179128,0.000703
GANAB,Kidney,0.8759176,0.0147
GAPDHS,Kidney,-1.5183642,0.000692
GAPLINC,Kidney,-1.7533808,0.000945
GAPT,Kidney,-1.6810874,0.00524
GARNL3,Kidney,0.5919508,0.000937
GARRE1,Kidney,0.991,0.00196
GAS2,Kidney,-0.7397214,0.00523
GAS5-AS1,Kidney,-0.6049509,0.0221
GAS8,Kidney,0.7376857,0.045
GATAD2A,Kidney,0.6324614,0.00299
GATS,Kidney,-1.3588518,0.0218
GATSL2,Kidney,-0.85295,0.00176
GBA2,Kidney,1.8347395,5.66e-05
GBA3,Kidney,-0.81831429,0.0162
GBP7,Kidney,-1.4576334,0.00172
GCAT,Kidney,-0.7358969,0.03767892
GCC2-AS1,Kidney,1.9469706,0.00127
GCFC2,Kidney,-0.9047083,5.78e-06
GCG,Kidney,-1.0829418,0.00917
GCRG224,Kidney,-1.4485615,0.00601
GDAP1L1,Kidney,-1.2955298,0.0165
GDAP2,Kidney,-0.6349565,0.00134
GDNF-AS1,Kidney,-0.6288066,0.00113
GDPD2,Kidney,-1.2614094,0.0066
GEMIN4,Kidney,-1.0260098,0.000221
GFUS,Kidney,0.77888453,2.09e-06
GGACT,Kidney,-1.1887905,0.0258
GGCX,Kidney,-0.8237474,0.00143
GGNBP1,Kidney,-1.3827496,0.00431
GGT8P,Kidney,1.8769087,0.001
GH2,Kidney,-1.6148652,0.00276
GHR,Kidney,-1.14536313,3.3e-05
GID8,Kidney,-0.8400416,0.000184
GIF,Kidney,-1.4417011,0.000972
GIMAP8,Kidney,1.2,0.00752
GIN1,Kidney,-0.6392963,0.00923
GJB1,Kidney,1.4714773,0.0195
GJB4,Kidney,1.112308,0.00449
GJB6,Kidney,-1.5983213,0.00241
GK2,Kidney,-1.362636,0.00189
GLIPR1L1,Kidney,-1.5028233,0.00135
GLRA3,Kidney,2.1175434,0.000424
GLRA4,Kidney,-1.4016494,0.00336
GLRX5,Kidney,-0.6281536,0.00619
GLTP,Kidney,1.1,0.00823
GLTSCR1L,Kidney,-0.8814617,0.000398
GMCL1P1,Kidney,-1.6044562,0.00111
GMDS,Kidney,1.6633701,0.00241556
GNA12,Kidney,-0.6927866,0.00145
GNA14,Kidney,-0.7441269,0.00493
GNB4,Kidney,-1.2802096,7.45e-05
GNG10,Kidney,-1.0163904,1.8e-05
GNG13,Kidney,2.6134751,6.64e-10
GNG3,Kidney,-1.2515941,0.0212
GNG4,Kidney,-1.1449401,0.0071
GNPDA2,Kidney,-0.8355441,0.00164
GNPNAT1,Kidney,-1.19797,1.87e-05
GOLGA2P2Y,Kidney,1.2404197,0.00274
GOLGA2P5,Kidney,1.292414,8.83e-07
GOLGA2P7,Kidney,-0.726198,0.000326
GOLGA6C,Kidney,2.3180534,0.000102
GOLGA6L6,Kidney,-1.3292484,0.00414
GOLGA7,Kidney,-0.8469766,0.000188
GOLGA8DP,Kidney,-1.06,0.0197
GOLGA8F,Kidney,1.5682392,3.85e-06
GOLGA8IP,Kidney,0.8877311,0.00215
GOLPH3L,Kidney,-1.1581666,3.29e-07
GORASP1,Kidney,1.5026836,0.000359
GOT1L1,Kidney,-1.5729121,0.00124
GP1BA,Kidney,-0.9718365,0.000946
GP2,Kidney,2.0612621,0.00316
GP5,Kidney,-0.9265986,0.0345
GPBP1L1,Kidney,-0.6572974,0.0214
GPC6-AS1,Kidney,-0.6605912,0.0234
GPHN,Kidney,-0.7354997,0.00169
GPN3,Kidney,-0.8401962,0.00731
GPR1,Kidney,-1.5571111,0.00081
GPR1-AS,Kidney,-1.483854,0.00103
GPR101,Kidney,-1.4668952,0.00143
GPR160,Kidney,0.5900302,0.0166
GPR20,Kidney,-1.4302585,0.000694
GPR25,Kidney,-0.7620845,0.00106
GPR62,Kidney,-0.7294428,0.00552
GPT,Kidney,-0.6161102,0.01105815
GPX6,Kidney,-1.5674954,0.000843
GREM2,Kidney,-1.5756684,0.00283
GRIA2,Kidney,-1.5341589,0.00119
GRIK1-AS1,Kidney,-1.8,0.00251
GRIK1-AS2,Kidney,-0.87,0.0354
GRIN1,Kidney,-1.5958744,0.00242
GRIN2B,Kidney,-1.4441281,0.00141
GRIN2C,Kidney,-1.3572791,0.0459
GRM2,Kidney,0.9867723,0.00796
GRM8,Kidney,-1.1153035,0.0242
GRPR,Kidney,-1.4571538,0.00132
GRXCR1,Kidney,-1.4615372,0.000849
GSC2,Kidney,-1.2229479,0.0415
GSG2,Kidney,-1.704156,0.00332
GSTCD-AS1,Kidney,-3.06,4.31e-05
GSTM2,Kidney,1.5581074,2.71e-07
GSTTP1,Kidney,-1.6044115,0.00102
GSX2,Kidney,-1.1000119,0.0343
GTDC1,Kidney,-1.0746743,0.000712
GTF2B,Kidney,-1.2284755,1.84e-06
GTF2F1,Kidney,0.6264718,0.00351
GTF2IRD2,Kidney,1.7819867,0.00026
GTF3C4,Kidney,-1.0846003,2.65e-05
GTF3C6,Kidney,-0.9681767,5.18e-05
GTPBP6,Kidney,-0.840506,0.00282
GTPBP8,Kidney,-0.6602999,0.00159
GUCA2A,Kidney,-0.6764954,0.00655657
GUCY2C,Kidney,-1.1038739,0.0128
GUCY2D,Kidney,-1.5548903,0.00486
GUSB,Kidney,0.69807415,0.00147
GUSBP10,Kidney,-0.7868557,0.00157
GUSBP3,Kidney,2.023359,0.00088
GXYLT1,Kidney,-1.2976454,4.98e-09
GYPB,Kidney,-1.2256488,0.00456
H1-0,Kidney,0.633,0.0317
H1FX,Kidney,1.3139975,0.0125
H2AFB2,Kidney,1.3539071,0.000928
H2AFV,Kidney,-1.0641774,2.29e-06
H2AFZ,Kidney,-0.7753287,0.000944
H2BC20P,Kidney,-1.66,0.00607
H2BC21,Kidney,0.73470268,0.000563
H2BP1,Kidney,1.2961943,0.00414
H3F3B,Kidney,-0.9555347,0.000335
HABP2,Kidney,-1.7043396,0.0333
HACD2,Kidney,-0.9278443,0.000155
HAND2,Kidney,-1.5808463,0.00105
HAND2-AS1,Kidney,-1.4699563,0.000957
HAPLN4,Kidney,1.2606321,0.0031
HARS,Kidney,1.1193827,0.00325
HAUS5,Kidney,-0.597616,0.00615423
HBBP1,Kidney,-1.2087107,0.0143
HBG1,Kidney,1.4888238,0.0123
HBM,Kidney,0.7688086,0.00108
HCG11,Kidney,1.1839352,0.000699
HCG18,Kidney,0.6137171,0.00058
HCG22,Kidney,-1.5627867,0.00074
HCG27,Kidney,-0.823,0.0175
HCG4B,Kidney,-1.6479335,0.00305
HCN2,Kidney,-0.816627,0.00727
HCN3,Kidney,1.1202769,0.00267
HCN4,Kidney,-0.7050676,0.0369
HCRT,Kidney,-0.6266237,0.0101
HCRTR2,Kidney,-1.7219639,0.000665
HDAC3,Kidney,1.0876261,0.00208
HDAC4,Kidney,1.6684334,0.000315
HDAC6,Kidney,-0.5850913,0.000232
HDGFRP2,Kidney,0.9680731,0.0474
HDHD2,Kidney,-0.8150825,0.000752
HEATR9,Kidney,-1.5571071,0.001
HELQ,Kidney,-1.4184174,2.96e-08
HERC3,Kidney,-1.5471441,0.000907
HES5,Kidney,-1.249579,0.00314
HES6,Kidney,0.9887638,0.02
HEXB,Kidney,0.595956,0.000492
HEXDC,Kidney,0.9963913,0.00231
HEXIM1,Kidney,-1.19404,4.32e-05
HFE2,Kidney,-1.2623572,0.00354
HFM1,Kidney,-0.97,0.00445
HGS,Kidney,-0.9150955,2.75e-06
HHIPL2,Kidney,-1.4527925,0.00184
HIBADH,Kidney,-1.049362,0.00132
HIC2,Kidney,0.6888016,0.000461
HIGD1A,Kidney,-1.3853483,5.36e-08
HIPK1-AS1,Kidney,0.9842318,0.00184
HIST1H1A,Kidney,-1.6143777,0.014
HIST1H1B,Kidney,-1.6594875,0.00427
HIST1H2AA,Kidney,0.9146659,0.0365
HIST1H2BA,Kidney,-1.4465486,0.00121
HIST1H2BD,Kidney,-0.9168764,0.03181979
HIST1H2BN,Kidney,-1.5752977,0.00115
HIST1H3C,Kidney,-0.7125243,0.0248
HIST1H3E,Kidney,-0.6873044,0.00408
HIST1H3G,Kidney,-1.4879379,0.000883
HIST1H4A,Kidney,-1.3540669,0.00808
HIST1H4B,Kidney,-1.0220974,0.00169
HIST1H4G,Kidney,-1.5142405,0.000771
HIST1H4H,Kidney,-0.6672069,0.0252
HIST2H2BE,Kidney,0.9059399,0.0416
HIST2H3D,Kidney,-0.7196281,0.0312
HIST3H3,Kidney,-0.7254633,0.00547
HIST4H4,Kidney,-1.5902207,0.00339
HIVEP1,Kidney,-0.8104715,0.000213
HLA-F-AS1,Kidney,-0.6984236,0.0069
HLA-L,Kidney,1.1734786,0.045
HMGB1,Kidney,-0.9138702,0.000136
HMGB3,Kidney,-1.3040493,2.09e-05
HMMR-AS1,Kidney,-1.3096506,0.00258
HMP19,Kidney,-0.6247532,0.00744753
HN1L,Kidney,-0.9592098,0.000805
HNF1A-AS1,Kidney,1.3939926,0.000187
HNRNPD,Kidney,-0.6103633,0.00283
HNRNPUL2,Kidney,1.6206868,6.93e-06
HOGA1,Kidney,0.8162769,0.0185
HORMAD1,Kidney,-1.4897928,0.00121
HOTTIP,Kidney,-0.9190537,0.0464
HOXA-AS3,Kidney,-0.7959329,0.0108
HOXA10-AS,Kidney,0.6320585,0.0136
HOXB13,Kidney,1.0743183,0.00406
HOXB4,Kidney,-1.2878051,0.000311
HOXC11,Kidney,-2.0826659,0.0181
HOXC13-AS,Kidney,-1.6976539,0.000251
HOXD1,Kidney,-0.6604725,0.0283
HOXD10,Kidney,-0.7314351,0.0335
HOXD12,Kidney,-1.6515548,0.00187
HOXD8,Kidney,-0.6032326,0.0171
HOXD9,Kidney,0.7836374,0.0124
HPS1,Kidney,-1.0688425,0.00176
HRASLS,Kidney,-1.0596389,0.000174
HRASLS2,Kidney,2.8887008,5.56e-05
HRASLS5,Kidney,-0.8495418,0.000579
HS1BP3,Kidney,-1.0325263,0.0154
HS1BP3-IT1,Kidney,-0.8240444,0.0146
HS3ST3B1,Kidney,-1.7057741,0.000257
HS3ST4,Kidney,-1.6299968,0.000952
HS3ST5,Kidney,-1.3733035,0.00202
HSBP1L1,Kidney,0.9921159,2.51e-05
HSFX4,Kidney,1.3259739,0.0475
HSP90AB6P,Kidney,-0.9040648,0.0197
HSPB9,Kidney,-1.5364195,6.15e-06
HSPC081,Kidney,-0.8982317,0.00221
HTN1,Kidney,-1.217772,0.0112
HTR1E,Kidney,-1.779276,0.000747
HTR1F,Kidney,-1.4939359,0.00533
HTR5A,Kidney,-1.4600243,0.00102
HTRA1,Kidney,-1.14012,1.31e-07
HYLS1,Kidney,-0.7407208,0.00282
HYPM,Kidney,-1.4097883,0.00913
ICA1L,Kidney,-0.772375,0.0202
ICK,Kidney,-1.6175985,1.74e-06
ICOSLG,Kidney,-0.8313089,1.38e-05
IDH1-AS1,Kidney,-0.7306017,0.0234
IFFO2,Kidney,-0.9707177,0.00472
IFI30///PIK3R2,Kidney,0.813142,0.02016717
IFNA10,Kidney,-1.2959691,0.0136
IFNA13///IFNA1,Kidney,-0.6295338,0.00306301
IFNA16,Kidney,-1.5811062,0.000832
IFNA6,Kidney,-1.4481725,0.00433
IFNGR2,Kidney,0.6626397,1.39e-06
IFNL3,Kidney,-1.4909543,0.00385
IFNLR1,Kidney,-0.7196481,0.0132
IFNW1,Kidney,-1.3954639,0.00359
IFT20,Kidney,0.62605279,0.00297
IFT22,Kidney,-0.9194597,3.09e-05
IFT46,Kidney,0.6738129,0.0249
