gene,tissue,logFC,adj_p_value
LOC400620,Kidney,-1.5612329,0.00088
LOC400655,Kidney,-1.4207106,0.0018
LOC400684,Kidney,1.1978894,0.00113
LOC400756,Kidney,1.681186,0.000541
LOC400794,Kidney,-1.3654014,0.00184
LOC400943,Kidney,-1.3330524,0.00447
LOC401052,Kidney,1.0647478,0.00703
LOC401098,Kidney,-1.4975533,0.000993
LOC401320,Kidney,1.4270081,0.00124
LOC401433///NUB1,Kidney,-1.2619277,0.012
LOC403312,Kidney,-1.3750336,0.00205
LOC414300,Kidney,-1.3724456,0.00509
LOC439951,Kidney,-0.8531429,0.00873
LOC440040,Kidney,-1.2656503,0.00361
LOC440173,Kidney,-0.9377963,7.29e-05
LOC440461,Kidney,-0.7269249,0.0287
LOC441052,Kidney,-1.520544,0.00116
LOC441178,Kidney,-1.0741926,0.0221
LOC441601,Kidney,-1.7316898,0.00202
LOC541467,Kidney,-1.7559592,0.000138
LOC541473,Kidney,-1.0997957,0.0163
LOC55338,Kidney,0.934791,0.00857
LOC554174,Kidney,-1.5827512,0.00088
LOC642620,Kidney,-1.1441474,0.0205
LOC642862,Kidney,-1.074361,0.000193
LOC643339,Kidney,-1.03,0.047
LOC643406,Kidney,-1.3874666,0.00151
LOC643454,Kidney,-0.9057412,0.000539
LOC643549,Kidney,-1.3949295,0.00665
LOC643659,Kidney,-1.477796,0.00189
LOC643733,Kidney,-1.5297887,0.00296
LOC644450,Kidney,1.2052727,0.0065
LOC644656,Kidney,1.8175542,8.61e-06
LOC644852///GCSAML,Kidney,-1.1258414,0.0181
LOC645321,Kidney,3.2361181,0.0144
LOC645427,Kidney,1.1184431,0.0247
LOC645984,Kidney,-1.1844092,0.016
LOC646513,Kidney,-0.9878704,1.99e-06
LOC646938,Kidney,-0.8204679,0.0351
LOC646976,Kidney,-0.9301897,0.00139
LOC647115,Kidney,-1.4917169,0.00698
LOC647115///UGP2,Kidney,-1.4826008,0.0011
LOC647323,Kidney,-1.402063,0.00539
LOC650226,Kidney,-1.7900467,0.00286
LOC650293,Kidney,0.9060786,0.00366
LOC653581,Kidney,-1.5976765,0.000789
LOC727820,Kidney,1.1823505,0.0248
LOC727916,Kidney,-1.8863615,2.78e-08
LOC728613,Kidney,0.9730016,0.000339
LOC729603,Kidney,1.9722624,7.97e-07
LOC729866,Kidney,-1.7460565,0.000213
LOC730961,Kidney,-1.3628019,0.00127
LOC780529,Kidney,-1.457966,0.00116
LOC81787,Kidney,-1.0377142,0.0413
LOC84214,Kidney,1.4463923,0.000408
LOC90768,Kidney,-1.2876057,0.00189
LOC93622,Kidney,0.6187646,0.000602
LOH12CR2,Kidney,-1.2144742,6.72e-05
LOR,Kidney,-1.570253,0.0011
LPAR4,Kidney,-1.5681917,0.00122
LRAT,Kidney,-2.0666699,5.75e-05
LRFN3,Kidney,-1.385923,3.12e-08
LRIG2-DT,Kidney,-0.7174482,0.012
LRIT2,Kidney,-1.4289778,0.00182
LRMDA,Kidney,-1.19,0.00901
LRP11,Kidney,-1.2365927,0.000131
LRR1,Kidney,-1.1720239,5.94e-09
LRRC27,Kidney,-1.4973591,0.000868
LRRC38,Kidney,-0.9653069,0.0328
LRRC39,Kidney,1.221251,0.00822
LRRC3C,Kidney,-1.1290026,0.0154
LRRC7,Kidney,-1.6218212,0.00103
LRRC72,Kidney,-1.1585893,0.0156
LRRC8A,Kidney,-1.2204444,1.02e-06
LRRC8C,Kidney,-1.5731087,0.000528
LRRC9,Kidney,-1.1654679,0.0113
LSM2,Kidney,0.8862267,0.00103
LUZP1,Kidney,1.4297786,0.00392
LVCAT5,Kidney,-1.5659763,0.00185
LY6G6F,Kidney,-1.121538,0.00232
LY6K,Kidney,-1.4772715,0.00153
LY86-AS1,Kidney,-1.4677538,0.00109
LYPD8,Kidney,-1.5580828,0.000584
LYRM5,Kidney,-0.6999696,0.0332
LYSMD2,Kidney,-0.6721113,0.00548
LYZL6,Kidney,-1.6747781,0.00101
LZTFL1,Kidney,-1.1122,1.52e-05
LZTR1,Kidney,1.235437,0.000464
M6PR///PHC1,Kidney,0.6630034,0.0183285
MAB21L3,Kidney,-0.6854984,0.000926
MACC1-AS1,Kidney,-0.5963195,0.00932
MADD,Kidney,0.7457901,0.0208
MAEA,Kidney,-0.6672147,0.00292
MAFG-AS1,Kidney,-0.8557351,0.00675
MAGEA2B,Kidney,-1.0658436,0.0177
MAGEA8,Kidney,-1.6620179,0.00401
MAGEA9,Kidney,-1.5184052,0.000827
MAGEB1,Kidney,1.7608679,0.000128
MAGEB10,Kidney,-1.5701069,0.00509
MAGEB18,Kidney,-1.5478442,0.000865
MAGEB3,Kidney,-1.4426037,0.00105
MAGEB4,Kidney,-1.576569,0.000831
MAGEB6,Kidney,-1.5368321,0.000907
MAGEC1,Kidney,3.0535089,6.93e-07
MAGEC2,Kidney,-1.2402284,0.00409
MAGI1-AS1,Kidney,-0.8554978,0.000419
MAGI1-IT1,Kidney,-1.084141,0.0342
MAGI2-AS2,Kidney,-1.59,0.0129
MAML1,Kidney,-0.9357907,9.36e-05
MAMLD1,Kidney,-0.7416805,0.01414439
MAN1B1,Kidney,0.82728132,0.000285
MAP10,Kidney,-1.3238935,0.000282
MAP2K5,Kidney,1.0048901,0.00193
MAP3K3,Kidney,-0.9132497,3.03e-05
MAP3K5-AS1,Kidney,-1.1629243,8.43e-05
MAP3K8,Kidney,0.58934613,0.00183
MAP7,Kidney,-0.7889323,0.00913
MAPK8IP3,Kidney,-0.64036,0.00145323
MAPKAPK2,Kidney,0.7960209,0.0281
MAPKAPK5,Kidney,0.8262988,0.01820604
MAPKAPK5-AS1,Kidney,0.9132374,0.000877
MAPKBP1,Kidney,1.0800856,0.000592
MAPT,Kidney,-0.7388259,3.94e-05
MARCH11,Kidney,-1.4739315,0.00127
MARCH4,Kidney,-1.5277963,0.003
MARCH6,Kidney,-1.533158,0.00121
MARCHF7,Kidney,-0.618,0.0113
MARS,Kidney,-0.6079103,0.00298
MAS1L,Kidney,-1.3010705,2.32e-05
MAST1,Kidney,-1.2027416,1.84e-06
MASTL,Kidney,-1.2567649,0.00543
MBD1,Kidney,-0.7345132,0.00437
MBD5,Kidney,-0.713,0.0338
MBL1P,Kidney,1.7628926,0.00301
MBOAT2,Kidney,-0.8167958,0.00202
MC2R,Kidney,-0.6228,0.01296283
MCAT,Kidney,-1.9245481,0.00486
MCF2L,Kidney,3.0703745,3.16e-06
MCM3,Kidney,-0.7528753,0.0085
MCM7,Kidney,0.6358238,0.03849914
MCMBP,Kidney,-1.0350622,8.98e-05
MCPH1-AS1,Kidney,-1.2802646,0.00615
MCU,Kidney,-0.673,0.0122
MDS2,Kidney,-1.5621694,0.00117
MED14,Kidney,-0.7665952,5.31e-05
MED14OS,Kidney,-0.6692746,0.00168
MED30,Kidney,-0.7031349,0.00453
MEF2A,Kidney,-0.8238788,0.00203
MEIKIN,Kidney,-0.6288797,0.0101
MEIS1,Kidney,0.6236163,0.01447102
MEP1A,Kidney,-1.4410157,0.00103
MEP1B,Kidney,-1.6177877,0.00137
MESDC2,Kidney,-1.2224307,3.2e-07
METTL14-DT,Kidney,-0.879,0.0268
METTL18,Kidney,-0.9735084,0.00136
METTL25,Kidney,-0.704,0.0242
METTL8,Kidney,-1.0485853,0.00023
MFAP5,Kidney,3.1591953,6.45e-05
MFF-DT,Kidney,-1.43,0.00835
MFHAS1,Kidney,1.7661598,1.8e-05
MFI2-AS1,Kidney,1.7155891,0.000402
MFSD11,Kidney,-0.7733784,0.000228
MFSD14A,Kidney,-1.2003277,1.7e-05
MFSD14B,Kidney,-0.8689668,0.00359
MFSD6,Kidney,-1.1252087,0.00196
MGAT1,Kidney,0.864,0.0287
MGAT4A,Kidney,-1.4697458,3.26e-06
MGC15885,Kidney,-1.679772,0.000344
MGC27382,Kidney,-1.4591998,0.00131
MGC2889,Kidney,-1.519196,0.00124
MGC32805,Kidney,-1.5791304,0.000695
MGC34796,Kidney,1.0573971,0.0036
MGC39584,Kidney,-1.5061183,0.00269
MGC45922,Kidney,-0.8063999,0.00415
MGST3,Kidney,-0.859903,0.000456
MIATNB,Kidney,-1.038841,0.0314
MICAL3,Kidney,2.1058313,4.61e-05
MICU1,Kidney,-0.5869582,0.000171
MIF-AS1,Kidney,-0.9879898,0.0233
MINCR,Kidney,-0.858711,0.0205
MINDY1,Kidney,0.6039653,0.00761
MINOS1P1,Kidney,1.958491,0.00276
MIR1-1HG,Kidney,-1.5100776,0.0114
MIR1-2,Kidney,-0.631,0.0312
MIR1185-2,Kidney,-0.6385067,0.0221
MIR124-2HG,Kidney,-1.2520492,0.00564
MIR1255A,Kidney,-0.664,0.0315
MIR1270,Kidney,-1.3883812,0.00237
MIR137HG,Kidney,-1.5120645,0.00149
MIR181A2HG,Kidney,-1.3778972,0.00207
MIR206,Kidney,-0.7448293,0.0314
MIR2113,Kidney,-1.24,0.00111
MIR2116,Kidney,-0.95,0.0404
MIR22HG,Kidney,-0.6085926,0.00476
MIR2355,Kidney,-1.29,0.00531
MIR29C,Kidney,-1.5821692,0.0131
MIR3182,Kidney,-0.7140657,0.0433
MIR32,Kidney,-1.2039151,0.000253
MIR339,Kidney,0.705,0.0298
MIR3662,Kidney,-1.82,0.00716
MIR3665,Kidney,0.843,0.00253
MIR3675,Kidney,-2.18,0.00425
MIR3685,Kidney,-2.06,0.00501
MIR3934,Kidney,-1.47,0.00465
MIR3942,Kidney,-1.73,0.0177
MIR4295,Kidney,-2.57,0.00702
MIR4451,Kidney,-1.83,0.00992
MIR4460,Kidney,-1.18,0.00471
MIR4482,Kidney,-0.9296007,0.0181
MIR4518,Kidney,-0.647,0.00936
MIR4525,Kidney,-1.3513286,0.00397
MIR4641,Kidney,0.6721877,0.0478
MIR4658,Kidney,-0.8013402,0.0279
MIR4659B,Kidney,-1.3774961,0.0142
MIR4680///PDCD4,Kidney,0.7440614,0.03971388
MIR4695,Kidney,-0.8538338,0.0472
MIR4796,Kidney,-1.2658819,0.00205
MIR506,Kidney,-1.06,0.0331
MIR518B,Kidney,-0.9620096,0.0192
MIR527,Kidney,-0.9751661,0.0344
MIR548AN,Kidney,-1.17,0.00425
MIR548I3,Kidney,-0.807,0.0317
MIR548V,Kidney,-2.17,0.00168
MIR550A1,Kidney,-1.4601252,0.0453
MIR551A,Kidney,-0.6938352,0.0121
MIR563,Kidney,-0.8219373,0.00477
MIR567,Kidney,-0.6329114,0.0228
MIR634,Kidney,-1.25,0.00936
MIR663AHG,Kidney,-1.5226485,0.00185
MIR664B///SNORA56///DKC1,Kidney,0.6817146,0.02531311
MIR6773///ESRP2,Kidney,-0.8272645,0.00572601
MIR6831///APBB3,Kidney,-0.6621497,0.00110052
MIR7110///PDIA5,Kidney,0.9375528,0.00365881
MIR7114///NSMF,Kidney,-0.6869864,0.00833969
MIR920,Kidney,-0.764,0.0285
MIR99A,Kidney,-1.56,0.00919
MIRLET7I,Kidney,-0.963,0.0398
MKL2,Kidney,4.9594566,1.22e-08
MKRN2,Kidney,-0.6286568,0.00675
MLKL,Kidney,0.9895802,0.002
MLLT10,Kidney,0.6980543,0.0054
MLLT3,Kidney,-1.3780732,6.09e-06
MLYCD,Kidney,1.1853269,0.0124
MMP24-AS1,Kidney,-0.7870128,0.00180074
MMP26,Kidney,-1.1469971,0.0122
MNAT1,Kidney,-0.6549288,0.0243
MNT,Kidney,-0.7079962,0.012
MOB2,Kidney,0.653,0.0387
MOB3B,Kidney,-1.0162001,0.00283
MOG,Kidney,-1.4045311,0.0189
MOGAT1,Kidney,2.2427002,7.11e-05
MORC2,Kidney,-0.6798107,0.00172
MORF4,Kidney,-0.9425783,0.00228
MORN4,Kidney,-1.2807504,0.00383
MPO,Kidney,-1.1515273,0.0185
MPP2,Kidney,0.8681718,0.0263
MPZL1,Kidney,-1.4177559,4.72e-09
MPZL2,Kidney,-2.0895753,3.9e-06
MRGPRD,Kidney,-1.2396285,0.00559
MRLN,Kidney,-2.37,0.0262
MROH3P,Kidney,-1.6080529,0.00237
MRPL19,Kidney,-0.886078,0.00285
MRPL32,Kidney,-0.6160345,0.0186
MRPL38,Kidney,-0.7499919,0.000454
MRPL39,Kidney,-0.8289405,0.00275
MRPL44,Kidney,-1.2634363,1.99e-05
MRPL45P2,Kidney,-0.921,0.00403
MRPL50,Kidney,-0.9509785,0.000134
MRPS17,Kidney,-0.9648029,1.99e-05
MRPS25,Kidney,-0.7205555,0.01
MSANTD2-AS1,Kidney,-1.22,0.0055
MSL1,Kidney,1.046758,0.00458663
MST1,Kidney,-0.8884071,0.00533956
MTA2,Kidney,-0.8673907,0.00047
MTA3,Kidney,-0.8190818,2.99e-05
MTARC2,Kidney,-0.8957069,0.000504
MTCP1,Kidney,-1.1483977,0.000258
MTERF4,Kidney,0.8230818,0.0022
MTF1,Kidney,-1.1907281,4.96e-05
MTMR1,Kidney,-0.9374063,5.39e-05
MTMR10,Kidney,-1.0399819,0.00749
MTMR14,Kidney,-0.8499096,0.000147
MTMR7,Kidney,-1.3469472,0.0028
MTMR9,Kidney,-0.9625508,1.83e-06
MTNR1B,Kidney,-1.3306023,0.00856
MTPN,Kidney,-0.7207858,0.0319
MTRNR2L6,Kidney,-0.9889742,0.000717
MTUS2,Kidney,-1.2120073,0.00629
MUC12,Kidney,-1.3094854,0.0379
MUC22,Kidney,1.8860922,0.000523
MUC5AC,Kidney,1.9465744,8.58e-07
MUS81,Kidney,0.8207929,0.000523
MUSK,Kidney,-0.622027,0.01294947
MYADML2,Kidney,-1.2217718,0.0197
MYCNOS,Kidney,-1.6218174,0.000754
MYCNUT,Kidney,-1.266682,0.0262
MYH6,Kidney,-1.6007317,0.00101
MYH8,Kidney,-1.5446877,0.03849914
MYL2,Kidney,1.1359164,0.00104
MYL6B,Kidney,-1.2381253,1.03e-06
MYLIP,Kidney,0.738905,9e-06
MYLPF,Kidney,-0.6633473,0.00253419
MYO1A,Kidney,1.4472861,0.000162
MYO1D,Kidney,-1.4394235,0.000972
MYO1H,Kidney,-1.54911,0.00173
MYO9B,Kidney,1.4,0.000104
MYOD1,Kidney,-0.9072178,0.000161
MYOZ2,Kidney,1.19089587,0.00437
MYRFL,Kidney,-0.587,0.0372
MYT1L,Kidney,-1.3704885,0.00263
N6AMT1,Kidney,-0.6529447,0.00597
NAA40,Kidney,0.6082033,0.0209072
NAALAD2,Kidney,-1.2714877,0.0118
NACA2,Kidney,-0.5968548,0.00716
NAF1,Kidney,-1.18104,0.0179
NAG18,Kidney,-1.3567933,0.00193
NAGPA,Kidney,-0.6428171,0.00511
NANOG,Kidney,1.9354714,0.0015
NANOS3,Kidney,-1.4069116,0.00237
NANP,Kidney,-0.8905473,0.00056
NAP1L6P,Kidney,0.609,0.0232
NARF,Kidney,0.84100615,0.000102
NAT1,Kidney,-0.7891127,0.0131
NAT2,Kidney,-1.4641001,0.000105
NAV1,Kidney,0.921,0.0244
NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF14,Kidney,0.9148704,0.00242541
NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF12///NBPF14,Kidney,0.709803,0.01584201
NCAPD2,Kidney,-0.7805273,0.00591
NCOA3,Kidney,1.1047239,0.00679433
NCOA7,Kidney,-0.9109672,0.00116
NDC1,Kidney,-1.3615886,1.19e-06
NDC80,Kidney,0.87306546,8.2e-07
NDFIP2,Kidney,-0.7049937,0.0123
NDNF,Kidney,-2.5733026,6.28e-10
NDUFA8,Kidney,-0.6256097,0.0172
NDUFAF4,Kidney,-0.9967039,0.000484
NDUFC2,Kidney,-0.9902312,0.000687
NDUFV3,Kidney,-0.6550245,0.0498
NECAP2,Kidney,-0.761561,0.000217
NEFM,Kidney,0.91799243,3.74e-05
NEMP1,Kidney,-0.9837073,8.61e-05
NENF,Kidney,-0.8158268,0.01318862
NEU2,Kidney,-1.2504122,0.00883
NEURL4,Kidney,0.6876238,0.0344
NEUROD1,Kidney,-1.5644754,0.000703
NEUROD2,Kidney,-1.6619055,0.000979
NF2,Kidney,-1.2680852,3.39e-07
NFE2L1,Kidney,-1.3297663,4.55e-06
NFKB1,Kidney,-0.7658089,0.000501
NFRKB,Kidney,1.3531047,0.000558
NFS1,Kidney,-0.9685679,2.57e-05
NFYA,Kidney,-1.2963837,1.38e-07
NFYC,Kidney,-0.9068469,1.65e-05
NFYC-AS1,Kidney,-1.2365926,0.000879
NHLH1,Kidney,-1.3351947,0.00381
NIP7,Kidney,-1.1189166,0.000624
NIPA2,Kidney,-0.6550418,0.00193
NIPAL2,Kidney,-1.5767439,0.00178
NIPBL-AS1,Kidney,0.7620931,0.0424
NKAPP1,Kidney,-1.5539887,0.00114
NKX3-2,Kidney,-1.5436043,0.00257
NLRP10,Kidney,-1.4080231,0.0025
NME2P1,Kidney,-1.0999064,0.000866
NMT1,Kidney,-0.7740258,0.000148
NMT2,Kidney,-1.3855595,5.34e-07
NMU,Kidney,-1.9157649,0.00296
NOCT,Kidney,-1.5707421,0.003
NOD1,Kidney,0.7912011,0.0108
NODAL,Kidney,1.3800765,0.00591
NOP56,Kidney,-0.7996983,1.96e-05
NOSIP,Kidney,0.81126688,0.00211
NOV,Kidney,-1.031355,0.0185
NOX1,Kidney,-1.6924912,0.000782
NOX3,Kidney,-1.6128558,0.0037
NPBWR1,Kidney,-0.585609,0.0391
NPCDR1,Kidney,0.8335861,0.000347
NPHP3,Kidney,0.7972444,0.0314
NPHS2,Kidney,-3.5073942,2.99e-13
NPIPB3,Kidney,0.8873429,0.0028
NPPA,Kidney,-1.4917544,0.00322
NPRL3,Kidney,-0.8397005,0.000441
NPSA,Kidney,-1.5221458,0.0031
NR2F2-AS1,Kidney,1.3322739,0.00439
NR3C2,Kidney,-0.64303678,0.000298
NRGN,Kidney,1.6745214,6.91e-05
NRIP3,Kidney,-1.3370967,0.00262
NSUN5P2,Kidney,2.3039559,3.29e-07
NT5C1A,Kidney,-0.9723073,0.0268
NT5C2,Kidney,-0.689734,0.00322
NT5C3B,Kidney,1.0861289,0.00289
NUAK1,Kidney,-1.2584461,0.000655
NUDC,Kidney,0.609,0.0474
NUDCD2,Kidney,-0.738645,0.00381
NUDCD3,Kidney,0.9801328,0.00506
NUDT16-DT,Kidney,-1.0762629,0.000226
NUDT19,Kidney,-1.5694679,1.16e-05
NUMBL,Kidney,1.0744233,0.00177
NUP153,Kidney,-0.7200901,0.00233
NUP210P1,Kidney,-1.5610889,0.000761
NUTM1,Kidney,-1.4875514,0.000881
NUTM2A,Kidney,1.7910241,1.35e-05
NUTM2B-AS1,Kidney,1.4033812,0.00115
NXPE4,Kidney,-1.6190826,0.00144
NXPH1,Kidney,-1.3384471,0.00323
NXPH4,Kidney,-1.2919616,0.00529
OBP2A,Kidney,-1.2724908,0.0147
OBSCN,Kidney,1.3236546,0.000504
OBSL1,Kidney,1.447536,0.00132
OCIAD2,Kidney,-0.9792894,0.0189
OCLM,Kidney,-1.6056695,0.000654
OCR1,Kidney,-1.5686059,0.00136
ODF2,Kidney,-1.0076948,4.41e-06
ODF4,Kidney,1.3182296,0.00454
OGFRL1,Kidney,-1.1890695,0.00013
OK/SW-CL.36,Kidney,-1.4586044,0.00132
OK/SW-CL.58,Kidney,-1.3012776,0.0207
OLFM1,Kidney,-1.492564,0.00121
OLIG2,Kidney,-1.5959741,0.00308
OMG,Kidney,-1.5646254,0.000903
ONECUT2,Kidney,-0.6103609,0.01740135
OOSP2,Kidney,-1.5045511,0.000924
OPA3,Kidney,-0.8827343,2.41e-05
OPN1MW,Kidney,1.0014368,0.000754
OPRK1,Kidney,-1.4582087,0.000992
OPRM1,Kidney,-1.5603729,0.00266
OR10J1,Kidney,-1.3196575,0.00344
OR11H4,Kidney,-1.0,0.042
OR12D2,Kidney,-1.4871312,0.00379
OR12D3,Kidney,-0.9596665,0.0317
OR1A1,Kidney,-1.4138266,0.00334
OR1C1,Kidney,-1.1564678,0.00966
OR1G1,Kidney,-1.6517791,0.000603
OR1Q1,Kidney,-1.3592885,0.00373
OR1S2,Kidney,-0.839681,0.0239
OR2C1,Kidney,1.6477649,0.000519
OR2C3,Kidney,-1.9898948,0.00963
OR2H1,Kidney,-0.7077258,0.000983
OR2J2,Kidney,-1.0177358,0.0196
OR2S2,Kidney,-1.4611678,0.00133
OR3A1,Kidney,-1.6661745,0.00291
OR4C1P,Kidney,-1.239286,0.00486
OR4C46,Kidney,4.2071636,1.62e-10
OR4K1,Kidney,-1.0504862,0.0153
OR4K17,Kidney,-1.5077112,0.0135
OR51B2,Kidney,-1.5107582,0.00169
OR51B4,Kidney,-1.3455032,0.00273
OR52K3P,Kidney,-1.5418441,0.00356
OR52N5,Kidney,-0.767,0.0176
OR56A5,Kidney,-0.77266,0.00414
OR6A2,Kidney,-1.4821923,0.00102
OR7C2,Kidney,-0.8267218,0.00465
OR7E156P,Kidney,-0.7022699,0.00532
OR7E24,Kidney,-0.6947168,0.0175
OR7E5P,Kidney,1.0536586,0.000472
OR8G1,Kidney,-1.7126083,0.00522
OR8G2,Kidney,-1.222633,0.00632
OR8K3,Kidney,-1.5219654,0.00851
OR9A2,Kidney,-0.8740772,0.0419
ORF1,Kidney,-1.6338414,0.00146
OSBP2,Kidney,1.6128937,9.57e-06
OSGEPL1-AS1,Kidney,-1.51,0.00428
OSTF1,Kidney,-0.7262283,0.0263
OTP,Kidney,-1.3337827,0.00263
OTUD6A,Kidney,-1.2599031,0.0336
OTULIN,Kidney,-0.9207484,5.06e-05
P2RX4,Kidney,0.60288394,5.26e-05
P2RX5-TAX1BP3///TAX1BP3///P2RX5,Kidney,0.9728909,0.00423974
P2RX7,Kidney,-1.3437424,0.00276
P2RY10,Kidney,-1.3198346,0.005
P4HA1,Kidney,-1.147213,4.73e-06
PA2G4,Kidney,-0.7141836,0.00135
PABPC3,Kidney,-0.6723563,0.0146
PACERR,Kidney,-1.2099792,0.00665
PAEP,Kidney,-1.2167274,0.0134
PAF1,Kidney,1.3410971,0.014
PAFAH1B2,Kidney,-1.1360761,5.3e-09
PAFAH2,Kidney,-0.6403375,0.00451
PAGE2,Kidney,1.3381281,0.00109
PAGE4,Kidney,2.9495052,0.000286
PAICS,Kidney,-0.7253713,0.00442
PAK1IP1,Kidney,0.7496072,1.21e-05
PALM2-AKAP2,Kidney,-0.934629,0.000263
PANK4,Kidney,1.0791043,0.00117
PANX2,Kidney,1.752495,3.62e-05
PAPD4,Kidney,-0.7751462,6.84e-05
PAPOLB,Kidney,-1.4925657,0.000724
PAQR3,Kidney,-1.3381338,0.00401
PAQR6,Kidney,1.7719454,3.9e-06
PASK,Kidney,1.221005,0.00118
PATE1,Kidney,-1.4011342,0.00378
PAX7,Kidney,-1.0426571,0.00136
PAX8,Kidney,-0.7756953,0.00236
PAXIP1,Kidney,0.8564881,0.00681664
PCAT6,Kidney,-0.8543429,0.00132
PCBP1-AS1,Kidney,3.0485311,1.02e-12
PCCA-AS1,Kidney,-0.9514674,0.00918
PCDH9,Kidney,-0.9317693,0.01096107
PCDHA11,Kidney,-1.3764613,5.31e-05
PCDHAC1,Kidney,-1.4861623,0.00113
PCDHB16,Kidney,-2.1335146,1.13e-06
PCDHB17P,Kidney,-1.2015607,0.00925
PCDHB19P,Kidney,-1.363292,0.00322
PCDHGA8,Kidney,-1.4912099,0.000883
PCDHGB6,Kidney,-1.4538755,0.00113
PCDHGB8P,Kidney,-1.5955285,0.0024
PCLO,Kidney,0.9371077,0.0192
PCYT1B,Kidney,-1.5210925,0.000929
PDAP1,Kidney,1.7971456,0.000155
PDC,Kidney,-0.916399,0.0343
PDCL2,Kidney,-1.506713,0.00127
PDCL3,Kidney,-0.76507,0.000383
PDHA2,Kidney,-1.5434809,0.000997
PDHX,Kidney,-0.8766879,0.00157
PDIA2,Kidney,-0.7670532,0.0029077
PDSS1,Kidney,-0.898639,0.0219
PDXDC2P,Kidney,3.9892055,4.97e-08
PDXDC2P-NPIPB14P,Kidney,-1.53,0.0004
PDZD3,Kidney,2.8686659,0.00822
PEG3,Kidney,-0.962417,0.0371
PERP,Kidney,-1.0292829,0.00988
PEX12,Kidney,-1.0680632,0.000168
PEX13,Kidney,-1.1389377,0.000629
PEX14,Kidney,-1.1065905,0.000411
PEX26,Kidney,-0.665609,0.00577
PFAS,Kidney,-0.7671899,0.000644
PFDN4,Kidney,-0.5935869,0.013
PFKP-DT,Kidney,1.04,0.0225
PGAM1P5,Kidney,-1.3,0.0218
PGBD3,Kidney,-0.8176216,9.61e-05
PGK1,Kidney,-0.7920488,0.0105
PGK2,Kidney,-1.5551626,0.00109
PGLYRP1,Kidney,-1.0639382,0.0208
PGPEP1L,Kidney,1.1653362,0.0058
PGS1,Kidney,1.6750416,5.68e-05
PHC1,Kidney,-0.6813878,0.00847
PHF12,Kidney,-1.5011689,0.00086
PHF21A,Kidney,-1.1630986,2.87e-05
PHF21B,Kidney,2.2721971,6.37e-05
PHGDH,Kidney,-0.6429982,0.027
PHLDA2,Kidney,1.84833683,1.19e-07
PHLPP1,Kidney,-1.6257719,0.000838
PHOSPHO2-KLHL23,Kidney,0.5981694,0.0445
PI4K2A,Kidney,0.6150964,0.01435065
PI4KAP2,Kidney,2.7317773,8.46e-09
PI4KB,Kidney,1.3425166,0.00272
PICALM,Kidney,-1.1037627,0.00016
PIERCE2,Kidney,0.8696704,0.0126
PIGB,Kidney,-0.7243099,0.00443
PIGC,Kidney,-0.9404669,9.7e-07
PIGR,Kidney,0.7167112,0.000377
PIGX,Kidney,-1.210965,1.78e-05
PIH2,Kidney,-1.6407292,0.000695
PIK3C2G,Kidney,-1.11,3.51e-05
PIK3CA-DT,Kidney,-0.6536984,0.0218
PIK3R2,Kidney,0.927168,0.00201
PISD,Kidney,1.6999553,1.63e-09
PITX1,Kidney,2.7974186,4.49e-07
PJVK,Kidney,-0.981,0.0247
PKD1L3,Kidney,-1.3054039,0.00377
PKD1P6-NPIPP1,Kidney,1.9819194,3.26e-06
PKD2L2,Kidney,-2.0055996,0.000694
PKIB,Kidney,-1.3442397,0.00315
PKN2-AS1,Kidney,-1.4851177,0.00409
PKP1,Kidney,-0.7596687,0.02411427
PLA2G2E,Kidney,-1.1661422,0.011
PLAC1,Kidney,-1.3575807,0.00962
PLAC9P1,Kidney,1.12,0.0374
PLBD1,Kidney,-1.0819826,3.89e-05
PLCB3,Kidney,1.24,0.000736
PLCE1,Kidney,-0.9646439,2.48e-07
PLCE1-AS2,Kidney,-1.4913908,0.00176
PLCG1,Kidney,1.1597626,1.63e-08
PLCXD1,Kidney,1.3388164,0.00058
PLCZ1,Kidney,-1.1182831,0.0202
PLEK2,Kidney,-1.0189053,0.000974
PLEKHA6,Kidney,-0.5981237,0.01487118
PLEKHF1,Kidney,-1.4184545,1.79e-05
PLEKHG3,Kidney,0.9512634,0.000936
PLEKHH2,Kidney,-1.39,0.0013
PLEKHM1,Kidney,-0.8842165,1.06e-05
PLEKHM3,Kidney,1.6161555,0.000117
PLET1,Kidney,-0.723,0.0127
PLGLA,Kidney,-1.37,0.0261
PLIN3,Kidney,1.15,0.00259
PLPP6,Kidney,-0.895557,0.000626
PLXNB2,Kidney,0.5871283,0.0017
PMCH,Kidney,-1.0250055,0.0456
PMCHL1,Kidney,-1.4757717,0.00506
PMS2P1,Kidney,-0.6704506,0.000587
PNISR-AS1,Kidney,-1.23,0.00899
PNLDC1,Kidney,1.29474,0.00809
PNLIPRP1,Kidney,-1.4160735,0.00142
PNO1,Kidney,-1.4256011,6.14e-07
PNPO,Kidney,-0.9300458,0.0179
POC5,Kidney,-0.7217534,0.000345
PODNL1,Kidney,-1.4231873,0.00366
POFUT2,Kidney,1.6540543,1.69e-05
POLA2,Kidney,1.1061862,0.00452
POLD1,Kidney,-0.7463967,5.77e-06
