Library,Lib_Tag,Gene_Set,Gene_set,Term,Overlap,P_value,Adj_P_value,Old_P_value,Old_Adj_P_value,Odds_Ratio,Combined_Score,Genes
DisGeNET,DO,5genes,DisGeNET,Dissection of aorta,3/43,9.228228599930086e-08,4.484919099566022e-05,0,0,748.3125,12121.475400639456,COL1A1;COL3A1;SERPINE2
DisGeNET,DO,5genes,DisGeNET,Degenerative polyarthritis,5/976,2.7403901654543735e-07,6.659148102054128e-05,0,0,95120.0,1437262.757173071,COL1A1;COL15A1;COL3A1;SERPINE2;SERPINF2
DisGeNET,DO,5genes,DisGeNET,Increased tendency to bruise,3/85,7.362661898698642e-07,8.109142254917803e-05,0,0,364.2621951219512,5143.99201104737,COL1A1;COL3A1;SERPINF2
DisGeNET,DO,5genes,DisGeNET,Cigarette-paper scars,2/6,7.496663581039455e-07,8.109142254917803e-05,0,0,3331.833333333333,46990.96982780607,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Molluscoid pseudotumors,2/7,1.0494326119170083e-06,8.109142254917803e-05,0,0,2665.333333333333,36694.33941065397,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Ehlers-Danlos syndrome type 1,2/7,1.0494326119170083e-06,8.109142254917803e-05,0,0,2665.333333333333,36694.33941065397,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,"Aortic Aneurysm, Thoracic",3/99,1.167983452354416e-06,8.109142254917803e-05,0,0,310.921875,4247.264896989221,COL1A1;COL3A1;SERPINE2
DisGeNET,DO,5genes,DisGeNET,"Ehlers-Danlos Syndrome, Type IV",2/8,1.3991087462114675e-06,8.499585633234666e-05,0,0,2221.0,29938.358472423224,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,"Aneurysm, Dissecting",2/19,8.53534381334727e-06,0.0004189663513882989,0,0,783.4509803921569,9143.887447340036,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Velvety skin,2/20,9.482777500558208e-06,0.0004189663513882989,0,0,739.8888888888889,8557.579526684436,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Soft skin,2/20,9.482777500558208e-06,0.0004189663513882989,0,0,739.8888888888889,8557.579526684436,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Fragile skin,2/22,1.1526778589426107e-05,0.00046683453287175736,0,0,665.8333333333334,7571.082739637043,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Bladder neck obstruction,2/38,3.502360104483773e-05,0.0011959841844101,0,0,369.6111111111111,3792.0209099703466,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Fibroid Tumor,3/310,3.603866663981897e-05,0.0011959841844101,0,0,96.19543973941369,984.167667739897,COL1A1;COL3A1;SERPINF2
DisGeNET,DO,5genes,DisGeNET,Dislocations,2/39,3.691309211142404e-05,0.0011959841844101,0,0,359.60360360360363,3670.453941300756,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Hyperextensible skin,2/42,4.287810296328655e-05,0.0012258092964798,0,0,332.5833333333333,3344.8402322963743,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Ptosis,2/42,4.287810296328655e-05,0.0012258092964798,0,0,332.5833333333333,3344.8402322963743,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Convex nasal ridge,2/51,6.343848911664257e-05,0.0016874289843209,0,0,271.3741496598639,2622.950505962369,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Range of joint movement increased,2/52,6.596944588909246e-05,0.0016874289843209,0,0,265.93333333333334,2559.9590632869204,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,"Scoliosis, unspecified",2/55,7.385769263711544e-05,0.0017947419310819,0,0,250.8427672955975,2386.360154611872,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Congenital aneurysm of ascending aorta,2/58,8.218869169335486e-05,0.0018419813428532,0,0,237.3690476190476,2232.81024591821,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Urinary Incontinence,2/59,8.506401139074483e-05,0.0018419813428532,0,0,233.1929824561404,2185.509468895314,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Asthma,4/1313,8.763408187858592e-05,0.0018419813428532,0,0,57.10007639419404,533.4483604272265,COL1A1;COL3A1;SERPINE2;SERPINF2
DisGeNET,DO,5genes,DisGeNET,"Cholestasis, Extrahepatic",2/61,9.096204162238498e-05,0.0018419813428532,0,0,225.26553672316385,2096.111196622331,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Mitral Valve Prolapse Syndrome,2/64,0.0001001773411518344,0.0019474475119916,0,0,214.33333333333331,1973.7031884981127,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Thin skin,2/68,0.00011315119111665648,0.0021150568801036,0,0,201.3030303030303,1829.1974888825955,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Marfan Syndrome,2/73,0.00013047092716623584,0.0023484766889922,0,0,187.0798122065728,1673.3092146174563,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Varicosity,2/76,0.0001414500157223739,0.0024551681300383,0,0,179.46846846846847,1590.7302830047636,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Connective Tissue Diseases,2/81,0.00016072595624248964,0.0026935453356499,0,0,168.06751054852322,1468.2058020807292,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Systemic Scleroderma,3/562,0.00021157092844643376,0.0033230356793238,0,0,52.15384615384615,441.2710979987623,COL1A1;COL3A1;SERPINE2
DisGeNET,DO,5genes,DisGeNET,Joint laxity,2/93,0.00021196318119144037,0.0033230356793238,0,0,145.8168498168498,1233.4790185692234,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Aortic Aneurysm,2/96,0.00022586768599568456,0.0034303654810594,0,0,141.1418439716312,1184.964987580801,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Ehlers-Danlos Syndrome,2/105,0.0002702032877114542,0.0039793575099323,0,0,128.75080906148867,1057.8599029910954,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Joint hyperflexibility,2/114,0.00031846364469203213,0.004552156803539,0,0,118.35119047619048,952.964050212754,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Premature Birth,2/119,0.0003469668760434559,0.0048178829073462,0,0,113.26495726495726,902.3005042841952,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,"Hernia, Inguinal",2/124,0.0003766762887531929,0.0050851298981681,0,0,108.59562841530057,856.1814426244825,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Pectus excavatum,2/141,0.0004866857502356308,0.0063926830976896,0,0,95.2326139088729,726.4240861451018,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,"Glaucoma, Primary Open Angle",2/147,0.0005288230668011627,0.0067633686964569,0,0,91.26436781609196,688.5765723657122,COL1A1;COL15A1
DisGeNET,DO,5genes,DisGeNET,Aneurysm,2/152,0.0005652531091443609,0.0070439233601066,0,0,88.2,659.5804986676103,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Fibrosis,2/169,0.0006980358230036179,0.0082684969025343,0,0,79.15369261477046,575.228891737348,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Respiratory function loss,2/170,0.0007062748926140779,0.0082684969025343,0,0,78.67857142857143,570.8528494275001,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Keloid,2/171,0.000714561460712844,0.0082684969025343,0,0,78.20907297830375,566.534132044117,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Scleroderma,2/179,0.0007825622025090394,0.008844772800451,0,0,74.64406779661017,533.9243253220434,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Respiratory Insufficiency,2/182,0.0008088444396722006,0.0089340544927429,0,0,73.38888888888889,522.5218396347041,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Congenital clubfoot,2/198,0.0009561999058371924,0.0103269589830416,0,0,67.34353741496598,468.20887737876456,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Left Ventricular Hypertrophy,2/203,0.0010047235215473,0.0104910788605255,0,0,65.65174129353234,453.1967851814795,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Osteogenesis Imperfecta,2/204,0.0010145693548244,0.0104910788605255,0,0,65.32343234323433,450.29343070918674,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Myocardial Infarction,3/966,0.0010438408473314,0.0105688885792304,0,0,29.64485981308411,203.50746389751004,COL1A1;COL3A1;SERPINF2
DisGeNET,DO,5genes,DisGeNET,Aortic Valve Insufficiency,2/214,0.0011156104366344,0.011045627269057,0,0,62.210691823899374,422.930277427221,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Alopecia,2/216,0.0011363814062815,0.011045627269057,0,0,61.62305295950156,417.7985231407784,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Sarcoidosis,2/236,0.0013543741765156,0.0114861273818547,0,0,56.2991452991453,371.8229643850245,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Hypercholesterolemia,2/240,0.0014002102789746,0.0114861273818547,0,0,55.34173669467787,363.6579042124085,COL15A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Gastroesophageal reflux disease,2/246,0.001470358556677,0.0114861273818547,0,0,53.96448087431694,351.9697809769996,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Bat ear,1/6,0.0014992198216206,0.0114861273818547,0,0,999.5,6499.559019889724,COL1A1
DisGeNET,DO,5genes,DisGeNET,Saccular Aneurysm,1/6,0.0014992198216206,0.0114861273818547,0,0,999.5,6499.559019889724,COL3A1
DisGeNET,DO,5genes,DisGeNET,"Dissection, Blood Vessel",1/6,0.0014992198216206,0.0114861273818547,0,0,999.5,6499.559019889724,COL1A1
DisGeNET,DO,5genes,DisGeNET,Craniofacial disproportion,1/6,0.0014992198216206,0.0114861273818547,0,0,999.5,6499.559019889724,COL1A1
DisGeNET,DO,5genes,DisGeNET,Crumpled long bones,1/6,0.0014992198216206,0.0114861273818547,0,0,999.5,6499.559019889724,COL1A1
DisGeNET,DO,5genes,DisGeNET,Pilomyxoid astrocytoma,1/6,0.0014992198216206,0.0114861273818547,0,0,999.5,6499.559019889724,COL1A1
DisGeNET,DO,5genes,DisGeNET,Congenital Epicanthus,2/255,0.0015787115699032,0.0114861273818547,0,0,52.02108036890645,335.59559633072337,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Trichohepatoenteric Syndrome,2/267,0.0017290096587064,0.0114861273818547,0,0,49.63522012578616,315.69024897807327,COL1A1;COL3A1
DisGeNET,DO,5genes,DisGeNET,Enlargement of calvarial bones,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL1A1
DisGeNET,DO,5genes,DisGeNET,Excessive sputum secretion,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL3A1
DisGeNET,DO,5genes,DisGeNET,Idiopathic osteoporosis,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL1A1
DisGeNET,DO,5genes,DisGeNET,Sclerosteosis,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL1A1
DisGeNET,DO,5genes,DisGeNET,Bowel diverticula,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL1A1
DisGeNET,DO,5genes,DisGeNET,Bowel diverticulosis,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL1A1
DisGeNET,DO,5genes,DisGeNET,Increased ossification of calvarial bones,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL1A1
DisGeNET,DO,5genes,DisGeNET,Foot acroosteolysis,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL3A1
DisGeNET,DO,5genes,DisGeNET,Broad long bones,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,COL1A1
DisGeNET,DO,5genes,DisGeNET,Fungemia,1/7,0.0017489165149326,0.0114861273818547,0,0,832.875,5287.722499803602,SERPINF2
