gene,tissue,logFC,adj_p_value
PUF60,Liver,-0.6017536,0.000139
PURG,Liver,0.982818,0.000121
PUS1,Liver,-2.164153,1.54e-11
PVRIG /// STAG3,Liver,-1.4885191,0.02534
PVRIG2P,Liver,-0.705027,0.000218
PWP2,Liver,0.847385,0.000251
PWRN2,Liver,-0.813568,0.0163
PWWP2B,Liver,-1.0348405,2.32e-06
PXDNL,Liver,-1.081609,0.00252
PXYLP1,Liver,0.857117,0.00181
PYCR2,Liver,0.832307,0.000461
PYGB,Liver,-0.8698925,2.71e-08
PYGO1,Liver,-0.598882,0.00663
QARS1,Liver,-0.684821,0.0198
QDPR,Liver,0.984436,0.0217
QNG1,Liver,1.99812,2.24e-06
QTMAN,Liver,0.978714,1.26e-05
QTRT1,Liver,-1.1062152,9.15e-07
RAB11FIP5,Liver,-2.61077,2.88e-05
RAB29,Liver,1.31729,1.36e-05
RAB37,Liver,-3.26363,2.9e-05
RAB38,Liver,-1.274842,0.000365
RAB3IL1,Liver,-0.932835,1.37e-05
RAB40B,Liver,-0.878805,0.000328
RAB42P1,Liver,-2.37287,2.34e-11
RAB4B,Liver,-0.6593759,7.26e-05
RAB5IF,Liver,1.036788,0.00143
RAB6D,Liver,1.245236,4.5e-06
RAB9B,Liver,-2.858017,2.19e-06
RABEP2,Liver,-1.2866351,1.24e-06
RABEPK,Liver,0.59615831,0.0477941
RAC3,Liver,-0.8653764,0.000238
RAD1,Liver,-3.103695,9.89e-06
RAD51C,Liver,0.791749,0.000897
RAET1E,Liver,-3.443822,1.12e-05
RAET1G,Liver,-2.762895,1.58e-06
RAET1L,Liver,-1.123988,0.0215
RAF1,Liver,0.865888,0.0236
RALGAPA2,Liver,1.241443,1.94e-07
RAP1BL,Liver,0.993568,7.06e-05
RAP2C,Liver,1.970757,4.35e-07
RARB,Liver,1.207906,9.81e-07
RASA4,Liver,-0.6662578,0.000153
RASA4B,Liver,-0.6248364,0.000292
RASA4CP,Liver,0.92337,0.000127
RASAL1,Liver,-0.6844991,0.000113
RASGRP2,Liver,-0.6400745,6.04e-05
RASL10A,Liver,-1.909406,0.000239
RASSF7,Liver,-0.8378024,0.000281
RAX,Liver,-2.321811,0.00164
RAX2,Liver,-2.736939,1.06e-10
RBAKDN,Liver,1.014536,0.000641
RBFOX2,Liver,1.901877,1.31e-09
RBFOX3,Liver,-3.821702,1.08e-05
RBM24,Liver,0.705989,0.00744
RBM44,Liver,-0.871538,0.00572
RBMXP3,Liver,1.057554,7.38e-05
RBMY1E,Liver,-1.251111,0.0162
RBMY1F,Liver,-1.530402,0.00119
RBMY1J,Liver,-2.645703,8.77e-05
RBP3,Liver,-0.795258,0.0189
RBP7,Liver,-1.07,5.71e-06
RBPMS2,Liver,-1.613426,1.14e-07
RC3H2,Liver,0.911873,0.0387
RCCD1,Liver,-3.173825,2.39e-06
RD3,Liver,1.110043,3.13e-05
RDH12,Liver,-2.318312,0.000128
RDH5,Liver,-0.933407,0.0209
RDM1,Liver,0.830105,0.000347
REC8,Liver,-0.6087508,1.41e-05
REDIC1,Liver,-1.739024,6.63e-07
REEP4,Liver,-0.6450836,6.75e-05
REEP6,Liver,-0.6257516,0.00299
RELL2,Liver,-0.7092366,0.000201
REM1,Liver,-2.256392,9.91e-07
RENBP,Liver,-1.0221207,1.8e-06
REP15,Liver,-0.972403,0.00372
REPIN1,Liver,1.149754,8.17e-06
RERG,Liver,1.59948,3.35e-07
RETNLB,Liver,-3.476859,0.000242
RETREG2,Liver,1.333911,1.9e-07
RETREG3,Liver,1.397342,1.38e-05
REX1BD,Liver,-0.7716326,0.000563
REXO1L2P,Liver,-5.656851,1.02e-08
RFPL1,Liver,1.501868,9.06e-07
RFPL1S,Liver,-2.732744,1.17e-05
RFX5,Liver,1.471663,2.81e-06
RGL4,Liver,-0.613651,0.0263
RGN,Liver,2.461082,2.69e-08
RGPD5,Liver,-3.000594,5.25e-07
RGR,Liver,1.293025,1.8e-06
RGS14,Liver,2.71387,2.22e-08
RGS20,Liver,-2.362669,0.000809
RGS21,Liver,1.07199,1.7e-05
RGS7,Liver,1.55,0.00401
RHBDD3,Liver,-2.605526,0.000147
RHEX,Liver,-1.2331941,2.12e-07
RHOJ,Liver,1.106512,0.000143
RIMBP2,Liver,1.11,0.00599
RIMBP3C,Liver,-0.601655,0.0153
RIMOC1,Liver,2.953518,5.04e-17
RIMS4,Liver,0.697707,0.00171
RIN1,Liver,-2.739467,6.15e-07
RINL,Liver,-0.795336,0.0223
RIOX2,Liver,0.624099,0.00156
RIPPLY1,Liver,-2.181566,7.61e-05
RLBP1,Liver,-2.191484,2.59e-06
RLF,Liver,1.243618,3.31e-07
RLN2,Liver,-2.287424,1.7e-08
RMC1,Liver,0.952082,5.83e-05
RMP24,Liver,2.285433,5.7e-05
RMP64,Liver,0.962171,0.000496
RN7SK,Liver,1.010809,1.1e-09
RN7SL1,Liver,1.161636,1.61e-09
RN7SL2,Liver,-1.3215339,4.72e-06
RN7SL3,Liver,-1.21,1.53e-06
RNA18SN1,Liver,-1.3541834,7.17e-05
RNA18SN4,Liver,-1.3330417,7.51e-05
RNA28SN1,Liver,-1.2559786,6.43e-06
RNA28SN2,Liver,-1.2386163,7.72e-06
RNA28SN3,Liver,-1.2343701,6.47e-06
RNA45SN1,Liver,-1.2618683,7.47e-06
RNA45SN2,Liver,-1.2476762,8.43e-06
RNA45SN3,Liver,-1.2539252,6.73e-06
RNA45SN4,Liver,-1.2573227,8.51e-06
RNA45SN5,Liver,-1.2634124,7.51e-06
RNASE13,Liver,-1.175511,0.000418
RNASE4,Liver,2.842026,6.76e-15
RNASE9,Liver,-1.372447,0.00339
RNASEH2B,Liver,-0.681247,0.0157
RNASEK,Liver,1.880498,1.84e-06
RND2,Liver,0.6990946,0.00343
RNF126P1,Liver,-3.209498,1.84e-05
RNF144A,Liver,0.770266,0.0163
RNF151,Liver,-1.352256,0.0073
RNF152,Liver,2.379777,1.26e-09
RNF208,Liver,1.891845,0.00918
RNF214,Liver,1.614795,2.57e-06
RNF215,Liver,-0.6379153,2.26e-05
RNF216,Liver,1.023451,1.12e-05
RNF40,Liver,0.850584,0.00569
RNF5P1,Liver,1.56297,1.23e-07
RNR2,Liver,-1.48,0.000172
RNU1-1,Liver,2.037002,2.78e-06
RNU1-3,Liver,0.598762,0.00022
RNU105C,Liver,-1.191681,0.000116
RNU5D-1,Liver,4.319739,3.44e-13
RNU6-1,Liver,2.908963,7.31e-14
RNVU1-18,Liver,0.899368,2.66e-05
RNVU1-7,Liver,1.086348,8.53e-05
RNY1,Liver,5.442742,6.01e-14
RO60,Liver,2.108976,6.74e-09
ROBO3,Liver,1.291698,4.42e-05
RP1L1,Liver,-0.854236,0.00374
RP9,Liver,-1.173804,0.000629
RP9P,Liver,-2.217215,1.08e-06
RPL12P1,Liver,1.743598,2.65e-09
RPL21P16,Liver,-2.382174,0.000373
RPL23AP42,Liver,-1.560903,0.000307
RPL23AP5,Liver,-0.592865,0.0204
RPL23AP82,Liver,-1.913482,1.45e-06
RPL26,Liver,3.703295,5.68e-09
RPL29P2,Liver,1.448041,9.06e-08
RPL3,Liver,2.442634,2.73e-13
RPL31P57,Liver,-2.989003,3.55e-07
RPL32P18,Liver,-1.833129,1.47e-08
RPL34-DT,Liver,0.5875341,0.000282
RPL34P34,Liver,-3.080918,5.19e-08
RPL37,Liver,0.963241,3.46e-05
RPL37A,Liver,2.664969,1.33e-07
RPL39,Liver,1.78313,1.36e-08
RPL39L,Liver,0.797038,0.00228
RPL7A,Liver,1.224445,6.77e-05
RPS17P16,Liver,-1.91898,4.61e-08
RPS26P15,Liver,1.442868,2.42e-08
RPS27L,Liver,-2.828812,5.1e-10
RPS3,Liver,1.763402,2.05e-07
RPS6KA1,Liver,-0.831,3.79e-06
RPS6KA4,Liver,-0.7107133,1.23e-05
RPS7,Liver,-1.045167,0.00123
RPTOR,Liver,1.469699,1.26e-05
RPUSD1,Liver,-1.2460908,4.7e-05
RRAGD,Liver,0.60922629,0.0063576
RRP12,Liver,-3.703452,9.92e-07
RSKR,Liver,-2.127293,6.39e-05
RSPH14,Liver,-0.99208,0.0043
RSPH9,Liver,-2.075714,1.23e-07
RSU1P2,Liver,1.618466,2.88e-07
RTCB,Liver,2.290945,3.4e-09
RTEL1,Liver,-0.5986964,0.000198
RTEL1-TNFRSF6B,Liver,-0.6054391,0.000184
RTF2,Liver,-0.808405,0.022
RTL1,Liver,-0.7245554,0.000795
RTL10,Liver,-1.953289,0.0238
RTL4,Liver,0.613,0.0022
RTL6,Liver,0.950548,0.000139
RTL8C,Liver,-0.933,2.17e-06
RTL9,Liver,-3.691343,6.14e-07
RTN2,Liver,-1.1608335,3.38e-06
RTN4RL2,Liver,2.835179,3.36e-06
RTP2,Liver,-2.000004,0.000174
RTP5,Liver,-1.876787,3.63e-05
RUMY1,Liver,0.853121,8.07e-05
RUMY2,Liver,0.97589,0.000102
RUMY4,Liver,-1.589938,8.87e-08
RUNX1T1,Liver,1.196323,7.59e-06
RUVBL1,Liver,0.838292,0.000264
RUVBL2,Liver,2.07306,1.07e-06
RXFP3,Liver,-1.30456,0.00171
RYR1,Liver,0.73597,0.00351
S100A14,Liver,-0.826,1.87e-05
S100A5,Liver,1.217845,9.09e-06
SACK1A,Liver,-1.692821,9.31e-05
SACK1A-AS1,Liver,-3.421423,1.36e-07
SACK1B,Liver,-0.965182,0.0103
SACK1E,Liver,-2.021852,0.00519
SAMD14,Liver,-0.810688,0.00364
SAMD5,Liver,1.314468,0.00014
SAPCD2,Liver,-2.702995,0.000107
SARDH,Liver,2.37094,2.12e-11
SARM1,Liver,-2.012301,3.87e-06
SARS2,Liver,-0.624821,1.93e-05
SASS6,Liver,1.256507,1.21e-06
SATL1,Liver,-1.314455,7.93e-06
SAXO1,Liver,-0.600205,0.0182
SBF1,Liver,-0.8549589,6.85e-05
SBK1,Liver,-2.423349,0.00221
SBK2,Liver,-3.596576,0.000212
SBNO2,Liver,-1.2246135,4.38e-07
SCAMP3,Liver,1.506242,3.35e-05
SCAMP4,Liver,-0.6305223,0.000203
SCAND1,Liver,3.006782,3.08e-05
SCAND3,Liver,0.700719,8.32e-05
SCAP,Liver,-0.91509,0.0231
SCARNA1,Liver,1.518954,6.09e-06
SCARNA11,Liver,4.348612,1.62e-14
SCARNA13,Liver,2.963395,1e-11
SCARNA14,Liver,1.660983,3.78e-07
SCARNA15,Liver,0.961979,5.82e-05
SCARNA2,Liver,2.337944,1.25e-09
SCARNA20,Liver,2.806879,9.88e-06
SCARNA22,Liver,1.586704,3.04e-07
SCARNA23,Liver,0.779972,0.000534
SCARNA27,Liver,1.895879,4.23e-06
SCARNA3,Liver,4.372846,8.76e-11
SCARNA5,Liver,4.359384,1.14e-11
SCARNA8,Liver,4.255275,3.95e-10
SCART1,Liver,-2.177672,0.000199
SCEL,Liver,-0.81873,0.0038
SCGB1D2,Liver,-1.103284,0.0357
SCGB1D4,Liver,-3.123588,2.46e-06
SCGB2A1,Liver,-3.699767,1.74e-05
SCO1,Liver,1.121404,0.000151
SCP2D1,Liver,-0.836417,0.00833
SCRIB,Liver,-1.1413241,4.13e-07
SCRN2,Liver,2.153393,1.57e-09
SCT,Liver,1.130096,3.64e-05
SCTR,Liver,-2.401613,6.64e-07
SCTR-AS1,Liver,-1.42,3.42e-05
SCUBE3,Liver,-1.31898,2.46e-05
SCX,Liver,-2.871993,0.000435
SDC1,Liver,1.522852,1.08e-06
SDHAF1,Liver,1.846638,0.00831
SDHAP3,Liver,-1.68098,0.00108
SDK1,Liver,-0.929877,0.012
SDR9C7,Liver,-2.91991,4.57e-08
SEC61A1,Liver,-1.268611,0.000897
SELENOF,Liver,2.702519,1.39e-08
SELENOM,Liver,-1.0365964,4.27e-05
SELENOO,Liver,-0.7995548,0.000372
SELENOS,Liver,-2.16565,0.00123
SELENOV,Liver,-1.659846,0.000557
SEM1,Liver,1.906802,0.000198
SEMA4F,Liver,-3.633097,1.07e-06
SENCR,Liver,-0.609,0.000458
SEPHS1P1,Liver,-1.515261,0.000794
SEPT5-GP1BB,Liver,-1.0982883,6.33e-07
SEPTIN 6,Liver,-1.2673776,0.033
SEPTIN12,Liver,1.380674,2.39e-07
SEPTIN14,Liver,0.672198,0.00214
SEPTIN2,Liver,1.917012,4e-11
SEPTIN3,Liver,-1.121088,6.14e-05
SEPTIN5,Liver,-1.0794652,1.26e-06
SEPTIN7P11,Liver,-1.347885,0.00789
SERGEF,Liver,-2.165796,0.000595
SERPINA12,Liver,-1.34,3.52e-05
SERTAD4BP,Liver,0.820902,0.000329
SERTM2,Liver,1.2,0.00049
SEZ6,Liver,-1.626163,5.6e-08
SFSWAP,Liver,0.787195,0.00972
SFTPB,Liver,-2.571592,4.86e-06
SFTPC,Liver,-1.213963,0.00492
SGF29P2,Liver,-0.850944,0.00112
SGK2,Liver,1.089886,6.5e-05
SGPP2,Liver,-1.586199,0.0146
SH2B2,Liver,-0.9089589,0.000128
SH2D7,Liver,-4.396533,1.52e-06
SH3BP2,Liver,1.400293,3.49e-05
SH3D21,Liver,-0.6828088,1.84e-06
SH3GL1,Liver,-0.7799892,9.02e-05
SHBG,Liver,-1.050104,0.00764
SHD,Liver,-0.6213876,0.0234
SHLD1,Liver,-2.62293,3.56e-05
SHLD2,Liver,1.755377,1.55e-10
SHOX2,Liver,1.228738,1.22e-06
SIGLEC10-AS1,Liver,-0.8796877,6.44e-05
SIGLEC12,Liver,-2.140925,2.79e-07
SIGLEC15,Liver,-0.818712,0.0488
SIGLEC6,Liver,-0.908352,0.0209
SIGLEC7,Liver,1.332935,8.59e-07
SIM1,Liver,-1.676393,0.00191
SIPA1,Liver,-0.8998043,1.49e-05
SIRT6,Liver,-1.0223625,2.72e-05
SIX5,Liver,-0.8390538,4.93e-05
SKIC2,Liver,-1.597588,0.000264
SKIC3,Liver,1.566438,1.24e-05
SKIC8,Liver,0.928758,0.0418
SLAMF8,Liver,-3.420871,7.84e-10
SLBP,Liver,0.980661,0.0172
SLC12A2-DT,Liver,0.670953,0.0433
SLC13A5,Liver,0.75046192,0.0078564
SLC14A2,Liver,-2.267968,6.45e-07
SLC15A5,Liver,0.702,0.00319
SLC16A10,Liver,0.77,7.93e-08
SLC16A11,Liver,-0.6510647,0.00112
SLC16A4,Liver,1.228853,0.000845
SLC16A5,Liver,-0.6635593,5.24e-05
SLC16A6,Liver,0.740784,0.000308
SLC16A8,Liver,-2.432398,3.32e-05
SLC16A9,Liver,-0.995809,0.0349
SLC19A4P,Liver,-0.723708,0.000533
SLC1A4,Liver,-2.045722,0.000128
SLC22A1,Liver,2.240128,1.61e-08
SLC22A10,Liver,2.190296,3.65e-08
SLC22A12,Liver,-2.0696,0.000133
SLC22A13,Liver,-1.121264,0.00132
SLC23A1,Liver,1.663682,1.09e-06
SLC24A2,Liver,-1.462356,0.00321
SLC24A3,Liver,0.842992,0.00116
SLC24A3-AS1,Liver,-0.762655,0.0041
SLC25A16,Liver,1.814569,2.19e-07
SLC25A2,Liver,-1.968579,3.95e-07
SLC25A21,Liver,0.791194,0.00715
SLC25A3,Liver,2.450169,4.22e-09
SLC25A34,Liver,-0.727815,0.037
SLC25A35,Liver,-2.101672,1.94e-05
SLC25A36,Liver,1.160689,0.000149
SLC25A3P1,Liver,-4.039195,7.68e-06
SLC25A4,Liver,1.471292,2e-05
SLC25A46,Liver,1.565612,1.62e-06
SLC25A47,Liver,2.349796,2.49e-06
SLC25A5,Liver,-0.687419,0.0119
SLC25A53,Liver,-1.269396,0.0281
SLC26A1,Liver,2.257726,1.16e-11
SLC26A10P,Liver,1.203661,8.55e-07
SLC26A5,Liver,0.936278,1.27e-05
SLC26A7,Liver,-1.119886,0.00652
SLC26A9-AS1,Liver,-0.95,8.52e-05
SLC27A5,Liver,2.125101,6.93e-06
SLC29A4,Liver,-1.2436489,3.23e-05
SLC30A2,Liver,-3.758159,2.53e-06
SLC30A3,Liver,1.187267,1.15e-06
SLC30A8,Liver,-2.341709,1.09e-06
SLC32A1,Liver,-1.615882,0.000533
SLC34A3,Liver,-0.699424,0.0453
SLC35D4,Liver,1.404309,0.00162
SLC35E2B,Liver,2.05712,9.5e-09
SLC35E4,Liver,-2.354131,0.00105
SLC35F1,Liver,0.606,0.0444
SLC35G2,Liver,-0.835421,0.00877
SLC35G5,Liver,-1.996379,0.00532
SLC35H1,Liver,1.510994,0.000113
SLC36A2,Liver,-4.016279,2.12e-06
SLC36A3,Liver,-1.639525,6.86e-07
SLC37A2,Liver,-0.677,0.000222
SLC38A10,Liver,-0.6963653,0.000316
SLC38A12,Liver,1.670753,0.0231
SLC38A3,Liver,1.155035,0.04879
SLC38A8,Liver,-1.253594,0.000834
SLC39A14,Liver,2.973362,5.16e-10
SLC39A3,Liver,1.302722,3.7e-06
SLC39A5,Liver,-0.6687338,0.000426
SLC3A2,Liver,1.417344,2.09e-07
SLC45A1,Liver,1.405673,6.98e-06
SLC45A2,Liver,1.739032,1.43e-06
SLC47A2,Liver,-2.960533,4.65e-06
SLC49A3,Liver,-1.4366858,8.09e-10
SLC4A3,Liver,-0.9060666,0.00224
SLC5A10,Liver,-3.625992,1.27e-07
SLC5A11,Liver,0.754,0.00292
SLC5A5,Liver,-1.625571,1.03e-05
SLC5A6,Liver,-0.809046,0.00467
SLC60A1,Liver,-2.114455,2.09e-06
SLC61A1,Liver,-0.993174,0.00497
SLC66A1,Liver,0.936578,0.000297
SLC67A1,Liver,-3.114897,1.84e-11
SLC6A18,Liver,-2.540292,0.000175
SLC6A19,Liver,-0.9202271,0.00196
SLC6A5,Liver,-0.807641,0.0322
SLC6A8,Liver,-1.02,1.68e-05
SLC71A1,Liver,0.793364,0.000966
SLC71A2,Liver,3.502626,4.79e-15
SLC75A1,Liver,-1.172295,1.46e-05
SLC7A13,Liver,-0.591554,0.0389
SLC7A5P1,Liver,-3.290435,0.000425
SLC7A5P2,Liver,2.154551,1.42e-05
SLC9A3-AS1,Liver,-0.9210129,6.43e-05
SLC9A5,Liver,-0.8190444,0.00012
SLCO1B3-SLCO1B7,Liver,0.632,0.000661
SLCO3A1,Liver,1.422584,1.26e-07
SLIRP-OT1,Liver,-1.376554,0.00515
SLURP1,Liver,-2.933244,7.55e-05
SLX1A,Liver,1.124007,2.84e-05
SLX1B,Liver,1.688494,0.000292
SLX4,Liver,-2.533031,7.92e-07
SLX9,Liver,-1.45173,0.000178
SMARCAL1,Liver,-4.254895,3.88e-07
SMCO1,Liver,-1.209501,4.94e-06
SMG1P2,Liver,2.023199,1.16e-10
SMG6,Liver,0.959015,1.4e-05
SMG7,Liver,1.109103,5.56e-06
SMIM11,Liver,1.092615,1.29e-06
SMIM21,Liver,-2.823636,0.000182
SMIM32,Liver,-1.447732,0.00337
SMN2,Liver,1.541362,2.08e-08
SMPD3,Liver,1.152464,4.25e-05
SMPDL3B,Liver,-2.061955,0.000724
SMR3A,Liver,-0.716764,0.00187
SMUG1,Liver,-1.660127,0.000718
SMURF1,Liver,1.124856,1.27e-08
SMURF2P1-LRRC37BP1,Liver,-2.151575,1.76e-07
SMYD1,Liver,-1.441357,0.00383
SNAI3-AS1,Liver,-0.782039,0.00936
SNAP25-AS1,Liver,-0.659,0.00119
SNAPC4,Liver,-0.887148,0.00608
SNAR-I,Liver,-2.380315,6.02e-06
SNCA,Liver,0.806447,0.0313
SNCG,Liver,-0.6402148,0.0292
SNHG12 /// SNORA44,Liver,-1.2639649,0.04115
SNHG15,Liver,1.644749,0.000142
SNHG25,Liver,-0.7716607,0.00224
SNHG28,Liver,-0.895,8.56e-07
SNHG6,Liver,1.44443,0.000474
SNHG9,Liver,-1.154758,0.000384
SNORA11B,Liver,2.437446,1.46e-09
SNORA11C,Liver,1.71335,1.06e-06
SNORA11D,Liver,2.268556,1.08e-07
SNORA13,Liver,1.875904,3.29e-08
SNORA16A,Liver,3.329133,4.18e-17
SNORA16B,Liver,1.015581,7.84e-07
SNORA2A,Liver,2.260906,6.45e-10
SNORA30,Liver,1.898588,2.25e-09
SNORA3B,Liver,1.671512,5.99e-08
SNORA44,Liver,-0.614,0.000238
SNORA51,Liver,1.883136,3.59e-08
SNORA57,Liver,2.560343,1.18e-10
SNORA58,Liver,1.938684,2.26e-10
SNORA59B,Liver,2.165949,2.24e-10
SNORA5C,Liver,2.696731,4.57e-09
SNORA62,Liver,1.516328,1.53e-07
SNORA63,Liver,2.510668,1.02e-08
SNORA64,Liver,4.056122,2.68e-14
SNORA69,Liver,0.929911,9.56e-05
SNORA71B,Liver,3.282277,1.77e-15
SNORA71E,Liver,1.083539,0.00736
SNORA73A,Liver,3.733729,4.04e-10
SNORA73B,Liver,1.921801,2.67e-13
SNORA74A,Liver,1.632018,0.000143
SNORA77,Liver,3.418771,9.56e-15
SNORA77B,Liver,-1.14,0.000143
SNORA78,Liver,3.271153,1.35e-06
SNORA79B,Liver,-0.78,0.000774
SNORA7A,Liver,3.251037,7.21e-13
SNORA80A,Liver,-1.39,1.51e-05
SNORA84,Liver,1.482141,3.83e-06
SNORA9,Liver,3.723074,8.44e-13
SNORD10,Liver,4.48829,6.39e-15
SNORD100,Liver,4.616129,4.21e-17
SNORD103A,Liver,3.307325,4.47e-14
SNORD107,Liver,2.219778,4.17e-13
SNORD109A,Liver,1.239956,3.87e-05
SNORD11,Liver,1.75134,3.04e-09
SNORD110,Liver,4.412123,3.4e-20
SNORD112,Liver,1.325139,3.41e-06
SNORD113-1,Liver,1.108884,7.61e-07
SNORD113-2,Liver,1.840267,4.02e-09
SNORD113-5,Liver,0.748064,0.00485
SNORD113-6,Liver,1.443432,5.29e-09
SNORD113-7,Liver,1.306661,4.75e-07
SNORD113-8,Liver,2.348504,1.01e-11
SNORD113-9,Liver,1.472172,1.16e-08
SNORD114-1,Liver,1.717889,5.68e-09
SNORD114-17,Liver,1.030417,0.00278
SNORD114-8,Liver,0.706638,0.00131
SNORD115-45,Liver,0.73413,0.000222
SNORD115-48,Liver,0.597135,0.0101
SNORD116-2,Liver,2.394176,2.67e-13
SNORD116-4,Liver,1.854571,2.26e-11
SNORD121A,Liver,1.566993,4.96e-07
SNORD125,Liver,1.261372,6.69e-06
SNORD12B,Liver,3.080251,3.71e-10
SNORD13E,Liver,-0.84,0.00631
SNORD16,Liver,4.372242,5.42e-17
SNORD175,Liver,-0.6595138,0.0123
SNORD18A,Liver,3.407651,9.09e-16
SNORD2,Liver,4.173598,2.31e-16
SNORD24,Liver,2.385003,4.45e-11
SNORD25,Liver,3.267809,1.19e-10
SNORD31,Liver,3.84281,1.89e-12
SNORD35B,Liver,4.692003,3.91e-20
SNORD36A,Liver,4.430092,8.77e-16
SNORD37,Liver,2.993099,1.13e-14
SNORD38B,Liver,1.687386,5.51e-09
SNORD3A,Liver,1.72318,7.23e-06
SNORD3B-1,Liver,-1.01,0.0087
SNORD3B-2,Liver,-0.986,0.0144
SNORD3C,Liver,4.103661,4.08e-11
SNORD42B,Liver,1.204459,1.9e-07
SNORD43,Liver,4.5716,7.47e-18
SNORD47,Liver,1.05589,3.14e-05
SNORD48,Liver,4.584775,2.45e-11
SNORD49A,Liver,4.458312,3.16e-15
SNORD51,Liver,1.378956,5.25e-05
SNORD54,Liver,3.401467,7.56e-13
SNORD56,Liver,3.24151,7.03e-10
SNORD58B,Liver,2.376384,1.39e-13
SNORD6,Liver,2.173145,6.89e-10
SNORD61,Liver,3.857359,1.01e-19
SNORD62B,Liver,2.898271,3.58e-07
SNORD65,Liver,4.608668,2.48e-15
SNORD66,Liver,2.575344,4.76e-14
SNORD68,Liver,3.550514,7.7e-10
SNORD70,Liver,1.563979,2.45e-09
SNORD72,Liver,1.096279,1.61e-06
SNORD73A,Liver,2.195398,1.48e-11
SNORD76,Liver,3.717917,4.43e-18
SNORD83A,Liver,3.847635,9.61e-16
SNORD84,Liver,4.923027,2.61e-16
SNORD88B,Liver,0.844484,0.00424
SNORD88C,Liver,3.304075,1.17e-10
SNORD90,Liver,4.182611,3.32e-16
SNORD91A,Liver,3.115811,3.64e-10
SNORD91B,Liver,4.922242,7.84e-17
SNORD92,Liver,2.456353,1.51e-12
SNORD93,Liver,4.514131,3.29e-14
SNORD94,Liver,5.481625,1.09e-16
SNORD95,Liver,4.499651,1.63e-11
SNORD96A,Liver,3.448083,2.24e-10
SNORD97,Liver,4.65309,3.09e-12
SNPH,Liver,-2.934298,0.000145
SNRPC,Liver,1.314652,0.000425
SNTA1,Liver,1.295422,9.79e-06
SNX11,Liver,-0.680566,0.00994
SNX25,Liver,1.169758,7.21e-05
SNX32,Liver,-1.494458,0.000486
SNX5,Liver,0.814006,0.00204
SOAT2,Liver,0.599788,0.0138
SOBP,Liver,-1.873248,0.00315
SORD,Liver,3.428974,3.31e-05
SOS1,Liver,1.65452,7.22e-08
SOS2,Liver,2.461445,3.32e-11
SOWAHA,Liver,0.907797,5.81e-05
SOX9-AS1,Liver,-0.805,9.73e-05
SPACA3,Liver,-1.339938,1.76e-05
SPACA5,Liver,-2.108491,9.14e-05
SPACA5B,Liver,-5.224773,1.31e-11
SPACDR,Liver,-1.208056,0.00156
SPAG11A,Liver,-6.353857,5.08e-09
SPAG16-DT,Liver,0.953,0.000496
SPANXC,Liver,0.888565,0.000201
SPANXN1,Liver,-1.51048,0.000244
SPATA16,Liver,-1.898394,5.08e-06
SPATA31A5,Liver,-2.777791,1.54e-05
SPATA31B1P,Liver,-2.36012,4.26e-06
SPATA31D1,Liver,-3.640455,3.77e-08
SPATA31G1,Liver,-2.403179,1.66e-06
SPATA31H1,Liver,-0.881199,0.0259
SPATA31J1,Liver,-2.324947,4.08e-08
SPATA4,Liver,-1.07954,0.000168
SPATA41,Liver,-1.221518,0.000968
SPATA45,Liver,-1.373527,0.000113
SPATA46,Liver,-2.773122,4.3e-06
SPATA6L,Liver,-1.208369,0.0207
SPATC1,Liver,-0.934985,0.00467
SPATS2,Liver,0.666814,0.00432
SPCS2P4,Liver,1.50547,5.88e-05
SPHK2,Liver,-0.6141969,0.00104
SPIN2A,Liver,-2.020577,3.4e-05
SPINDOC,Liver,-0.762,8.38e-06
SPINK6,Liver,-1.028703,0.000814
SPINK9,Liver,1.45718,1.34e-07
SPINT3,Liver,-0.84122,0.0102
SPMAP2,Liver,0.660989,0.00341
SPMIP2,Liver,-1.562156,1.94e-07
SPMIP3,Liver,-2.456767,3.55e-07
SPMIP6,Liver,1.16435,8.18e-06
SPMIP8,Liver,0.938298,6.91e-05
SPMIP9,Liver,-3.69723,6e-05
SPOUT1,Liver,-1.509737,0.000215
SPP2,Liver,2.872053,8.41e-08
SPR,Liver,0.84557,0.0122
SPRR2E,Liver,-2.960423,0.0067
SPRYD3,Liver,-0.5862393,4.34e-07
SPTBN2,Liver,0.97785,0.00914
SPTBN4,Liver,-2.629494,0.000699
SRARP,Liver,-1.58497,4.29e-05
SRD5A3,Liver,-0.67718,0.00239
SREBF1,Liver,3.682184,2.34e-11
SRGAP2,Liver,1.742229,2.02e-08
SRM,Liver,-0.6621876,7.3e-05
SRP14P1,Liver,2.154952,1.64e-12
SRPK3,Liver,-3.04178,1.24e-05
SRRT,Liver,-2.682062,6.99e-05
SRSF9,Liver,1.502565,1.07e-06
SS18L1,Liver,1.608249,5.18e-06
SSBP4,Liver,-1.1171724,8.62e-07
SSC4D,Liver,1.337352,4.12e-05
SSMEM1,Liver,-1.085496,4.14e-05
SSPOP,Liver,-0.8369858,0.00149
SSR4,Liver,-0.5970293,0.00195
SSR4P1,Liver,-2.64286,9.15e-09
SSTR5,Liver,-2.068054,0.00661
SSX3,Liver,1.30906,1.94e-06
SSX4,Liver,-0.619845,0.00731
SSX9P,Liver,0.927961,0.000298
ST13P7,Liver,2.074662,1.17e-09
ST7,Liver,2.970925,1.7e-12
