gene,logFC,p_value,adj_p_value
LOC101927511,0.29145149,0.063,0.127
CLDN11,-0.7015295,0.0618,0.127
LOC107984406,-0.21038601,0.0625,0.127
GRAMD4,0.1075257,0.0633,0.128
ZNF513,0.0599788,0.0636,0.128
DLX3,0.18406182,0.0631,0.128
DOC2A,-1.0283813,0.0622,0.128
OR2S2,-1.0470419,0.0623,0.128
CDC42EP2,0.5394596,0.0623,0.128
PRSS53,0.4678054,0.0623,0.128
AP3M2,0.2080156,0.0624,0.128
PIGZ,0.07753353,0.0636,0.128
FANCI,0.233343,0.0622,0.128
MRPL42P5,-0.17093512,0.0635,0.128
NXF1,-0.2303123,0.0623,0.128
LOC101928570,0.19534335,0.0634,0.128
PACSIN2,0.06583526,0.0631,0.128
ZNF70,-0.10390634,0.0632,0.128
NATD1,-0.14207326,0.0635,0.128
SYNPO2,-0.19081318,0.0632,0.128
LOC100506606,0.25079021,0.0634,0.128
METRNL,0.12657758,0.0632,0.128
LOC105377319,0.10647588,0.0632,0.128
SHANK2,-0.4865901,0.0623,0.128
LOC107985065,-0.140091,0.0632,0.128
NECTIN3,-0.2426109,0.0627,0.128
SLC24A2,-0.7095995,0.0621,0.128
C4BPB,0.7831879,0.0627,0.128
POLR2K,0.07984136,0.0636,0.129
UQCRQ,0.1240097,0.0628,0.129
RAB33A,-0.21319945,0.0642,0.129
CNST,0.06952481,0.0638,0.129
LOC105371785,0.24747144,0.0637,0.129
SH3TC2,-0.6432774,0.0632,0.129
ZNF580,-0.2774013,0.0633,0.129
SMPX,-0.8215415,0.0632,0.129
CDH20,0.15025817,0.0638,0.129
LOC105370659,0.21430537,0.0642,0.129
OGFOD1,-0.139962,0.0628,0.129
LRP6,0.06741744,0.0639,0.129
SPOPL,0.07114448,0.0638,0.129
RAC3,-1.0279885,0.0633,0.129
CCZ1,0.06094639,0.0638,0.129
KRBOX5,0.06636411,0.0637,0.129
PLCG1-AS1,-0.06190757,0.0642,0.129
ZHX3,0.06392856,0.064,0.129
NIP7,-0.07722144,0.0642,0.129
MFF,0.1491809,0.063,0.129
ZNF541,0.19288744,0.064,0.129
PNPLA4,0.11497971,0.0638,0.129
CELF3,0.05893963,0.0641,0.129
HTRA2,-0.05347958,0.0643,0.129
ZNF347,0.05146048,0.0639,0.129
SNORD59B,0.15274281,0.0641,0.129
FGFBP1,0.28256624,0.0641,0.129
LCE2D,0.18772211,0.0638,0.129
TMEM130,-0.50547498,0.064,0.129
ZNF429,0.11380005,0.0637,0.129
TBX4,-0.7715278,0.0631,0.129
LOC107987392,-0.20463697,0.0643,0.129
LOC93622,0.06343017,0.0639,0.129
SPDYE14,0.13256398,0.0643,0.129
TIMM21,0.06787579,0.0639,0.129
HSPE1-MOB4,0.07602512,0.0641,0.129
CHRNA7,0.16662282,0.0638,0.129
NR1H4,-0.8831354,0.0639,0.13
MATN1,0.14995333,0.0647,0.13
MIR6513,-0.09768442,0.0644,0.13
SDHAP2,0.15108938,0.0647,0.13
LL21NC02-21A1.1,-0.26608819,0.0644,0.13
LOC105374076,-0.18368366,0.0648,0.13
NUTM2G,0.0779041,0.0643,0.13
MYPOP,0.12131836,0.0644,0.13
RAB3A,-0.4667492,0.0638,0.13
LOC105371055,0.12413202,0.0645,0.13
LOC107986522,-0.12348491,0.0648,0.13
MIR6081,-0.10538529,0.0646,0.13
LOC107986348,0.12066254,0.0645,0.13
FLJ12825,0.14472867,0.0646,0.13
RLF,0.07640482,0.0646,0.13
LOC112268432,0.2576106,0.0643,0.13
CYP2D6,0.1769305,0.0644,0.13
VKORC1L1,-0.11788011,0.0645,0.13
H2BC21,0.07329347,0.0645,0.13
UTP6,0.1689834,0.0636,0.13
LOC105378138,0.20151053,0.0652,0.131
LOC102725231,0.29969174,0.0654,0.131
VRK2,0.1950155,0.064,0.131
LOC105371507,0.1163661,0.0654,0.131
JARID2-AS1,0.12478486,0.0651,0.131
ZNF12,0.05434756,0.0652,0.131
RECQL4,0.11175974,0.0654,0.131
ZNF195,-0.1321789,0.0641,0.131
LOC105371378,0.11354557,0.0651,0.131
LOC107985017,0.19096231,0.0653,0.131
LOC101927609,0.16183149,0.0653,0.131
MED12,-0.191221,0.0642,0.131
BMP3,-0.8802162,0.0643,0.131
PNN,-0.1660469,0.0644,0.131
CCDC154,0.21605921,0.0651,0.131
SFTPB,-0.8253719,0.0641,0.131
SMIM29,0.08603037,0.0656,0.132
LOC107985743,-0.1598303,0.0658,0.132
ERVK13-1,0.08474906,0.0658,0.132
CSRNP2,-0.1088595,0.0647,0.132
TMCO4,-0.10619315,0.0659,0.132
ACAT2,-0.4925629,0.0651,0.132
RARB,-0.08354696,0.0658,0.132
ARRB1,-0.08681652,0.0657,0.132
RSPH10B2,0.16862263,0.0658,0.132
TCP10L,0.22812909,0.0658,0.132
CSTB,-0.1521535,0.0652,0.132
ALDH1A2,0.17747302,0.0661,0.132
MIR24-2,0.19215869,0.0655,0.132
CYP26A1,1.0597724,0.0651,0.132
ODF2L,-0.07274917,0.0661,0.132
CFL2,-0.13076807,0.0657,0.132
F8A2,-0.19837827,0.0657,0.132
LOC112268310,0.13828875,0.0658,0.132
TMEM205,0.06119596,0.0659,0.132
HMOX1,-0.13144146,0.0657,0.132
MAF1,-0.07995232,0.0657,0.132
LOC105372439,0.22686571,0.0661,0.132
TYR,0.23902154,0.0661,0.132
GABRA4,0.47950262,0.0658,0.132
TVP23B,0.07227708,0.0662,0.133
LOC102725044,0.07023576,0.0662,0.133
CFDP1,0.1862533,0.0656,0.133
LRIT1,-0.7833834,0.0655,0.133
SARAF,0.1228836,0.0655,0.133
DUS1L,-0.1384011,0.0653,0.133
SNHG4,0.09259859,0.0663,0.133
SERPINA3,-0.7266594,0.0653,0.133
ATP10B,0.2122395,0.0654,0.133
NRXN3,0.13366262,0.0667,0.133
P3H2,0.2765171,0.0657,0.133
LOC107986061,-0.23867661,0.0665,0.133
CAGE1,-0.22183867,0.0663,0.133
MOB3B,0.08169801,0.0667,0.133
BET1,0.1796057,0.0654,0.133
NADK2,-0.05855636,0.0662,0.133
RP1L1,0.18690776,0.0667,0.133
ZNF257,-1.1826082,0.0656,0.133
THEMIS,-0.32019331,0.0663,0.133
RTL8B,0.07277021,0.0664,0.133
MMAB,0.09504285,0.0663,0.133
GUSBP14,0.13640989,0.0663,0.133
LOC105377576,-0.1366465,0.0666,0.133
RAB40A,-0.15397364,0.0665,0.133
DANT2,0.15727073,0.0664,0.133
ATP5MJ,0.10597269,0.0665,0.133
PROM1,-0.32448937,0.0664,0.133
MCPH1,-0.05256432,0.0673,0.134
TAF10,-0.1159615,0.0662,0.134
RAPGEF4-AS1,0.19177632,0.0671,0.134
TRMO,0.1513935,0.066,0.134
SOSTDC1,0.1773584,0.067,0.134
POU5F1P5,0.07902086,0.0669,0.134
ZNF749,-0.9545269,0.0663,0.134
NEMP2,0.08405113,0.0669,0.134
PMVK,0.20538497,0.0673,0.134
CRY2,0.2620029,0.0665,0.134
SETD2,0.03466832,0.0668,0.134
KIAA1586,-0.08165387,0.067,0.134
HAVCR1,-0.3074766,0.0673,0.134
DDI2,0.04656147,0.0668,0.134
PLAGL1,-0.09906873,0.067,0.134
MAP3K7CL,0.3377838,0.066,0.134
HERC2P10,-0.38281369,0.0672,0.134
RAD23A,-0.1748102,0.066,0.134
DDX28,0.1406454,0.0665,0.134
RPF1,0.1063789,0.0662,0.134
PPP4C,-0.1480125,0.0672,0.135
LOC105371254,-0.19662983,0.0674,0.135
C18ORF25,0.04918873,0.0677,0.135
GCAWKR,-0.23710015,0.0676,0.135
LOC107986709,0.11609564,0.0677,0.135
IPO9,-0.04120907,0.0678,0.135
LOC105371224,-0.10019615,0.0679,0.135
PTGER3,-0.12929799,0.0679,0.135
LOC105373454,0.22476241,0.0675,0.135
INSC,-0.20229204,0.0674,0.135
DARS2,-0.2059968,0.0671,0.135
WDR73,-0.1293007,0.0672,0.135
FSBP,0.09945271,0.0675,0.135
TLE1,0.1318341,0.0669,0.135
C17ORF67,-0.12711829,0.0674,0.135
CDK5RAP2,0.05021322,0.0675,0.135
FUT9,-0.8930779,0.0672,0.135
GEMIN2,0.06814761,0.0674,0.135
HCRTR2,-1.0010721,0.067,0.135
IFNA7,-1.5322661,0.0668,0.135
LOC101059949,0.26372871,0.0685,0.136
RPS6KA4,-0.1304501,0.0681,0.136
DLSTP1,0.09577448,0.0682,0.136
LOC107986977,-0.24198543,0.0685,0.136
FAM238C,0.16533583,0.0681,0.136
GTF3C4,-0.1877884,0.0675,0.136
SERTAD1,-0.10994575,0.0682,0.136
SMIM26,0.09772235,0.0682,0.136
LINC02795,-0.28404481,0.068,0.136
LOC101929130,-0.18007675,0.0685,0.136
CRLS1,-0.06014304,0.0681,0.136
CEP152,0.09157674,0.0683,0.136
NPHP3-AS1,0.10670056,0.068,0.136
VAV3,0.10303938,0.0682,0.136
LOC107987150,-0.08261061,0.0684,0.136
ABCA7,-0.2933959,0.0672,0.136
ASMTL-AS1,-0.766619,0.0675,0.136
CELF2-AS1,-0.11675219,0.0682,0.136
ZBTB44,0.07865946,0.0689,0.137
GREM2,0.28061856,0.0689,0.137
DIP2A,0.05263624,0.069,0.137
QTRT2,0.1238292,0.0684,0.137
JPT1,-0.09819283,0.0689,0.137
MED8-AS1,-0.08792593,0.0688,0.137
PIK3R1,0.2499054,0.0684,0.137
MIR4451,0.16666851,0.069,0.137
L1CAM,-0.18778437,0.069,0.137
MIR4256,0.15601109,0.0691,0.137
LOC107984034,0.17968937,0.0691,0.137
AIRN,-0.13534744,0.0689,0.137
LYNX1,0.18812982,0.0687,0.137
HADHA,0.05900138,0.0688,0.137
TPTE,-0.8200662,0.068,0.137
LRAT,-1.0617,0.0682,0.137
LOC107986317,-0.25977723,0.0686,0.137
SP2,-0.1475052,0.0682,0.137
LINC00205,-0.10570897,0.0694,0.138
LOC105374494,-0.15094292,0.0692,0.138
LOC105377763,0.1205696,0.0692,0.138
GON4L,-0.02636587,0.0696,0.138
SLC25A38,0.1188788,0.0687,0.138
MBP,-0.1980289,0.0687,0.138
XPC,0.1957794,0.0689,0.138
JMJD7-PLA2G4B,0.11017601,0.0692,0.138
LOC105370436,0.27760057,0.0696,0.138
TMCC3,0.0983688,0.0694,0.138
TMEM120A,0.06218557,0.0694,0.138
ARMCX6,0.0804015,0.0694,0.138
PKIA-AS1,0.17894526,0.0692,0.138
C9ORF43,0.14316138,0.0695,0.138
HIPK1-AS1,0.16414625,0.0694,0.138
PIH1D1,0.054143,0.0699,0.139
SPDYE13,0.12644063,0.0701,0.139
SNHG12,0.07691678,0.0701,0.139
LOC101926956,0.27642373,0.0698,0.139
TTLL1,-0.07386243,0.0698,0.139
TSPEAR,0.26651514,0.0703,0.139
BTF3L4,0.06000693,0.0698,0.139
ZNF280C,0.0621242,0.0698,0.139
MPZ,-0.23965726,0.0703,0.139
LOC107984868,-0.16669426,0.0701,0.139
HK1,0.1100532,0.0694,0.139
HTR4,-0.522717,0.0691,0.139
HABP2,-0.4777404,0.0691,0.139
ATXN8OS,-1.0325964,0.0696,0.139
BDKRB1,-0.22969027,0.0702,0.139
GSK3B-DT,0.09274133,0.0699,0.139
LOC107985976,0.16089383,0.0701,0.139
PKD1P4-NPIPA8,0.14851342,0.0698,0.139
POLRMT,0.09189186,0.0698,0.139
MINCR,0.11868552,0.0702,0.139
MIR194-1,0.19425141,0.0708,0.14
LOC105374781,-0.26136925,0.0708,0.14
LOC101928156,0.16887073,0.0709,0.14
BACH1-IT2,-0.13237031,0.0708,0.14
PDZK1IP1,0.1625818,0.0706,0.14
DNAJA2,0.0576045,0.0705,0.14
FDPS,-0.3930166,0.0703,0.14
SEMG2,-1.20752,0.0703,0.14
CALR4P,0.26205215,0.0706,0.14
NRIP3,0.2488219,0.0702,0.14
LOC107986304,-0.11430031,0.0708,0.14
NCKAP5,-0.08824228,0.0709,0.14
SLC30A2,0.20591824,0.0709,0.14
TRMU,0.06678031,0.0707,0.14
RASL11B,-0.19243901,0.0705,0.14
TSKU-AS1,0.26930258,0.0707,0.14
INTS13,0.1546862,0.0703,0.14
TULP4,0.1422421,0.07,0.14
NCOA6,0.1101898,0.0703,0.14
LOC105373218,0.10619716,0.0709,0.14
FGF14-AS2,0.13860991,0.0705,0.14
SEMA6D,-0.11441807,0.0704,0.14
ADCYAP1R1,-1.057445,0.0702,0.14
ERBB4,-0.4230756,0.0702,0.14
PLXNA1,0.1231121,0.0703,0.14
SEMA4D,0.1951363,0.0698,0.14
MRPL46,0.1029241,0.0705,0.141
SMIM41,0.16072221,0.0712,0.141
THAP7-AS1,0.18154812,0.0715,0.141
PHRF1,0.11114253,0.0715,0.141
MIDEAS,0.11037529,0.0715,0.141
ZNF761,0.07612962,0.0711,0.141
PRDX6,-0.06060826,0.0713,0.141
ATP6V1B2,-0.05734368,0.0714,0.141
CHAMP1,-0.0953977,0.0712,0.141
RNA18SN2,0.21045181,0.0712,0.141
ALKBH5,-0.07640729,0.0713,0.141
TOMM70,0.06020285,0.071,0.141
LINC02943,-0.14512779,0.0712,0.141
CKAP2,0.2268177,0.0707,0.141
GABRA6,0.7505002,0.0708,0.141
RANBP17,-0.1300252,0.0714,0.141
MIR628,0.17343561,0.0714,0.141
PXN,-0.14097371,0.0714,0.141
FADS2,-1.2362739,0.0705,0.141
NDUFA4,0.10856831,0.0716,0.141
TSSK2,-0.9652909,0.0706,0.141
RPA1,-0.09221,0.0705,0.141
FLII,-0.0982049,0.0711,0.141
LOC105371366,-0.12190437,0.0713,0.141
PRSS50,0.909916,0.0708,0.141
AHI1,0.09698157,0.0713,0.141
FAM106B,-0.22076341,0.0714,0.141
FNDC11,0.25490013,0.0717,0.142
RNF38,0.1303718,0.0712,0.142
UCKL1,-0.1648811,0.0712,0.142
SIM2,0.19302706,0.0717,0.142
EIF3J,0.1163473,0.0716,0.142
TSPAN32,-0.1630756,0.0721,0.142
ACO1,-0.16893741,0.0717,0.142
HOXA4,0.17557208,0.072,0.142
AXDND1,0.55122664,0.0721,0.142
LOC105378539,-0.0841993,0.0721,0.142
DNM3,-0.08275523,0.0718,0.142
VWA3A,0.16073128,0.0719,0.142
FUNDC1,0.08156036,0.0721,0.142
LOC105375503,0.17164159,0.0716,0.142
SNHG3,-0.3416015,0.0714,0.142
EMX1,0.1950538,0.0717,0.142
ARG1,0.25374284,0.0719,0.142
ACTR8,0.2001895,0.0722,0.143
KIAA0930,0.1134576,0.0722,0.143
LOC107985367,0.06535025,0.0725,0.143
CHRNA3,0.7359239,0.0719,0.143
IQCD,0.13494877,0.0723,0.143
BRWD1-AS2,0.15638992,0.0724,0.143
ELOB,-0.2090165,0.072,0.143
IL18BP,-0.08022923,0.0727,0.143
LOC105378629,-0.16453307,0.0723,0.143
NECAB1,-0.12430415,0.0725,0.143
IL36B,0.2633467,0.0724,0.143
MIR4707,0.13412364,0.0725,0.143
RNVU1-2A,-0.16891721,0.0725,0.143
INPP5E,-0.2350873,0.0724,0.143
UBASH3B,0.11581659,0.0727,0.143
PRC1-AS1,0.11034656,0.0726,0.143
ORC1,0.3853064,0.0718,0.143
NELL2,0.26552289,0.0724,0.143
PIGB,-0.1025586,0.0717,0.143
SLC66A2,0.0974224,0.0722,0.143
PROZ,-0.7445897,0.0717,0.143
MIR3936,0.18108983,0.0726,0.143
DRICH1,0.19611795,0.0726,0.143
F8A3,-0.19648254,0.0733,0.144
MSLN,0.39267482,0.0734,0.144
LOC105369530,0.21656941,0.0733,0.144
KIDINS220,0.04647749,0.0732,0.144
XKR4,-0.18047299,0.0733,0.144
LOC100506639,-0.06067099,0.073,0.144
TRIM72,0.23934348,0.0732,0.144
MYL5,0.07728614,0.0731,0.144
APH1B,0.07914196,0.073,0.144
NIPAL4-DT,-0.20971674,0.0731,0.144
ACSM3,-0.9551936,0.0727,0.144
NIPSNAP3A,0.07158492,0.0733,0.144
LOC112268213,0.10180484,0.0729,0.144
TMUB1,0.09138199,0.0729,0.144
LINC02904,-0.19160509,0.073,0.144
AIFM1,-0.06773351,0.0732,0.144
RING1,-0.1320926,0.0729,0.144
FGF16,-0.9799067,0.073,0.144
TRC-GCA3-1,-0.20893089,0.0733,0.144
ASL,-0.1977935,0.0729,0.144
RRP1,-0.2211622,0.0731,0.144
SLC6A3,-0.5676129,0.0729,0.144
LOC105369745,0.07869277,0.0729,0.144
FAM47E,0.15974301,0.0733,0.144
LOC105375363,0.06579106,0.073,0.144
LINC02762,0.08921323,0.0731,0.144
ZMIZ2,0.1768622,0.0735,0.145
CRYBB1,-0.8692743,0.0735,0.145
LOC285819,-0.16395821,0.0739,0.145
LOC653513,-0.10969953,0.0741,0.145
HYMAI,-0.3639095,0.0736,0.145
TRPM4,-0.2525234,0.0735,0.145
LOC105370884,0.12801821,0.0738,0.145
HAPLN2,0.22590781,0.0738,0.145
CFAP107,0.81372973,0.0741,0.145
TTC33,-0.1568302,0.0733,0.145
SPOPL-DT,0.11780933,0.0738,0.145
LOC105372228,0.19319276,0.0741,0.145
ZNF45,0.04975064,0.0737,0.145
ANKRD45,-0.26046164,0.0736,0.145
HMGB1,0.07047532,0.0737,0.145
LOC107986244,0.17887871,0.074,0.145
CACTIN-AS1,0.11654533,0.0738,0.145
LOC105376287,0.13224386,0.0737,0.145
RP9,0.06128477,0.0741,0.145
LOC105375839,0.11088077,0.0737,0.145
LOC105374414,-0.30569446,0.0739,0.145
LOC105376035,0.14061135,0.0738,0.145
LOC105373989,0.23737967,0.0738,0.145
TTC16,-0.1914714,0.0735,0.145
CDC50B,0.1340683,0.0736,0.145
SNX9,-0.06619301,0.0736,0.145
NAA80,0.09653412,0.0736,0.145
DDHD2,0.05406592,0.0741,0.145
C12ORF40,-0.13171832,0.0739,0.145
ENTPD4,-0.19099,0.0735,0.145
ARPIN,0.3402977,0.0734,0.145
ISM1,-0.11606846,0.0747,0.146
GDF3,-0.6650845,0.0739,0.146
E2F2,-0.5602251,0.0741,0.146
LOC105379377,0.32878165,0.0744,0.146
POC5,0.06770731,0.0748,0.146
RHO,-0.5715738,0.0742,0.146
ZNF594,0.08811958,0.0743,0.146
LOC105373581,0.10325735,0.0747,0.146
CCDC134,0.0757994,0.0748,0.146
LNC-LBCS,0.18323957,0.0744,0.146
BRIX1,0.07145818,0.0742,0.146
AMER2,-0.39168562,0.0744,0.146
ASAH1-AS1,0.14025527,0.0743,0.146
CCKAR,-0.8396219,0.0744,0.146
PHF24,-0.3885122,0.0743,0.146
KIF4A,-0.14313083,0.0744,0.146
RPL10,0.07135886,0.0746,0.146
NEURL1,-0.4086387,0.0741,0.146
AHCTF1P1,0.0621586,0.0742,0.146
ADH5,0.1659445,0.0739,0.146
RHPN1,0.1635885,0.0743,0.146
ST3GAL3,-0.09002138,0.0747,0.146
PPP5D1P,0.15696669,0.0744,0.146
GALNT7,-0.16391722,0.0745,0.146
NDUFB2-AS1,-0.07689035,0.0745,0.146
CHIC1,0.07313041,0.0747,0.146
SNORD26,0.1367166,0.0743,0.146
HTR1B,-0.9167358,0.0739,0.146
FLVCR1-DT,-0.28834523,0.0747,0.146
PYDC1,0.22275624,0.0751,0.147
CRNDE,0.08627037,0.075,0.147
NDUFS1,0.1396196,0.0745,0.147
LOC105372250,-0.22625294,0.0751,0.147
ZNF385D,-0.1474862,0.0754,0.147
ATF6,0.171082,0.0745,0.147
LOC107984361,-0.15353237,0.0748,0.147
ELF5,-0.4673214,0.0749,0.147
FER1L6,-0.41668279,0.0753,0.147
PRG2,-0.7127189,0.0745,0.147
OXCT1,0.1788264,0.0745,0.147
ZNF76,-0.07652788,0.0751,0.147
LOC105372707,0.1006235,0.0749,0.147
LOC101928466,0.12646003,0.0759,0.148
HEXB,-0.06878411,0.0757,0.148
VPS45,0.04844446,0.0759,0.148
MIR5579,-0.1883229,0.0754,0.148
UBL7-DT,0.07616616,0.0759,0.148
TRMT44,0.10717788,0.0755,0.148
LOC107986472,-0.18105941,0.0754,0.148
LOC105371376,0.13079293,0.0756,0.148
LOC105370687,-0.07499546,0.0756,0.148
CDCA7L,0.09226659,0.0758,0.148
WFDC12,-0.40498854,0.076,0.148
NOP2,-0.07186236,0.0756,0.148
DNASE1,0.0951079,0.0755,0.148
DUSP5-DT,0.30869142,0.0759,0.148
MYO15A,0.19829951,0.0756,0.148
LOC102724780,-0.28881891,0.0755,0.148
ARG2,-0.3138744,0.0753,0.148
ATG9A,0.2117353,0.0755,0.148
ZNF41,-0.4494883,0.0751,0.148
LOC105370932,0.15385903,0.0758,0.148
TTBK2,0.05708975,0.0755,0.148
WRAP53,-0.08502782,0.0755,0.148
EFCAB7,0.07365029,0.0756,0.148
PGM1,-0.11195185,0.0758,0.148
GRPEL2,-0.06029337,0.0759,0.148
SMC4,-0.07472081,0.0763,0.149
LOC107984837,0.09872873,0.0762,0.149
CARD14,0.12499567,0.0766,0.149
NIPA1,0.06264767,0.0765,0.149
FAM24B-CUZD1,-0.15174238,0.0764,0.149
PSMD14-DT,0.12651619,0.0765,0.149
ATOSB,-0.09690381,0.0763,0.149
C12ORF60,0.11016219,0.0765,0.149
ATPAF2,0.0491434,0.0763,0.149
ACTR3,-0.08212171,0.0766,0.149
LOC105374444,0.26805057,0.0766,0.149
DNAJC9,0.06571416,0.0761,0.149
ELSPBP1,-0.8166285,0.0762,0.149
RARRES1,-0.5801091,0.0762,0.149
PYGB,-0.2597907,0.0762,0.149
FABP1,-0.8337762,0.0757,0.149
BTD,-0.1843873,0.076,0.149
PLA2G4B,0.11654803,0.0763,0.149
DIDO1,-0.202038,0.076,0.149
ISLR2,-0.29086545,0.0769,0.15
TRIM56,-0.07893671,0.0772,0.15
PGAM5,-0.07872859,0.0773,0.15
FRG2C,0.2610805,0.0769,0.15
TKTL1,0.5628256,0.0764,0.15
LOC105370974,0.15837562,0.0767,0.15
LOC285847,-0.21672708,0.077,0.15
LINC02809,-0.7925203,0.0764,0.15
LOC105378988,0.14573132,0.077,0.15
PKD1-AS1,0.1537183,0.0768,0.15
C1ORF52,0.05029222,0.0768,0.15
CAHM,-0.15347994,0.0771,0.15
MTG1,0.2846925,0.0766,0.15
ARHGAP19-SLIT1,0.07444914,0.0772,0.15
LOC105379011,0.21335163,0.077,0.15
GPATCH3,-0.1712723,0.0771,0.151
SOX17,-0.19782043,0.0774,0.151
MED1,-0.1583908,0.0771,0.151
RPAP1,0.1894562,0.077,0.151
TULP3,0.06652604,0.0776,0.151
INSIG1,-0.805827,0.0776,0.151
MYH6,1.0377813,0.0771,0.151
SOX10,-0.3104841,0.0769,0.151
ATOX1,0.115127,0.0773,0.151
PADI4,-0.8251623,0.0775,0.151
RAB17,-0.3905681,0.0773,0.151
KPNA5,-0.3348571,0.0772,0.151
FAM167A,0.15256274,0.0776,0.151
ADAM18,-0.8911897,0.0775,0.151
RAB11FIP5,0.1304228,0.0774,0.151
MSL2,0.1419582,0.077,0.151
NTSR2,-0.8451095,0.0771,0.151
NAA40,-0.1721834,0.0775,0.151
POLR1C,0.05720934,0.0778,0.151
ARHGAP35,-0.2095697,0.0776,0.151
CRAT,-0.9288362,0.0773,0.151
TCEAL7,-0.19914587,0.0777,0.151
FITM1,0.18802045,0.0776,0.151
TMEM61,0.19518864,0.0777,0.151
BAIAP2L2,0.12897652,0.0773,0.151
LOC105369529,0.125092,0.0778,0.151
LSMEM2,-0.10597718,0.078,0.152
SCO1,-0.04449182,0.0782,0.152
MAPK10,-0.2704166,0.0781,0.152
CALN1,0.23459428,0.0783,0.152
FER1L4,0.5805667,0.078,0.152
DMAP1,0.05910263,0.0784,0.152
SDAD1-AS1,-0.19356618,0.0783,0.152
THG1L,0.1593205,0.0777,0.152
LOC105374615,0.13881525,0.078,0.152
LOC105369574,-0.24480548,0.0785,0.152
GOLGA8H,0.07766307,0.0779,0.152
CXXC5,-0.10231586,0.0781,0.152
TNFSF12,-0.14123892,0.0781,0.152
MTX1,-0.05960916,0.0779,0.152
GALNT13,0.29030232,0.0784,0.152
ZNF599,0.07457204,0.0784,0.152
USP32P2,-0.36236172,0.0783,0.152
DNAJB6,0.1760387,0.0779,0.152
NFU1,-0.07273746,0.0783,0.152
CNOT3,-0.3661018,0.0781,0.152
CREG2,-0.35795045,0.0784,0.152
LOC105376384,-0.05682021,0.0779,0.152
ZBTB35,0.1500776,0.0784,0.153
LOC107987264,0.08677966,0.0789,0.153
PTTG1,0.2324545,0.0789,0.153
B4GALT4-AS1,0.10875799,0.0787,0.153
LOC105376704,0.13435695,0.0791,0.153
FAM21EP,0.10627024,0.0791,0.153
LOC105377779,-0.23825255,0.0791,0.153
CADM1-AS1,0.17685511,0.0792,0.153
LOC105370491,-0.23258425,0.0789,0.153
COLCA1,0.18091899,0.0791,0.153
ADORA2A-AS1,0.20922294,0.079,0.153
ZBTB8OS,0.04991867,0.0787,0.153
LINC01950,0.34148946,0.0786,0.153
FAM104B,0.07682158,0.0788,0.153
CAMKV,-0.6390531,0.0789,0.153
HULC,0.19062667,0.0791,0.153
THAP2,0.13686856,0.0786,0.153
SLC22A8,-0.421018,0.0789,0.153
MIR26B,0.18049087,0.0789,0.153
TCTN1,-0.1987151,0.0784,0.153
GALNT11,0.0617171,0.0788,0.153
LOC101929727,-0.14263279,0.0795,0.154
OR7A5,-0.34537767,0.0797,0.154
LOC107986762,-0.14566351,0.0797,0.154
UPB1,0.53303832,0.0792,0.154
MIR98,0.20116514,0.0797,0.154
ATXN3L,-1.0138867,0.0794,0.154
ZMIZ1-AS1,0.11423095,0.0792,0.154
USP12-AS1,0.11639839,0.0794,0.154
BCO2,0.08637296,0.0794,0.154
KLHL33,-0.21081025,0.0798,0.154
AOC2,-0.11680836,0.0794,0.154
IGBP1P1,0.15582622,0.0793,0.154
C10ORF143,-0.10086126,0.0797,0.154
MIR4766,0.20525119,0.0795,0.154
ZC3H13,0.04605778,0.0796,0.154
SLC27A5,-0.3290786,0.0795,0.154
FOXC1,-0.3631717,0.0791,0.154
HSPA2,0.11936459,0.0793,0.154
MRPS34,-0.1436112,0.0795,0.154
SRSF12,0.10739653,0.0793,0.154
TRPV4,-0.7133154,0.0791,0.154
LOC105378260,0.11427994,0.0801,0.155
PAK6-AS1,0.13259852,0.0801,0.155
SCAND1,-0.1222868,0.0802,0.155
CECR2,0.28721698,0.0802,0.155
SCYL1,-0.06485625,0.0799,0.155
TMEM35A,-0.3849572,0.0797,0.155
LOC102724528,0.08125369,0.0801,0.155
FXR1,0.05333029,0.0799,0.155
LINC02473,0.28675031,0.0798,0.155
LOC100505915,0.1304123,0.0799,0.155
APOL5,-0.6509212,0.08,0.155
MDH2,0.107833,0.0799,0.155
PTPN5,-0.23155961,0.0799,0.155
PHC2-AS1,-0.1988223,0.08,0.155
C15ORF48,0.28088915,0.0802,0.155
C6ORF52,0.19865471,0.0803,0.155
LOC105369946,-0.32357191,0.0802,0.155
LOC105371502,0.17531841,0.0799,0.155
POGLUT3,-0.0671432,0.0806,0.156
EGOT,-0.14061358,0.081,0.156
SPATA12,-0.10904257,0.0808,0.156
POLA2,0.07064421,0.081,0.156
LOC112268134,0.14813289,0.0809,0.156
LOC107985767,0.16745509,0.081,0.156
SCLY,-0.08586496,0.0809,0.156
ANKRD17-DT,0.12919815,0.081,0.156
HOMER1,0.1979376,0.0807,0.156
RUSC1,-0.1169042,0.0808,0.156
DHX9,-0.05169816,0.0806,0.156
AURKB,-0.3226867,0.0805,0.156
TIGD6,-0.4062479,0.081,0.156
TBCD,-0.1444384,0.0808,0.156
RMI2,0.12712172,0.0811,0.156
PLCE1-AS2,-0.19977112,0.0806,0.156
UNC5CL,0.14499534,0.081,0.156
SAMD8,-0.05670834,0.0808,0.156
CENPBD1P,-0.08496769,0.0806,0.156
LOC107986249,-0.20984699,0.0811,0.156
