gene,logFC,p_value,adj_p_value
CIRBP,0.13883719,4.92e-07,4.64e-06
RASGRP3,-0.42547983,4.93e-07,4.65e-06
KLRG1,-0.54709294,4.92e-07,4.65e-06
NUDT6,-0.31135072,4.94e-07,4.66e-06
SHROOM3-AS1,-0.50079984,4.96e-07,4.67e-06
ADRA1D,-0.96922522,5e-07,4.71e-06
ANKRD22,0.38501838,5.03e-07,4.73e-06
PDE5A,-0.30319026,5.03e-07,4.74e-06
RPL35,0.2347523,5.04e-07,4.75e-06
OASL,-1.16409451,5.05e-07,4.75e-06
CSNK1G3,-0.14050565,5.06e-07,4.76e-06
MAN2B1,-0.30787631,5.08e-07,4.78e-06
RNASE4,0.29617024,5.12e-07,4.82e-06
PARP1,-0.13455626,5.14e-07,4.83e-06
SPAG1,0.30669024,5.14e-07,4.83e-06
KMO,-0.35819723,5.17e-07,4.85e-06
IFI30,-0.51099641,5.17e-07,4.85e-06
LOC105370910,0.22846938,5.16e-07,4.85e-06
HMGA2-AS1,-0.71253805,5.24e-07,4.91e-06
KHDRBS1,0.5990133,4.88e-08,4.93e-06
FNDC3A,-0.7242817,4.96e-08,4.93e-06
TRRAP,-0.6396025,4.93e-08,4.93e-06
PTK7,-0.35471019,5.3e-07,4.97e-06
CCM2,-0.22642899,5.34e-07,5e-06
LOC105376591,-0.51257405,5.34e-07,5.01e-06
IL20RB,0.33210495,5.4e-07,5.06e-06
C18ORF15,-0.44377654,5.41e-07,5.07e-06
STRCP1,0.36311755,5.44e-07,5.09e-06
WNT4,0.45243941,5.45e-07,5.1e-06
MOK,0.18960457,5.48e-07,5.12e-06
GRN,-0.26249671,5.49e-07,5.13e-06
KIF22,-0.9591345,5.2e-08,5.13e-06
SH3RF1,-0.15960311,5.5e-07,5.13e-06
ZNF439,0.28092168,5.52e-07,5.15e-06
PLEKHA3,-0.14991635,5.52e-07,5.16e-06
OXNAD1,-0.17298555,5.53e-07,5.16e-06
C1QTNF3-AMACR,-0.40634405,5.61e-07,5.23e-06
CD276,-0.40237047,5.69e-07,5.31e-06
SERPINA12,0.4741623,5.72e-07,5.33e-06
ZNF141,0.14913498,5.72e-07,5.33e-06
STT3A,-0.13718093,5.79e-07,5.38e-06
XRN2,-0.17608843,5.78e-07,5.38e-06
SLC26A5,0.30200521,5.77e-07,5.38e-06
FHL5,-0.68284327,5.79e-07,5.38e-06
LBR,-0.16669493,5.8e-07,5.4e-06
GNG2,-0.34435163,5.84e-07,5.42e-06
CETP,-0.58031879,5.83e-07,5.42e-06
LOC101926907,0.33801712,5.84e-07,5.43e-06
KLF3,0.22221829,5.9e-07,5.48e-06
LOC107985690,-0.97005902,5.93e-07,5.5e-06
EPHA4,1.7300591,5.74e-08,5.53e-06
TMEM131,-0.6038013,5.88e-08,5.57e-06
CNOT4,-0.7660329,5.86e-08,5.57e-06
LOC105370819,-0.37153081,6.01e-07,5.58e-06
RPL14,0.22046044,6.03e-07,5.6e-06
BNIPL,0.2853059,6.07e-07,5.63e-06
LIPI,0.60561531,6.07e-07,5.63e-06
SLC2A10,-0.4329521,6.11e-07,5.66e-06
SEPTIN4-AS1,-0.43408211,6.13e-07,5.68e-06
LINC02947,-0.75144129,6.15e-07,5.69e-06
RASGRF1,-0.46845435,6.23e-07,5.76e-06
FLT4,-0.46740364,6.27e-07,5.79e-06
GNLY,-0.8810379,6.27e-07,5.79e-06
ELL3,0.30490947,6.28e-07,5.81e-06
LOC107983976,-0.34320477,6.28e-07,5.81e-06
ADGRF5-AS1,-0.56843147,6.33e-07,5.85e-06
MLF2,-1.3995672,6.41e-08,5.89e-06
TMBIM1,0.6386568,6.38e-08,5.89e-06
OTUB1,-0.5240314,6.35e-08,5.89e-06
TMEM26,-1.0328343,6.43e-07,5.94e-06
ZNF664-RFLNA,-0.3496508,6.49e-07,5.99e-06
LOC107985499,0.85298865,6.49e-07,5.99e-06
KLHL14,-0.67026251,6.55e-07,6.04e-06
LOC105376572,0.61407625,6.57e-07,6.06e-06
NCSTN,-1.0884225,6.77e-08,6.13e-06
LOC107985517,-0.46870521,6.68e-07,6.16e-06
RNF4,-0.10747107,6.7e-07,6.18e-06
PKIG,-0.22770623,6.71e-07,6.18e-06
LOC105373876,0.70231304,6.72e-07,6.19e-06
RFLNB,-0.52255768,6.76e-07,6.22e-06
SPIN1,0.7820047,7.04e-08,6.29e-06
DAP,-0.36618189,6.88e-07,6.33e-06
SCARF1,-0.41078277,6.89e-07,6.33e-06
SAXO1,0.30809444,6.91e-07,6.35e-06
LINC00842,0.57092651,6.93e-07,6.37e-06
COL10A1,-0.63172194,6.95e-07,6.38e-06
TM2D2,-0.16749808,6.96e-07,6.39e-06
ENPEP,-0.46391541,6.95e-07,6.39e-06
MAFTRR,0.45918317,7e-07,6.42e-06
ROBO1,-0.162774,7e-07,6.43e-06
GPR141,-0.52289386,7.01e-07,6.43e-06
RGS22,0.53786913,7.06e-07,6.47e-06
AFDN,0.17821398,7.06e-07,6.47e-06
RPL12,0.24561172,7.08e-07,6.48e-06
SLC25A48-AS1,0.46517727,7.07e-07,6.48e-06
SZT2,-0.795589,7.42e-08,6.52e-06
HNRNPH1,-1.7448374,7.38e-08,6.52e-06
SLC48A1,-0.5807631,7.47e-08,6.52e-06
RPL32,0.24645648,7.13e-07,6.53e-06
TCN2,-0.43173488,7.13e-07,6.53e-06
DNAAF9,-0.12338839,7.17e-07,6.56e-06
LOC107985203,0.3148245,7.18e-07,6.56e-06
STARD5,0.25396544,7.21e-07,6.59e-06
NOTCH2,-0.5638514,7.64e-08,6.62e-06
EFHC2,0.35838712,7.25e-07,6.62e-06
ACRBP,-0.50418172,7.26e-07,6.63e-06
LOC105378408,0.51166677,7.28e-07,6.64e-06
PHF7,0.18421093,7.28e-07,6.64e-06
BRWD3,0.16591704,7.3e-07,6.66e-06
PTPN18,-0.27611867,7.32e-07,6.67e-06
MX2,-0.71129951,7.35e-07,6.7e-06
EGFL8,0.2192833,7.38e-07,6.72e-06
KLF3-AS1,0.29948023,7.42e-07,6.76e-06
MAMDC2,0.48197115,7.46e-07,6.79e-06
KLHL3,-0.25782878,7.48e-07,6.8e-06
GATA3,0.41222331,7.47e-07,6.8e-06
SEC14L5,0.3542003,7.49e-07,6.81e-06
KCNK15,-0.52864627,7.51e-07,6.83e-06
TYSND1,0.20134961,7.56e-07,6.87e-06
SPA17,0.790147,8.09e-08,6.87e-06
LOC101927432,0.4509846,7.69e-07,6.99e-06
PICART1,0.46057915,7.7e-07,6.99e-06
TUBB,-0.6208653,8.37e-08,7.01e-06
MSANTD3,-0.24373788,7.75e-07,7.04e-06
LINC02821,0.56411593,7.84e-07,7.12e-06
DIPK2A,0.25999855,7.85e-07,7.12e-06
ABCG1,-0.30538338,7.85e-07,7.12e-06
RIPOR2,-0.33820592,7.84e-07,7.12e-06
OLFML1,-1.1101263,8.76e-08,7.14e-06
LOC105373195,0.34536844,7.89e-07,7.15e-06
PDGFRL,0.5864278,7.89e-07,7.15e-06
THRB-AS2,0.33161843,7.93e-07,7.18e-06
CNTNAP2,-1.24015933,7.95e-07,7.19e-06
VIPR1,0.37136703,7.94e-07,7.19e-06
FOXS1,-0.72502497,7.98e-07,7.22e-06
DSTYK,0.15681351,8.03e-07,7.26e-06
RPLP1,0.23569176,8.05e-07,7.28e-06
LRRC3C,0.38041087,8.06e-07,7.28e-06
LOC105376901,0.36728662,8.07e-07,7.29e-06
LINC02391,-0.54361887,8.08e-07,7.29e-06
PSTPIP1,-0.51006022,8.07e-07,7.29e-06
CC2D2A,0.23759728,8.1e-07,7.31e-06
XPA,0.13972166,8.15e-07,7.34e-06
ZNF281,-0.16596643,8.15e-07,7.34e-06
CMPK2,-0.99611657,8.14e-07,7.34e-06
TENM4,-0.34958367,8.21e-07,7.4e-06
LOC105375247,-0.68576929,8.22e-07,7.4e-06
TLR6,-0.35279558,8.23e-07,7.41e-06
HSPG2,-0.60659456,8.29e-07,7.46e-06
ACTB,-0.32999297,8.31e-07,7.47e-06
ACOT11,0.26782429,8.32e-07,7.49e-06
LOC107986170,0.39219588,8.35e-07,7.51e-06
FBLIM1,-0.35763423,8.38e-07,7.53e-06
PTAFR,-0.40952592,8.43e-07,7.57e-06
SIRT3,-0.424845,9.43e-08,7.58e-06
PFKL,-0.696372,9.49e-08,7.58e-06
LINC00865,-0.54260085,8.49e-07,7.63e-06
ILK,-1.372507,9.7e-08,7.64e-06
KLC3,0.39843317,8.55e-07,7.67e-06
PLD3,-1.451022,9.82e-08,7.69e-06
CAPN6,-0.77516043,8.7e-07,7.8e-06
CARD11,-0.77944851,8.74e-07,7.84e-06
SRRT,-0.5243907,1.02e-07,7.84e-06
R3HDM2,-0.9618021,1.01e-07,7.84e-06
PRRG3,0.67292166,8.74e-07,7.84e-06
CHST14,-0.36323264,8.8e-07,7.89e-06
PTGIR,-0.27656931,8.84e-07,7.92e-06
SLC11A1,-0.83976014,8.83e-07,7.92e-06
LOC105369771,0.52953249,8.85e-07,7.93e-06
ARHGAP21,-0.23237805,8.89e-07,7.95e-06
TFPI,-0.33456673,8.89e-07,7.95e-06
KRT222,-0.6846833,8.88e-07,7.95e-06
CDK14,-0.29276412,8.9e-07,7.96e-06
EEF1AKMT2,0.14145734,8.9e-07,7.96e-06
CAPN7,-0.5920808,1.04e-07,7.97e-06
LOC105373138,0.35839998,8.92e-07,7.98e-06
CD63-AS1,-0.26789723,8.96e-07,8.01e-06
BFAR,-0.16749252,8.98e-07,8.02e-06
FRG1HP,0.23510494,9.03e-07,8.06e-06
PDXK,-0.32113709,9.09e-07,8.11e-06
IQGAP2,-0.36783446,9.1e-07,8.11e-06
SNX17,-0.14266112,9.09e-07,8.11e-06
STK32A-AS1,0.54515418,9.09e-07,8.11e-06
PRRG1,-0.23990653,9.13e-07,8.14e-06
CA11,0.27981008,9.16e-07,8.15e-06
LOC105378816,0.45370919,9.16e-07,8.16e-06
AHI1-DT,0.3578202,9.2e-07,8.19e-06
TBX5-AS1,0.46432417,9.25e-07,8.23e-06
LMNB2,0.6735984,1.08e-07,8.23e-06
ZFPL1,-0.9896737,1.09e-07,8.23e-06
ADGRF2,0.4095026,9.27e-07,8.24e-06
MTA3,0.13267299,9.28e-07,8.25e-06
LOC107986476,-0.26703329,9.34e-07,8.3e-06
KPNA3,0.7846109,1.12e-07,8.3e-06
TEX10,0.5245959,1.14e-07,8.34e-06
LOC102725112,0.36129764,9.39e-07,8.34e-06
PCOLCE2,-1.5147315,1.14e-07,8.34e-06
SOD3,-0.8855633,1.15e-07,8.38e-06
ORC4,0.17618536,9.49e-07,8.43e-06
SLC22A17,0.29867163,9.51e-07,8.44e-06
TVP23C,0.19515216,9.51e-07,8.44e-06
L2HGDH,0.21092474,9.57e-07,8.49e-06
SIPA1L3,-0.6939843,1.18e-07,8.49e-06
LIMK1,-0.37862541,9.59e-07,8.51e-06
DEGS1,0.28670223,9.59e-07,8.51e-06
TGFB1,-0.46645606,9.6e-07,8.51e-06
ODF3B,-0.60716954,9.67e-07,8.56e-06
GPAA1,-1.1787672,1.2e-07,8.57e-06
VNN1,-0.67820535,9.69e-07,8.58e-06
RPL21P28,0.22909192,9.7e-07,8.58e-06
TGFB2,-0.9545215,1.21e-07,8.59e-06
PRR16,-0.50361005,9.73e-07,8.61e-06
DKC1,0.4509952,1.22e-07,8.62e-06
PPM1J,0.32349552,9.77e-07,8.64e-06
SLC29A1,-1.4579791,1.24e-07,8.7e-06
RNF25,-0.7971064,1.25e-07,8.7e-06
GLS,-0.30484503,9.84e-07,8.71e-06
AK7,0.34955515,9.92e-07,8.77e-06
ARHGAP25,-0.33907431,9.93e-07,8.77e-06
FGD3,-0.34700089,9.96e-07,8.8e-06
EDRF1-DT,0.30639666,9.98e-07,8.81e-06
ANKRD10,-0.21107928,1e-06,8.84e-06
LOC107987152,0.45327566,1.01e-06,8.88e-06
SOAT2,0.54739853,1.01e-06,8.89e-06
SDHAP4,0.15064211,1.02e-06,8.96e-06
RALGAPA1,0.15758231,1.02e-06,8.97e-06
PTPN1,0.5482182,1.3e-07,8.99e-06
EPHB3,-1.0114776,1.3e-07,8.99e-06
LOC105369699,-0.60673481,1.02e-06,8.99e-06
RTP4,-0.71481441,1.02e-06,9.03e-06
GSTM4,-1.2982125,1.32e-07,9.07e-06
LOC100996598,0.56999296,1.03e-06,9.09e-06
MED20,-0.1394485,1.03e-06,9.09e-06
RASL10B,-0.72096905,1.04e-06,9.13e-06
CARD8,-0.21065814,1.04e-06,9.13e-06
CYB5R1,0.25478588,1.04e-06,9.14e-06
CCDC15,0.32301885,1.05e-06,9.23e-06
AHCYL2,0.20010987,1.06e-06,9.29e-06
DNAJC3,-0.14499873,1.06e-06,9.34e-06
PERP,0.31131529,1.06e-06,9.35e-06
MKRN2OS,0.19538545,1.07e-06,9.37e-06
SPRING1,-0.12447903,1.07e-06,9.38e-06
ELMO1-AS1,-0.32425453,1.07e-06,9.38e-06
ATP5F1D,-0.651607,1.44e-07,9.41e-06
PCYT1A,-1.0961019,1.43e-07,9.41e-06
SIGMAR1,-1.2845121,1.42e-07,9.41e-06
SLC1A5,-1.1609912,1.46e-07,9.41e-06
USP21,-0.6987396,1.45e-07,9.41e-06
DAPK3,-1.81076,1.45e-07,9.41e-06
CCNL2,-1.2144739,1.43e-07,9.41e-06
ALDOA,-0.4679555,1.42e-07,9.41e-06
NAB2,-1.7685195,1.47e-07,9.41e-06
ENO2,-0.8549334,1.4e-07,9.41e-06
COPE,-1.5625596,1.4e-07,9.41e-06
FAXDC2,-0.8897942,1.49e-07,9.48e-06
ZYX,-0.50757046,1.09e-06,9.52e-06
SQSTM1,-0.17025609,1.09e-06,9.53e-06
FLG2,0.42812329,1.09e-06,9.53e-06
MUC15,0.39684432,1.09e-06,9.55e-06
FTO,-0.15070069,1.09e-06,9.55e-06
TLN1,-0.29161777,1.09e-06,9.55e-06
SH2D2A,-0.72277742,1.1e-06,9.59e-06
ST3GAL5-AS1,0.50622157,1.1e-06,9.65e-06
THSD7B,-0.62269625,1.1e-06,9.65e-06
SMARCC2,-0.5351952,1.53e-07,9.66e-06
MVK,-0.9592111,1.57e-07,9.66e-06
NMD3,-0.7163906,1.57e-07,9.66e-06
MAT2A,-2.2942616,1.56e-07,9.66e-06
PLXNB1,-1.7083606,1.57e-07,9.66e-06
PLAAT1,0.44985058,1.11e-06,9.66e-06
RPL30,0.24167894,1.11e-06,9.68e-06
NT5DC2,-1.1566014,1.59e-07,9.68e-06
BLTP2,0.3633858,1.6e-07,9.68e-06
FGF22,0.42371626,1.11e-06,9.69e-06
KRAS,0.9673085,1.61e-07,9.69e-06
LOC105373942,0.2316972,1.11e-06,9.7e-06
PRDM6,0.51879119,1.11e-06,9.7e-06
MIS18A,0.18206464,1.11e-06,9.72e-06
ZBED5-AS1,0.25235926,1.11e-06,9.72e-06
GRK5,-0.30136923,1.13e-06,9.82e-06
LDHAL6B,-0.29603441,1.13e-06,9.87e-06
CCL16,-0.56661292,1.13e-06,9.87e-06
PPIF,-1.1571642,1.65e-07,9.92e-06
LSM12,-0.16255135,1.15e-06,1e-05
IL1RN,-1.260528,1.7e-07,1e-05
PAK4,-0.3437929,1.68e-07,1e-05
ZFP92,-0.40767232,1.15e-06,1e-05
FARSA,-0.8372679,1.7e-07,1e-05
TBX18,0.45953168,1.15e-06,1e-05
EMC8,0.4547973,1.7e-07,1e-05
CNTN3,0.50912774,1.16e-06,1.01e-05
RBM42,-0.7066233,1.75e-07,1.01e-05
GET3,-1.0704903,1.73e-07,1.01e-05
NCF1,-0.67383766,1.18e-06,1.02e-05
KIF26B-AS1,-0.58150978,1.17e-06,1.02e-05
LOC105371486,0.46916418,1.17e-06,1.02e-05
EME1,-0.28049931,1.17e-06,1.02e-05
MSANTD3-TMEFF1,-0.31790399,1.17e-06,1.02e-05
SEL1L3,-0.36853368,1.17e-06,1.02e-05
DENND2B,-0.23741491,1.19e-06,1.03e-05
PSEN1,-0.9743,1.83e-07,1.03e-05
KCNIP4,0.16719289,1.19e-06,1.03e-05
ZCCHC24,-0.35650186,1.19e-06,1.03e-05
BBS1,-0.4998713,1.82e-07,1.03e-05
LOC101929653,0.52689887,1.19e-06,1.03e-05
CEBPG,0.4455645,1.82e-07,1.03e-05
APOE,-1.5840227,1.79e-07,1.03e-05
RPS18,0.27149399,1.19e-06,1.03e-05
CCT3,0.388477,1.81e-07,1.03e-05
SEC23A,-0.24854937,1.2e-06,1.04e-05
RNF126,-1.1351071,1.89e-07,1.05e-05
ISG20L2,0.5257044,1.92e-07,1.05e-05
CLTC,-0.12173585,1.22e-06,1.05e-05
DNASE1L3,-0.50199866,1.21e-06,1.05e-05
NBEAL2,-1.0390425,1.92e-07,1.05e-05
KPNA2,-0.3291992,1.23e-06,1.06e-05
MAPK1IP1L,-0.11146532,1.23e-06,1.06e-05
ATP23,0.27371689,1.22e-06,1.06e-05
COX4I2,-0.48263921,1.22e-06,1.06e-05
KAZALD1,0.45386976,1.24e-06,1.06e-05
ZNF571-AS1,0.23314991,1.22e-06,1.06e-05
LOC105374294,0.82371015,1.24e-06,1.06e-05
SAMD9L,-0.61145535,1.23e-06,1.06e-05
CCR2,-0.65369345,1.23e-06,1.06e-05
ISL1,0.656904,1.23e-06,1.06e-05
AKTIP,0.16527183,1.23e-06,1.06e-05
NOTCH2NLA,0.16110374,1.23e-06,1.06e-05
LYRM7,0.14913896,1.23e-06,1.06e-05
EPHX1,-1.5275371,1.97e-07,1.07e-05
SGPL1,0.20291412,1.25e-06,1.08e-05
LCN10,-0.99851167,1.25e-06,1.08e-05
MECOM-AS1,-0.67397435,1.27e-06,1.09e-05
DELE1,-0.1036277,1.27e-06,1.09e-05
NPY4R,0.54043516,1.28e-06,1.1e-05
PSMB8-AS1,-0.37336658,1.3e-06,1.11e-05
C19ORF12,-0.15793044,1.3e-06,1.11e-05
P2RY12,-0.69613674,1.29e-06,1.11e-05
CHPF2,-0.25847218,1.3e-06,1.11e-05
GASK1A,-0.42404589,1.3e-06,1.11e-05
GMPPA,-0.1682741,1.31e-06,1.12e-05
GALNT16-AS1,0.27777403,1.32e-06,1.13e-05
LOC107987289,0.59983391,1.32e-06,1.13e-05
CMYA5,0.3933883,1.32e-06,1.13e-05
TNFSF10,0.5695392,2.13e-07,1.13e-05
MGAT4B,-1.0015644,2.09e-07,1.13e-05
RAB40C,-2.5840558,2.12e-07,1.13e-05
AKR7A3,-0.7876711,2.09e-07,1.13e-05
UTP3,0.5698134,2.11e-07,1.13e-05
QPCT,0.36741102,1.31e-06,1.13e-05
RASL11A,-0.37365528,1.33e-06,1.14e-05
DBN1,-1.0165423,2.16e-07,1.14e-05
LGALSL-DT,0.28158094,1.33e-06,1.14e-05
ZFP36L2,-1.0218201,2.2e-07,1.15e-05
DNMBP-AS1,0.20419181,1.34e-06,1.15e-05
EPSTI1,-0.90467307,1.35e-06,1.15e-05
MRTO4,0.5660035,2.2e-07,1.15e-05
EAF2,-0.4656027,1.36e-06,1.16e-05
OXA1L,-0.8882544,2.24e-07,1.17e-05
ADAM28,-0.47840707,1.37e-06,1.17e-05
ARL15,-0.8692113,2.25e-07,1.17e-05
RECK,-0.999153,2.29e-07,1.18e-05
RSPH1,0.41840799,1.38e-06,1.18e-05
FANCM,0.15415224,1.38e-06,1.18e-05
DCTN4,-0.8414137,2.29e-07,1.18e-05
CDH19,-0.44884434,1.38e-06,1.18e-05
GJB5,0.32635414,1.38e-06,1.18e-05
FUT4,-0.28170793,1.39e-06,1.19e-05
TP53INP1,-0.18589499,1.4e-06,1.19e-05
BAALC,-0.29287663,1.39e-06,1.19e-05
CREB3L2,-0.30001921,1.39e-06,1.19e-05
ERGIC3,-0.5811273,2.34e-07,1.19e-05
BMS1P18,-1.1010673,1.41e-06,1.2e-05
ITGB2-AS1,-0.55905037,1.41e-06,1.2e-05
LOC105376425,-0.35703086,1.41e-06,1.2e-05
LOC105375171,-0.56259591,1.43e-06,1.21e-05
MPZL1,-0.20355942,1.42e-06,1.21e-05
TRO,-0.3302815,1.42e-06,1.21e-05
KCNA6,0.77173824,1.42e-06,1.21e-05
SNX8,-0.24172334,1.45e-06,1.23e-05
UBTD2,-0.1806427,1.45e-06,1.23e-05
LINC02587,-0.59714971,1.44e-06,1.23e-05
UBE2D3-AS1,0.27573931,1.46e-06,1.24e-05
PCARE,0.44245914,1.46e-06,1.24e-05
DPCD,0.16801363,1.47e-06,1.24e-05
OSGIN2,-0.8584278,2.44e-07,1.24e-05
LOC107985236,0.24758874,1.47e-06,1.24e-05
LRTM1,0.65890848,1.47e-06,1.25e-05
COL4A5,0.27146784,1.47e-06,1.25e-05
NMB,-0.55195566,1.47e-06,1.25e-05
PDE4B,-0.41211179,1.47e-06,1.25e-05
RAB30,-1.1804471,2.47e-07,1.25e-05
DNAJC10,-0.17001599,1.49e-06,1.26e-05
CPLX1,-0.5625708,1.49e-06,1.26e-05
SYNJ2BP,0.8173659,2.54e-07,1.27e-05
WDR70,0.5691064,2.52e-07,1.27e-05
LMBRD1,0.14489911,1.51e-06,1.28e-05
WSB2,-0.13211757,1.51e-06,1.28e-05
GPS1,-1.1013609,2.6e-07,1.28e-05
ZNF589,-0.884091,2.59e-07,1.28e-05
MT2A,0.9661975,2.57e-07,1.28e-05
CATSPERG,0.35523181,1.52e-06,1.29e-05
MEIOB,0.40631977,1.52e-06,1.29e-05
GOLGA5,0.4801473,2.64e-07,1.3e-05
MACROH2A1,0.3402743,2.67e-07,1.3e-05
LINC01794,0.72512961,1.54e-06,1.3e-05
BCO1,0.49847924,1.56e-06,1.31e-05
ZNF239,-0.31516292,1.56e-06,1.31e-05
NCF2,-0.37957904,1.56e-06,1.32e-05
RAPGEF4,0.343597,1.56e-06,1.32e-05
AMY1A,0.31096469,1.56e-06,1.32e-05
TMCO5A,0.57233536,1.58e-06,1.33e-05
SAMD9,-0.5361294,1.58e-06,1.33e-05
FCRL6,-0.55724748,1.57e-06,1.33e-05
AFAP1-AS1,-0.33578463,1.59e-06,1.34e-05
VLDLR,-0.38476616,1.6e-06,1.35e-05
MED6,0.16358494,1.62e-06,1.36e-05
CAV1,-0.27389091,1.62e-06,1.36e-05
ZNFX1,-0.2224291,1.61e-06,1.36e-05
ACER1,0.41263191,1.63e-06,1.37e-05
POP7,0.21559131,1.63e-06,1.37e-05
CKLF,0.7474843,2.84e-07,1.37e-05
CEP112,-0.23265105,1.63e-06,1.37e-05
ETHE1,-0.31536907,1.64e-06,1.37e-05
MCRS1,-1.1274382,2.83e-07,1.37e-05
ANKHD1,0.11559265,1.63e-06,1.37e-05
GBP1,-0.65033364,1.64e-06,1.37e-05
LOC102723338,0.38249245,1.64e-06,1.38e-05
ALS2CL,0.36737789,1.65e-06,1.38e-05
TNFSF12-TNFSF13,-0.37468575,1.65e-06,1.38e-05
GNAS,-0.22553558,1.64e-06,1.38e-05
POLR2E,-1.491026,2.91e-07,1.39e-05
ZEB2,-0.24427908,1.66e-06,1.39e-05
GCC2,-0.4929086,2.92e-07,1.39e-05
LOC101927787,0.64556816,1.68e-06,1.41e-05
GYG1,-0.18909231,1.68e-06,1.41e-05
MMP3,-1.4147353,1.68e-06,1.41e-05
LOC105373209,0.73377172,1.68e-06,1.41e-05
RDH13,0.28426315,1.7e-06,1.42e-05
BBX,0.9935566,2.99e-07,1.42e-05
FAM114A2,-0.13461556,1.7e-06,1.42e-05
GPR174,-0.81381261,1.69e-06,1.42e-05
FBXO44,0.21541834,1.69e-06,1.42e-05
PIM2,-0.47981798,1.73e-06,1.44e-05
ZFP69B,-0.31250024,1.72e-06,1.44e-05
NAPA,-1.3271365,3.05e-07,1.44e-05
PCOLCE-AS1,-0.51706755,1.72e-06,1.44e-05
LYPD6B,0.3705777,1.73e-06,1.44e-05
LOC102724731,0.60590247,1.72e-06,1.44e-05
ESRG,0.80732486,1.74e-06,1.46e-05
LOC105375072,0.56308636,1.76e-06,1.47e-05
LIPM,0.42475462,1.76e-06,1.47e-05
NALCN,-0.53214874,1.76e-06,1.47e-05
GM2A,-1.0111397,3.19e-07,1.48e-05
NAT8L,-1.07533066,1.77e-06,1.48e-05
RPL31,0.25225568,1.77e-06,1.48e-05
FCF1,-0.9044244,3.19e-07,1.48e-05
CFAP90,0.6723723,1.78e-06,1.48e-05
UQCRC1,-1.2457963,3.19e-07,1.48e-05
ESRP1,0.27822465,1.78e-06,1.48e-05
DHRS11,-1.1566883,3.22e-07,1.49e-05
GAN,0.37976869,1.79e-06,1.49e-05
ARHGAP28,-0.43775665,1.79e-06,1.49e-05
TUB,0.23467837,1.81e-06,1.5e-05
NKTR,0.17663087,1.81e-06,1.5e-05
LOC105373953,-0.76517439,1.8e-06,1.5e-05
COL6A1,-1.0227423,3.28e-07,1.51e-05
PELI2,0.2410084,1.83e-06,1.52e-05
ALOXE3,-0.8574753,3.32e-07,1.52e-05
LOC101927296,-0.29661488,1.84e-06,1.53e-05
GABARAPL1,-0.8090957,3.36e-07,1.53e-05
SYPL1,-0.7816746,3.39e-07,1.53e-05
FOXJ3,-0.4040262,3.34e-07,1.53e-05
CYTH3,-0.23444911,1.84e-06,1.53e-05
ARFGAP2,-0.6232859,3.42e-07,1.54e-05
KCNK3,-0.82869593,1.86e-06,1.54e-05
ARF1,-1.2041679,3.45e-07,1.55e-05
TACC3,-0.33521804,1.86e-06,1.55e-05
ANKRD40,-0.16640734,1.86e-06,1.55e-05
CYBRD1,0.37740159,1.88e-06,1.56e-05
TINCR,0.29966141,1.88e-06,1.56e-05
LOC112267907,-0.58122552,1.9e-06,1.57e-05
DENND2C,0.32730719,1.89e-06,1.57e-05
RNPC3,0.15349633,1.9e-06,1.57e-05
VPS13A,0.19172169,1.9e-06,1.57e-05
TAF9B,-2.7242287,3.51e-07,1.57e-05
KPNB1,0.263991,3.54e-07,1.58e-05
EXT2,-0.12029953,1.91e-06,1.58e-05
CDC25B,-0.3570964,1.92e-06,1.58e-05
PHACTR1,1.3515669,3.55e-07,1.58e-05
HPS5,-0.18886116,1.91e-06,1.58e-05
HDHD3,-0.9710483,3.63e-07,1.59e-05
HSBP1,0.5305821,3.62e-07,1.59e-05
TPRA1,-0.9922981,3.68e-07,1.6e-05
ARHGAP22,-0.31912385,1.94e-06,1.6e-05
GAS2L3,-0.22297302,1.93e-06,1.6e-05
CCDC9,-0.718051,3.67e-07,1.6e-05
SMAD7,-0.32650549,1.95e-06,1.61e-05
C11ORF80,0.25694251,1.95e-06,1.61e-05
CCND3,-0.26937797,1.95e-06,1.61e-05
M6PR,-0.14324907,1.95e-06,1.61e-05
SNORA104,-0.51499937,1.96e-06,1.62e-05
PIK3CD-AS1,-0.77565548,1.98e-06,1.63e-05
HNRNPA1P33,0.5679396,1.98e-06,1.63e-05
CCDC200,-0.38190746,2e-06,1.64e-05
C1ORF210,0.37525311,1.99e-06,1.64e-05
DMKN,0.32971291,1.98e-06,1.64e-05
UQCRFS1-DT,0.44720845,1.99e-06,1.64e-05
LOC102724068,-0.67060559,2.01e-06,1.65e-05
TIMM44,-0.7328833,3.81e-07,1.65e-05
ME3-DT,-0.43734078,2e-06,1.65e-05
ZNF488,0.48904593,2.02e-06,1.66e-05
NDFIP1,-0.8647246,3.85e-07,1.66e-05
RPS17,0.25903559,2.04e-06,1.67e-05
POLB,0.9292424,3.94e-07,1.67e-05
PTEN,0.533874,3.92e-07,1.67e-05
EXT1,0.5342563,3.89e-07,1.67e-05
LOC105369565,-0.70912138,2.03e-06,1.67e-05
RTCB,0.4216762,3.94e-07,1.67e-05
LOC105372884,0.26505523,2.05e-06,1.68e-05
NEAT1,-1.6322654,3.99e-07,1.68e-05
PRANCR,0.2424092,2.05e-06,1.68e-05
EBNA1BP2,0.468803,3.97e-07,1.68e-05
