"gene","organ","n_instruments","IVW_beta","IVW_p","Egger_beta","Egger_p","WeightedMedian_beta","WeightedMedian_p","Egger_intercept_p","Cochran_Q_p","F_statistic","verdict"
"LEFTY2","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LEP","Liver",1,0.564417358499776,0.168976504232178,NA,NA,NA,NA,NA,NA,87.04143616,"Not Significant (IVW p>=0.05)"
"LEP","Kidney",1,0.124500916292016,0.679972980698277,NA,NA,NA,NA,NA,NA,87.04143616,"Not Significant (IVW p>=0.05)"
"LEP","Lung",1,0.641690927211688,0.270244164868231,NA,NA,NA,NA,NA,NA,87.04143616,"Not Significant (IVW p>=0.05)"
"LEP","Skin",1,0.126406912137796,0.902599482675992,NA,NA,NA,NA,NA,NA,87.04143616,"Not Significant (IVW p>=0.05)"
"LTB","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LTB","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LTB","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LTB","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LTBP2","Liver",1,-0.467394081959794,0.027779438091232,NA,NA,NA,NA,NA,NA,275.53676049,"Pass (Single instrument - Clean Wald Ratio)"
"LTBP2","Kidney",1,-0.293707935970646,0.0455002638963584,NA,NA,NA,NA,NA,NA,275.53676049,"Pass (Single instrument - Clean Wald Ratio)"
"LTBP2","Lung",1,-0.0695845009690028,0.816835377661842,NA,NA,NA,NA,NA,NA,275.53676049,"Not Significant (IVW p>=0.05)"
"LTBP2","Skin",1,-0.132491649916358,0.804337625352551,NA,NA,NA,NA,NA,NA,275.53676049,"Not Significant (IVW p>=0.05)"
"LUM","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LUM","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LUM","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"LUM","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MATN3","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MATN3","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MATN3","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MATN3","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MDK","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MDK","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MDK","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MDK","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MFAP4","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MFAP4","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MFAP4","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MFAP4","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MMP11","Liver",1,-0.147507181437979,0.668146649823352,NA,NA,NA,NA,NA,NA,196.77917284,"Not Significant (IVW p>=0.05)"
"MMP11","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MMP11","Lung",1,-0.207586477896951,0.668704088331191,NA,NA,NA,NA,NA,NA,196.77917284,"Not Significant (IVW p>=0.05)"
"MMP11","Skin",1,-0.60656006206275,0.484059362783503,NA,NA,NA,NA,NA,NA,196.77917284,"Not Significant (IVW p>=0.05)"
"MMP12","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MMP12","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MMP12","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MMP12","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MUC4","Liver",1,0.0176575423949199,0.947250115348433,NA,NA,NA,NA,NA,NA,386.36226721,"Not Significant (IVW p>=0.05)"
"MUC4","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"MUC4","Lung",1,-0.274798709410453,0.468824916714201,NA,NA,NA,NA,NA,NA,386.36226721,"Not Significant (IVW p>=0.05)"
"MUC4","Skin",1,0.0635577685606286,0.925061325262784,NA,NA,NA,NA,NA,NA,386.36226721,"Not Significant (IVW p>=0.05)"
"NID1","Liver",1,0.513175336444583,0.094955661119837,NA,NA,NA,NA,NA,NA,204.461401,"Not Significant (IVW p>=0.05)"
"NID1","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"NID1","Lung",1,0.00192616954461395,0.996466619160353,NA,NA,NA,NA,NA,NA,204.461401,"Not Significant (IVW p>=0.05)"
"NID1","Skin",1,0.25713749630411,0.73955892963672,NA,NA,NA,NA,NA,NA,204.461401,"Not Significant (IVW p>=0.05)"
"PCOLCE2","Liver",1,-1.18543196992368,0.0172207694817643,NA,NA,NA,NA,NA,NA,63.25179961,"Pass (Single instrument - Clean Wald Ratio)"
"PCOLCE2","Kidney",1,0.109667928229244,0.759414305518866,NA,NA,NA,NA,NA,NA,63.25179961,"Not Significant (IVW p>=0.05)"
"PCOLCE2","Lung",1,0.0513615194075267,0.941910149398803,NA,NA,NA,NA,NA,NA,63.25179961,"Not Significant (IVW p>=0.05)"
"PCOLCE2","Skin",1,0.867943317700018,0.488471187840428,NA,NA,NA,NA,NA,NA,63.25179961,"Not Significant (IVW p>=0.05)"
"PDGFD","Liver",1,-0.0852329315855248,0.729268258555084,NA,NA,NA,NA,NA,NA,496.93772241,"Not Significant (IVW p>=0.05)"
"PDGFD","Kidney",1,0.294904333267664,0.123154616073819,NA,NA,NA,NA,NA,NA,496.93772241,"Not Significant (IVW p>=0.05)"
"PDGFD","Lung",1,0.107423287105809,0.756807561161861,NA,NA,NA,NA,NA,NA,496.93772241,"Not Significant (IVW p>=0.05)"
"PDGFD","Skin",1,-1.26847121164546,0.0404756354494245,NA,NA,NA,NA,NA,NA,496.93772241,"Pass (Single instrument - Clean Wald Ratio)"
"PLOD2","Liver",1,0.421237422891048,0.429325538371025,NA,NA,NA,NA,NA,NA,115.60335361,"Not Significant (IVW p>=0.05)"
"PLOD2","Kidney",1,0.182101600765627,0.617075077451974,NA,NA,NA,NA,NA,NA,115.60335361,"Not Significant (IVW p>=0.05)"
"PLOD2","Lung",1,0.640413254103459,0.396819259409183,NA,NA,NA,NA,NA,NA,115.60335361,"Not Significant (IVW p>=0.05)"
"PLOD2","Skin",1,-0.729446037655969,0.586340260951234,NA,NA,NA,NA,NA,NA,115.60335361,"Not Significant (IVW p>=0.05)"
"PLXNA3","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PLXNA3","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PLXNA3","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PLXNA3","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PLXND1","Liver",1,0.49132866571295,0.14307766084737,NA,NA,NA,NA,NA,NA,199.79539801,"Not Significant (IVW p>=0.05)"
"PLXND1","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PLXND1","Lung",1,-0.290490831763704,0.540358040610052,NA,NA,NA,NA,NA,NA,199.79539801,"Not Significant (IVW p>=0.05)"
"PLXND1","Skin",1,0.972931458629616,0.250794329350819,NA,NA,NA,NA,NA,NA,199.79539801,"Not Significant (IVW p>=0.05)"
"POSTN","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"POSTN","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"POSTN","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"POSTN","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRELP","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRELP","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRELP","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRELP","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRG4","Liver",1,-0.129054264363685,0.54471359594555,NA,NA,NA,NA,NA,NA,533.379025,"Not Significant (IVW p>=0.05)"
"PRG4","Kidney",1,-0.0767084310292946,0.649436283726755,NA,NA,NA,NA,NA,NA,533.379025,"Not Significant (IVW p>=0.05)"
"PRG4","Lung",1,-0.536581611724398,0.0762402054199716,NA,NA,NA,NA,NA,NA,533.379025,"Not Significant (IVW p>=0.05)"
"PRG4","Skin",1,0.229737915511186,0.669948419823547,NA,NA,NA,NA,NA,NA,533.379025,"Not Significant (IVW p>=0.05)"
"PRSS12","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRSS12","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRSS12","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"PRSS12","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"S100A6","Liver",1,-0.172839532279975,0.793914016575594,NA,NA,NA,NA,NA,NA,116.69184576,"Not Significant (IVW p>=0.05)"
"S100A6","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"S100A6","Lung",1,0.89928342109947,0.337906793824248,NA,NA,NA,NA,NA,NA,116.69184576,"Not Significant (IVW p>=0.05)"
"S100A6","Skin",1,-0.405782106034016,0.806955906680719,NA,NA,NA,NA,NA,NA,116.69184576,"Not Significant (IVW p>=0.05)"
"SDC3","Liver",1,-0.343467073525074,0.227841238628631,NA,NA,NA,NA,NA,NA,199.78126336,"Not Significant (IVW p>=0.05)"
"SDC3","Kidney",1,-0.187620625967367,0.404656761927286,NA,NA,NA,NA,NA,NA,199.78126336,"Not Significant (IVW p>=0.05)"
"SDC3","Lung",1,-0.34757221282124,0.387423732645626,NA,NA,NA,NA,NA,NA,199.78126336,"Not Significant (IVW p>=0.05)"
"SDC3","Skin",1,0.98891579856549,0.167638602306292,NA,NA,NA,NA,NA,NA,199.78126336,"Not Significant (IVW p>=0.05)"
"SEMA3E","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SEMA3E","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SEMA3E","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SEMA3E","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SEMA6A","Liver",1,0.276832581168094,0.316901768476875,NA,NA,NA,NA,NA,NA,236.38447504,"Not Significant (IVW p>=0.05)"
"SEMA6A","Kidney",1,-0.0034710228093598,0.986702539612635,NA,NA,NA,NA,NA,NA,236.38447504,"Not Significant (IVW p>=0.05)"
"SEMA6A","Lung",1,0.268482457296377,0.494276837170481,NA,NA,NA,NA,NA,NA,236.38447504,"Not Significant (IVW p>=0.05)"
"SEMA6A","Skin",1,0.586114597573289,0.400759153857625,NA,NA,NA,NA,NA,NA,236.38447504,"Not Significant (IVW p>=0.05)"
"SEMA7A","Liver",1,-0.253042496767606,0.639033058773617,NA,NA,NA,NA,NA,NA,51.10677121,"Not Significant (IVW p>=0.05)"
"SEMA7A","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SEMA7A","Lung",1,-0.950497464507288,0.213312069181146,NA,NA,NA,NA,NA,NA,51.10677121,"Not Significant (IVW p>=0.05)"
"SEMA7A","Skin",1,0.57031239633993,0.674143649821934,NA,NA,NA,NA,NA,NA,51.10677121,"Not Significant (IVW p>=0.05)"
"SERPINE1","Liver",1,0.482078728787044,0.36719380798672,NA,NA,NA,NA,NA,NA,87.23933604,"Not Significant (IVW p>=0.05)"
"SERPINE1","Kidney",1,-0.322289493653961,0.395325086245385,NA,NA,NA,NA,NA,NA,87.23933604,"Not Significant (IVW p>=0.05)"
"SERPINE1","Lung",1,0.792714613514589,0.294482905458477,NA,NA,NA,NA,NA,NA,87.23933604,"Not Significant (IVW p>=0.05)"
"SERPINE1","Skin",1,-3.32106052466551,0.0136083686517958,NA,NA,NA,NA,NA,NA,87.23933604,"Pass (Single instrument - Clean Wald Ratio)"
"SERPINE2","Liver",1,-0.102684416154093,0.0133074744940167,NA,NA,NA,NA,NA,NA,8687.71262241,"Pass (Single instrument - Clean Wald Ratio)"
"SERPINE2","Kidney",1,-0.0415140417443551,0.142466754827972,NA,NA,NA,NA,NA,NA,8687.71262241,"Not Significant (IVW p>=0.05)"
"SERPINE2","Lung",1,-0.110272428184202,0.0601221790056352,NA,NA,NA,NA,NA,NA,8687.71262241,"Not Significant (IVW p>=0.05)"
"SERPINE2","Skin",1,0.0359438008432114,0.73114598176547,NA,NA,NA,NA,NA,NA,8687.71262241,"Not Significant (IVW p>=0.05)"
"SERPINF2","Liver",1,0.121053555459901,0.153067341770052,NA,NA,NA,NA,NA,NA,1785.83998464,"Not Significant (IVW p>=0.05)"
"SERPINF2","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SERPINF2","Lung",1,0.0608685034517524,0.612042148807838,NA,NA,NA,NA,NA,NA,1785.83998464,"Not Significant (IVW p>=0.05)"
"SERPINF2","Skin",1,0.383829509571853,0.0736087844091715,NA,NA,NA,NA,NA,NA,1785.83998464,"Not Significant (IVW p>=0.05)"
"SERPINH1","Liver",1,-0.084182293046016,0.471766537338698,NA,NA,NA,NA,NA,NA,1071.65224321,"Not Significant (IVW p>=0.05)"
"SERPINH1","Kidney",1,0.0593825292906955,0.463355149269596,NA,NA,NA,NA,NA,NA,1071.65224321,"Not Significant (IVW p>=0.05)"
"SERPINH1","Lung",1,0.102632444896635,0.535739596887416,NA,NA,NA,NA,NA,NA,1071.65224321,"Not Significant (IVW p>=0.05)"
"SERPINH1","Skin",1,0.171627386155968,0.560920409166701,NA,NA,NA,NA,NA,NA,1071.65224321,"Not Significant (IVW p>=0.05)"
"SFRP4","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SFRP4","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SFRP4","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SFRP4","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SPARCL1","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SPARCL1","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SPARCL1","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SPARCL1","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SPP1","Liver",1,0.0111517643298998,0.873004514746868,NA,NA,NA,NA,NA,NA,3230.03535556,"Not Significant (IVW p>=0.05)"
"SPP1","Kidney",1,0.0964451353273689,0.0682232466455102,NA,NA,NA,NA,NA,NA,3230.03535556,"Not Significant (IVW p>=0.05)"
"SPP1","Lung",1,0.0666404773778142,0.499811774599496,NA,NA,NA,NA,NA,NA,3230.03535556,"Not Significant (IVW p>=0.05)"
"SPP1","Skin",1,-0.0204525909561975,0.907518005987888,NA,NA,NA,NA,NA,NA,3230.03535556,"Not Significant (IVW p>=0.05)"
"SRPX","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SRPX","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SRPX","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SRPX","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SVEP1","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SVEP1","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SVEP1","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"SVEP1","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TGFB2","Liver",1,0.413163991826048,0.594991671744471,NA,NA,NA,NA,NA,NA,47.55343681,"Not Significant (IVW p>=0.05)"
"TGFB2","Kidney",1,-0.788495462647519,0.214975394149174,NA,NA,NA,NA,NA,NA,47.55343681,"Not Significant (IVW p>=0.05)"
"TGFB2","Lung",1,0.44032384521363,0.689025420529046,NA,NA,NA,NA,NA,NA,47.55343681,"Not Significant (IVW p>=0.05)"
"TGFB2","Skin",1,0.349054223645304,0.858811894959516,NA,NA,NA,NA,NA,NA,47.55343681,"Not Significant (IVW p>=0.05)"
"TGFB3","Liver",1,0.799264966471217,0.0725264934449954,NA,NA,NA,NA,NA,NA,895.05680625,"Not Significant (IVW p>=0.05)"
"TGFB3","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TGFB3","Lung",1,0.721836279624832,0.256221959856097,NA,NA,NA,NA,NA,NA,895.05680625,"Not Significant (IVW p>=0.05)"
"TGFB3","Skin",1,-0.219859086608034,0.842965338992037,NA,NA,NA,NA,NA,NA,895.05680625,"Not Significant (IVW p>=0.05)"
"TGM2","Liver",1,0.555436277897767,0.195404013190061,NA,NA,NA,NA,NA,NA,118.42010041,"Not Significant (IVW p>=0.05)"
"TGM2","Kidney",1,0.246765974331069,0.467058901715173,NA,NA,NA,NA,NA,NA,118.42010041,"Not Significant (IVW p>=0.05)"
"TGM2","Lung",1,0.620010306518189,0.307057227321703,NA,NA,NA,NA,NA,NA,118.42010041,"Not Significant (IVW p>=0.05)"
"TGM2","Skin",1,0.475530370834687,0.658839317063112,NA,NA,NA,NA,NA,NA,118.42010041,"Not Significant (IVW p>=0.05)"
"THBS1","Liver",1,0.0405315523921372,0.581715822324267,NA,NA,NA,NA,NA,NA,2768.48554896,"Not Significant (IVW p>=0.05)"
"THBS1","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"THBS1","Lung",1,-0.00894223762691986,0.931653943559793,NA,NA,NA,NA,NA,NA,2768.48554896,"Not Significant (IVW p>=0.05)"
"THBS1","Skin",1,0.0736674628254044,0.691825411617901,NA,NA,NA,NA,NA,NA,2768.48554896,"Not Significant (IVW p>=0.05)"
"TIMP1","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TIMP1","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TIMP1","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TIMP1","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TIMP4","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TIMP4","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TIMP4","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TIMP4","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TNC","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TNC","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TNC","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TNC","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"TNFAIP6","Liver",1,0.0307805431015729,0.710785048791506,NA,NA,NA,NA,NA,NA,2282.93795601,"Not Significant (IVW p>=0.05)"
"TNFAIP6","Kidney",1,-0.0185639898132494,0.738882680363527,NA,NA,NA,NA,NA,NA,2282.93795601,"Not Significant (IVW p>=0.05)"
"TNFAIP6","Lung",1,-0.223108341332168,0.0573794366542861,NA,NA,NA,NA,NA,NA,2282.93795601,"Not Significant (IVW p>=0.05)"
"TNFAIP6","Skin",1,0.175942441133849,0.401134521748939,NA,NA,NA,NA,NA,NA,2282.93795601,"Not Significant (IVW p>=0.05)"
"VCAN","Liver",1,-0.406284749306906,0.453983186656151,NA,NA,NA,NA,NA,NA,50.16605584,"Not Significant (IVW p>=0.05)"
"VCAN","Kidney",1,0.401370469619503,0.317310507862914,NA,NA,NA,NA,NA,NA,50.16605584,"Not Significant (IVW p>=0.05)"
"VCAN","Lung",1,-0.27825509519459,0.717435554535871,NA,NA,NA,NA,NA,NA,50.16605584,"Not Significant (IVW p>=0.05)"
"VCAN","Skin",1,-0.126432952212861,0.926430814328925,NA,NA,NA,NA,NA,NA,50.16605584,"Not Significant (IVW p>=0.05)"
"VWF","Liver",1,0.00658495720971537,0.94557103908388,NA,NA,NA,NA,NA,NA,1589.68866681,"Not Significant (IVW p>=0.05)"
"VWF","Kidney",1,0.0488100008132486,0.463355149269597,NA,NA,NA,NA,NA,NA,1589.68866681,"Not Significant (IVW p>=0.05)"
"VWF","Lung",1,0.123365945873646,0.366908566281316,NA,NA,NA,NA,NA,NA,1589.68866681,"Not Significant (IVW p>=0.05)"
"VWF","Skin",1,0.00547847886400704,0.982018467085213,NA,NA,NA,NA,NA,NA,1589.68866681,"Not Significant (IVW p>=0.05)"
"WIF1","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"WIF1","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"WIF1","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"WIF1","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"WNT10B","Liver",1,0.150729118433815,0.572048340967768,NA,NA,NA,NA,NA,NA,210.38052025,"Not Significant (IVW p>=0.05)"
"WNT10B","Kidney",1,-0.072403973031509,0.694073301719966,NA,NA,NA,NA,NA,NA,210.38052025,"Not Significant (IVW p>=0.05)"
"WNT10B","Lung",1,-0.106855624178876,0.77730091919897,NA,NA,NA,NA,NA,NA,210.38052025,"Not Significant (IVW p>=0.05)"
"WNT10B","Skin",1,-0.0148086987011157,0.982398703437311,NA,NA,NA,NA,NA,NA,210.38052025,"Not Significant (IVW p>=0.05)"
"WNT2","Liver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"WNT2","Kidney",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"WNT2","Lung",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
"WNT2","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No eQTLGen instruments available (Logged)"
