ID	adj.P.Val	P.Value	t	B	logFC
728613_at	6.49e-02	6.33e-03	-2.93	-2.6016	-1.25
9671_at	6.49e-02	6.34e-03	-2.93	-2.60179	-4.89e-01
401491_at	6.49e-02	6.35e-03	-2.93	-2.60317	-5.62e-01
390072_at	6.50e-02	6.35e-03	-2.93	-2.60449	-7.63e-01
340351_at	6.50e-02	6.36e-03	-2.93	-2.60456	-8.21e-01
729220_at	6.50e-02	6.36e-03	-2.93	-2.60525	-8.94e-01
64288_at	6.50e-02	6.36e-03	-2.93	-2.60556	-5.61e-01
54946_at	6.50e-02	6.37e-03	2.93	-2.60626	4.90e-01
22809_at	6.51e-02	6.38e-03	2.93	-2.6076	6.46e-01
5948_at	6.51e-02	6.38e-03	-2.93	-2.60873	-5.45e-01
509_at	6.51e-02	6.39e-03	-2.93	-2.60888	-3.95e-01
54407_at	6.52e-02	6.39e-03	-2.93	-2.60956	-4.61e-01
9846_at	6.52e-02	6.39e-03	2.93	-2.61007	6.08e-01
3077_at	6.52e-02	6.40e-03	2.93	-2.6106	8.85e-01
84141_at	6.52e-02	6.40e-03	-2.93	-2.61088	-1.05
124935_at	6.52e-02	6.41e-03	2.93	-2.61223	7.09e-01
53635_at	6.53e-02	6.42e-03	2.93	-2.61318	5.43e-01
84926_at	6.53e-02	6.42e-03	2.93	-2.61339	8.77e-01
55833_at	6.56e-02	6.45e-03	-2.93	-2.61794	-5.03e-01
9376_at	6.57e-02	6.47e-03	-2.92	-2.62078	-2.21
693177_at	6.57e-02	6.47e-03	-2.92	-2.62088	-4.93e-01
8491_at	6.57e-02	6.47e-03	-2.92	-2.62119	-6.50e-01
4496_at	6.57e-02	6.47e-03	-2.92	-2.62149	-1.85
80852_at	6.57e-02	6.48e-03	2.92	-2.62163	6.40e-01
3716_at	6.58e-02	6.48e-03	2.92	-2.62263	4.05e-01
100616188_at	6.58e-02	6.49e-03	-2.92	-2.6239	-6.88e-01
5074_at	6.59e-02	6.50e-03	-2.92	-2.62537	-4.80e-01
9087_at	6.59e-02	6.50e-03	2.92	-2.62572	9.45e-01
286006_at	6.60e-02	6.51e-03	-2.92	-2.62692	-1.00
23066_at	6.61e-02	6.53e-03	2.92	-2.62911	7.92e-01
93663_at	6.61e-02	6.53e-03	-2.92	-2.62973	-5.08e-01
55201_at	6.63e-02	6.56e-03	2.92	-2.63297	6.84e-01
153643_at	6.63e-02	6.56e-03	-2.92	-2.63328	-7.18e-01
5132_at	6.64e-02	6.57e-03	-2.92	-2.63421	-7.86e-01
5187_at	6.64e-02	6.57e-03	-2.92	-2.63467	-9.68e-01
79070_at	6.64e-02	6.57e-03	2.92	-2.63479	9.43e-01
56954_at	6.65e-02	6.59e-03	-2.92	-2.63694	-8.27e-01
101928005_at	6.65e-02	6.59e-03	-2.92	-2.63806	-1.47
158471_at	6.65e-02	6.59e-03	-2.92	-2.63818	-1.05
6514_at	6.65e-02	6.60e-03	-2.92	-2.63837	-1.34
55353_at	6.66e-02	6.61e-03	2.92	-2.64045	4.52e-01
23_at	6.66e-02	6.61e-03	2.91	-2.64081	4.37e-01
10769_at	6.66e-02	6.62e-03	2.91	-2.64108	7.40e-01
55345_at	6.67e-02	6.62e-03	-2.91	-2.64232	-6.38e-01
1388_at	6.67e-02	6.62e-03	2.91	-2.64235	4.96e-01
55884_at	6.67e-02	6.63e-03	2.91	-2.64266	5.95e-01
4093_at	6.67e-02	6.63e-03	2.91	-2.64304	7.61e-01
55863_at	6.67e-02	6.64e-03	-2.91	-2.64442	-5.77e-01
11047_at	6.67e-02	6.64e-03	2.91	-2.64464	5.39e-01
57733_at	6.68e-02	6.65e-03	-2.91	-2.64553	-1.55
7561_at	6.68e-02	6.65e-03	2.91	-2.64638	7.97e-01
55092_at	6.69e-02	6.67e-03	2.91	-2.64863	7.61e-01
94081_at	6.70e-02	6.68e-03	-2.91	-2.64933	-8.13e-01
6004_at	6.70e-02	6.69e-03	2.91	-2.6508	8.83e-01
100996419_at	6.70e-02	6.69e-03	-2.91	-2.65093	-7.72e-01
10110_at	6.70e-02	6.69e-03	-2.91	-2.65152	-9.33e-01
117584_at	6.70e-02	6.69e-03	2.91	-2.65158	9.79e-01
4363_at	6.70e-02	6.70e-03	2.91	-2.65204	8.46e-01
100126780_at	6.74e-02	6.73e-03	-2.91	-2.65733	-7.53e-01
26136_at	6.75e-02	6.75e-03	2.91	-2.65899	1.03
3662_at	6.75e-02	6.75e-03	2.91	-2.6591	6.15e-01
100462981_at	6.76e-02	6.76e-03	-2.91	-2.66119	-1.03
26788_at	6.76e-02	6.76e-03	-2.91	-2.6613	-8.20e-01
8636_at	6.77e-02	6.77e-03	2.91	-2.6626	5.82e-01
26822_at	6.78e-02	6.80e-03	-2.90	-2.66559	-1.51
3570_at	6.78e-02	6.80e-03	-2.90	-2.666	-1.04
101928027_at	6.78e-02	6.80e-03	-2.90	-2.66626	-1.75
22909_at	6.78e-02	6.80e-03	-2.90	-2.66633	-6.88e-01
6196_at	6.78e-02	6.80e-03	2.90	-2.66665	8.72e-01
102723994_at	6.79e-02	6.81e-03	2.90	-2.66779	4.27e-01
85451_at	6.79e-02	6.81e-03	2.90	-2.66791	6.40e-01
10391_at	6.79e-02	6.82e-03	2.90	-2.66857	8.81e-01
84275_at	6.79e-02	6.82e-03	-2.90	-2.6686	-1.04
8815_at	6.79e-02	6.82e-03	2.90	-2.66867	5.17e-01
3827_at	6.79e-02	6.82e-03	-2.90	-2.66938	-1.83
1676_at	6.80e-02	6.84e-03	2.90	-2.67086	6.54e-01
677770_at	6.80e-02	6.84e-03	-2.90	-2.67203	-1.25
100507381_at	6.81e-02	6.85e-03	-2.90	-2.67294	-8.52e-01
677775_at	6.82e-02	6.87e-03	-2.90	-2.67594	-2.07
2241_at	6.82e-02	6.87e-03	-2.90	-2.67596	-7.08e-01
3172_at	6.82e-02	6.88e-03	-2.90	-2.67632	-9.67e-01
3910_at	6.84e-02	6.90e-03	2.90	-2.67878	7.22e-01
729438_at	6.85e-02	6.91e-03	2.90	-2.68073	1.20
4257_at	6.86e-02	6.92e-03	-2.90	-2.68154	-7.63e-01
5499_at	6.86e-02	6.92e-03	2.90	-2.68225	5.42e-01
80139_at	6.87e-02	6.94e-03	2.90	-2.68431	9.09e-01
8273_at	6.87e-02	6.94e-03	2.90	-2.68491	4.31e-01
10331_at	6.87e-02	6.95e-03	2.90	-2.68547	3.59e-01
55027_at	6.87e-02	6.95e-03	2.90	-2.68592	6.39e-01
7029_at	6.87e-02	6.95e-03	-2.90	-2.68603	-5.36e-01
100422849_at	6.90e-02	6.98e-03	-2.89	-2.69051	-9.75e-01
23241_at	6.91e-02	6.99e-03	2.89	-2.69154	5.43e-01
81857_at	6.91e-02	7.00e-03	2.89	-2.69239	7.63e-01
55914_at	6.94e-02	7.03e-03	-2.89	-2.69588	-3.42e-01
340024_at	6.94e-02	7.04e-03	-2.89	-2.69707	-1.69
158160_at	6.97e-02	7.06e-03	-2.89	-2.70054	-8.92e-01
84896_at	6.97e-02	7.07e-03	-2.89	-2.7014	-3.85e-01
100506393_at	6.97e-02	7.08e-03	-2.89	-2.70246	-7.21e-01
641516_at	6.97e-02	7.08e-03	-2.89	-2.70249	-6.09e-01
1244_at	6.97e-02	7.08e-03	-2.89	-2.70258	-1.67
6829_at	6.98e-02	7.08e-03	2.89	-2.70344	5.15e-01
389558_at	6.98e-02	7.09e-03	-2.89	-2.704	-1.60
284422_at	6.98e-02	7.09e-03	-2.89	-2.70463	-1.45
162466_at	6.99e-02	7.10e-03	2.89	-2.70576	8.12e-01
1043_at	7.00e-02	7.12e-03	2.89	-2.70733	1.88
8671_at	7.00e-02	7.12e-03	-2.89	-2.70795	-1.42
4638_at	7.01e-02	7.13e-03	2.88	-2.70959	3.68e-01
10930_at	7.01e-02	7.14e-03	-2.88	-2.71061	-4.84e-01
1672_at	7.01e-02	7.14e-03	-2.88	-2.71102	-1.64
101927115_at	7.02e-02	7.16e-03	-2.88	-2.71288	-5.50e-01
11024_at	7.03e-02	7.16e-03	2.88	-2.71365	1.17
3232_at	7.03e-02	7.17e-03	-2.88	-2.71395	-9.02e-01
7431_at	7.04e-02	7.18e-03	2.88	-2.71591	4.60e-01
23152_at	7.04e-02	7.19e-03	2.88	-2.7163	6.65e-01
693189_at	7.05e-02	7.20e-03	-2.88	-2.71867	-1.45
51181_at	7.05e-02	7.21e-03	-2.88	-2.7192	-1.08
2098_at	7.05e-02	7.21e-03	-2.88	-2.71925	-3.52e-01
8193_at	7.05e-02	7.21e-03	2.88	-2.71925	6.79e-01
9189_at	7.07e-02	7.23e-03	2.88	-2.72165	9.08e-01
7045_at	7.07e-02	7.23e-03	2.88	-2.72248	1.34
4356_at	7.07e-02	7.24e-03	-2.88	-2.72349	-7.21e-01
7922_at	7.07e-02	7.25e-03	2.88	-2.7238	6.17e-01
58190_at	7.07e-02	7.25e-03	2.88	-2.72381	9.47e-01
347862_at	7.07e-02	7.25e-03	2.88	-2.7239	6.81e-01
6392_at	7.07e-02	7.25e-03	-2.88	-2.72395	-5.13e-01
163589_at	7.08e-02	7.26e-03	-2.88	-2.72574	-7.08e-01
9852_at	7.08e-02	7.26e-03	-2.88	-2.72601	-4.94e-01
6598_at	7.09e-02	7.28e-03	2.88	-2.72763	5.44e-01
4306_at	7.09e-02	7.28e-03	-2.88	-2.72786	-6.57e-01
203522_at	7.09e-02	7.28e-03	-2.88	-2.72797	-7.06e-01
79142_at	7.09e-02	7.28e-03	2.88	-2.72851	5.64e-01
9924_at	7.10e-02	7.30e-03	-2.88	-2.73079	-6.18e-01
219348_at	7.10e-02	7.30e-03	2.88	-2.73086	9.49e-01
100313830_at	7.11e-02	7.31e-03	-2.87	-2.73223	-1.45
10606_at	7.12e-02	7.33e-03	-2.87	-2.73412	-4.62e-01
55544_at	7.13e-02	7.34e-03	2.87	-2.73583	6.87e-01
4775_at	7.13e-02	7.35e-03	-2.87	-2.73652	-5.03e-01
83607_at	7.13e-02	7.35e-03	2.87	-2.73661	6.35e-01
55114_at	7.14e-02	7.36e-03	2.87	-2.73819	6.14e-01
169270_at	7.14e-02	7.36e-03	-2.87	-2.73853	-1.17
7385_at	7.14e-02	7.37e-03	-2.87	-2.73875	-4.06e-01
1890_at	7.14e-02	7.37e-03	2.87	-2.73898	5.52e-01
3588_at	7.15e-02	7.38e-03	2.87	-2.74007	6.38e-01
1326_at	7.15e-02	7.38e-03	-2.87	-2.74069	-8.85e-01
23536_at	7.15e-02	7.38e-03	2.87	-2.74098	7.84e-01
26234_at	7.15e-02	7.39e-03	-2.87	-2.74193	-4.34e-01
134288_at	7.16e-02	7.40e-03	-2.87	-2.74312	-1.86
64429_at	7.16e-02	7.40e-03	-2.87	-2.7433	-8.03e-01
7127_at	7.17e-02	7.41e-03	2.87	-2.74471	7.23e-01
5891_at	7.19e-02	7.44e-03	-2.87	-2.74802	-6.79e-01
8289_at	7.19e-02	7.45e-03	2.87	-2.74867	6.37e-01
414328_at	7.20e-02	7.46e-03	-2.87	-2.75003	-8.97e-01
677772_at	7.21e-02	7.47e-03	-2.87	-2.75158	-1.07
116835_at	7.21e-02	7.47e-03	2.87	-2.75192	6.46e-01
283951_at	7.21e-02	7.47e-03	2.87	-2.75206	8.95e-01
100874064_at	7.21e-02	7.48e-03	-2.87	-2.75231	-6.94e-01
55501_at	7.21e-02	7.48e-03	2.87	-2.75295	5.90e-01
11141_at	7.23e-02	7.51e-03	-2.86	-2.7559	-4.88e-01
8572_at	7.23e-02	7.51e-03	2.86	-2.75596	1.14
80347_at	7.24e-02	7.52e-03	2.86	-2.75778	5.72e-01
286437_at	7.24e-02	7.53e-03	2.86	-2.75842	1.31
313_at	7.24e-02	7.53e-03	2.86	-2.75881	1.12
9797_at	7.24e-02	7.53e-03	2.86	-2.75901	6.52e-01
90379_at	7.24e-02	7.53e-03	2.86	-2.75912	9.16e-01
619564_at	7.24e-02	7.53e-03	-2.86	-2.75929	-5.56e-01
23336_at	7.24e-02	7.54e-03	2.86	-2.75966	1.01
84329_at	7.24e-02	7.54e-03	2.86	-2.76048	7.61e-01
29761_at	7.25e-02	7.55e-03	-2.86	-2.76163	-4.66e-01
4209_at	7.26e-02	7.57e-03	2.86	-2.76316	6.20e-01
114785_at	7.26e-02	7.57e-03	2.86	-2.76361	6.41e-01
123920_at	7.26e-02	7.57e-03	2.86	-2.7638	6.99e-01
3945_at	7.27e-02	7.58e-03	-2.86	-2.76508	-6.03e-01
392360_at	7.29e-02	7.61e-03	-2.86	-2.76799	-9.77e-01
7171_at	7.29e-02	7.62e-03	2.86	-2.76909	6.14e-01
7004_at	7.29e-02	7.62e-03	2.86	-2.7695	7.04e-01
51187_at	7.29e-02	7.62e-03	-2.86	-2.76952	-5.70e-01
728888_at	7.29e-02	7.62e-03	-2.86	-2.77002	-5.95e-01
387712_at	7.29e-02	7.63e-03	-2.86	-2.77067	-5.87e-01
440712_at	7.29e-02	7.63e-03	-2.86	-2.77079	-1.14
7113_at	7.31e-02	7.65e-03	-2.86	-2.77285	-7.49e-01
692107_at	7.31e-02	7.65e-03	-2.86	-2.77311	-9.23e-01
50615_at	7.33e-02	7.68e-03	2.85	-2.77637	7.57e-01
2137_at	7.34e-02	7.68e-03	2.85	-2.7773	6.08e-01
3340_at	7.34e-02	7.69e-03	2.85	-2.77788	5.27e-01
5789_at	7.34e-02	7.69e-03	-2.85	-2.77847	-5.61e-01
8536_at	7.35e-02	7.71e-03	2.85	-2.77985	5.39e-01
51566_at	7.35e-02	7.71e-03	2.85	-2.78032	8.20e-01
493900_at	7.35e-02	7.71e-03	-2.85	-2.78046	-6.81e-01
2734_at	7.35e-02	7.72e-03	2.85	-2.78091	3.30e-01
118980_at	7.35e-02	7.72e-03	-2.85	-2.78128	-1.39
5189_at	7.35e-02	7.72e-03	-2.85	-2.78173	-5.57e-01
4064_at	7.36e-02	7.73e-03	2.85	-2.78303	1.54
1271_at	7.36e-02	7.74e-03	2.85	-2.78353	7.76e-01
322_at	7.37e-02	7.75e-03	2.85	-2.78508	5.44e-01
650_at	7.38e-02	7.77e-03	2.85	-2.78764	1.52
399717_at	7.38e-02	7.77e-03	2.85	-2.78775	7.17e-01
101928659_at	7.38e-02	7.78e-03	-2.85	-2.78806	-8.40e-01
23187_at	7.39e-02	7.78e-03	2.85	-2.7888	5.35e-01
100506725_at	7.39e-02	7.78e-03	-2.85	-2.78882	-1.37
84302_at	7.39e-02	7.79e-03	2.85	-2.78918	7.12e-01
5813_at	7.39e-02	7.80e-03	2.85	-2.7908	4.10e-01
5317_at	7.39e-02	7.80e-03	2.85	-2.79081	7.07e-01
54629_at	7.39e-02	7.80e-03	2.85	-2.79106	9.35e-01
165215_at	7.40e-02	7.82e-03	2.85	-2.79274	8.65e-01
112479_at	7.41e-02	7.83e-03	-2.85	-2.79422	-6.11e-01
6561_at	7.42e-02	7.84e-03	-2.85	-2.79547	-1.67
392465_at	7.43e-02	7.85e-03	-2.85	-2.79639	-1.10
2588_at	7.43e-02	7.85e-03	2.85	-2.79702	8.29e-01
100996654_at	7.44e-02	7.87e-03	-2.84	-2.79876	-4.81e-01
9792_at	7.44e-02	7.88e-03	2.84	-2.79959	4.68e-01
79786_at	7.46e-02	7.90e-03	2.84	-2.80236	7.39e-01
2624_at	7.46e-02	7.90e-03	2.84	-2.80271	6.29e-01
203260_at	7.46e-02	7.91e-03	2.84	-2.80331	5.05e-01
2030_at	7.46e-02	7.91e-03	2.84	-2.80337	8.64e-01
2294_at	7.47e-02	7.92e-03	2.84	-2.80448	6.68e-01
22890_at	7.47e-02	7.92e-03	-2.84	-2.80463	-5.63e-01
83641_at	7.47e-02	7.93e-03	-2.84	-2.80558	-6.90e-01
114898_at	7.48e-02	7.94e-03	2.84	-2.80654	4.95e-01
285971_at	7.50e-02	7.96e-03	2.84	-2.8097	7.75e-01
126326_at	7.50e-02	7.97e-03	2.84	-2.81027	1.08
79180_at	7.50e-02	7.97e-03	2.84	-2.81061	9.87e-01
344558_at	7.51e-02	7.98e-03	2.84	-2.81161	6.23e-01
10009_at	7.51e-02	7.99e-03	2.84	-2.8126	4.90e-01
140628_at	7.51e-02	7.99e-03	2.84	-2.8128	8.20e-01
100128782_at	7.51e-02	7.99e-03	-2.84	-2.81285	-7.37e-01
9027_at	7.51e-02	7.99e-03	-2.84	-2.8131	-1.26
8446_at	7.52e-02	8.00e-03	-2.84	-2.81415	-4.72e-01
65065_at	7.52e-02	8.01e-03	-2.84	-2.81443	-4.93e-01
10776_at	7.52e-02	8.01e-03	2.84	-2.81526	4.13e-01
152206_at	7.52e-02	8.02e-03	-2.84	-2.81561	-6.07e-01
7678_at	7.52e-02	8.02e-03	-2.84	-2.81569	-7.01e-01
375611_at	7.52e-02	8.02e-03	-2.84	-2.81587	-3.57e-01
8914_at	7.52e-02	8.02e-03	2.84	-2.816	6.86e-01
100616456_at	7.52e-02	8.02e-03	-2.84	-2.81653	-6.33e-01
100507373_at	7.52e-02	8.03e-03	2.84	-2.81666	6.71e-01
91369_at	7.52e-02	8.03e-03	2.84	-2.81718	5.49e-01
553103_at	7.53e-02	8.05e-03	-2.84	-2.81962	-8.05e-01
153339_at	7.54e-02	8.06e-03	2.84	-2.82067	6.75e-01
54469_at	7.56e-02	8.08e-03	-2.83	-2.82312	-8.41e-01
134218_at	7.56e-02	8.08e-03	2.83	-2.82317	3.88e-01
55311_at	7.57e-02	8.10e-03	2.83	-2.82491	6.56e-01
11267_at	7.57e-02	8.10e-03	2.83	-2.82512	5.43e-01
101927252_at	7.57e-02	8.11e-03	-2.83	-2.82568	-1.03
84250_at	7.58e-02	8.12e-03	-2.83	-2.82776	-7.42e-01
1213_at	7.58e-02	8.13e-03	2.83	-2.82801	3.28e-01
51534_at	7.58e-02	8.13e-03	-2.83	-2.82823	-5.81e-01
2077_at	7.58e-02	8.13e-03	2.83	-2.82843	6.24e-01
91543_at	7.59e-02	8.14e-03	2.83	-2.8298	1.04
80741_at	7.60e-02	8.15e-03	2.83	-2.83116	6.79e-01
10927_at	7.60e-02	8.16e-03	-2.83	-2.83146	-3.46e-01
3297_at	7.64e-02	8.21e-03	2.83	-2.83684	6.03e-01
100129583_at	7.64e-02	8.21e-03	-2.83	-2.83745	-6.77e-01
3384_at	7.64e-02	8.21e-03	2.83	-2.83773	6.56e-01
26770_at	7.65e-02	8.23e-03	-2.83	-2.83932	-1.57
53838_at	7.65e-02	8.23e-03	2.83	-2.83988	6.07e-01
100113389_at	7.67e-02	8.26e-03	-2.83	-2.84261	-9.51e-01
10449_at	7.67e-02	8.27e-03	-2.83	-2.84335	-7.54e-01
28_at	7.67e-02	8.27e-03	-2.82	-2.84346	-6.67e-01
4924_at	7.67e-02	8.27e-03	2.82	-2.84351	6.31e-01
100507470_at	7.67e-02	8.27e-03	-2.82	-2.84395	-4.68e-01
100302276_at	7.69e-02	8.29e-03	-2.82	-2.84598	-1.52
58485_at	7.69e-02	8.29e-03	2.82	-2.84626	4.03e-01
348158_at	7.69e-02	8.30e-03	-2.82	-2.84669	-1.50
808_at	7.69e-02	8.30e-03	2.82	-2.84672	4.03e-01
155435_at	7.69e-02	8.30e-03	-2.82	-2.84724	-7.67e-01
11082_at	7.69e-02	8.30e-03	-2.82	-2.84762	-1.34
22856_at	7.69e-02	8.31e-03	2.82	-2.84795	5.89e-01
1353_at	7.69e-02	8.31e-03	-2.82	-2.84823	-6.29e-01
2041_at	7.69e-02	8.31e-03	2.82	-2.84825	4.74e-01
102724465_at	7.74e-02	8.38e-03	-2.82	-2.85529	-6.15e-01
27044_at	7.74e-02	8.38e-03	2.82	-2.85538	3.59e-01
118663_at	7.74e-02	8.38e-03	-2.82	-2.85551	-4.34e-01
26469_at	7.74e-02	8.39e-03	2.82	-2.85672	6.46e-01
65095_at	7.74e-02	8.39e-03	2.82	-2.85675	9.38e-01
283897_at	7.76e-02	8.41e-03	2.82	-2.85905	6.36e-01
202181_at	7.77e-02	8.42e-03	-2.82	-2.86044	-1.24
10212_at	7.77e-02	8.43e-03	2.82	-2.86099	5.74e-01
6675_at	7.78e-02	8.44e-03	-2.82	-2.86263	-5.35e-01
100189589_at	7.78e-02	8.44e-03	-2.82	-2.86281	-6.84e-01
728747_at	7.78e-02	8.45e-03	-2.82	-2.86285	-8.37e-01
285172_at	7.78e-02	8.45e-03	-2.82	-2.86329	-7.52e-01
5763_at	7.78e-02	8.45e-03	2.82	-2.86374	5.00e-01
3242_at	7.78e-02	8.46e-03	-2.82	-2.86409	-1.83
23253_at	7.78e-02	8.47e-03	-2.82	-2.86501	-4.47e-01
23262_at	7.78e-02	8.47e-03	-2.82	-2.86504	-5.42e-01
100507053_at	7.78e-02	8.47e-03	-2.82	-2.86504	-5.26e-01
5618_at	7.79e-02	8.48e-03	-2.81	-2.86668	-1.46
345_at	7.80e-02	8.49e-03	-2.81	-2.86808	-1.36
407975_at	7.81e-02	8.50e-03	-2.81	-2.86889	-7.33e-01
1800_at	7.81e-02	8.51e-03	-2.81	-2.86992	-1.49
10444_at	7.81e-02	8.52e-03	2.81	-2.87037	6.39e-01
145483_at	7.81e-02	8.52e-03	2.81	-2.8705	7.58e-01
23195_at	7.81e-02	8.52e-03	-2.81	-2.87054	-5.00e-01
54464_at	7.81e-02	8.52e-03	-2.81	-2.87126	-4.49e-01
6874_at	7.81e-02	8.53e-03	2.81	-2.87158	6.72e-01
975_at	7.82e-02	8.54e-03	2.81	-2.87328	5.40e-01
90956_at	7.84e-02	8.57e-03	2.81	-2.87589	9.26e-01
337971_at	7.85e-02	8.58e-03	-2.81	-2.87679	-8.01e-01
64849_at	7.86e-02	8.59e-03	-2.81	-2.87847	-1.40
3984_at	7.86e-02	8.59e-03	2.81	-2.8785	8.01e-01
10044_at	7.86e-02	8.59e-03	2.81	-2.87859	7.78e-01
3988_at	7.86e-02	8.60e-03	2.81	-2.87959	6.04e-01
79809_at	7.88e-02	8.62e-03	-2.81	-2.88155	-7.34e-01
4210_at	7.88e-02	8.62e-03	2.81	-2.88174	5.38e-01
27429_at	7.88e-02	8.63e-03	2.81	-2.88275	5.50e-01
152518_at	7.91e-02	8.66e-03	-2.81	-2.88588	-6.44e-01
440073_at	7.91e-02	8.67e-03	2.81	-2.8867	5.92e-01
170691_at	7.92e-02	8.69e-03	-2.80	-2.88823	-4.74e-01
79814_at	7.92e-02	8.70e-03	-2.80	-2.88931	-1.60
10714_at	7.92e-02	8.70e-03	-2.80	-2.88932	-6.55e-01
202151_at	7.92e-02	8.70e-03	-2.80	-2.88941	-1.19
57674_at	7.92e-02	8.70e-03	2.80	-2.88958	5.02e-01
692212_at	7.93e-02	8.71e-03	-2.80	-2.8908	-1.41
1471_at	7.93e-02	8.72e-03	2.80	-2.89167	4.88e-01
83985_at	7.94e-02	8.73e-03	2.80	-2.89318	5.83e-01
2907_at	7.94e-02	8.74e-03	2.80	-2.89355	5.96e-01
79648_at	7.94e-02	8.74e-03	-2.80	-2.89358	-5.69e-01
101929356_at	7.94e-02	8.74e-03	-2.80	-2.89366	-1.17
55113_at	7.94e-02	8.74e-03	2.80	-2.89426	6.03e-01
5910_at	7.95e-02	8.75e-03	2.80	-2.89536	4.49e-01
80164_at	7.95e-02	8.76e-03	2.80	-2.89608	6.11e-01
7220_at	7.97e-02	8.78e-03	-2.80	-2.89808	-7.53e-01
22834_at	7.97e-02	8.79e-03	2.80	-2.89914	4.02e-01
245812_at	7.97e-02	8.79e-03	2.80	-2.89947	7.35e-01
868_at	7.97e-02	8.80e-03	-2.80	-2.89987	-8.30e-01
9118_at	7.97e-02	8.80e-03	2.80	-2.9	5.29e-01
6519_at	7.98e-02	8.81e-03	-2.80	-2.90115	-1.36
58155_at	7.98e-02	8.81e-03	-2.80	-2.90157	-1.14
55330_at	7.99e-02	8.82e-03	2.80	-2.90244	6.74e-01
4246_at	7.99e-02	8.83e-03	-2.80	-2.90368	-5.80e-01
54209_at	8.02e-02	8.86e-03	2.80	-2.90677	1.32
84617_at	8.04e-02	8.89e-03	2.80	-2.90926	8.81e-01
5936_at	8.06e-02	8.92e-03	-2.79	-2.91204	-6.47e-01
4818_at	8.06e-02	8.92e-03	2.79	-2.91254	1.49
55422_at	8.06e-02	8.92e-03	-2.79	-2.91256	-5.46e-01
27443_at	8.06e-02	8.93e-03	-2.79	-2.91319	-7.55e-01
100505658_at	8.06e-02	8.93e-03	-2.79	-2.91354	-9.06e-01
100505648_at	8.06e-02	8.93e-03	-2.79	-2.91389	-7.74e-01
11016_at	8.06e-02	8.94e-03	2.79	-2.91444	3.89e-01
2034_at	8.07e-02	8.95e-03	2.79	-2.91535	5.47e-01
3181_at	8.08e-02	8.96e-03	-2.79	-2.91638	-3.42e-01
81847_at	8.08e-02	8.96e-03	-2.79	-2.91693	-5.45e-01
2019_at	8.08e-02	8.97e-03	2.79	-2.91771	5.17e-01
55840_at	8.09e-02	8.98e-03	-2.79	-2.91888	-1.43
85477_at	8.09e-02	8.99e-03	-2.79	-2.91956	-1.15
151050_at	8.09e-02	8.99e-03	-2.79	-2.91985	-7.74e-01
10144_at	8.09e-02	9.00e-03	-2.79	-2.91998	-6.84e-01
123264_at	8.09e-02	9.00e-03	-2.79	-2.92001	-9.64e-01
7988_at	8.10e-02	9.01e-03	2.79	-2.92168	7.45e-01
6925_at	8.10e-02	9.01e-03	2.79	-2.92175	5.05e-01
23161_at	8.10e-02	9.02e-03	-2.79	-2.92236	-5.54e-01
284312_at	8.11e-02	9.03e-03	-2.79	-2.92383	-4.97e-01
387751_at	8.11e-02	9.04e-03	2.79	-2.9243	9.99e-01
5575_at	8.11e-02	9.04e-03	2.79	-2.92436	7.59e-01
10945_at	8.11e-02	9.04e-03	2.79	-2.92478	4.98e-01
4054_at	8.11e-02	9.05e-03	2.79	-2.92497	5.72e-01
56916_at	8.12e-02	9.06e-03	-2.79	-2.92616	-4.79e-01
102724815_at	8.12e-02	9.06e-03	-2.79	-2.92631	-1.07
54510_at	8.12e-02	9.06e-03	2.79	-2.9266	9.83e-01
101929709_at	8.13e-02	9.08e-03	-2.79	-2.92886	-1.08
8694_at	8.14e-02	9.09e-03	2.79	-2.92948	6.00e-01
619556_at	8.14e-02	9.10e-03	-2.79	-2.93032	-4.72e-01
100302289_at	8.14e-02	9.10e-03	-2.79	-2.93074	-7.71e-01
388341_at	8.14e-02	9.11e-03	2.79	-2.93125	8.14e-01
401081_at	8.15e-02	9.11e-03	-2.79	-2.9318	-1.22
440275_at	8.15e-02	9.13e-03	2.78	-2.93307	5.00e-01
9708_at	8.15e-02	9.13e-03	-2.78	-2.93343	-8.65e-01
3123_at	8.15e-02	9.13e-03	2.78	-2.9337	7.40e-01
127707_at	8.15e-02	9.14e-03	-2.78	-2.93393	-5.84e-01
677797_at	8.15e-02	9.14e-03	-2.78	-2.93416	-1.87
25924_at	8.15e-02	9.14e-03	-2.78	-2.93434	-6.80e-01
57590_at	8.15e-02	9.14e-03	2.78	-2.93468	6.68e-01
64114_at	8.15e-02	9.14e-03	2.78	-2.93469	4.85e-01
51141_at	8.15e-02	9.15e-03	-2.78	-2.93496	-7.87e-01
10794_at	8.15e-02	9.15e-03	2.78	-2.93564	6.54e-01
3566_at	8.15e-02	9.16e-03	2.78	-2.93604	6.25e-01
414245_at	8.16e-02	9.16e-03	-2.78	-2.93687	-5.67e-01
54558_at	8.16e-02	9.17e-03	-2.78	-2.93735	-8.51e-01
340074_at	8.17e-02	9.18e-03	-2.78	-2.93873	-3.59e-01
10161_at	8.17e-02	9.19e-03	2.78	-2.93924	7.18e-01
55037_at	8.17e-02	9.19e-03	-2.78	-2.93946	-6.06e-01
9592_at	8.17e-02	9.19e-03	2.78	-2.93974	6.92e-01
