ID	adj.P.Val	P.Value	t	B	logFC
976_at	8.87e-09	3.47e-13	1.21e+01	19.36176	2.45
767591_at	1.04e-06	8.13e-11	-9.69	14.45173	-2.07
6624_at	1.20e-06	1.46e-10	9.45	13.91655	2.70
654321_at	1.20e-06	1.87e-10	-9.34	13.68405	-2.55
2828_at	1.66e-06	3.58e-10	9.08	13.08698	1.91
3678_at	1.66e-06	3.97e-10	9.04	12.99026	1.51
187_at	1.66e-06	4.64e-10	8.98	12.84597	2.29
399670_at	1.66e-06	5.18e-10	-8.93	12.74442	-1.73
1577_at	2.13e-06	7.50e-10	-8.78	12.4018	-2.59
57608_at	3.15e-06	1.23e-09	8.59	11.9424	1.79
5276_at	3.83e-06	1.65e-09	-8.47	11.66991	-2.03
22899_at	3.83e-06	1.79e-09	8.44	11.59072	2.37
2615_at	3.91e-06	1.99e-09	8.40	11.49626	2.17
101928784_at	6.24e-06	3.41e-09	-8.19	10.99074	-2.64
5166_at	6.38e-06	3.74e-09	-8.16	10.90524	-2.00
2625_at	9.35e-06	5.85e-09	7.98	10.48709	1.84
101926962_at	1.04e-05	7.39e-09	-7.90	10.26891	-2.75
10157_at	1.04e-05	7.61e-09	-7.88	10.24023	-1.63
7743_at	1.04e-05	7.73e-09	-7.88	10.22566	-1.61
401024_at	1.46e-05	1.14e-08	-7.73	9.858	-1.56
2004_at	1.56e-05	1.28e-08	7.69	9.75407	1.40
100507062_at	1.61e-05	1.38e-08	-7.66	9.68162	-2.47
2022_at	1.76e-05	1.58e-08	7.61	9.55654	1.51
100131564_at	2.29e-05	2.15e-08	-7.49	9.26674	-3.08
150709_at	2.39e-05	2.34e-08	-7.46	9.18726	-1.31
5900_at	2.53e-05	2.57e-08	7.43	9.09921	1.43
1594_at	2.85e-05	3.00e-08	-7.37	8.95084	-1.97
2275_at	3.10e-05	3.40e-08	7.32	8.83527	2.03
595_at	3.43e-05	3.89e-08	7.27	8.7076	1.68
5288_at	3.51e-05	4.12e-08	-7.25	8.65338	-1.11
254773_at	3.96e-05	4.80e-08	-7.19	8.50942	-1.23
6693_at	4.01e-05	5.17e-08	7.17	8.4393	1.81
633_at	4.01e-05	5.18e-08	7.17	8.43777	1.30
6483_at	4.17e-05	5.55e-08	7.14	8.37283	1.81
6263_at	4.31e-05	6.05e-08	-7.11	8.29102	-1.83
101929529_at	4.31e-05	6.12e-08	-7.11	8.28086	-3.06
10349_at	4.31e-05	6.31e-08	-7.09	8.25159	-1.12
54345_at	4.31e-05	6.40e-08	7.09	8.23772	2.25
170954_at	4.48e-05	6.84e-08	7.06	8.17579	1.61
2796_at	5.08e-05	8.29e-08	-6.99	7.99383	-2.51
7040_at	5.08e-05	8.31e-08	6.99	7.99213	1.94
9481_at	5.08e-05	8.46e-08	-6.99	7.97523	-1.90
59274_at	5.08e-05	8.54e-08	6.98	7.9659	1.13
9351_at	5.29e-05	9.10e-08	6.96	7.90582	1.42
10748_at	5.61e-05	1.01e-07	-6.92	7.80377	-1.44
23500_at	5.61e-05	1.02e-07	6.92	7.79902	1.46
100134040_at	5.61e-05	1.05e-07	-6.91	7.77484	-1.90
379013_at	5.61e-05	1.05e-07	-6.91	7.7681	-2.41
157381_at	5.64e-05	1.08e-07	-6.90	7.7435	-1.38
5916_at	5.81e-05	1.13e-07	6.88	7.69724	1.82
26789_at	6.20e-05	1.24e-07	-6.85	7.61324	-2.82
6430_at	6.20e-05	1.29e-07	-6.83	7.57247	-1.03
100033427_at	6.20e-05	1.30e-07	-6.83	7.56707	-2.26
11230_at	6.20e-05	1.31e-07	6.83	7.56298	1.36
692227_at	6.21e-05	1.34e-07	-6.82	7.54359	-2.72
56892_at	6.40e-05	1.40e-07	6.80	7.49804	1.49
1052_at	6.56e-05	1.46e-07	-6.79	7.45806	-1.42
4811_at	6.96e-05	1.58e-07	6.76	7.38561	1.26
9672_at	7.01e-05	1.63e-07	6.75	7.3523	1.93
1536_at	7.01e-05	1.64e-07	6.74	7.34705	3.02
125111_at	7.74e-05	1.85e-07	6.70	7.23686	1.60
117283_at	8.32e-05	2.02e-07	-6.67	7.15353	-2.21
54429_at	8.80e-05	2.20e-07	-6.64	7.07244	-2.28
5287_at	8.80e-05	2.20e-07	6.64	7.07067	1.56
100874096_at	9.38e-05	2.38e-07	-6.61	6.99589	-2.00
8751_at	9.81e-05	2.53e-07	6.59	6.9385	1.64
100033821_at	1.03e-04	2.69e-07	-6.57	6.88164	-1.74
255877_at	1.04e-04	2.78e-07	6.56	6.851	2.00
84168_at	1.04e-04	2.79e-07	6.55	6.84537	1.47
100775107_at	1.04e-04	2.85e-07	-6.55	6.82729	-2.47
4650_at	1.04e-04	2.90e-07	6.54	6.80815	1.40
153396_at	1.04e-04	2.93e-07	-6.54	6.79963	-1.50
284119_at	1.04e-04	2.96e-07	6.53	6.78998	1.34
23208_at	1.15e-04	3.34e-07	6.49	6.67686	2.01
7837_at	1.16e-04	3.40e-07	6.48	6.65865	1.64
54790_at	1.20e-04	3.57e-07	-6.47	6.61303	-1.59
10529_at	1.26e-04	3.79e-07	-6.44	6.55679	-1.85
57572_at	1.27e-04	3.89e-07	6.43	6.53152	1.42
7805_at	1.27e-04	3.91e-07	6.43	6.5266	1.93
5970_at	1.28e-04	4.00e-07	6.42	6.50448	1.21
83442_at	1.28e-04	4.05e-07	6.42	6.49357	1.01
100507308_at	1.32e-04	4.28e-07	-6.40	6.44181	-2.45
392_at	1.32e-04	4.29e-07	6.40	6.43863	1.02
109_at	1.32e-04	4.32e-07	6.40	6.43134	9.95e-01
55740_at	1.32e-04	4.42e-07	6.39	6.41065	1.14
203_at	1.32e-04	4.45e-07	6.39	6.40387	1.06
7791_at	1.32e-04	4.48e-07	6.38	6.39787	1.93
55690_at	1.33e-04	4.63e-07	6.37	6.3671	1.16
654319_at	1.33e-04	4.63e-07	-6.37	6.36608	-2.56
84687_at	1.34e-04	4.71e-07	6.37	6.34988	1.45
65059_at	1.34e-04	4.76e-07	6.36	6.34072	1.34
7072_at	1.37e-04	4.93e-07	-6.35	6.30658	-1.77
1284_at	1.42e-04	5.17e-07	6.33	6.2619	1.69
64411_at	1.43e-04	5.26e-07	6.33	6.24584	1.54
5045_at	1.43e-04	5.31e-07	6.32	6.23665	1.07
7126_at	1.45e-04	5.42e-07	6.32	6.21651	1.14
1981_at	1.45e-04	5.49e-07	6.31	6.20573	8.13e-01
10443_at	1.46e-04	5.62e-07	-6.30	6.1835	-9.98e-01
643432_at	1.46e-04	5.63e-07	-6.30	6.181	-1.14
9448_at	1.51e-04	5.92e-07	6.28	6.13308	1.09
340527_at	1.51e-04	5.95e-07	6.28	6.12892	1.63
3059_at	1.52e-04	6.08e-07	6.27	6.10886	2.02
1950_at	1.52e-04	6.13e-07	-6.27	6.10062	-2.64
64319_at	1.52e-04	6.19e-07	6.27	6.0919	1.50
25960_at	1.53e-04	6.26e-07	6.26	6.08042	1.64
29015_at	1.59e-04	6.65e-07	6.24	6.02381	1.44
83541_at	1.59e-04	6.65e-07	6.24	6.02347	2.01
57169_at	1.61e-04	6.84e-07	6.23	5.9964	9.69e-01
1398_at	1.61e-04	6.87e-07	6.23	5.99227	9.53e-01
100874241_at	1.69e-04	7.25e-07	-6.21	5.94147	-2.67
57580_at	1.74e-04	7.56e-07	6.20	5.90164	1.61
90332_at	1.81e-04	7.97e-07	6.18	5.85145	1.79
7157_at	1.81e-04	7.99e-07	6.18	5.84967	1.71
1282_at	1.83e-04	8.17e-07	6.17	5.82769	1.60
25976_at	1.96e-04	8.81e-07	-6.14	5.75652	-1.29
57479_at	1.96e-04	8.87e-07	6.14	5.75046	1.30
11135_at	2.01e-04	9.19e-07	6.13	5.71612	1.28
84886_at	2.07e-04	9.54e-07	6.11	5.68136	1.25
56005_at	2.10e-04	9.78e-07	6.10	5.6572	1.53
57140_at	2.14e-04	1.01e-06	6.09	5.62461	1.28
25829_at	2.14e-04	1.03e-06	6.09	5.60434	1.30
79940_at	2.14e-04	1.04e-06	-6.08	5.602	-2.35
619568_at	2.14e-04	1.04e-06	-6.08	5.60148	-2.72
7351_at	2.14e-04	1.04e-06	6.08	5.60144	2.25
8473_at	2.20e-04	1.08e-06	-6.07	5.56651	-1.42
152273_at	2.23e-04	1.10e-06	6.06	5.54649	1.19
79741_at	2.24e-04	1.12e-06	-6.06	5.53109	-1.11
101927378_at	2.24e-04	1.12e-06	-6.06	5.52743	-1.88
101928830_at	2.24e-04	1.13e-06	-6.05	5.52082	-1.75
359845_at	2.33e-04	1.18e-06	6.04	5.47703	1.82
8578_at	2.37e-04	1.22e-06	6.03	5.45099	1.35
101926906_at	2.38e-04	1.23e-06	-6.02	5.44055	-2.40
1889_at	2.38e-04	1.24e-06	6.02	5.43467	1.32
221937_at	2.43e-04	1.27e-06	6.01	5.40608	1.13
85358_at	2.43e-04	1.29e-06	6.01	5.39808	1.83
1436_at	2.43e-04	1.29e-06	6.01	5.39481	2.05
100507242_at	2.47e-04	1.33e-06	-6.00	5.36877	-1.56
4851_at	2.47e-04	1.33e-06	6.00	5.36513	1.69
116449_at	2.61e-04	1.42e-06	-5.97	5.30562	-9.62e-01
677800_at	2.64e-04	1.45e-06	-5.97	5.28605	-3.20
199974_at	2.69e-04	1.49e-06	-5.96	5.2576	-2.24
677847_at	2.69e-04	1.49e-06	-5.95	5.25651	-3.10
677845_at	2.74e-04	1.53e-06	-5.95	5.23018	-2.64
3339_at	2.76e-04	1.55e-06	5.94	5.2189	1.55
100033431_at	2.80e-04	1.59e-06	-5.93	5.19818	-2.45
6591_at	2.84e-04	1.62e-06	5.93	5.1766	1.23
1893_at	2.84e-04	1.63e-06	5.92	5.17077	2.44
219972_at	2.92e-04	1.69e-06	5.91	5.13965	1.67
619383_at	3.04e-04	1.77e-06	-5.89	5.09395	-2.30
2050_at	3.04e-04	1.78e-06	5.89	5.08862	1.89
55599_at	3.08e-04	1.82e-06	-5.88	5.0681	-1.55
6926_at	3.09e-04	1.84e-06	5.88	5.05894	1.55
409_at	3.11e-04	1.86e-06	5.88	5.0468	1.52
90952_at	3.26e-04	1.97e-06	5.86	4.99238	1.52
5976_at	3.26e-04	1.97e-06	5.86	4.99068	1.16
4900_at	3.29e-04	2.01e-06	5.85	4.97596	1.69
221184_at	3.30e-04	2.03e-06	5.85	4.96574	1.55
8482_at	3.30e-04	2.04e-06	5.84	4.95931	1.49
4784_at	3.37e-04	2.12e-06	5.83	4.92494	1.25
387700_at	3.37e-04	2.12e-06	-5.83	4.92405	-2.59
10318_at	3.37e-04	2.12e-06	5.83	4.92327	8.88e-01
647033_at	3.42e-04	2.17e-06	-5.82	4.90177	-1.44
54206_at	3.44e-04	2.22e-06	-5.82	4.88151	-2.00
5699_at	3.44e-04	2.22e-06	5.81	4.87887	9.58e-01
90632_at	3.44e-04	2.22e-06	-5.81	4.87806	-1.81
10266_at	3.44e-04	2.23e-06	5.81	4.87414	1.07
374618_at	3.44e-04	2.24e-06	-5.81	4.86934	-1.30
80303_at	3.51e-04	2.30e-06	5.80	4.84472	8.37e-01
407043_at	3.51e-04	2.32e-06	-5.80	4.83678	-2.04
5144_at	3.52e-04	2.34e-06	-5.80	4.82908	-1.10
259295_at	3.53e-04	2.36e-06	-5.79	4.82167	-1.26
6405_at	3.55e-04	2.39e-06	5.79	4.80892	1.41
4066_at	3.55e-04	2.42e-06	5.78	4.79667	1.30
2307_at	3.55e-04	2.42e-06	5.78	4.79632	1.25
554201_at	3.55e-04	2.43e-06	-5.78	4.79522	-8.99e-01
51296_at	3.61e-04	2.48e-06	5.77	4.77339	1.26
10749_at	3.62e-04	2.51e-06	5.77	4.76469	9.41e-01
79608_at	3.62e-04	2.53e-06	-5.77	4.75426	-1.24
79650_at	3.62e-04	2.54e-06	5.77	4.74993	1.22
64651_at	3.62e-04	2.56e-06	-5.76	4.74399	-1.16
51655_at	3.62e-04	2.56e-06	-5.76	4.74388	-1.67
55920_at	3.62e-04	2.58e-06	5.76	4.7364	1.06
677832_at	3.62e-04	2.59e-06	-5.76	4.73323	-2.20
1007_at	3.64e-04	2.62e-06	-5.76	4.72278	-2.14
4035_at	3.65e-04	2.64e-06	5.75	4.71412	1.12
57730_at	3.65e-04	2.65e-06	-5.75	4.71115	-2.28
7052_at	3.82e-04	2.79e-06	5.73	4.66094	1.54
5602_at	3.97e-04	2.91e-06	-5.72	4.62091	-1.12
83595_at	4.00e-04	2.97e-06	5.71	4.60157	1.58
3040_at	4.00e-04	2.98e-06	5.71	4.59968	2.68
54922_at	4.00e-04	3.00e-06	5.71	4.59473	1.28
283970_at	4.00e-04	3.00e-06	-5.71	4.59251	-1.53
83742_at	4.06e-04	3.06e-06	5.70	4.57481	1.42
23207_at	4.08e-04	3.10e-06	5.70	4.56364	1.02
29888_at	4.09e-04	3.12e-06	5.69	4.55728	1.11
57190_at	4.10e-04	3.14e-06	5.69	4.54962	1.16
6870_at	4.12e-04	3.17e-06	-5.69	4.54034	-1.36
1060_at	4.17e-04	3.24e-06	-5.68	4.52151	-1.14
100874018_at	4.17e-04	3.26e-06	-5.68	4.51347	-1.08
3092_at	4.17e-04	3.28e-06	5.68	4.50949	1.06
57018_at	4.17e-04	3.28e-06	-5.68	4.50894	-1.64
101929524_at	4.21e-04	3.34e-06	-5.67	4.49169	-9.75e-01
50807_at	4.21e-04	3.36e-06	5.67	4.48605	1.02
203328_at	4.21e-04	3.37e-06	-5.67	4.4834	-1.61
972_at	4.21e-04	3.37e-06	5.67	4.48306	7.38e-01
693122_at	4.24e-04	3.42e-06	-5.66	4.46998	-2.50
9578_at	4.30e-04	3.49e-06	5.65	4.44983	7.59e-01
23473_at	4.30e-04	3.50e-06	-5.65	4.44811	-8.21e-01
441478_at	4.35e-04	3.55e-06	5.65	4.43274	1.43
56654_at	4.53e-04	3.74e-06	5.63	4.38536	1.28
6586_at	4.53e-04	3.74e-06	5.63	4.38417	1.20
4071_at	4.57e-04	3.79e-06	5.63	4.37138	1.04
1003_at	4.59e-04	3.82e-06	5.62	4.36327	1.38
4478_at	4.60e-04	3.86e-06	5.62	4.3534	7.37e-01
7453_at	4.60e-04	3.87e-06	5.62	4.35269	9.17e-01
127069_at	4.65e-04	3.92e-06	-5.61	4.33849	-2.81
3488_at	4.73e-04	4.01e-06	5.61	4.31684	8.73e-01
2070_at	4.90e-04	4.17e-06	-5.59	4.28038	-1.85
116154_at	4.92e-04	4.21e-06	-5.59	4.27176	-1.12
6915_at	4.97e-04	4.27e-06	5.58	4.25756	1.29
5333_at	5.06e-04	4.37e-06	5.58	4.23615	1.10
91653_at	5.18e-04	4.50e-06	5.57	4.20872	1.26
140576_at	5.58e-04	4.88e-06	5.54	4.13138	1.29
100272228_at	5.58e-04	4.89e-06	-5.54	4.12972	-1.48
9572_at	5.86e-04	5.16e-06	5.52	4.07918	2.29
7424_at	5.89e-04	5.21e-06	5.51	4.06984	1.71
4855_at	5.96e-04	5.29e-06	5.51	4.05579	1.23
6238_at	6.03e-04	5.38e-06	5.50	4.0392	1.29
6835_at	6.03e-04	5.42e-06	5.50	4.03187	1.12
10095_at	6.03e-04	5.44e-06	5.50	4.02799	1.63
3653_at	6.03e-04	5.45e-06	-5.50	4.02731	-1.64
100289511_at	6.18e-04	5.60e-06	-5.49	4.0005	-9.52e-01
9545_at	6.24e-04	5.69e-06	5.48	3.98542	1.36
5589_at	6.24e-04	5.71e-06	5.48	3.98272	9.20e-01
254778_at	6.56e-04	6.02e-06	-5.46	3.93159	-1.53
285382_at	6.66e-04	6.14e-06	5.46	3.91344	1.74
6497_at	6.67e-04	6.18e-06	5.45	3.90692	1.58
23138_at	6.68e-04	6.22e-06	5.45	3.90147	1.08
91607_at	6.84e-04	6.39e-06	5.44	3.87498	1.64
4641_at	6.89e-04	6.46e-06	5.44	3.8646	1.07
55779_at	6.96e-04	6.56e-06	-5.43	3.85062	-1.29
6786_at	7.00e-04	6.62e-06	5.43	3.84172	1.33
79709_at	7.08e-04	6.72e-06	5.42	3.8272	1.38
54453_at	7.08e-04	6.78e-06	5.42	3.81884	9.50e-01
145624_at	7.08e-04	6.79e-06	-5.42	3.81741	-1.32
84662_at	7.08e-04	6.81e-06	5.42	3.81444	1.03
4240_at	7.08e-04	6.84e-06	5.42	3.81122	1.46
11007_at	7.23e-04	7.03e-06	5.41	3.78474	1.01
11185_at	7.23e-04	7.04e-06	5.41	3.7838	1.55
2771_at	7.30e-04	7.13e-06	5.40	3.77155	8.55e-01
84876_at	7.30e-04	7.16e-06	5.40	3.76769	1.46
9612_at	7.36e-04	7.28e-06	5.40	3.75225	1.08
3039_at	7.36e-04	7.30e-06	5.39	3.74901	2.53
4739_at	7.36e-04	7.33e-06	-5.39	3.74575	-1.21
7133_at	7.36e-04	7.35e-06	5.39	3.74258	1.29
58986_at	7.36e-04	7.39e-06	5.39	3.73751	1.17
5331_at	7.36e-04	7.41e-06	5.39	3.73525	1.24
51393_at	7.36e-04	7.42e-06	5.39	3.73388	1.35
89790_at	7.54e-04	7.64e-06	5.38	3.70608	1.45
9510_at	7.66e-04	7.81e-06	5.37	3.68466	1.56
90799_at	7.66e-04	7.82e-06	-5.37	3.68408	-1.14
9073_at	7.66e-04	7.87e-06	-5.37	3.6783	-2.15
137872_at	7.66e-04	7.94e-06	-5.37	3.66911	-1.57
142685_at	7.66e-04	7.97e-06	-5.36	3.66589	-1.61
54978_at	7.66e-04	7.98e-06	5.36	3.66462	1.10
10493_at	7.66e-04	8.03e-06	5.36	3.65831	1.17
10560_at	7.66e-04	8.04e-06	-5.36	3.65736	-1.93
51177_at	7.66e-04	8.06e-06	5.36	3.65564	1.38
4820_at	7.66e-04	8.08e-06	-5.36	3.65306	-1.77
56006_at	7.66e-04	8.08e-06	5.36	3.65246	1.07
22839_at	7.66e-04	8.11e-06	5.36	3.6488	1.01
1195_at	7.69e-04	8.18e-06	-5.35	3.64139	-1.60
5430_at	7.71e-04	8.23e-06	5.35	3.63541	9.01e-01
219699_at	7.72e-04	8.29e-06	5.35	3.62893	1.69
2897_at	7.72e-04	8.30e-06	-5.35	3.62724	-1.39
4493_at	7.79e-04	8.40e-06	-5.35	3.61556	-1.73
84460_at	7.82e-04	8.47e-06	-5.34	3.60832	-1.76
684_at	8.01e-04	8.72e-06	5.33	3.58082	1.18
101410535_at	8.01e-04	8.73e-06	-5.33	3.57918	-1.41
101929689_at	8.02e-04	8.77e-06	-5.33	3.5744	-2.59
947_at	8.07e-04	8.87e-06	5.33	3.56452	1.03
343450_at	8.35e-04	9.21e-06	-5.31	3.52893	-1.75
646201_at	8.43e-04	9.35e-06	-5.31	3.5143	-1.48
55771_at	8.43e-04	9.36e-06	5.31	3.5132	1.64
196475_at	8.43e-04	9.41e-06	-5.31	3.50784	-1.80
1843_at	8.43e-04	9.43e-06	-5.30	3.50607	-1.51
2011_at	8.44e-04	9.48e-06	5.30	3.5006	1.11
4330_at	8.44e-04	9.54e-06	5.30	3.49464	1.43
54820_at	8.44e-04	9.57e-06	5.30	3.49243	1.19
92799_at	8.44e-04	9.57e-06	5.30	3.49198	1.08
25957_at	8.70e-04	9.91e-06	-5.29	3.45874	-1.12
54806_at	8.70e-04	9.93e-06	-5.29	3.45682	-9.49e-01
8613_at	8.72e-04	9.99e-06	5.28	3.45112	9.22e-01
51294_at	8.73e-04	1.00e-05	5.28	3.44675	1.28
677818_at	8.79e-04	1.01e-05	-5.28	3.43753	-2.33
112464_at	8.79e-04	1.02e-05	5.28	3.43384	1.13
677829_at	8.96e-04	1.04e-05	-5.27	3.4132	-2.43
101928471_at	8.98e-04	1.05e-05	-5.27	3.40734	-9.57e-01
283596_at	8.98e-04	1.05e-05	-5.27	3.40461	-8.95e-01
168537_at	8.99e-04	1.06e-05	5.27	3.39929	1.05
10263_at	8.99e-04	1.06e-05	5.26	3.39505	1.21
4501_at	8.99e-04	1.06e-05	-5.26	3.39292	-1.37
152118_at	8.99e-04	1.07e-05	-5.26	3.3905	-1.51
6876_at	9.03e-04	1.07e-05	5.26	3.38323	1.56
23476_at	9.27e-04	1.11e-05	5.25	3.3552	8.58e-01
79846_at	9.31e-04	1.11e-05	-5.25	3.34777	-1.50
140803_at	9.33e-04	1.12e-05	-5.24	3.3429	-1.10
4296_at	9.39e-04	1.13e-05	5.24	3.33405	1.39
3142_at	9.58e-04	1.16e-05	5.23	3.31158	2.20
7701_at	9.63e-04	1.17e-05	5.23	3.30225	9.15e-01
57124_at	9.63e-04	1.17e-05	5.23	3.29993	1.64
100129424_at	9.63e-04	1.18e-05	-5.23	3.29443	-1.74
100033426_at	9.63e-04	1.18e-05	-5.22	3.29078	-2.78
10919_at	9.63e-04	1.18e-05	5.22	3.28938	1.00
25914_at	9.63e-04	1.19e-05	-5.22	3.28882	-1.24
2669_at	9.64e-04	1.19e-05	5.22	3.28435	2.20
53942_at	9.77e-04	1.21e-05	-5.22	3.26889	-1.38
100033428_at	9.82e-04	1.22e-05	-5.21	3.26067	-1.76
101929425_at	9.87e-04	1.23e-05	-5.21	3.25347	-1.59
55082_at	9.97e-04	1.25e-05	-5.21	3.23791	-1.29
58476_at	9.97e-04	1.25e-05	5.21	3.23707	1.00
55785_at	9.97e-04	1.26e-05	5.20	3.23458	1.13
8085_at	1.01e-03	1.28e-05	5.20	3.21851	1.12
79659_at	1.02e-03	1.29e-05	-5.20	3.21042	-1.02
154810_at	1.03e-03	1.31e-05	5.19	3.19514	9.24e-01
399909_at	1.04e-03	1.32e-05	5.19	3.18602	9.21e-01
4267_at	1.05e-03	1.34e-05	5.18	3.17318	7.12e-01
143662_at	1.05e-03	1.34e-05	-5.18	3.17221	-1.73
79807_at	1.05e-03	1.35e-05	-5.18	3.16609	-1.66
100873976_at	1.05e-03	1.36e-05	-5.18	3.16117	-1.20
57513_at	1.09e-03	1.41e-05	5.16	3.12661	1.43
56882_at	1.10e-03	1.42e-05	5.16	3.11436	1.25
80745_at	1.10e-03	1.44e-05	-5.16	3.10391	-1.27
6659_at	1.10e-03	1.44e-05	5.16	3.10318	1.14
5526_at	1.10e-03	1.44e-05	5.16	3.10261	1.30
3619_at	1.10e-03	1.45e-05	5.15	3.09717	8.84e-01
823_at	1.11e-03	1.46e-05	5.15	3.09252	9.59e-01
2702_at	1.11e-03	1.46e-05	5.15	3.08979	9.78e-01
1435_at	1.11e-03	1.48e-05	5.15	3.07849	1.15
100302164_at	1.11e-03	1.48e-05	-5.15	3.07618	-1.24
9919_at	1.11e-03	1.49e-05	5.14	3.07452	7.05e-01
54910_at	1.13e-03	1.52e-05	5.14	3.05474	1.42
101928829_at	1.14e-03	1.53e-05	-5.13	3.04622	-2.05
81619_at	1.19e-03	1.60e-05	5.12	3.00313	1.24
79834_at	1.20e-03	1.62e-05	5.11	2.98953	1.07
6778_at	1.27e-03	1.71e-05	5.09	2.93933	6.90e-01
4069_at	1.27e-03	1.72e-05	5.09	2.93557	2.32
2207_at	1.28e-03	1.74e-05	5.09	2.92609	2.93
80144_at	1.28e-03	1.74e-05	-5.09	2.92259	-1.54
2160_at	1.30e-03	1.78e-05	-5.08	2.90122	-1.65
130271_at	1.30e-03	1.78e-05	-5.08	2.90087	-1.39
53827_at	1.31e-03	1.80e-05	5.08	2.89385	1.28
80790_at	1.32e-03	1.82e-05	5.07	2.88172	9.82e-01
11100_at	1.35e-03	1.87e-05	5.06	2.85543	6.93e-01
7343_at	1.35e-03	1.87e-05	5.06	2.85421	6.77e-01
9092_at	1.36e-03	1.89e-05	5.06	2.84426	1.04
22870_at	1.36e-03	1.90e-05	5.06	2.84103	9.67e-01
81831_at	1.39e-03	1.94e-05	5.05	2.82058	1.32
154865_at	1.39e-03	1.95e-05	-5.05	2.81815	-1.24
57396_at	1.39e-03	1.96e-05	-5.05	2.81208	-1.57
64855_at	1.39e-03	1.96e-05	5.05	2.81121	1.26
396_at	1.39e-03	1.97e-05	5.05	2.80895	1.07
9344_at	1.40e-03	1.99e-05	5.04	2.79693	8.14e-01
1655_at	1.41e-03	2.00e-05	-5.04	2.79215	-1.26
51564_at	1.42e-03	2.03e-05	5.03	2.77767	1.06
374462_at	1.45e-03	2.08e-05	-5.03	2.75742	-1.68
167465_at	1.45e-03	2.08e-05	5.03	2.75407	1.47
9293_at	1.47e-03	2.11e-05	-5.02	2.73987	-9.89e-01
64283_at	1.49e-03	2.14e-05	-5.02	2.72634	-1.28
101927084_at	1.50e-03	2.16e-05	-5.01	2.71821	-1.19
219654_at	1.53e-03	2.22e-05	5.00	2.69531	1.35
7056_at	1.53e-03	2.22e-05	5.00	2.69387	1.39
9406_at	1.54e-03	2.25e-05	-5.00	2.67913	-9.25e-01
3087_at	1.54e-03	2.26e-05	5.00	2.67773	1.62
9922_at	1.60e-03	2.34e-05	4.98	2.64211	1.02
116828_at	1.62e-03	2.38e-05	-4.98	2.62694	-2.46
10417_at	1.64e-03	2.42e-05	4.97	2.61319	1.04
22936_at	1.64e-03	2.43e-05	-4.97	2.60831	-8.55e-01
283987_at	1.64e-03	2.44e-05	4.97	2.60559	1.21
3659_at	1.64e-03	2.44e-05	4.97	2.60289	1.37
102724193_at	1.65e-03	2.46e-05	4.97	2.59554	1.38
10291_at	1.67e-03	2.50e-05	4.96	2.582	8.15e-01
100422850_at	1.68e-03	2.51e-05	-4.96	2.57735	-2.17
26470_at	1.68e-03	2.53e-05	4.96	2.56904	9.99e-01
677810_at	1.68e-03	2.53e-05	-4.96	2.56897	-2.36
90121_at	1.69e-03	2.55e-05	4.96	2.56304	1.24
7533_at	1.69e-03	2.56e-05	4.95	2.55898	7.88e-01
9584_at	1.72e-03	2.60e-05	-4.95	2.54257	-7.51e-01
25805_at	1.72e-03	2.61e-05	4.95	2.53826	1.28
55224_at	1.72e-03	2.62e-05	-4.95	2.5357	-1.38
55116_at	1.73e-03	2.64e-05	4.94	2.52816	1.03
57634_at	1.78e-03	2.73e-05	4.93	2.49824	8.10e-01
4000_at	1.79e-03	2.75e-05	4.93	2.49116	1.12
83706_at	1.79e-03	2.76e-05	4.93	2.4875	1.28
5911_at	1.79e-03	2.76e-05	4.93	2.48636	8.87e-01
100124516_at	1.80e-03	2.78e-05	-4.92	2.47854	-1.99
1112_at	1.80e-03	2.79e-05	4.92	2.47801	7.11e-01
127124_at	1.83e-03	2.86e-05	-4.91	2.45308	-2.08
64748_at	1.83e-03	2.86e-05	4.91	2.45163	1.11
23670_at	1.83e-03	2.87e-05	-4.91	2.45111	-1.02
2767_at	1.84e-03	2.88e-05	4.91	2.44646	1.10
389_at	1.84e-03	2.89e-05	4.91	2.4426	7.53e-01
51447_at	1.86e-03	2.93e-05	-4.91	2.43028	-7.92e-01
7917_at	1.86e-03	2.93e-05	4.91	2.42864	7.23e-01
3991_at	1.86e-03	2.94e-05	4.91	2.42802	1.19
90139_at	1.86e-03	2.95e-05	4.90	2.42431	1.52
7075_at	1.86e-03	2.96e-05	4.90	2.42118	1.17
151613_at	1.87e-03	2.99e-05	-4.90	2.41012	-1.65
23258_at	1.87e-03	2.99e-05	4.90	2.40945	9.90e-01
3769_at	1.88e-03	3.02e-05	-4.90	2.40115	-1.31
6498_at	1.88e-03	3.03e-05	4.89	2.39919	6.90e-01
151636_at	1.89e-03	3.04e-05	4.89	2.39621	9.02e-01
10052_at	1.89e-03	3.06e-05	4.89	2.38818	1.16
8291_at	1.89e-03	3.07e-05	4.89	2.38673	1.20
94274_at	1.89e-03	3.07e-05	4.89	2.38652	1.20
9537_at	1.89e-03	3.08e-05	4.89	2.38355	1.01
10312_at	1.89e-03	3.08e-05	4.89	2.38179	8.38e-01
2539_at	1.90e-03	3.11e-05	4.89	2.37415	1.09
101930644_at	1.90e-03	3.12e-05	-4.88	2.37144	-1.80
439996_at	1.93e-03	3.16e-05	-4.88	2.3583	-1.25
