ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1694398	0.9997	0.27481809	-1.1059034	-4.699	-0.14033692	83656778	EIF3F	eukaryotic translation initiation factor 3 subunit F
ILMN_1714155	0.9997	0.27482985	-1.1058759	-4.699	-0.15192014	NA		
ILMN_2321648	0.9997	0.27483513	-1.1058636	-4.699	-0.13638675	356640211	SH2D3C	SH2 domain containing 3C
ILMN_1745817	0.9997	0.27484081	-1.1058503	-4.699	-0.20903758	570359539	NELL1	neural EGFL like 1
ILMN_2136423	0.9997	0.27485049	-1.1058277	-4.699	-0.18111322	315360653	MARS2	methionyl-tRNA synthetase 2, mitochondrial
ILMN_3275499	0.9997	0.27486465	1.1057946	-4.699	0.16470578	NA		
ILMN_1747046	0.9997	0.27492015	1.105665	-4.699	0.1537335	109659840	UBTD2	ubiquitin domain containing 2
ILMN_3310251	0.9997	0.27495615	-1.1055809	-4.699	-0.12882372	269847360	MIR1266	microRNA 1266
ILMN_1659437	0.9997	0.27495722	1.1055784	-4.699	0.12053239	153791420	TXNDC17	thioredoxin domain containing 17
ILMN_2351916	0.9997	0.27500794	1.10546	-4.699	0.11898997	284055277	EXO1	exonuclease 1
ILMN_1744635	0.9997	0.27500804	-1.1054598	-4.699	-0.12022028	134244584	IGDCC3	immunoglobulin superfamily DCC subclass member 3
ILMN_2359453	0.9997	0.27500895	1.1054576	-4.699	0.16674656	38327614	ERGIC3	ERGIC and golgi 3
ILMN_1686388	0.9997	0.27503701	-1.1053921	-4.699	-0.19122769	NA		
ILMN_1760129	0.9997	0.27508259	-1.1052857	-4.699	-0.119323	224465232	EHMT1	euchromatic histone lysine methyltransferase 1
ILMN_1726846	0.9997	0.27510167	1.1052412	-4.699	0.15042689	NA		
ILMN_3204305	0.9997	0.27516645	1.10509	-4.699	0.13242269	NA		
ILMN_1784316	0.9997	0.27518018	1.1050579	-4.699	0.12710142	594140693	PCDHA9	protocadherin alpha 9
ILMN_1785146	0.9997	0.27518592	-1.1050445	-4.699	-0.12371147	18702330	OTUD7A	OTU deubiquitinase 7A
ILMN_3247132	0.9997	0.27519677	1.1050192	-4.699	0.65493064	NA		
ILMN_1712715	0.9997	0.27520149	1.1050082	-4.699	0.16950636	NA		
ILMN_2041046	0.9997	0.27522199	1.1049603	-4.7	0.14275572	206725531	CKS1B	CDC28 protein kinase regulatory subunit 1B
ILMN_1752574	0.9997	0.27524735	-1.1049012	-4.7	-0.12942506	98162728	LEAP2	liver enriched antimicrobial peptide 2
ILMN_3236898	0.9997	0.27529251	1.1047958	-4.7	0.15452556	NA		
ILMN_3301193	0.9997	0.27530065	-1.1047768	-4.7	-0.13494464	NA		
ILMN_3242993	0.9997	0.27530589	1.1047646	-4.7	0.16484964	130492453	ZFR2	zinc finger RNA binding protein 2
ILMN_2251766	0.9997	0.27535405	1.1046522	-4.7	0.35630822	NA		
ILMN_1751776	0.9997	0.27535796	1.1046431	-4.7	0.213464	748821156	CKAP2L	cytoskeleton associated protein 2 like
ILMN_1654866	0.9997	0.27538583	-1.1045781	-4.7	-0.14238428	150418006	RANBP2	RAN binding protein 2
ILMN_1885628	0.9997	0.27538762	-1.1045739	-4.7	-0.12637681	167621455	KSR2	kinase suppressor of ras 2
ILMN_2302757	0.9997	0.27539443	1.104558	-4.7	0.33269511	154146261	FCGBP	Fc fragment of IgG binding protein
ILMN_1727524	0.9997	0.27546899	1.1043842	-4.7	0.21399406	54292119	ADAM9	ADAM metallopeptidase domain 9
ILMN_1705861	0.9997	0.2754709	1.1043797	-4.7	0.19859778	221307507	AP1M2	adaptor related protein complex 1 mu 2 subunit
ILMN_2296284	0.9997	0.27547465	1.1043709	-4.7	0.16025161	1044635693	MRI1	methylthioribose-1-phosphate isomerase 1
ILMN_1714511	0.9997	0.2754872	-1.1043417	-4.7	-0.15848144	169790968	PARK2	parkin RBR E3 ubiquitin protein ligase
ILMN_1660151	0.9997	0.27554278	1.1042121	-4.7	0.14777656	NA		
ILMN_1770052	0.9997	0.27555096	1.104193	-4.7	0.14524256	299829201	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
ILMN_3236784	0.9997	0.27555179	1.1041911	-4.7	0.11622006	NA		
ILMN_1897213	0.9997	0.2755726	-1.1041426	-4.7	-0.14071533	NA		
ILMN_1739998	0.9997	0.27557512	-1.1041367	-4.7	-0.13294311	NA		
ILMN_1808258	0.9997	0.27559881	1.1040815	-4.7	0.11861456	297206832	HTR4	5-hydroxytryptamine receptor 4
ILMN_1653826	0.9997	0.27560579	-1.1040652	-4.7	-0.14302897	213417587	FGF13	fibroblast growth factor 13
ILMN_2169801	0.9997	0.27564329	1.1039778	-4.7	0.41139739	61744442	TPSAB1	tryptase alpha/beta 1
ILMN_1665455	0.9997	0.27565036	-1.1039613	-4.7	-0.20242903	1016841165	DCUN1D3	defective in cullin neddylation 1 domain containing 3
ILMN_1729439	0.9997	0.27565366	1.1039536	-4.7	0.14558242	609877949	CYP4F2	cytochrome P450 family 4 subfamily F member 2
ILMN_1724269	0.9997	0.27567908	1.1038943	-4.7	0.13121758	NA		
ILMN_2311041	0.9997	0.27571573	1.1038089	-4.7	0.2215815	169646307	MRPL52	mitochondrial ribosomal protein L52
ILMN_2363966	0.9997	0.27575819	-1.10371	-4.7	-0.13188289	90652860	PTPN5	protein tyrosine phosphatase, non-receptor type 5
ILMN_1751785	0.9997	0.27577503	-1.1036707	-4.7	-0.1525585	293336421	DMRT2	doublesex and mab-3 related transcription factor 2
ILMN_3226838	0.9997	0.275776	-1.1036685	-4.7	-0.139889	NA		
ILMN_1672365	0.9997	0.2757761	-1.1036682	-4.7	-0.13581761	NA		
ILMN_1733107	0.9997	0.27579716	1.1036192	-4.7	0.14771897	733214426	NOC4L	nucleolar complex associated 4 homolog
ILMN_1776666	0.9997	0.27580853	-1.1035927	-4.7	-0.12528631	163659847	GRIK3	glutamate ionotropic receptor kainate type subunit 3
ILMN_1660871	0.9997	0.27582871	-1.1035456	-4.7	-0.20112056	261244919	NEK6	NIMA related kinase 6
ILMN_3237488	0.9997	0.2758679	-1.1034543	-4.701	-0.14778028	359751397	AKR1C2	aldo-keto reductase family 1, member C2
ILMN_1665775	0.9997	0.2759007	-1.1033779	-4.701	-0.22916286	955471912	MARC2	mitochondrial amidoxime reducing component 2
ILMN_1689874	0.9997	0.2759707	1.1032149	-4.701	0.15499358	84570136	HOXB3	homeobox B3
ILMN_1784283	0.9997	0.27599696	1.1031537	-4.701	0.13634083	225703075	USH1C	USH1 protein network component harmonin
ILMN_1663106	0.9997	0.27602661	-1.1030847	-4.701	-0.13222483	266452703	SPTB	spectrin beta, erythrocytic
ILMN_1739092	0.9997	0.27603736	-1.1030596	-4.701	-0.11138389	NA		
ILMN_1766741	0.9997	0.27604041	1.1030526	-4.701	0.15954386	NA		
ILMN_1669543	0.9997	0.27605275	-1.1030238	-4.701	-0.13444244	NA		
ILMN_1652786	0.9997	0.27608507	-1.1029486	-4.701	-0.12400081	NA		
ILMN_1657274	0.9997	0.27623058	-1.1026098	-4.701	-0.15128206	NA		
ILMN_1744445	0.9997	0.27625166	-1.1025607	-4.701	-0.13339025	NA		
ILMN_1809291	0.9997	0.27630062	-1.1024468	-4.701	-0.24234225	183396766	TSPAN7	tetraspanin 7
ILMN_1801158	0.9997	0.27631611	-1.1024108	-4.701	-0.15506114	NA		
ILMN_1747870	0.9997	0.27632579	1.1023882	-4.701	0.18065992	6912245	CD3EAP	CD3e molecule associated protein
ILMN_2058468	0.9997	0.27635525	1.1023197	-4.701	0.15667206	635574576	BACH2	BTB domain and CNC homolog 2
ILMN_1744795	0.9997	0.27640644	1.1022006	-4.701	0.15150433	213021184	TBL1X	transducin (beta)-like 1X-linked
ILMN_1684818	0.9997	0.27647345	1.1020447	-4.701	0.14972678	NA		
ILMN_1679483	0.9997	0.27648029	1.1020288	-4.702	0.18815842	83582808	INTS10	integrator complex subunit 10
ILMN_3221261	0.9997	0.27648162	1.1020257	-4.702	0.17793283	NA		
ILMN_1718173	0.9997	0.27649657	-1.1019909	-4.702	-0.14813711	285002215	CDHR2	cadherin related family member 2
ILMN_1751911	0.9997	0.27654397	-1.1018807	-4.702	-0.13207236	90403597	MESP2	mesoderm posterior bHLH transcription factor 2
ILMN_2401844	0.9997	0.27655831	-1.1018473	-4.702	-0.14669225	14670361	PATZ1	POZ/BTB and AT hook containing zinc finger 1
ILMN_1772058	0.9997	0.27659661	1.1017583	-4.702	0.10066756	1023301033	PANK2	pantothenate kinase 2
ILMN_1794303	0.9997	0.27660088	1.1017483	-4.702	0.12395694	261245052	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
ILMN_3253598	0.9997	0.27668529	1.1015521	-4.702	0.12612206	NA		
ILMN_1709637	0.9997	0.27668643	1.1015494	-4.702	0.14813561	397787575	SLC5A10	solute carrier family 5 member 10
ILMN_1795266	0.9997	0.27670294	1.101511	-4.702	0.30102228	45433500	EMILIN3	elastin microfibril interfacer 3
ILMN_1728642	0.9997	0.27671832	-1.1014753	-4.702	-0.14495697	594140568	GDF1	growth differentiation factor 1
ILMN_2405684	0.9997	0.27675516	1.1013897	-4.702	0.35328433	342307085	BIRC3	baculoviral IAP repeat containing 3
ILMN_1660536	0.9997	0.27677088	1.1013531	-4.702	0.14087397	291290969	USP50	ubiquitin specific peptidase 50
ILMN_1770678	0.9997	0.27677128	1.1013522	-4.702	0.15890064	289803000	CBX2	chromobox 2
ILMN_3249840	0.9997	0.27679153	-1.1013051	-4.702	-0.1352175	1015809815	GEN1	GEN1, Holliday junction 5' flap endonuclease
ILMN_3245605	0.9997	0.27679199	-1.1013041	-4.702	-0.13370456	86604699	SNORA71A	small nucleolar RNA, H/ACA box 71A
ILMN_1869915	0.9997	0.27682356	1.1012307	-4.702	0.13737367	23284326		
ILMN_1664675	0.9997	0.27683414	-1.1012061	-4.702	-0.15247108	47578121	ARMCX3	armadillo repeat containing, X-linked 3
ILMN_1891871	0.9997	0.27685382	1.1011604	-4.702	0.22024439	6991901		
ILMN_3273238	0.9997	0.27686826	1.1011268	-4.702	0.12372767	NA		
ILMN_1716136	0.9997	0.27687275	1.1011164	-4.702	0.82548694	226246633	KRT71	keratin 71
ILMN_1900457	0.9997	0.27691723	-1.101013	-4.702	-0.15400519	8360148	AKAIN1	A kinase (PRKA) anchor inhibitor 1
ILMN_1652488	0.9997	0.27691774	-1.1010118	-4.702	-0.16285294	NA		
ILMN_1663422	0.9997	0.27692101	1.1010043	-4.702	0.13229381	23957679	RGL4	ral guanine nucleotide dissociation stimulator like 4
ILMN_1666200	0.9997	0.27692796	-1.1009881	-4.702	-0.13690947	NA		
ILMN_1733176	0.9997	0.27696126	-1.1009107	-4.702	-0.22545608	336455029	LIMS1	LIM zinc finger domain containing 1
ILMN_2067444	0.9997	0.27696276	-1.1009072	-4.702	-0.15314775	122937423	ONECUT3	one cut homeobox 3
ILMN_1651624	0.9997	0.27697499	1.1008788	-4.702	0.14787825	392871551	C6orf201	chromosome 6 open reading frame 201
ILMN_1854948	0.9997	0.27700211	-1.1008158	-4.702	-0.14416978	27783108		
ILMN_1652890	0.9997	0.27701153	-1.1007939	-4.702	-0.18430281	NA		
ILMN_3201965	0.9997	0.27702434	1.1007642	-4.702	0.11328567	NA		
ILMN_3201563	0.9997	0.27702455	1.1007637	-4.702	0.12084092	NA		
ILMN_1655610	0.9997	0.27711392	-1.1005561	-4.702	-0.14109881	126273513	RET	ret proto-oncogene
ILMN_1759766	0.9997	0.27711894	1.1005445	-4.703	0.30111433	188497719	CTXN1	cortexin 1
ILMN_1815804	0.9997	0.2771631	-1.1004419	-4.703	-0.13741592	NA		
ILMN_2248822	0.9997	0.27716692	-1.1004331	-4.703	-0.15042581	731184214	APOL2	apolipoprotein L2
ILMN_1748481	0.9997	0.27716996	1.100426	-4.703	0.17848019	746816359	TMEM199	transmembrane protein 199
ILMN_1779481	0.9997	0.2771774	1.1004087	-4.703	0.11755286	253970385	VHLL	von Hippel-Lindau tumor suppressor like
ILMN_2343757	0.9997	0.27718192	-1.1003982	-4.703	-0.23378722	1009287634	SEPT10	septin 10
ILMN_3188631	0.9997	0.27718458	1.1003921	-4.703	0.12772558	NA		
ILMN_1728107	0.9997	0.27718627	-1.1003881	-4.703	-0.19620519	148922844	GNG7	G protein subunit gamma 7
ILMN_3307926	0.9997	0.27718813	1.1003838	-4.703	0.14142194	148539875	GRK2	G protein-coupled receptor kinase 2
ILMN_1684314	0.9997	0.27722605	1.1002958	-4.703	0.13683125	NA		
ILMN_1755674	0.9997	0.27724343	1.1002554	-4.703	0.15529767	92110056	EDDM3A	epididymal protein 3A
ILMN_3297118	0.9997	0.27725699	-1.100224	-4.703	-0.10867494	NA		
ILMN_1777487	0.9997	0.27731071	1.1000993	-4.703	0.13585539	392513691	ZNF839	zinc finger protein 839
ILMN_1668766	0.9997	0.27731644	-1.100086	-4.703	-0.41198506	960513916	ROPN1	rhophilin associated tail protein 1
ILMN_1672427	0.9997	0.27732628	1.1000631	-4.703	0.12713475	NA		
ILMN_1677273	0.9997	0.27734993	1.1000082	-4.703	0.11739425	88900504	TH	tyrosine hydroxylase
ILMN_1740409	0.9997	0.27737579	1.0999482	-4.703	0.12421786	52353353	OR8G5	olfactory receptor family 8 subfamily G member 5
ILMN_2055930	0.9997	0.27737605	1.0999476	-4.703	0.15605822	743405629	FARSB	phenylalanyl-tRNA synthetase beta subunit
ILMN_1672405	0.9997	0.27746289	-1.0997461	-4.703	-0.32944117	256985097	TMED7	transmembrane p24 trafficking protein 7
ILMN_1868808	0.9997	0.27749129	1.0996802	-4.703	0.12929131	27469597		
ILMN_1810785	0.9997	0.2775028	1.0996535	-4.703	0.13993128	156630999	RNF11	ring finger protein 11
ILMN_2344373	0.9997	0.27751832	-1.0996175	-4.703	-0.19517881	312261257	MVP	major vault protein
ILMN_1767973	0.9997	0.27752882	1.0995931	-4.703	0.13488689	109633021	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
ILMN_1678478	0.9997	0.27757378	1.0994888	-4.703	0.13887275	345091043	CHST5	carbohydrate sulfotransferase 5
ILMN_1801886	0.9997	0.27758227	-1.0994691	-4.703	-0.14147431	227116276	SLC28A2	solute carrier family 28 member 2
ILMN_1670879	0.9997	0.27760262	1.0994219	-4.703	0.13809378	NA		
ILMN_3248764	0.9997	0.27760374	-1.0994193	-4.703	-0.13240664	224967135	PSMG3-AS1	PSMG3 antisense RNA 1 (head to head)
ILMN_1760475	0.9997	0.27766254	1.099283	-4.703	0.12755281	52353319	FRG2	FSHD region gene 2
ILMN_3242685	0.9997	0.27769325	-1.0992118	-4.703	-0.13676833	NA		
ILMN_1713803	0.9997	0.27773475	1.0991155	-4.703	0.34112597	257467572	C17orf97	chromosome 17 open reading frame 97
ILMN_1698015	0.9997	0.27773706	1.0991102	-4.703	0.19793231	18104951	TBX1	T-box 1
ILMN_1758189	0.9997	0.27774047	-1.0991023	-4.703	-0.12192156	57528065	OR4F4	olfactory receptor family 4 subfamily F member 4
ILMN_1785284	0.9997	0.27774852	1.0990836	-4.703	0.20369444	515870063	ALDH6A1	aldehyde dehydrogenase 6 family member A1
ILMN_1810678	0.9997	0.2777682	-1.099038	-4.704	-0.14970192	222144250	ZNF487	zinc finger protein 487
ILMN_1837428	0.9997	0.27781805	1.0989224	-4.704	0.28407714	4406612	RAB27B	RAB27B, member RAS oncogene family
ILMN_3284366	0.9997	0.2778275	1.0989005	-4.704	0.18430511	NA		
ILMN_3240117	0.9997	0.27785778	1.0988303	-4.704	0.22320286	124248538	AIDA	axin interactor, dorsalization associated
ILMN_2201678	0.9997	0.27790739	-1.0987153	-4.704	-0.38594903	197304788	FSTL1	follistatin like 1
ILMN_1707218	0.9997	0.27795593	-1.0986028	-4.704	-0.13348364	NA		
ILMN_1708987	0.9997	0.27795867	-1.0985965	-4.704	-0.20639139	392841210	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like
ILMN_3166194	0.9997	0.27801187	-1.0984732	-4.704	-0.11986275	NA		
ILMN_3249349	0.9997	0.27802249	-1.0984486	-4.704	-0.15324033	298676445	CENPVL2	centromere protein V like 2
ILMN_3249578	0.9997	0.27807954	1.0983164	-4.704	0.22330044	NA		
ILMN_2087080	0.9997	0.27809556	1.0982793	-4.704	0.14934919	71772259	RPL5	ribosomal protein L5
ILMN_3192934	0.9997	0.27813682	1.0981838	-4.704	0.11507364	NA		
ILMN_2356284	0.9997	0.27815498	1.0981417	-4.704	0.16340322	88999579	PFDN5	prefoldin subunit 5
ILMN_1905548	0.9997	0.27821899	-1.0979934	-4.704	-0.19889647	50949744	MBNL3	muscleblind like splicing regulator 3
ILMN_2063532	0.9997	0.27826133	-1.0978954	-4.704	-0.13231128	225579057	SLC10A4	solute carrier family 10 member 4
ILMN_1799667	0.9997	0.27827112	1.0978727	-4.704	0.20607989	291167753	KIF4A	kinesin family member 4A
ILMN_1659980	0.9997	0.27827683	-1.0978595	-4.704	-0.19361589	148727310	MROH5	maestro heat like repeat family member 5
ILMN_1691458	0.9997	0.27834075	1.0977115	-4.704	0.17915642	387849249	SYPL1	synaptophysin like 1
ILMN_1716149	0.9997	0.27837149	-1.0976404	-4.704	-0.14250061	NA		
ILMN_1712601	0.9997	0.2783763	-1.0976292	-4.704	-0.15671056	NA		
ILMN_1656171	0.9997	0.27837863	-1.0976238	-4.704	-0.10582192	1040735421	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
ILMN_1769280	0.9997	0.27837929	-1.0976223	-4.704	-0.18329278	384475546	SPRY1	sprouty RTK signaling antagonist 1
ILMN_2168933	0.9997	0.27841846	1.0975316	-4.705	0.12571053	239787091	TNIP2	TNFAIP3 interacting protein 2
ILMN_1813325	0.9997	0.27842875	-1.0975078	-4.705	-0.13896064	116536084	PDE11A	phosphodiesterase 11A
ILMN_1804945	0.9997	0.27843048	-1.0975038	-4.705	-0.14264856	268607676	ZNF667	zinc finger protein 667
ILMN_3234142	0.9997	0.27844903	1.0974609	-4.705	0.145548	609881258	LINC00623	long intergenic non-protein coding RNA 623
ILMN_1792107	0.9997	0.27844972	1.0974593	-4.705	0.15174547	590122048	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
ILMN_1762528	0.9997	0.27847094	-1.0974102	-4.705	-0.17747372	NA		
ILMN_3239752	0.9997	0.27848478	1.0973781	-4.705	0.1230705	NA		
ILMN_1774382	0.9997	0.27848649	-1.0973742	-4.705	-0.12323203	384475525	NR2C1	nuclear receptor subfamily 2 group C member 1
ILMN_2206009	0.9997	0.2785145	1.0973094	-4.705	0.13195619	282165708	FCAMR	Fc fragment of IgA and IgM receptor
ILMN_3258346	0.9997	0.27852519	1.0972846	-4.705	0.17144156	NA		
ILMN_2206500	0.9997	0.27853602	1.0972596	-4.705	0.13850114	149944508	UGT2B4	UDP glucuronosyltransferase family 2 member B4
ILMN_2352121	0.9997	0.27855733	1.0972103	-4.705	0.33751922	380862357	NT5C3A	5'-nucleotidase, cytosolic IIIA
ILMN_2165867	0.9997	0.27855739	1.0972101	-4.705	0.34985511	119943111	DHCR7	7-dehydrocholesterol reductase
ILMN_1682332	0.9997	0.27856888	-1.0971836	-4.705	-0.23952642	375268686	GYPC	glycophorin C (Gerbich blood group)
ILMN_1684485	0.9997	0.27858066	1.0971563	-4.705	0.14379697	NA		
ILMN_1751444	0.9997	0.27858269	1.0971516	-4.705	0.25225717	402167319	NCAPG	non-SMC condensin I complex subunit G
ILMN_1805932	0.9997	0.2786024	1.097106	-4.705	0.13960464	256600246	C6orf163	chromosome 6 open reading frame 163
ILMN_1712137	0.9997	0.2786054	1.097099	-4.705	0.18384297	NA		
ILMN_2296369	0.9997	0.27861392	1.0970793	-4.705	0.14197956	303227922	MATR3	matrin 3
ILMN_3269245	0.9997	0.27861505	-1.0970767	-4.705	-0.13306533	NA		
ILMN_1804531	0.9997	0.27862434	1.0970552	-4.705	0.11744939	153792767	CLDN6	claudin 6
ILMN_1664955	0.9997	0.27863052	-1.0970409	-4.705	-0.15432708	NA		
ILMN_3227582	0.9997	0.27869154	-1.0968998	-4.705	-0.12675014	NA		
ILMN_1693109	0.9997	0.27872369	-1.0968254	-4.705	-0.14499528	NA		
ILMN_3294263	0.9997	0.27872561	1.096821	-4.705	0.13035017	NA		
ILMN_1651532	0.9997	0.27875665	-1.0967492	-4.705	-0.13234111	NA		
ILMN_1665203	0.9997	0.27879981	1.0966494	-4.705	0.15582047	50400080	SUMO4	small ubiquitin-like modifier 4
ILMN_1701581	0.9997	0.27880745	1.0966317	-4.705	0.17709256	32455232	LAD1	ladinin 1
ILMN_1722872	0.9997	0.27885583	-1.0965199	-4.705	-0.16566014	673132020	MYH9	myosin, heavy chain 9, non-muscle
ILMN_1732750	0.9997	0.27885742	-1.0965162	-4.705	-0.13849356	46198303	COA4	cytochrome c oxidase assembly factor 4 homolog
ILMN_2272251	0.9997	0.27886488	1.0964989	-4.705	0.15486431	320202940	ASB11	ankyrin repeat and SOCS box containing 11
ILMN_1665282	0.9997	0.27887593	-1.0964734	-4.705	-0.12504128	NA		
ILMN_2362232	0.9997	0.27888382	-1.0964552	-4.705	-0.21011933	121583654	ZNF331	zinc finger protein 331
ILMN_2194467	0.9997	0.27894472	-1.0963144	-4.705	-0.13492119	209693454	SGCB	sarcoglycan beta
ILMN_1715662	0.9997	0.27896052	1.0962778	-4.705	0.30075069	564730532	CCDC80	coiled-coil domain containing 80
ILMN_1719072	0.9997	0.27897346	1.0962479	-4.705	0.14329197	NA		
ILMN_1654056	0.9997	0.27900384	-1.0961777	-4.705	-0.14940731	NA		
ILMN_1784202	0.9997	0.27901435	-1.0961534	-4.705	-0.1393935	NA		
ILMN_2289433	0.9997	0.27904356	-1.0960859	-4.705	-0.11919911	335057532	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
ILMN_1732955	0.9997	0.27908689	-1.0959858	-4.706	-0.13930131	NA		
ILMN_1713533	0.9997	0.27913149	-1.0958827	-4.706	-0.12378542	133778973	TKTL2	transketolase like 2
ILMN_2342559	0.9997	0.27913544	1.0958736	-4.706	0.14470089	93141000	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
ILMN_1727365	0.9997	0.27915448	-1.0958296	-4.706	-0.13353372	NA		
ILMN_1728337	0.9997	0.2791547	-1.0958291	-4.706	-0.15030197	68299819	PGM5	phosphoglucomutase 5
ILMN_1907700	0.9997	0.27915751	-1.0958226	-4.706	-0.13795736	2321475		
ILMN_1708174	0.9997	0.2791772	1.0957771	-4.706	0.13362972	NA		
ILMN_1659395	0.9997	0.27917993	1.0957708	-4.706	0.13360103	NA		
ILMN_2363498	0.9997	0.27918758	-1.0957532	-4.706	-0.17590431	386781447	LSR	lipolysis stimulated lipoprotein receptor
ILMN_2336781	0.9997	0.27919143	-1.0957443	-4.706	-0.22979711	1018191627	SOD2	superoxide dismutase 2, mitochondrial
ILMN_1718771	0.9997	0.27919656	-1.0957324	-4.706	-0.18822372	751557618	CCDC24	coiled-coil domain containing 24
ILMN_2092987	0.9997	0.27923816	1.0956363	-4.706	0.14205372	50054448	OR2G3	olfactory receptor family 2 subfamily G member 3
ILMN_1698832	0.9997	0.27930733	1.0954766	-4.706	0.13671714	NA		
ILMN_1730963	0.9997	0.27930987	1.0954707	-4.706	0.11217622	282165718	TTC24	tetratricopeptide repeat domain 24
ILMN_3310035	0.9997	0.2793168	1.0954547	-4.706	0.18404386	269847722	MIR2116	microRNA 2116
ILMN_1676649	0.9997	0.27932517	1.0954354	-4.706	0.12083175	959070649	AQP4	aquaporin 4
ILMN_1787540	0.9997	0.27932987	-1.0954245	-4.706	-0.13200294	NA		
ILMN_1708905	0.9997	0.27933175	1.0954202	-4.706	0.15645081	380422398	LOC374443	C-type lectin domain family 2 member D pseudogene
ILMN_1748175	0.9997	0.27936688	-1.0953391	-4.706	-0.14082083	NA		
ILMN_1796256	0.9997	0.27938415	-1.0952992	-4.706	-0.15357536	NA		
ILMN_1693838	0.9997	0.27939698	-1.0952696	-4.706	-0.13700522	NA		
ILMN_3251672	0.9997	0.27941865	-1.0952195	-4.706	-0.28478503	972775985	DSG2	desmoglein 2
ILMN_2392818	0.9997	0.27943526	1.0951812	-4.706	0.12777969	62739180	RTKN	rhotekin
ILMN_1747556	0.9997	0.27946164	1.0951203	-4.706	0.17692053	161016771	CDK9	cyclin dependent kinase 9
ILMN_1695016	0.9997	0.27946753	1.0951067	-4.706	0.11048825	747019218	QRICH2	glutamine rich 2
ILMN_2108366	0.9997	0.27952408	1.0949761	-4.706	0.14446047	1023300878	RBM41	RNA binding motif protein 41
ILMN_1754055	0.9997	0.27953018	-1.094962	-4.706	-0.12588567	262231738	APOA5	apolipoprotein A5
ILMN_2153787	0.9997	0.2795328	-1.094956	-4.706	-0.15848019	122937477	ARRDC5	arrestin domain containing 5
ILMN_2389211	0.9997	0.27953606	-1.0949485	-4.706	-0.07949686	612407860	LAIR1	leukocyte associated immunoglobulin like receptor 1
ILMN_1679901	0.9997	0.27955606	1.0949023	-4.706	0.12898803	116284372	PPARG	peroxisome proliferator activated receptor gamma
ILMN_1789692	0.9997	0.27957181	-1.094866	-4.706	-0.14058647	254028230	MARK2	microtubule affinity regulating kinase 2
ILMN_1857247	0.9997	0.27962576	-1.0947415	-4.706	-0.13045458	19706363		
ILMN_3208440	0.9997	0.27963585	-1.0947182	-4.706	-0.13345378	223468633	EVPLL	envoplakin like
ILMN_3254928	0.9997	0.27963587	1.0947181	-4.706	0.11754636	NA		
ILMN_3237598	0.9997	0.27964989	1.0946858	-4.706	0.11607003	210147512	LINC00115	long intergenic non-protein coding RNA 115
ILMN_3226109	0.9997	0.27966091	-1.0946604	-4.706	-0.1439325	NA		
ILMN_2261876	0.9997	0.27966304	1.0946554	-4.706	0.15493361	396080282	MDK	midkine (neurite growth-promoting factor 2)
ILMN_2226751	0.9997	0.27968549	1.0946036	-4.706	0.15446031	259906439	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like
ILMN_3245006	0.9997	0.27971706	1.0945308	-4.707	0.13696367	197245385	CCDC184	coiled-coil domain containing 184
ILMN_1788008	0.9997	0.27976106	-1.0944293	-4.707	-0.10716858	283549152	ANKRD18A	ankyrin repeat domain 18A
ILMN_1772177	0.9997	0.2797633	1.0944241	-4.707	0.12628489	546232095	ASCC3	activating signal cointegrator 1 complex subunit 3
ILMN_3309279	0.9997	0.27977458	1.0943981	-4.707	0.13853867	115432109	SNORD113-6	small nucleolar RNA, C/D box 113-6
ILMN_1703263	0.9997	0.2798126	1.0943104	-4.707	0.13389597	217330599	SP140	SP140 nuclear body protein
ILMN_1772845	0.9997	0.27983108	1.0942678	-4.707	0.16636606	531990805	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35
ILMN_1658807	0.9997	0.2798888	-1.0941347	-4.707	-0.15191403	187761305	HMOX2	heme oxygenase 2
ILMN_1816925	0.9997	0.27990045	-1.0941078	-4.707	-0.12771964	NA		
ILMN_3294024	0.9997	0.27991603	1.0940719	-4.707	0.15429178	NA		
ILMN_2384785	0.9997	0.27992113	1.0940601	-4.707	0.13169658	NA		
ILMN_1796887	0.9997	0.27992407	-1.0940534	-4.707	-0.12017978	62988358	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1
ILMN_1663976	0.9997	0.27992843	-1.0940433	-4.707	-0.15049339	196259777	PDLIM4	PDZ and LIM domain 4
ILMN_1913021	0.9997	0.27994215	-1.0940117	-4.707	-0.17945364	15937628		
ILMN_3225684	0.9997	0.27994786	1.0939985	-4.707	0.12423425	NA		
ILMN_1704925	0.9997	0.27998906	1.0939035	-4.707	0.15080461	NA		
