ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1653028	0.0955	0.00000202	-5.4745347	1.425	-1.04625856	734520329	COL4A1	collagen type IV alpha 1 chain
ILMN_1837152	0.135	0.00000571	5.1627469	0.912	0.67930108	24784161		
ILMN_1874566	0.2093	0.00001675	-4.8360296	0.37	-0.51615967	3144567		
ILMN_1781149	0.2093	0.00001839	-4.8074202	0.322	-0.90061367	66933017	INMT	indolethylamine N-methyltransferase
ILMN_3236391	0.2093	0.00002395	-4.7263848	0.187	-0.68159556	NA		
ILMN_1778444	0.2093	0.00002656	-4.6945229	0.134	-1.46571644	224809310	FKBP5	FK506 binding protein 5
ILMN_3309889	0.3263	0.0000519	4.4870168	-0.211	0.42607972	262205823	MIR570	microRNA 570
ILMN_1702363	0.3263	0.00006691	-4.4076072	-0.342	-0.71927544	189571635	SULF1	sulfatase 1
ILMN_1748124	0.3263	0.00007117	-4.3882207	-0.374	-0.91077911	62865623	TSC22D3	TSC22 domain family member 3
ILMN_1651365	0.3263	0.00007696	-4.3636728	-0.415	-0.91480967	344313164	ZBED2	zinc finger BED-type containing 2
ILMN_1807201	0.3263	0.00008569	4.3298453	-0.471	1.75172756	154350223	FAM104A	family with sequence similarity 104 member A
ILMN_1683179	0.3263	0.00008921	-4.3171395	-0.492	-0.51304561	192807325	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
ILMN_1685433	0.3263	0.00009009	-4.3140417	-0.497	-1.24563547	366392936	COL8A1	collagen type VIII alpha 1 chain
ILMN_1666222	0.3263	0.00009663	-4.2919051	-0.534	-0.95572247	34304355	PHACTR3	phosphatase and actin regulator 3
ILMN_1693192	0.3498	0.00011332	-4.2414584	-0.617	-2.03186594	208879450	PI3	peptidase inhibitor 3
ILMN_1744381	0.3498	0.00012222	-4.2174451	-0.657	-0.62887364	383286745	SERPINE1	serpin family E member 1
ILMN_1810172	0.3498	0.00012576	-4.2083453	-0.672	-0.73114911	170784837	SFRP4	secreted frizzled related protein 4
ILMN_2193817	0.4696	0.0001809	-4.0921466	-0.863	-0.55164286	221136795	CLEC4G	C-type lectin domain family 4 member G
ILMN_2376403	0.4696	0.00018874	-4.0785083	-0.885	-1.13918842	62865622	TSC22D3	TSC22 domain family member 3
ILMN_1735192	0.4785	0.0002024	-4.056009	-0.922	-0.51168378	364502938	COLEC11	collectin subfamily member 11
ILMN_1657871	0.5066	0.00023526	-4.0074253	-1.001	-0.50179469	90186265	RSAD2	radical S-adenosyl methionine domain containing 2
ILMN_1672148	0.5066	0.00025373	-3.9829281	-1.041	-1.01983661	223468662	AKR1B10	aldo-keto reductase family 1 member B10
ILMN_3277905	0.5066	0.00025412	-3.9824327	-1.042	-0.71417553	NA		
ILMN_1735996	0.5066	0.00025718	-3.9785476	-1.049	-0.56066147	633257760	NOX4	NADPH oxidase 4
ILMN_3244888	0.5126	0.00027107	-3.9614673	-1.076	-0.43109394	209862752	LINC00167	long intergenic non-protein coding RNA 167
ILMN_1699778	0.5324	0.0002928	3.9363703	-1.117	0.39651083	222136625	NKIRAS2	NFKB inhibitor interacting Ras like 2
ILMN_3234513	0.5672	0.00032407	3.903252	-1.171	0.52526181	NA		
ILMN_1844593	0.5672	0.00033593	-3.8914938	-1.19	-0.55721464	33338085	NRG1	neuregulin 1
ILMN_1778308	0.571	0.00035261	-3.8756174	-1.216	-0.50019981	116256355	COL4A4	collagen type IV alpha 4 chain
ILMN_1685097	0.571	0.0003623	3.8667338	-1.23	1.296155	NA		
ILMN_1738552	0.5871	0.00042124	-3.8171557	-1.31	-0.60114011	169790838	SLC1A3	solute carrier family 1 member 3
ILMN_1763558	0.5871	0.00042627	-3.8132397	-1.317	-0.43182925	544583586	RGN	regucalcin
ILMN_3241657	0.5871	0.00044144	-3.8016933	-1.335	-0.63416203	374858055	TMEM204	transmembrane protein 204
ILMN_1710876	0.5871	0.00045432	-3.7921887	-1.351	-0.39115889	NA		
ILMN_1703852	0.5871	0.00046903	3.7816503	-1.368	0.59480422	317171923	EFNB2	ephrin B2
ILMN_1814215	0.5871	0.00047729	-3.7758718	-1.377	-0.68054094	148839327	SCNN1G	sodium channel epithelial 1 gamma subunit
ILMN_1753251	0.5871	0.00049398	-3.7644798	-1.395	-0.39981639	24234740	SEMA6D	semaphorin 6D
ILMN_1684368	0.5871	0.00049991	-3.7605246	-1.402	-0.47998078	296317235	SMIM3	small integral membrane protein 3
ILMN_1721770	0.5871	0.00050152	-3.7594548	-1.403	-0.76019589	966751447	PAPPA	pappalysin 1
ILMN_1788237	0.5871	0.00050916	3.7544374	-1.411	0.75829917	NA		
ILMN_1679357	0.5871	0.00050973	-3.7540682	-1.412	-0.87159472	124248515	DEFA1B	defensin alpha 1B
ILMN_1750153	0.5871	0.00052155	3.746455	-1.424	0.32838456	116642872	OR52A1	olfactory receptor family 52 subfamily A member 1
ILMN_1913060	0.5873	0.00053411	-3.7385419	-1.437	-0.62570775	34532879	CMKLR1	chemerin chemokine-like receptor 1
ILMN_1787441	0.5913	0.00055025	3.7286368	-1.453	0.39313064	NA		
ILMN_1769187	0.6014	0.00057243	3.715475	-1.474	0.44633181	NA		
ILMN_1872457	0.6076	0.00059121	-3.7047034	-1.491	-0.50569314	1424310		
ILMN_3201216	0.6259	0.00062646	3.6853522	-1.522	0.56867856	NA		
ILMN_1680965	0.6259	0.00064199	-3.6771574	-1.535	-1.10269528	NA		
ILMN_1674080	0.6259	0.00064872	-3.6736628	-1.541	-0.38322067	NA		
ILMN_2267508	0.6308	0.00067019	-3.662749	-1.558	-0.41568667	110835716	CAPSL	calcyphosine like
ILMN_1814643	0.6308	0.00068047	-3.657645	-1.566	-0.40211844	NA		
ILMN_2402392	0.6457	0.00071942	-3.6389459	-1.596	-0.59984283	366392936	COL8A1	collagen type VIII alpha 1 chain
ILMN_1683021	0.6457	0.00072388	-3.6368677	-1.599	-0.45812783	NA		
ILMN_1691156	0.6563	0.00077428	-3.6141961	-1.635	-0.77775769	71274112	MT1A	metallothionein 1A
ILMN_1775170	0.6563	0.00077642	-3.6132614	-1.637	-0.80414628	194239656	MT1X	metallothionein 1X
ILMN_1741648	0.6563	0.00078246	3.610647	-1.641	1.30466797	NA		
ILMN_1715351	0.6563	0.00079123	3.6068862	-1.647	0.39486581	215490007	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
ILMN_1721312	0.6632	0.00082379	-3.593262	-1.668	-0.43205553	NA		
ILMN_1667087	0.6632	0.00082763	3.5916909	-1.671	0.48288856	38505219	ACSM5	acyl-CoA synthetase medium-chain family member 5
ILMN_1673191	0.6863	0.00087094	-3.5744208	-1.698	-1.46576919	126116577	S100A7A	S100 calcium binding protein A7A
ILMN_2411864	0.6894	0.00089415	-3.5655018	-1.712	-0.51083086	34304355	PHACTR3	phosphatase and actin regulator 3
ILMN_1708535	0.6894	0.00092136	-3.5553285	-1.728	-0.32628447	NA		
ILMN_1709094	0.6894	0.0009304	-3.5520113	-1.734	-0.59594331	189095278	LIFR	leukemia inhibitory factor receptor alpha
ILMN_1738979	0.6894	0.00094994	-3.5449423	-1.745	-0.43146297	157671926	SPATA5	spermatogenesis associated 5
ILMN_1680952	0.6894	0.00097369	-3.536538	-1.758	-0.39082508	NA		
ILMN_3284429	0.6894	0.00098785	-3.5316212	-1.766	-0.46667875	359385720	SMIM22	small integral membrane protein 22
ILMN_1701101	0.6894	0.00102127	-3.5202785	-1.784	-0.44659147	NA		
ILMN_1797398	0.6894	0.00104225	-3.5133366	-1.794	-0.43463464	NA		
ILMN_1654013	0.6894	0.00105161	-3.5102843	-1.799	-0.42390675	188528669	HID1	HID1 domain containing
ILMN_2191634	0.6894	0.00105433	3.509402	-1.801	0.41310097	78191800	RPL37	ribosomal protein L37
ILMN_2048043	0.6894	0.0010787	-3.5015909	-1.813	-1.38442972	609877842	DEFB4A	defensin beta 4A
ILMN_1752998	0.6894	0.00107907	-3.5014745	-1.813	-0.40211706	150378451	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
ILMN_1803087	0.6894	0.00108937	-3.4982235	-1.818	-1.75459528	NA		
ILMN_1793965	0.6894	0.00110651	-3.4928814	-1.827	-0.50304219	14270483	PCDHGA8	protocadherin gamma subfamily A, 8
ILMN_2315979	0.6894	0.0011069	-3.49276	-1.827	-0.42785022	149274623	LBH	limb bud and heart development
ILMN_1730567	0.6894	0.00110826	3.4923414	-1.827	0.35701681	745399109	OTUD6A	OTU deubiquitinase 6A
ILMN_3248591	0.7001	0.00115263	-3.4788878	-1.848	-0.86035206	46389563	LTBP2	latent transforming growth factor beta binding protein 2
ILMN_1764959	0.7001	0.00116599	3.4749359	-1.855	0.42184489	559098389	SAXO1	stabilizer of axonemal microtubules 1
ILMN_3263974	0.7001	0.00116976	-3.4738282	-1.856	-0.7974035	NA		
ILMN_2393461	0.7081	0.00122889	-3.4568832	-1.883	-0.43770961	40217826	DDO	D-aspartate oxidase
ILMN_1763666	0.7081	0.00123698	3.454628	-1.886	1.79221639	73695880	ALDH3B2	aldehyde dehydrogenase 3 family member B2
ILMN_1721136	0.7081	0.00124285	3.4529972	-1.889	0.82411892	70780382	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
ILMN_2278335	0.7081	0.00128862	-3.4405416	-1.908	-0.48846258	291291011	AKR1B15	aldo-keto reductase family 1 member B15
ILMN_1689635	0.7081	0.00128874	-3.4405102	-1.908	-0.357278	313760589	FSCN3	fascin actin-bundling protein 3
ILMN_2312340	0.7081	0.0012897	-3.4402536	-1.909	-0.39620483	618857467	LILRB2	leukocyte immunoglobulin like receptor B2
ILMN_1798329	0.7081	0.00130783	-3.4354407	-1.916	-0.36833564	NA		
ILMN_1672057	0.7081	0.00132962	-3.4297399	-1.925	-0.48605711	NA		
ILMN_1677764	0.7081	0.0013367	-3.4279042	-1.928	-0.49343467	NA		
ILMN_1702487	0.7081	0.00135302	-3.4237154	-1.935	-0.68355503	163644253	SGK1	serum/glucocorticoid regulated kinase 1
ILMN_1660095	0.7081	0.00135538	-3.423113	-1.936	-0.41578442	NA		
ILMN_1700666	0.7081	0.00136292	-3.4211958	-1.938	-0.65806972	572877472	OBP2B	odorant binding protein 2B
ILMN_1697031	0.7086	0.00141485	-3.4082609	-1.959	-0.3658775	NA		
ILMN_1788272	0.7086	0.00145841	3.3977573	-1.975	0.40051181	NA		
ILMN_3302615	0.7086	0.0014624	-3.3968084	-1.976	-0.38088183	NA		
ILMN_1709486	0.7086	0.00147954	-3.3927682	-1.983	-0.90249353	282721073	SRPX	sushi repeat containing protein, X-linked
ILMN_1730811	0.7086	0.00147994	-3.3926751	-1.983	-0.44607131	1022202705	PLN	phospholamban
ILMN_2186137	0.7086	0.00150159	-3.387635	-1.991	-0.57027961	192807325	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
ILMN_1863939	0.7086	0.00150344	3.3872069	-1.991	0.38969036	6041192		
ILMN_1694917	0.7086	0.00152185	-3.3829801	-1.998	-0.35638886	602617446	SERPINB11	serpin family B member 11 (gene/pseudogene)
ILMN_3251550	0.7086	0.00152532	-3.3821886	-1.999	-0.34830014	83977458	PHLDA1	pleckstrin homology like domain family A member 1
ILMN_3254413	0.7086	0.00152766	3.3816566	-2	0.35993489	NA		
ILMN_1727194	0.7086	0.00154613	-3.3774804	-2.006	-0.576994	314122174	CALU	calumenin
ILMN_1873534	0.7086	0.00155492	3.3755095	-2.009	0.34797747	27839544		
ILMN_1717064	0.7086	0.00156276	-3.3737602	-2.012	-0.40954103	269847281	CFAP57	cilia and flagella associated protein 57
ILMN_2062754	0.7086	0.00159567	-3.3665082	-2.023	-0.34973197	359298505	SRA1	steroid receptor RNA activator 1
ILMN_1680251	0.7086	0.00159873	-3.3658414	-2.024	-0.3946415	331028398	SORCS1	sortilin related VPS10 domain containing receptor 1
ILMN_1912067	0.7086	0.00160363	-3.3647765	-2.026	-0.38527125	3003657		
ILMN_3237030	0.7205	0.00164592	3.3557057	-2.04	0.41349108	NA		
ILMN_2299843	0.7241	0.00166934	3.3507769	-2.048	0.34855231	298493260	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)
ILMN_1678643	0.7325	0.00171451	-3.3414563	-2.062	-0.34331744	194394202	FHL2	four and a half LIM domains 2
ILMN_1763011	0.7325	0.00173348	-3.3376108	-2.068	-0.69657331	300863122	SUGCT	succinyl-CoA:glutarate-CoA transferase
ILMN_3245223	0.7325	0.00178447	-3.3274701	-2.083	-0.35952314	569026703	ZSCAN30	zinc finger and SCAN domain containing 30
ILMN_1883404	0.7325	0.00180601	-3.3232692	-2.09	-0.39737967	32236707		
ILMN_3310583	0.7325	0.00182538	-3.3195309	-2.096	-0.39842717	262205742	MIR95	microRNA 95
ILMN_1699665	0.7325	0.00183282	-3.3181054	-2.098	-0.82989603	948549899	CLIC6	chloride intracellular channel 6
ILMN_3250067	0.7325	0.00184613	-3.3155677	-2.102	-0.44515142	169646753	ANGPT2	angiopoietin 2
ILMN_2062468	0.7325	0.00185066	-3.3147087	-2.103	-0.83050394	359465606	IGFBP7	insulin like growth factor binding protein 7
ILMN_1769601	0.7325	0.00189666	-3.3060947	-2.116	-0.58478525	595763536	TBCK	TBC1 domain containing kinase
ILMN_3246630	0.7325	0.00189791	-3.3058633	-2.117	-0.35293086	NA		
ILMN_1667657	0.7325	0.00189931	-3.3056043	-2.117	-0.40014975	186972142	TPP2	tripeptidyl peptidase 2
ILMN_1663648	0.7325	0.0019049	-3.3045712	-2.119	-0.59298469	197313694	MTUS1	microtubule associated tumor suppressor 1
ILMN_1651771	0.7325	0.00191545	-3.3026312	-2.122	-0.339782	194440689	RRAGB	Ras related GTP binding B
ILMN_2153837	0.7325	0.00191583	-3.3025617	-2.122	-0.78967892	148839327	SCNN1G	sodium channel epithelial 1 gamma subunit
ILMN_1678493	0.7325	0.00193597	-3.2988868	-2.127	-0.66290889	331028575	CHN1	chimerin 1
ILMN_1745827	0.7325	0.00193666	-3.298762	-2.128	-0.32949992	1006455607	TBX4	T-box 4
ILMN_1697448	0.7571	0.00205138	-3.2785056	-2.158	-0.43298914	928192547	TXNIP	thioredoxin interacting protein
ILMN_1696657	0.7571	0.00205966	-3.2770847	-2.161	-0.46242764	42544232	LRRN2	leucine rich repeat neuronal 2
ILMN_1797701	0.7571	0.00206116	3.276828	-2.161	0.35012531	156546991	ZNF214	zinc finger protein 214
ILMN_1753139	0.7571	0.00206566	-3.2760596	-2.162	-0.87215222	94536865	ZG16B	zymogen granule protein 16B
ILMN_1810687	0.7605	0.00209101	-3.2717562	-2.169	-0.34148928	NA		
ILMN_1734478	0.7629	0.0021139	-3.2679149	-2.175	-0.40853756	503776431	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
ILMN_1811544	0.7694	0.00218862	-3.2556386	-2.193	-0.42053361	NA		
ILMN_1710416	0.7694	0.00219976	3.2538437	-2.196	0.55607594	685504950	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6
ILMN_1709162	0.7694	0.00220083	-3.2536705	-2.196	-0.36806136	190358503	SHCBP1	SHC binding and spindle associated 1
ILMN_3241441	0.7694	0.00221146	-3.251966	-2.199	-0.67602042	110347456	MEGF6	multiple EGF like domains 6
ILMN_1868594	0.7694	0.00224867	-3.2460594	-2.208	-0.28704319	51667216		
ILMN_2394366	0.7694	0.00225661	-3.2448101	-2.21	-0.48623983	565671785	AMER2	APC membrane recruitment protein 2
ILMN_1734736	0.7694	0.00226103	-3.2441177	-2.211	-0.45264647	539846936	VPS16	VPS16, CORVET/HOPS core subunit
ILMN_2070521	0.7694	0.00226809	-3.2430123	-2.213	-0.45464194	295821185	BHMT2	betaine--homocysteine S-methyltransferase 2
ILMN_1765427	0.7694	0.00227843	-3.241401	-2.215	-0.42671456	154759272	TSGA10IP	testis specific 10 interacting protein
ILMN_1757378	0.78	0.00237062	3.2273272	-2.236	0.37715456	562815401	PLEC	plectin
ILMN_1686406	0.78	0.00237431	-3.2267739	-2.237	-0.42180475	NA		
ILMN_1907756	0.78	0.00240309	-3.2224927	-2.244	-0.38428289	27843918		
ILMN_1691884	0.78	0.0024061	-3.222049	-2.244	-0.78320347	61676085	STC2	stanniocalcin 2
ILMN_3247082	0.78	0.00243048	-3.2184642	-2.25	-1.10997578	148228292	FAM150B	family with sequence similarity 150 member B
ILMN_2327181	0.78	0.00243358	-3.2180106	-2.251	-0.43010975	55953070	GEMIN7	gem nuclear organelle associated protein 7
ILMN_1652431	0.78	0.00244457	-3.2164077	-2.253	-0.40768389	634743296	CA1	carbonic anhydrase 1
ILMN_1710671	0.78	0.00245566	-3.2147966	-2.255	-0.39871939	350994418	TTC21B	tetratricopeptide repeat domain 21B
ILMN_1793643	0.78	0.00245804	-3.2144517	-2.256	-0.40377897	574957021	MRM1	mitochondrial rRNA methyltransferase 1
ILMN_1667452	0.7936	0.00251781	-3.205897	-2.269	-0.38356483	225007645	ZNRF2P1	zinc and ring finger 2 pseudogene 1
ILMN_1812433	0.7948	0.00255189	-3.2011051	-2.276	-0.41357025	970259872	HP	haptoglobin
ILMN_2315044	0.7948	0.00257211	-3.1982892	-2.28	-0.36707706	913402978	FGG	fibrinogen gamma chain
ILMN_1726711	0.7948	0.00257218	-3.1982805	-2.28	-0.47947542	NA		
ILMN_3214395	0.8223	0.00267836	-3.1838332	-2.302	-0.34394522	NA		
ILMN_2229261	0.8239	0.00270131	-3.1807825	-2.307	-0.34758469	918986011	SIGLEC16	sialic acid binding Ig like lectin 16 (gene/pseudogene)
ILMN_1777591	0.8239	0.00271853	-3.1785086	-2.31	-0.45193386	198041713	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1
ILMN_1702127	0.8267	0.00276247	-3.1727696	-2.319	-2.19634558	197100351	SPRR2G	small proline rich protein 2G
ILMN_2407669	0.8267	0.00277851	-3.1706959	-2.322	-0.39812575	122937342	PEAR1	platelet endothelial aggregation receptor 1
ILMN_2222695	0.8267	0.0027803	-3.1704642	-2.322	-0.37889147	87116672	ZNF491	zinc finger protein 491
ILMN_2291565	0.8326	0.00285416	-3.1610642	-2.337	-0.34925756	614458245	CT45A5	cancer/testis antigen family 45, member A5
ILMN_1847612	0.8326	0.00286691	-3.1594648	-2.339	-0.38638667	2324916		
ILMN_1759486	0.8326	0.00288497	-3.1572116	-2.342	-0.33426203	751130451	ATP11AUN	ATP11A upstream neighbor
ILMN_2191967	0.8326	0.00289713	-3.1557004	-2.345	-1.7283935	148226060	SPRR2D	small proline rich protein 2D
ILMN_1743195	0.8326	0.00290206	3.1550903	-2.345	0.34046117	NA		
ILMN_2415189	0.8326	0.00290556	-3.1546575	-2.346	-0.52349294	NA		
ILMN_1757506	0.8339	0.00292796	-3.1518994	-2.35	-0.50813258	525314469	ELN	elastin
ILMN_1676893	0.8357	0.0029667	-3.1471741	-2.357	-0.37979414	1002341783	ADCY3	adenylate cyclase 3
ILMN_1800634	0.8357	0.00296939	-3.1468489	-2.358	-0.43293517	37675275	NME4	NME/NM23 nucleoside diphosphate kinase 4
ILMN_2348808	0.8359	0.00298783	-3.144622	-2.361	-0.43656558	197385848	SNX16	sorting nexin 16
ILMN_2115991	0.8437	0.00303358	3.139154	-2.369	0.80061469	619534203	TNNT1	troponin T1, slow skeletal type
ILMN_1895504	0.8516	0.00308014	-3.1336669	-2.378	-0.42957853	34191699	LOC100288238	uncharacterized LOC100288238
ILMN_3242586	0.853	0.00310326	-3.1309724	-2.382	-0.63048669	325995153	RHOU	ras homolog family member U
ILMN_1725661	0.8537	0.00312362	-3.1286148	-2.385	-0.90678286	124248515	DEFA1B	defensin alpha 1B
ILMN_2177156	0.8616	0.00317351	-3.1228976	-2.394	-0.42092822	325651854	SOX2	SRY-box 2
ILMN_2131861	0.8616	0.00318908	-3.1211303	-2.396	-0.57974106	394582046	SOCS2	suppressor of cytokine signaling 2
ILMN_3201026	0.877	0.00326488	-3.1126439	-2.409	-0.32845817	NA		
ILMN_1753295	0.8833	0.00330668	-3.1080423	-2.416	-0.34584925	NA		
ILMN_1657435	0.8935	0.00337243	-3.1009148	-2.427	-0.62418111	121582464	MT1M	metallothionein 1M
ILMN_1823314	0.8935	0.00340469	3.0974654	-2.432	0.34544797	2051549		
ILMN_1882000	0.8935	0.00341301	3.0965817	-2.433	0.37226419	1336022	TXLNG	taxilin gamma
ILMN_1795336	0.8935	0.00342046	3.0957914	-2.434	0.85188014	387912551	PTER	phosphotriesterase related
ILMN_1702167	0.8974	0.0034682	-3.0907639	-2.442	-0.39566772	NA		
ILMN_1705213	0.8974	0.00348251	-3.08927	-2.444	-0.39904236	1009287484	TMBIM1	transmembrane BAX inhibitor motif containing 1
ILMN_3238915	0.8974	0.00353297	3.0840475	-2.452	0.34282186	NA		
ILMN_3305942	0.8974	0.00353928	-3.0833995	-2.453	-0.46275239	300244498	LOC729970	hCG2028352-like
ILMN_1733042	0.8974	0.00355999	-3.0812791	-2.456	-0.52948019	1020738672	BCAS1	breast carcinoma amplified sequence 1
ILMN_1758213	0.8974	0.00356041	-3.0812372	-2.456	-1.08514639	350276138	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
ILMN_1692349	0.8974	0.00358026	3.0792159	-2.459	0.99347203	260898757	CARD18	caspase recruitment domain family member 18
ILMN_1867418	0.8974	0.00358973	-3.0782556	-2.46	-0.35976672	34529347	NUDT5	nudix hydrolase 5
ILMN_1724881	0.8974	0.00360636	-3.0765758	-2.463	-0.46352322	NA		
ILMN_1778941	0.9014	0.00368343	3.0688807	-2.474	0.34820286	NA		
ILMN_3283470	0.9014	0.00371036	3.0662279	-2.478	0.62022439	NA		
ILMN_1665865	0.9014	0.00372481	-3.0648123	-2.48	-0.75027158	62243289	IGFBP4	insulin like growth factor binding protein 4
ILMN_1659290	0.9014	0.0037467	3.0626765	-2.483	0.35282572	NA		
ILMN_1798046	0.9014	0.00375356	-3.0620097	-2.484	-0.353031	124294884	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit
ILMN_3242405	0.9014	0.00375539	3.0618324	-2.485	0.54792439	292658850	RMRP	RNA component of mitochondrial RNA processing endoribonuclease
ILMN_1677353	0.9014	0.003766	3.0608034	-2.486	0.31157064	NA		
ILMN_1758537	0.9014	0.00377517	-3.0599174	-2.487	-0.3869145	748585180	CCER1	coiled-coil glutamate rich protein 1
ILMN_2136089	0.9101	0.00383075	-3.054585	-2.495	-0.75589167	NA		
ILMN_1806059	0.9127	0.00387651	-3.05025	-2.502	-1.91007275	752507704	SPRR2B	small proline rich protein 2B
ILMN_1736007	0.9127	0.00389356	-3.0486474	-2.504	-0.36865103	161377438	A1BG	alpha-1-B glycoprotein
ILMN_1681984	0.9127	0.00389966	-3.0480751	-2.505	-0.42047222	NA		
ILMN_1743288	0.9148	0.0039447	-3.0438777	-2.511	-0.38879858	NA		
ILMN_2363880	0.9148	0.00394724	3.0436424	-2.511	1.30688858	73695880	ALDH3B2	aldehyde dehydrogenase 3 family member B2
ILMN_1688639	0.919	0.00399071	-3.0396373	-2.517	-0.34384342	284447307	FBXL2	F-box and leucine rich repeat protein 2
ILMN_2363658	0.919	0.00400952	-3.0379166	-2.52	-0.89704989	671744845	PXDN	peroxidasin
ILMN_3224722	0.919	0.00402376	-3.0366184	-2.522	-0.34909408	NA		
ILMN_2071641	0.9195	0.00404511	3.0346813	-2.525	0.4757055	206725425	KCNK1	potassium two pore domain channel subfamily K member 1
ILMN_1856274	0.9204	0.00408666	-3.0309376	-2.53	-0.41093181	18499626		
ILMN_1778523	0.9204	0.00408821	-3.0307992	-2.53	-1.02690547	59853224	KLF9	Kruppel like factor 9
ILMN_1708242	0.9219	0.00411414	-3.0284819	-2.534	-0.42814972	NA		
ILMN_1758719	0.9226	0.00414626	-3.0256303	-2.538	-0.34036372	215422373	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
ILMN_2385672	0.9226	0.00417512	-3.0230862	-2.542	-0.80564786	525314469	ELN	elastin
ILMN_3242226	0.9226	0.00418628	-3.0221066	-2.543	-0.46527656	157502226	TRIM49D2	tripartite motif containing 49D2
ILMN_2089752	0.9226	0.00419532	-3.0213151	-2.544	-1.14112394	148228292	FAM150B	family with sequence similarity 150 member B
ILMN_1690170	0.9266	0.00423962	-3.0174587	-2.55	-0.60972983	315013540	CRABP2	cellular retinoic acid binding protein 2
ILMN_1725612	0.9266	0.00425327	3.0162782	-2.552	0.51736567	82659110	NUP50	nucleoporin 50
ILMN_3249704	0.9266	0.00429098	-3.0130357	-2.556	-0.34858161	NA		
ILMN_3241750	0.9266	0.00429197	3.0129503	-2.557	0.47751339	564730595	CCNI2	cyclin I family member 2
ILMN_1701664	0.927	0.00433356	3.0094052	-2.562	0.33020606	NA		
ILMN_1893287	0.927	0.00434443	-3.0084843	-2.563	-0.37104925	12378920		
ILMN_1738816	0.927	0.00435275	-3.0077802	-2.564	-0.42675892	133930787	FOXO1	forkhead box O1
ILMN_2386973	0.9314	0.00439329	-3.0043693	-2.569	-0.570202	148664185	PKP2	plakophilin 2
ILMN_1868805	0.9324	0.00441752	-3.0023446	-2.572	-0.32623253	3387940		
ILMN_1796663	0.9629	0.00458233	2.9888434	-2.592	0.50350364	227498915	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4
ILMN_2160577	0.963	0.00460349	-2.9871428	-2.594	-0.32175075	281306837	TMIGD2	transmembrane and immunoglobulin domain containing 2
ILMN_1753648	0.9705	0.00467772	-2.9812356	-2.603	-0.97898714	223468628	TRIM51	tripartite motif-containing 51
ILMN_1667005	0.9705	0.00468006	2.9810509	-2.603	0.41793078	NA		
ILMN_3301206	0.9802	0.00474754	-2.9757584	-2.611	-0.29755233	532164744	MAGIX	MAGI family member, X-linked
ILMN_1749210	0.9812	0.00477349	2.973742	-2.614	0.30186708	229577269	BUD13	BUD13 homolog
ILMN_1749540	0.9845	0.00482798	-2.9695407	-2.62	-0.47888111	612149807	RBM20	RNA binding motif protein 20
ILMN_1728639	0.9845	0.00483218	-2.9692188	-2.621	-0.42876108	348041250	FCGR3B	Fc fragment of IgG receptor IIIb
ILMN_1705750	0.9845	0.00487078	-2.9662721	-2.625	-0.66880461	1020158948	TGM2	transglutaminase 2
ILMN_1907648	0.9845	0.00487275	2.9661225	-2.625	0.42410244	561211		
ILMN_1749338	0.986	0.00491649	-2.9628107	-2.63	-0.33788122	815891058	ANKRD29	ankyrin repeat domain 29
ILMN_1738116	0.986	0.00492681	-2.9620334	-2.631	-0.64550711	194097410	TMEM119	transmembrane protein 119
ILMN_1763419	0.986	0.00494264	-2.9608437	-2.633	-0.35084519	19913404	TOP1	topoisomerase (DNA) I
ILMN_2376152	0.9891	0.00499041	2.9572766	-2.638	0.30026586	71999134	METTL17	methyltransferase like 17
ILMN_1764723	0.9891	0.00500757	-2.9560023	-2.64	-0.51359917	219521929	SH3PXD2B	SH3 and PX domains 2B
ILMN_1787186	0.9891	0.0050509	-2.952804	-2.644	-1.03297083	169234615	NOV	nephroblastoma overexpressed
ILMN_3289489	0.9891	0.00507879	2.9507586	-2.647	0.39338561	NA		
ILMN_2377430	0.9891	0.00508276	-2.9504684	-2.648	-0.65702331	69122970	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
ILMN_2170080	0.9891	0.00508355	-2.9504113	-2.648	-0.48619039	84872072	CIDECP	cell death-inducing DFFA-like effector c pseudogene
ILMN_1719759	0.9904	0.00513103	-2.9469565	-2.653	-0.866719	340745336	TNC	tenascin C
ILMN_1800731	0.9904	0.00513216	-2.9468742	-2.653	-0.33920139	291045300	MBD5	methyl-CpG binding domain protein 5
ILMN_1862270	0.9904	0.00515852	-2.9449696	-2.656	-0.32285675	6506021		
