ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID
4915_at	3.33e-01	2.10e-01	-1.2845804	-5.96941	-0.09926112	neurotrophic receptor tyrosine kinase 2
8626_at	3.33e-01	2.10e-01	-1.2841005	-5.97	-0.07361382	tumor protein p63
5978_at	3.33e-01	2.11e-01	-1.2833057	-5.97098	-0.21192575	RE1 silencing transcription factor
4673_at	3.33e-01	2.11e-01	1.283298	-5.97099	0.15970291	nucleosome assembly protein 1 like 1
55699_at	3.33e-01	2.11e-01	1.2832002	-5.97111	0.14295577	isoleucyl-tRNA synthetase 2, mitochondrial
220134_at	3.34e-01	2.11e-01	1.2825609	-5.9719	0.05654951	spindle and kinetochore associated complex subunit 1
10741_at	3.34e-01	2.11e-01	-1.2819687	-5.97264	-0.07633744	RB binding protein 9, serine hydrolase
23077_at	3.34e-01	2.11e-01	-1.2815925	-5.9731	-0.15007779	MYC binding protein 2, E3 ubiquitin protein ligase
3605_at	3.34e-01	2.11e-01	-1.2815599	-5.97314	-0.06193067	interleukin 17A
22906_at	3.34e-01	2.11e-01	1.2813255	-5.97343	0.08727165	trafficking kinesin protein 1
6286_at	3.34e-01	2.11e-01	-1.2811726	-5.97362	-0.32374872	S100 calcium binding protein P
10534_at	3.34e-01	2.11e-01	1.2811101	-5.9737	0.22941762	Sjogren syndrome/scleroderma autoantigen 1
23158_at	3.34e-01	2.11e-01	-1.281052	-5.97377	-0.11612709	TBC1 domain family member 9
4586_at	3.34e-01	2.11e-01	-1.280962	-5.97388	-0.08600295	mucin 5AC, oligomeric mucus/gel-forming
100507605_at	3.34e-01	2.11e-01	-1.2809349	-5.97391	-0.07048979	long intergenic non-protein coding RNA 837
6837_at	3.34e-01	2.11e-01	1.2808351	-5.97404	0.18812359	mediator complex subunit 22
145389_at	3.34e-01	2.12e-01	-1.2805821	-5.97435	-0.16369107	solute carrier family 38 member 6
2042_at	3.34e-01	2.12e-01	1.2800675	-5.97498	0.08528767	EPH receptor A3
27124_at	3.34e-01	2.12e-01	-1.2800514	-5.975	-0.19791626	inositol polyphosphate-5-phosphatase J
54922_at	3.35e-01	2.12e-01	1.2798611	-5.97524	0.16888603	Ras interacting protein 1
10584_at	3.35e-01	2.12e-01	-1.2794358	-5.97576	-0.11831108	collectin subfamily member 10
4122_at	3.35e-01	2.12e-01	-1.2793525	-5.97587	-0.14027643	mannosidase alpha class 2A member 2
55144_at	3.35e-01	2.12e-01	1.2788311	-5.97651	0.13538854	leucine rich repeat containing 8 family member D
25836_at	3.35e-01	2.12e-01	-1.2786081	-5.97679	-0.11309316	NIPBL, cohesin loading factor
8570_at	3.35e-01	2.12e-01	-1.2786051	-5.97679	-0.10008756	KH-type splicing regulatory protein
100505534_at	3.35e-01	2.12e-01	-1.2785994	-5.9768	-0.07224463	uncharacterized LOC100505534
5799_at	3.35e-01	2.12e-01	-1.2779429	-5.97761	-0.11088395	protein tyrosine phosphatase, receptor type N2
51011_at	3.36e-01	2.13e-01	1.2769839	-5.97879	0.1820946	fumarylacetoacetate hydrolase domain containing 2A
58511_at	3.36e-01	2.13e-01	1.2767502	-5.97907	0.11167321	deoxyribonuclease II beta
11069_at	3.36e-01	2.13e-01	-1.2764013	-5.9795	-0.21892522	Rap guanine nucleotide exchange factor 4
1571_at	3.36e-01	2.13e-01	1.2763098	-5.97962	0.14936009	cytochrome P450 family 2 subfamily E member 1
5420_at	3.36e-01	2.13e-01	-1.2761524	-5.97981	-0.12080431	podocalyxin like
22820_at	3.36e-01	2.13e-01	1.2760252	-5.97997	0.2907342	coatomer protein complex subunit gamma 1
25780_at	3.36e-01	2.13e-01	-1.2760115	-5.97998	-0.26010803	RAS guanyl releasing protein 3
966_at	3.36e-01	2.13e-01	1.2757158	-5.98035	0.11747461	CD59 molecule
8943_at	3.36e-01	2.13e-01	-1.2754493	-5.98068	-0.11929928	adaptor related protein complex 3 delta 1 subunit
8817_at	3.36e-01	2.13e-01	1.2753987	-5.98074	0.10958339	fibroblast growth factor 18
55198_at	3.36e-01	2.13e-01	-1.2749512	-5.98129	-0.20172188	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
2176_at	3.36e-01	2.14e-01	-1.2748198	-5.98145	-0.11958602	Fanconi anemia complementation group C
2555_at	3.37e-01	2.14e-01	-1.2744215	-5.98194	-0.38227274	gamma-aminobutyric acid type A receptor alpha2 subunit
1785_at	3.37e-01	2.14e-01	1.2740573	-5.98239	0.08179354	dynamin 2
686_at	3.37e-01	2.14e-01	1.2734195	-5.98317	0.12029054	biotinidase
4826_at	3.37e-01	2.14e-01	-1.2728337	-5.98389	-0.15664685	neuronatin
6580_at	3.38e-01	2.15e-01	-1.2718172	-5.98514	-0.16313259	solute carrier family 22 member 1
64750_at	3.38e-01	2.15e-01	1.271695	-5.98529	0.15037663	SMAD specific E3 ubiquitin protein ligase 2
5754_at	3.38e-01	2.15e-01	-1.271654	-5.98534	-0.10749192	protein tyrosine kinase 7 (inactive)
1553_at	3.38e-01	2.15e-01	-1.2714994	-5.98553	-0.15347206	cytochrome P450 family 2 subfamily A member 13
26228_at	3.38e-01	2.15e-01	-1.2713124	-5.98576	-0.41581563	signal transducing adaptor family member 1
51374_at	3.38e-01	2.15e-01	1.2708431	-5.98633	0.25760044	all-trans retinoic acid induced differentiation factor
7410_at	3.38e-01	2.15e-01	-1.2708158	-5.98637	-0.0941395	vav guanine nucleotide exchange factor 2
8802_at	3.38e-01	2.15e-01	-1.2707549	-5.98644	-0.22650976	succinate-CoA ligase alpha subunit
25834_at	3.38e-01	2.15e-01	1.2701651	-5.98717	0.14790208	MGAT4 family member C
5930_at	3.39e-01	2.15e-01	-1.2699197	-5.98747	-0.10925213	RB binding protein 6, ubiquitin ligase
137886_at	3.39e-01	2.15e-01	-1.2699057	-5.98748	-0.11334734	UBX domain protein 2B
114819_at	3.39e-01	2.16e-01	-1.2689619	-5.98864	-0.08289532	ciliary rootlet coiled-coil, rootletin pseudogene 3
4599_at	3.39e-01	2.16e-01	1.2687883	-5.98885	0.39961058	MX dynamin like GTPase 1
6519_at	3.39e-01	2.16e-01	-1.2684979	-5.98921	-0.37391139	solute carrier family 3 member 1
7639_at	3.39e-01	2.16e-01	1.2680981	-5.9897	0.11403157	zinc finger protein 85
29937_at	3.39e-01	2.16e-01	1.2678719	-5.98997	0.12996229	neudesin neurotrophic factor
6041_at	3.40e-01	2.16e-01	1.2672387	-5.99075	0.08167403	ribonuclease L
5586_at	3.40e-01	2.16e-01	-1.2669933	-5.99105	-0.13894578	protein kinase N2
3008_at	3.40e-01	2.17e-01	-1.2659353	-5.99234	-0.09772303	histone cluster 1, H1e
81577_at	3.40e-01	2.17e-01	1.2659009	-5.99239	0.1085079	glucose-fructose oxidoreductase domain containing 2
149986_at	3.40e-01	2.17e-01	-1.265646	-5.9927	-0.083524	LSM family member 14B
3770_at	3.40e-01	2.17e-01	-1.2656316	-5.99271	-0.10736762	potassium voltage-gated channel subfamily J member 14
4676_at	3.40e-01	2.17e-01	1.2654707	-5.99291	0.1368395	nucleosome assembly protein 1 like 4
22835_at	3.40e-01	2.17e-01	-1.2654231	-5.99297	-0.09115178	ZFP30 zinc finger protein
4585_at	3.41e-01	2.17e-01	-1.2651304	-5.99333	-0.05843417	mucin 4, cell surface associated
8620_at	3.41e-01	2.17e-01	1.2641912	-5.99447	0.11610408	neuropeptide FF-amide peptide precursor
7554_at	3.41e-01	2.17e-01	1.2639381	-5.99478	0.14061312	zinc finger protein 8
57147_at	3.41e-01	2.17e-01	1.2639329	-5.99479	0.12530026	SCY1 like pseudokinase 3
220988_at	3.41e-01	2.17e-01	1.2638981	-5.99483	0.12266537	heterogeneous nuclear ribonucleoprotein A3
64108_at	3.41e-01	2.18e-01	1.2631745	-5.99571	0.22093196	receptor transporter protein 4
100996433_at	3.42e-01	2.18e-01	-1.2629106	-5.99604	-0.16450794	glutenin, high molecular weight subunit DX5-like
39_at	3.42e-01	2.18e-01	1.2628349	-5.99613	0.12731646	acetyl-CoA acetyltransferase 2
64172_at	3.42e-01	2.18e-01	1.2618121	-5.99738	0.10150393	O-sialoglycoprotein endopeptidase-like 1
10131_at	3.43e-01	2.19e-01	1.2599626	-5.99963	0.16563499	TNF receptor associated protein 1
79873_at	3.44e-01	2.19e-01	-1.2589284	-6.00089	-0.16779354	nudix hydrolase 18
9236_at	3.44e-01	2.19e-01	-1.2585489	-6.00135	-0.17494792	cell cycle progression 1
8883_at	3.44e-01	2.20e-01	1.2574891	-6.00264	0.21528654	NEDD8 activating enzyme E1 subunit 1
8364_at	3.44e-01	2.20e-01	1.2571823	-6.00301	0.30853127	histone cluster 1, H4c
79364_at	3.44e-01	2.20e-01	-1.2571725	-6.00302	-0.09787365	ZXD family zinc finger C
79083_at	3.44e-01	2.20e-01	-1.2569049	-6.00335	-0.1336824	melanophilin
116987_at	3.44e-01	2.20e-01	-1.2567883	-6.00349	-0.12980798	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
862_at	3.45e-01	2.20e-01	1.2564943	-6.00384	0.13367595	RUNX1 translocation partner 1
26333_at	3.45e-01	2.20e-01	-1.255887	-6.00458	-0.08732646	olfactory receptor family 7 subfamily A member 17
6752_at	3.45e-01	2.20e-01	-1.2557696	-6.00472	-0.10205796	somatostatin receptor 2
23475_at	3.45e-01	2.21e-01	-1.2549229	-6.00575	-0.2517565	quinolinate phosphoribosyltransferase
138151_at	3.46e-01	2.21e-01	-1.2540066	-6.00686	-0.19020467	NACC family member 2
80157_at	3.46e-01	2.21e-01	-1.2539782	-6.0069	-0.19838421	cell wall biogenesis 43 C-terminal homolog
5536_at	3.46e-01	2.21e-01	-1.2538803	-6.00702	-0.13401571	protein phosphatase 5 catalytic subunit
9215_at	3.46e-01	2.21e-01	-1.2536759	-6.00726	-0.17021761	LARGE xylosyl- and glucuronyltransferase 1
64779_at	3.46e-01	2.21e-01	-1.2536293	-6.00732	-0.08455047	methenyltetrahydrofolate synthetase domain containing
5996_at	3.46e-01	2.21e-01	-1.2534872	-6.00749	-0.27026077	regulator of G-protein signaling 1
162972_at	3.46e-01	2.21e-01	-1.2534355	-6.00755	-0.07981479	zinc finger protein 550
5033_at	3.46e-01	2.21e-01	-1.2530136	-6.00807	-0.19580539	prolyl 4-hydroxylase subunit alpha 1
5319_at	3.46e-01	2.21e-01	-1.2529463	-6.00815	-0.09445002	phospholipase A2 group IB
55212_at	3.46e-01	2.21e-01	1.2526245	-6.00854	0.1655203	Bardet-Biedl syndrome 7
11282_at	3.46e-01	2.21e-01	1.2525095	-6.00868	0.18569946	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
26959_at	3.46e-01	2.21e-01	1.2523858	-6.00883	0.10962737	HMG-box transcription factor 1
4708_at	3.46e-01	2.22e-01	1.2521181	-6.00915	0.14098523	NADH:ubiquinone oxidoreductase subunit B2
2781_at	3.46e-01	2.22e-01	-1.2520768	-6.0092	-0.12889666	G protein subunit alpha z
5934_at	3.46e-01	2.22e-01	-1.2518395	-6.00949	-0.17350353	RB transcriptional corepressor like 2
51399_at	3.46e-01	2.22e-01	1.2518271	-6.0095	0.14977897	trafficking protein particle complex 4
64342_at	3.46e-01	2.22e-01	1.2517227	-6.00963	0.10475591	HCLS1 binding protein 3
10013_at	3.46e-01	2.22e-01	-1.25159	-6.00979	-0.14095518	histone deacetylase 6
1088_at	3.46e-01	2.22e-01	1.2515676	-6.00982	0.1099474	carcinoembryonic antigen related cell adhesion molecule 8
10964_at	3.46e-01	2.22e-01	-1.2514166	-6.01	-0.45699913	interferon induced protein 44 like
389898_at	3.46e-01	2.22e-01	-1.2512715	-6.01017	-0.11294418	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
56413_at	3.47e-01	2.22e-01	1.2509053	-6.01062	0.10555497	leukotriene B4 receptor 2
51195_at	3.47e-01	2.22e-01	-1.2504301	-6.01119	-0.08016036	Rap guanine nucleotide exchange factor like 1
23479_at	3.47e-01	2.22e-01	1.2502791	-6.01137	0.14651984	iron-sulfur cluster assembly enzyme
10083_at	3.47e-01	2.22e-01	-1.250196	-6.01147	-0.30118467	USH1 protein network component harmonin
11334_at	3.47e-01	2.22e-01	1.2500589	-6.01164	0.12899945	tumor suppressor candidate 2
81533_at	3.47e-01	2.22e-01	1.2499866	-6.01173	0.15059304	integrin alpha FG-GAP repeat containing 1
22925_at	3.47e-01	2.22e-01	-1.2499792	-6.01174	-0.31346265	phospholipase A2 receptor 1
29116_at	3.47e-01	2.22e-01	-1.249897	-6.01184	-0.30441256	myosin regulatory light chain interacting protein
23101_at	3.47e-01	2.22e-01	1.2498389	-6.01191	0.07655844	MCF.2 cell line derived transforming sequence-like 2
54882_at	3.47e-01	2.22e-01	1.249648	-6.01214	0.11498051	ankyrin repeat and KH domain containing 1
5471_at	3.47e-01	2.23e-01	1.2493013	-6.01256	0.10989991	phosphoribosyl pyrophosphate amidotransferase
10425_at	3.47e-01	2.23e-01	-1.2485082	-6.01351	-0.06922933	ariadne RBR E3 ubiquitin protein ligase 2
23504_at	3.48e-01	2.23e-01	1.2482743	-6.0138	0.15918693	RIMS binding protein 2
79443_at	3.48e-01	2.23e-01	-1.248022	-6.0141	-0.11316809	FYVE and coiled-coil domain containing 1
23415_at	3.48e-01	2.23e-01	-1.2468441	-6.01552	-0.12522293	potassium voltage-gated channel subfamily H member 4
3737_at	3.48e-01	2.24e-01	-1.2464895	-6.01595	-0.11907721	potassium voltage-gated channel subfamily A member 2
944_at	3.48e-01	2.24e-01	1.2464481	-6.016	0.09304853	tumor necrosis factor superfamily member 8
10395_at	3.48e-01	2.24e-01	-1.2464226	-6.01603	-0.15045926	DLC1 Rho GTPase activating protein
23029_at	3.48e-01	2.24e-01	1.2463576	-6.01611	0.09087264	RNA binding motif protein 34
84890_at	3.48e-01	2.24e-01	1.2461145	-6.0164	0.13149644	2-aminoethanethiol dioxygenase
390616_at	3.49e-01	2.24e-01	1.2452413	-6.01745	0.17517763	ankyrin repeat domain 34C
80117_at	3.49e-01	2.24e-01	-1.2447802	-6.01801	-0.0744137	ADP ribosylation factor like GTPase 14
152559_at	3.49e-01	2.24e-01	-1.244273	-6.01862	-0.20209743	progestin and adipoQ receptor family member 3
6461_at	3.49e-01	2.24e-01	1.2442237	-6.01868	0.11240899	SH2 domain containing adaptor protein B
4176_at	3.49e-01	2.25e-01	1.2439271	-6.01904	0.12284012	minichromosome maintenance complex component 7
11258_at	3.50e-01	2.25e-01	1.2436275	-6.0194	0.13347827	dynactin subunit 3
94081_at	3.50e-01	2.25e-01	-1.2435747	-6.01946	-0.19164942	sideroflexin 1
1297_at	3.50e-01	2.25e-01	-1.2433437	-6.01974	-0.10493207	collagen type IX alpha 1
55653_at	3.50e-01	2.25e-01	-1.2431987	-6.01991	-0.08707023	breast carcinoma amplified sequence 4
55924_at	3.50e-01	2.25e-01	1.2429604	-6.0202	0.08645794	family with sequence similarity 212 member B
3725_at	3.50e-01	2.25e-01	-1.2424121	-6.02086	-0.28885994	Jun proto-oncogene, AP-1 transcription factor subunit
22800_at	3.50e-01	2.25e-01	1.2423531	-6.02093	0.13796909	related RAS viral (r-ras) oncogene homolog 2
166_at	3.50e-01	2.25e-01	1.2420286	-6.02132	0.14604984	amino-terminal enhancer of split
53353_at	3.50e-01	2.25e-01	-1.2417677	-6.02163	-0.28005412	LDL receptor related protein 1B
55384_at	3.50e-01	2.25e-01	1.2415421	-6.0219	0.08364198	maternally expressed 3 (non-protein coding)
7869_at	3.51e-01	2.26e-01	-1.2411915	-6.02232	-0.32688046	semaphorin 3B
54876_at	3.51e-01	2.26e-01	-1.2411031	-6.02243	-0.16833241	DDB1 and CUL4 associated factor 16
81554_at	3.51e-01	2.26e-01	1.2409304	-6.02264	0.06859761	RCC1 like
4477_at	3.51e-01	2.26e-01	-1.2405924	-6.02304	-0.05767162	microseminoprotein beta
7358_at	3.51e-01	2.26e-01	1.2402998	-6.0234	0.19616579	UDP-glucose 6-dehydrogenase
64106_at	3.51e-01	2.26e-01	-1.2399966	-6.02376	-0.12422734	neuropeptide FF receptor 1
10554_at	3.51e-01	2.26e-01	1.2396755	-6.02414	0.11927256	1-acylglycerol-3-phosphate O-acyltransferase 1
81839_at	3.51e-01	2.26e-01	1.2389224	-6.02505	0.14873646	VANGL planar cell polarity protein 1
80128_at	3.52e-01	2.27e-01	-1.2380958	-6.02604	-0.08425969	tripartite motif containing 46
56252_at	3.52e-01	2.27e-01	-1.2379339	-6.02623	-0.09752101	YLP motif containing 1
79885_at	3.52e-01	2.27e-01	-1.2378799	-6.0263	-0.12624267	histone deacetylase 11
55888_at	3.52e-01	2.27e-01	1.2377814	-6.02642	0.14763407	zinc finger with KRAB and SCAN domains 7
23499_at	3.52e-01	2.27e-01	1.2369335	-6.02743	0.15174869	microtubule-actin crosslinking factor 1
60313_at	3.53e-01	2.27e-01	-1.236566	-6.02787	-0.13072838	GC-rich promoter binding protein 1 like 1
22853_at	3.53e-01	2.28e-01	1.2356698	-6.02894	0.07964755	lemur tyrosine kinase 2
79661_at	3.53e-01	2.28e-01	-1.2353352	-6.02934	-0.08768644	nei like DNA glycosylase 1
55319_at	3.53e-01	2.28e-01	1.2348453	-6.02993	0.17821012	translation machinery associated 16 homolog
5833_at	3.53e-01	2.28e-01	-1.234772	-6.03002	-0.21568959	phosphate cytidylyltransferase 2, ethanolamine
8672_at	3.53e-01	2.28e-01	1.2344762	-6.03037	0.10827199	eukaryotic translation initiation factor 4 gamma 3
55823_at	3.54e-01	2.28e-01	1.2342066	-6.03069	0.13216815	VPS11, CORVET/HOPS core subunit
2585_at	3.54e-01	2.28e-01	1.2341644	-6.03074	0.09912045	galactokinase 2
5348_at	3.54e-01	2.28e-01	-1.2341029	-6.03082	-0.18634863	FXYD domain containing ion transport regulator 1
1997_at	3.54e-01	2.28e-01	-1.2338025	-6.03118	-0.12540453	E74 like ETS transcription factor 1
26275_at	3.54e-01	2.28e-01	-1.2332459	-6.03184	-0.22830674	3-hydroxyisobutyryl-CoA hydrolase
26057_at	3.54e-01	2.28e-01	-1.2331082	-6.03201	-0.11696918	ankyrin repeat domain 17
6500_at	3.54e-01	2.29e-01	-1.232599	-6.03261	-0.11580289	S-phase kinase-associated protein 1
3111_at	3.54e-01	2.29e-01	-1.2325325	-6.03269	-0.09118403	major histocompatibility complex, class II, DO alpha
54543_at	3.54e-01	2.29e-01	1.232211	-6.03308	0.15636181	translocase of outer mitochondrial membrane 7
7803_at	3.54e-01	2.29e-01	1.2321662	-6.03313	0.13251312	protein tyrosine phosphatase type IVA, member 1
55124_at	3.55e-01	2.29e-01	-1.2316092	-6.03379	-0.08419004	piwi like RNA-mediated gene silencing 2
4723_at	3.55e-01	2.29e-01	1.231443	-6.03399	0.26711222	NADH:ubiquinone oxidoreductase core subunit V1
2734_at	3.55e-01	2.29e-01	-1.2312738	-6.03419	-0.13883162	golgi glycoprotein 1
1198_at	3.55e-01	2.29e-01	1.231143	-6.03435	0.12661846	CDC like kinase 3
7414_at	3.55e-01	2.29e-01	1.2309227	-6.03461	0.08601504	vinculin
59338_at	3.55e-01	2.29e-01	-1.2309132	-6.03462	-0.19049549	pleckstrin homology domain containing A1
9409_at	3.55e-01	2.29e-01	-1.2305471	-6.03506	-0.08984703	peroxisomal biogenesis factor 16
57101_at	3.55e-01	2.29e-01	-1.2303672	-6.03528	-0.07695075	anoctamin 2
2729_at	3.55e-01	2.30e-01	-1.2301805	-6.0355	-0.11803198	glutamate-cysteine ligase catalytic subunit
80208_at	3.55e-01	2.30e-01	-1.2301488	-6.03554	-0.11894818	spastic paraplegia 11 (autosomal recessive)
55164_at	3.55e-01	2.30e-01	1.2300783	-6.03562	0.12636977	SHQ1, H/ACA ribonucleoprotein assembly factor
10656_at	3.55e-01	2.30e-01	1.2300507	-6.03565	0.15989204	KH RNA binding domain containing, signal transduction associated 3
729238_at	3.55e-01	2.30e-01	-1.2297369	-6.03603	-0.09920009	surfactant protein A2
11317_at	3.55e-01	2.30e-01	-1.2296712	-6.0361	-0.07580859	recombination signal binding protein for immunoglobulin kappa J region like
25820_at	3.55e-01	2.30e-01	1.2294304	-6.03639	0.10387342	ariadne RBR E3 ubiquitin protein ligase 1
55286_at	3.55e-01	2.30e-01	1.2294282	-6.03639	0.23041259	chromosome 4 open reading frame 19
9252_at	3.56e-01	2.30e-01	-1.2287529	-6.0372	-0.1190514	ribosomal protein S6 kinase A5
6451_at	3.56e-01	2.30e-01	1.2281412	-6.03793	0.10859396	SH3 domain binding glutamate rich protein like
79784_at	3.56e-01	2.30e-01	-1.2278736	-6.03824	-0.08293112	myosin, heavy chain 14, non-muscle
5170_at	3.56e-01	2.31e-01	-1.2271422	-6.03911	-0.14531461	3-phosphoinositide dependent protein kinase 1
5076_at	3.56e-01	2.31e-01	1.2270367	-6.03924	0.15331124	paired box 2
8242_at	3.57e-01	2.31e-01	-1.2264143	-6.03998	-0.09466641	lysine demethylase 5C
1265_at	3.57e-01	2.31e-01	1.2260386	-6.04043	0.14835879	calponin 2
29851_at	3.57e-01	2.31e-01	1.2258787	-6.04062	0.10547131	inducible T-cell costimulator
9087_at	3.57e-01	2.31e-01	-1.2252587	-6.04135	-0.08697672	thymosin beta 4, Y-linked
5689_at	3.57e-01	2.31e-01	1.2250282	-6.04163	0.14709642	proteasome subunit beta 1
79870_at	3.58e-01	2.32e-01	1.2236736	-6.04323	0.10577705	brain and acute leukemia, cytoplasmic
65993_at	3.58e-01	2.32e-01	1.2231684	-6.04383	0.2028619	mitochondrial ribosomal protein S34
25950_at	3.58e-01	2.32e-01	1.2229273	-6.04412	0.15640355	RWD domain containing 3
645_at	3.59e-01	2.32e-01	1.2223847	-6.04476	0.21368149	biliverdin reductase B
4342_at	3.59e-01	2.32e-01	-1.2221767	-6.04501	-0.08701817	v-mos Moloney murine sarcoma viral oncogene homolog
79035_at	3.59e-01	2.33e-01	1.2220245	-6.04519	0.08673059	nucleic acid binding protein 2
3757_at	3.59e-01	2.33e-01	1.2214181	-6.04591	0.20284623	potassium voltage-gated channel subfamily H member 2
51084_at	3.59e-01	2.33e-01	-1.2213911	-6.04594	-0.25224595	crystallin lambda 1
8123_at	3.59e-01	2.33e-01	-1.220638	-6.04683	-0.07517346	Prader Willi/Angelman region RNA 5
79981_at	3.59e-01	2.33e-01	-1.2205938	-6.04688	-0.24024433	FERM domain containing 1
345_at	3.60e-01	2.34e-01	-1.2189901	-6.04878	-0.33007927	apolipoprotein C3
51308_at	3.60e-01	2.34e-01	1.218688	-6.04914	0.1183609	receptor accessory protein 2
28785_at	3.60e-01	2.34e-01	-1.2186733	-6.04915	-0.07859072	immunoglobulin lambda variable 4-60
50835_at	3.61e-01	2.34e-01	-1.218134	-6.04979	-0.07209138	taste 2 receptor member 9
55558_at	3.61e-01	2.34e-01	1.2180841	-6.04985	0.11473201	plexin A3
367_at	3.61e-01	2.34e-01	1.2180607	-6.04988	0.10078828	androgen receptor
83463_at	3.61e-01	2.34e-01	-1.2174097	-6.05065	-0.09566455	MAX dimerization protein 3
79862_at	3.62e-01	2.35e-01	-1.2159713	-6.05234	-0.15672511	zinc finger protein 669
26355_at	3.62e-01	2.35e-01	1.2157224	-6.05264	0.1822912	family with sequence similarity 162 member A
80724_at	3.62e-01	2.35e-01	-1.2150693	-6.05341	-0.11681926	acyl-CoA dehydrogenase family member 10
26291_at	3.62e-01	2.35e-01	-1.2150089	-6.05348	-0.08759256	fibroblast growth factor 21
9338_at	3.62e-01	2.35e-01	-1.2149627	-6.05353	-0.10123	transcription elongation factor A like 1
22884_at	3.62e-01	2.35e-01	1.2147007	-6.05384	0.13572259	WD repeat domain 37
1993_at	3.63e-01	2.36e-01	-1.2136673	-6.05506	-0.08615693	ELAV like neuron-specific RNA binding protein 2
4223_at	3.63e-01	2.36e-01	1.2135207	-6.05523	0.06848466	mesenchyme homeobox 2
54682_at	3.63e-01	2.36e-01	-1.2122981	-6.05667	-0.19328205	MANSC domain containing 1
6645_at	3.63e-01	2.36e-01	1.2122158	-6.05677	0.11242352	syntrophin beta 2
7051_at	3.63e-01	2.36e-01	1.2119856	-6.05704	0.10871201	transglutaminase 1
59269_at	3.63e-01	2.36e-01	-1.2118862	-6.05715	-0.07828425	human immunodeficiency virus type I enhancer binding protein 3
55096_at	3.63e-01	2.36e-01	-1.2116803	-6.0574	-0.1515822	endogenous Bornavirus-like nucleoprotein 2
55160_at	3.63e-01	2.36e-01	1.2116268	-6.05746	0.1497854	Rho guanine nucleotide exchange factor 10 like
9889_at	3.63e-01	2.36e-01	1.2115967	-6.05749	0.11427568	zinc finger BED-type containing 4
64149_at	3.63e-01	2.36e-01	1.21152	-6.05758	0.13615937	chromosome 17 open reading frame 75
26000_at	3.64e-01	2.37e-01	1.2114194	-6.0577	0.10663693	TBC1 domain family member 10B
100506282_at	3.64e-01	2.37e-01	-1.2107937	-6.05844	-0.14210552	uncharacterized LOC100506282
79598_at	3.64e-01	2.37e-01	1.2106801	-6.05857	0.0886789	centrosomal protein 97
6643_at	3.64e-01	2.37e-01	1.2106701	-6.05858	0.11328159	sorting nexin 2
10268_at	3.64e-01	2.37e-01	1.2102121	-6.05912	0.25630637	receptor (G protein-coupled) activity modifying protein 3
4701_at	3.64e-01	2.37e-01	1.2099056	-6.05948	0.19056451	NADH:ubiquinone oxidoreductase subunit A7
89944_at	3.64e-01	2.37e-01	-1.2097339	-6.05968	-0.24804717	galactosidase beta 1 like 2
2302_at	3.64e-01	2.37e-01	-1.2097302	-6.05969	-0.1273167	forkhead box J1
3134_at	3.64e-01	2.37e-01	1.2093938	-6.06008	0.16561562	major histocompatibility complex, class I, F
55631_at	3.64e-01	2.37e-01	1.2093645	-6.06012	0.12189316	leucine rich repeat containing 40
3809_at	3.64e-01	2.37e-01	-1.2093608	-6.06012	-0.08384016	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
773_at	3.64e-01	2.37e-01	1.2092496	-6.06025	0.07827267	calcium voltage-gated channel subunit alpha1 A
2101_at	3.64e-01	2.37e-01	-1.2089153	-6.06064	-0.12824674	estrogen related receptor alpha
55770_at	3.64e-01	2.37e-01	-1.2088681	-6.0607	-0.1595666	exocyst complex component 2
6383_at	3.64e-01	2.38e-01	1.208777	-6.0608	0.16051258	syndecan 2
5834_at	3.64e-01	2.38e-01	1.2086282	-6.06098	0.11237136	phosphorylase, glycogen; brain
27350_at	3.64e-01	2.38e-01	1.2084562	-6.06118	0.16354555	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
10102_at	3.65e-01	2.38e-01	1.2074208	-6.0624	0.11260921	Ts translation elongation factor, mitochondrial
9482_at	3.65e-01	2.38e-01	1.2068493	-6.06306	0.14469232	syntaxin 8
201501_at	3.66e-01	2.38e-01	-1.2062148	-6.06381	-0.16748246	zinc finger and BTB domain containing 7C
467_at	3.66e-01	2.39e-01	-1.2060259	-6.06403	-0.39675534	activating transcription factor 3
10956_at	3.66e-01	2.39e-01	1.2059271	-6.06414	0.11481564	OS9, endoplasmic reticulum lectin
5016_at	3.66e-01	2.39e-01	-1.2058719	-6.06421	-0.119012	oviductal glycoprotein 1
114932_at	3.66e-01	2.39e-01	1.2047264	-6.06555	0.14104489	Morf4 family associated protein 1 like 1
84065_at	3.66e-01	2.39e-01	1.2045541	-6.06575	0.16903282	transmembrane protein 222
79363_at	3.67e-01	2.39e-01	-1.2040946	-6.06629	-0.10343021	REM2 and RAB like small GTPase 1
7062_at	3.67e-01	2.39e-01	1.2040443	-6.06635	0.08214674	trichohyalin
56929_at	3.67e-01	2.39e-01	1.2037972	-6.06664	0.12856654	fem-1 homolog C
10363_at	3.67e-01	2.40e-01	1.2033512	-6.06716	0.1575704	high mobility group 20A
