ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID
4438_at	2.34e-02	5.64e-03	-3.0146493	-2.79677	-0.16419786	mutS homolog 4
1027_at	2.34e-02	5.64e-03	-3.0144163	-2.79731	-0.41816784	cyclin dependent kinase inhibitor 1B
23549_at	2.34e-02	5.65e-03	3.0138691	-2.79856	0.333319	aspartyl aminopeptidase
6388_at	2.34e-02	5.65e-03	3.0138302	-2.79865	0.33536533	stromal cell derived factor 2
80256_at	2.34e-02	5.66e-03	3.0133872	-2.79966	0.22782823	family with sequence similarity 214 member B
201191_at	2.34e-02	5.66e-03	-3.0132693	-2.79993	-0.35450499	sterile alpha motif domain containing 14
182_at	2.34e-02	5.66e-03	3.0131755	-2.80014	0.33002014	jagged 1
5458_at	2.35e-02	5.67e-03	-3.0125664	-2.80154	-0.15867633	POU class 4 homeobox 2
11007_at	2.35e-02	5.67e-03	3.0122066	-2.80236	0.25234053	coiled-coil domain containing 85B
9940_at	2.35e-02	5.67e-03	-3.0121877	-2.8024	-0.21086868	deleted in lung and esophageal cancer 1
8985_at	2.35e-02	5.69e-03	3.0113218	-2.80438	0.37713402	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
3199_at	2.35e-02	5.69e-03	3.0110677	-2.80496	0.27315229	homeobox A2
80114_at	2.35e-02	5.69e-03	3.0109994	-2.80512	0.66485013	BicC family RNA binding protein 1
241_at	2.35e-02	5.69e-03	3.0109776	-2.80517	0.64968532	arachidonate 5-lipoxygenase activating protein
90480_at	2.35e-02	5.69e-03	3.0107307	-2.80573	0.43520334	GADD45G interacting protein 1
54839_at	2.35e-02	5.70e-03	3.0105662	-2.80611	0.32542489	leucine rich repeat containing 49
1748_at	2.35e-02	5.70e-03	-3.0104995	-2.80626	-0.19261704	distal-less homeobox 4
79919_at	2.36e-02	5.71e-03	-3.0093929	-2.80879	-0.45870305	chromosome 2 open reading frame 54
10767_at	2.36e-02	5.72e-03	-3.0091697	-2.8093	-0.24112483	HBS1 like translational GTPase
79635_at	2.36e-02	5.73e-03	-3.0082552	-2.81139	-0.28321226	coiled-coil domain containing 121
10150_at	2.37e-02	5.75e-03	-3.006936	-2.8144	-0.29143271	muscleblind like splicing regulator 2
10332_at	2.37e-02	5.76e-03	3.005707	-2.81721	0.56054917	C-type lectin domain family 4 member M
51332_at	2.39e-02	5.80e-03	3.0031384	-2.82307	0.27692304	spectrin beta, non-erythrocytic 5
29087_at	2.39e-02	5.80e-03	3.0028357	-2.82376	0.45809838	thymocyte nuclear protein 1
5193_at	2.39e-02	5.81e-03	-3.0023832	-2.82479	-0.27397167	peroxisomal biogenesis factor 12
3664_at	2.39e-02	5.82e-03	3.001976	-2.82572	0.39084662	interferon regulatory factor 6
10635_at	2.40e-02	5.83e-03	3.0010312	-2.82788	0.37949818	RAD51 associated protein 1
2491_at	2.40e-02	5.84e-03	3.0000586	-2.8301	0.17121865	centromere protein I
63910_at	2.40e-02	5.85e-03	-2.9997045	-2.8309	-0.19535027	solute carrier family 17 member 9
51604_at	2.40e-02	5.85e-03	2.9996882	-2.83094	0.62202052	phosphatidylinositol glycan anchor biosynthesis class T
140_at	2.41e-02	5.86e-03	2.9987533	-2.83307	0.25901213	adenosine A3 receptor
9686_at	2.41e-02	5.88e-03	2.9977562	-2.83535	0.30956688	vestigial like family member 4
23451_at	2.41e-02	5.88e-03	2.9973988	-2.83616	0.25250219	splicing factor 3b subunit 1
3226_at	2.41e-02	5.89e-03	2.9971495	-2.83673	0.39469755	homeobox C10
11027_at	2.42e-02	5.90e-03	2.9964399	-2.83835	0.25092257	leukocyte immunoglobulin like receptor A2
2059_at	2.42e-02	5.90e-03	2.9963229	-2.83862	0.54979812	epidermal growth factor receptor pathway substrate 8
939_at	2.42e-02	5.91e-03	2.9952853	-2.84098	0.56618372	CD27 molecule
663_at	2.42e-02	5.92e-03	-2.9950597	-2.8415	-0.31385228	BCL2 interacting protein 2
56616_at	2.42e-02	5.92e-03	2.9947861	-2.84212	0.27582084	diablo IAP-binding mitochondrial protein
6400_at	2.42e-02	5.92e-03	-2.9947269	-2.84225	-0.28720977	SEL1L ERAD E3 ligase adaptor subunit
7164_at	2.42e-02	5.92e-03	2.9946519	-2.84243	0.68343571	tumor protein D52-like 1
23380_at	2.42e-02	5.92e-03	-2.9945979	-2.84255	-0.55772837	SLIT-ROBO Rho GTPase activating protein 2
51557_at	2.42e-02	5.93e-03	-2.9941737	-2.84352	-0.20563589	lengsin, lens protein with glutamine synthetase domain
311_at	2.42e-02	5.93e-03	2.9941585	-2.84355	0.29921614	annexin A11
10130_at	2.43e-02	5.94e-03	2.9931067	-2.84595	0.28436063	protein disulfide isomerase family A member 6
7026_at	2.44e-02	5.97e-03	2.9913129	-2.85003	0.31131216	nuclear receptor subfamily 2 group F member 2
354_at	2.44e-02	5.98e-03	-2.9909049	-2.85096	-0.15898206	kallikrein related peptidase 3
6122_at	2.44e-02	5.98e-03	2.9908574	-2.85107	0.51553078	ribosomal protein L3
55215_at	2.44e-02	5.98e-03	2.9904297	-2.85205	0.1791814	Fanconi anemia complementation group I
51659_at	2.44e-02	5.99e-03	2.9900471	-2.85292	0.30392293	GINS complex subunit 2
6473_at	2.45e-02	6.00e-03	-2.9890686	-2.85515	-0.27730703	short stature homeobox
8480_at	2.45e-02	6.01e-03	2.9884315	-2.8566	0.19043716	ribonucleic acid export 1
54872_at	2.45e-02	6.02e-03	2.988033	-2.8575	0.26750481	phosphatidylinositol glycan anchor biosynthesis class G
79669_at	2.45e-02	6.02e-03	2.9878725	-2.85787	0.5188928	chromosome 3 open reading frame 52
3316_at	2.45e-02	6.02e-03	2.9875666	-2.85857	0.52639054	heat shock protein family B (small) member 2
2875_at	2.46e-02	6.03e-03	-2.9870557	-2.85973	-0.31080922	glutamic--pyruvic transaminase
22934_at	2.46e-02	6.05e-03	2.9859643	-2.86221	0.26174472	ribose 5-phosphate isomerase A
4956_at	2.46e-02	6.06e-03	-2.9854404	-2.86341	-0.22005921	outer dense fiber of sperm tails 1
1735_at	2.47e-02	6.06e-03	-2.9849214	-2.86459	-0.30268469	deiodinase, iodothyronine, type III
3073_at	2.47e-02	6.06e-03	2.9849201	-2.86459	0.42489821	hexosaminidase subunit alpha
5366_at	2.47e-02	6.07e-03	2.9844748	-2.8656	0.3560654	phorbol-12-myristate-13-acetate-induced protein 1
4879_at	2.47e-02	6.08e-03	-2.983836	-2.86706	-0.18398144	natriuretic peptide B
56156_at	2.47e-02	6.09e-03	-2.9833079	-2.86826	-0.21558925	testis expressed 13B
127534_at	2.47e-02	6.09e-03	-2.9829118	-2.86916	-0.28678334	gap junction protein beta 4
4609_at	2.48e-02	6.11e-03	2.9816351	-2.87206	0.62257652	v-myc avian myelocytomatosis viral oncogene homolog
5137_at	2.48e-02	6.11e-03	-2.9814638	-2.87245	-0.1569192	phosphodiesterase 1C
9407_at	2.48e-02	6.12e-03	-2.9812894	-2.87285	-0.25629631	transmembrane protease, serine 11D
7088_at	2.49e-02	6.15e-03	2.9791221	-2.87778	0.42799894	transducin like enhancer of split 1
3660_at	2.50e-02	6.16e-03	2.9786274	-2.8789	0.43568933	interferon regulatory factor 2
445_at	2.50e-02	6.16e-03	-2.9785625	-2.87905	-0.76391904	argininosuccinate synthase 1
22984_at	2.50e-02	6.17e-03	2.9774552	-2.88157	0.27710055	programmed cell death 11
6369_at	2.51e-02	6.20e-03	-2.9758114	-2.8853	-0.18980603	C-C motif chemokine ligand 24
8634_at	2.52e-02	6.22e-03	2.9744292	-2.88844	0.4343056	RNA 3'-terminal phosphate cyclase
3651_at	2.52e-02	6.23e-03	-2.9739555	-2.88952	-0.14726139	pancreatic and duodenal homeobox 1
5509_at	2.53e-02	6.26e-03	-2.971625	-2.89481	-0.25966276	protein phosphatase 1 regulatory subunit 3D
25769_at	2.53e-02	6.26e-03	-2.9715823	-2.89491	-0.21720945	solute carrier family 24 member 2
8550_at	2.54e-02	6.28e-03	2.9703155	-2.89778	0.31948613	mitogen-activated protein kinase-activated protein kinase 5
79602_at	2.54e-02	6.29e-03	-2.9696976	-2.89919	-0.28650919	adiponectin receptor 2
6560_at	2.54e-02	6.29e-03	2.9696787	-2.89923	0.2017529	solute carrier family 12 member 4
80263_at	2.54e-02	6.29e-03	2.9695363	-2.89955	0.27420049	tripartite motif containing 45
6329_at	2.54e-02	6.30e-03	2.9692406	-2.90022	0.29314989	sodium voltage-gated channel alpha subunit 4
4892_at	2.54e-02	6.30e-03	-2.9691803	-2.90036	-0.18437116	nebulin related anchoring protein
2222_at	2.54e-02	6.30e-03	2.969084	-2.90058	0.38264823	farnesyl-diphosphate farnesyltransferase 1
3295_at	2.54e-02	6.31e-03	2.9686189	-2.90164	0.38753627	hydroxysteroid 17-beta dehydrogenase 4
51016_at	2.55e-02	6.31e-03	2.9683228	-2.90231	0.49461346	ER membrane protein complex subunit 9
64232_at	2.55e-02	6.32e-03	-2.9677887	-2.90352	-0.31655529	membrane spanning 4-domains A5
22927_at	2.55e-02	6.33e-03	2.9674167	-2.90436	0.29033184	hyaluronan binding protein 4
8326_at	2.55e-02	6.33e-03	-2.9671911	-2.90488	-0.21721308	frizzled class receptor 9
23563_at	2.55e-02	6.33e-03	-2.966984	-2.90535	-0.28628958	carbohydrate sulfotransferase 5
56159_at	2.55e-02	6.34e-03	-2.9665712	-2.90628	-0.66796135	testis expressed 11
23646_at	2.55e-02	6.34e-03	2.9665633	-2.9063	0.51022184	phospholipase D family member 3
10456_at	2.55e-02	6.35e-03	2.9661525	-2.90723	0.4241718	HCLS1 associated protein X-1
6396_at	2.55e-02	6.35e-03	2.9660232	-2.90753	0.33733839	SEC13 homolog, nuclear pore and COPII coat complex component
4852_at	2.55e-02	6.35e-03	-2.965964	-2.90766	-0.22756374	neuropeptide Y
51294_at	2.56e-02	6.36e-03	2.9650783	-2.90967	0.58644992	protocadherin 12
9771_at	2.56e-02	6.37e-03	2.9648449	-2.9102	0.50482552	Rap guanine nucleotide exchange factor 5
1559_at	2.56e-02	6.37e-03	-2.9647644	-2.91038	-0.37116068	cytochrome P450 family 2 subfamily C member 9
10190_at	2.56e-02	6.37e-03	2.9647355	-2.91045	0.30401248	thioredoxin domain containing 9
5444_at	2.56e-02	6.37e-03	-2.9645093	-2.91096	-1.01605452	paraoxonase 1
79650_at	2.57e-02	6.39e-03	2.9630604	-2.91425	0.18443702	U6 snRNA biogenesis phosphodiesterase 1
6707_at	2.57e-02	6.40e-03	-2.9625366	-2.91543	-0.2701205	small proline rich protein 3
10086_at	2.57e-02	6.41e-03	-2.9619836	-2.91669	-0.20768164	HERV-H LTR-associating 1
2588_at	2.58e-02	6.43e-03	2.9605841	-2.91986	0.42587105	galactosamine (N-acetyl)-6-sulfatase
91355_at	2.58e-02	6.44e-03	2.9603376	-2.92042	0.29403291	LDL receptor related protein 5 like
7415_at	2.58e-02	6.44e-03	2.9601217	-2.92091	0.20594486	valosin containing protein
51733_at	2.59e-02	6.47e-03	-2.9580191	-2.92567	-0.98594477	beta-ureidopropionase 1
26517_at	2.59e-02	6.47e-03	2.9579808	-2.92576	0.76284427	translocase of inner mitochondrial membrane 13
51213_at	2.59e-02	6.48e-03	-2.9575254	-2.92679	-0.35443415	leucine zipper protein 4
11055_at	2.59e-02	6.48e-03	-2.9575139	-2.92682	-0.19849072	zona pellucida binding protein
56944_at	2.59e-02	6.49e-03	2.9570232	-2.92793	0.88349772	olfactomedin like 3
635_at	2.60e-02	6.50e-03	-2.9565229	-2.92906	-0.86018009	betaine--homocysteine S-methyltransferase
91647_at	2.60e-02	6.50e-03	2.9561283	-2.92996	0.32438352	ATP synthase mitochondrial F1 complex assembly factor 2
10537_at	2.60e-02	6.50e-03	2.9560833	-2.93006	1.01626485	ubiquitin D
51603_at	2.60e-02	6.51e-03	2.9558395	-2.93061	0.17809966	methyltransferase like 13
3765_at	2.60e-02	6.51e-03	-2.9555181	-2.93134	-0.18565999	potassium voltage-gated channel subfamily J member 9
3783_at	2.60e-02	6.51e-03	2.9554406	-2.93151	0.2241309	potassium calcium-activated channel subfamily N member 4
3817_at	2.61e-02	6.55e-03	-2.9530352	-2.93696	-0.16276508	kallikrein related peptidase 2
55602_at	2.61e-02	6.55e-03	-2.952965	-2.93712	-0.24717316	CDKN2A interacting protein
8601_at	2.62e-02	6.57e-03	2.9520698	-2.93914	0.21772238	regulator of G-protein signaling 20
3131_at	2.62e-02	6.59e-03	-2.9508855	-2.94182	-0.61400113	HLF, PAR bZIP transcription factor
7465_at	2.63e-02	6.60e-03	-2.9499889	-2.94385	-0.27829303	WEE1 G2 checkpoint kinase
29988_at	2.63e-02	6.61e-03	2.9493021	-2.94541	0.26034793	solute carrier family 2 member 8
79675_at	2.64e-02	6.62e-03	2.9487992	-2.94655	0.28997561	FAST kinase domains 1
80775_at	2.64e-02	6.62e-03	2.9486066	-2.94698	0.50508596	transmembrane protein 177
8738_at	2.64e-02	6.63e-03	-2.947972	-2.94842	-0.23307222	CASP2 and RIPK1 domain containing adaptor with death domain
9443_at	2.65e-02	6.65e-03	2.9467778	-2.95112	0.23500856	mediator complex subunit 7
65985_at	2.65e-02	6.66e-03	2.946187	-2.95245	0.42533503	acetoacetyl-CoA synthetase
23191_at	2.65e-02	6.66e-03	2.9459541	-2.95298	0.28243151	cytoplasmic FMR1 interacting protein 1
78996_at	2.65e-02	6.68e-03	2.9452288	-2.95462	0.26654244	chromosome 7 open reading frame 49
694_at	2.65e-02	6.68e-03	2.9451394	-2.95482	0.30080938	BTG anti-proliferation factor 1
51367_at	2.65e-02	6.68e-03	2.9450071	-2.95512	0.38411332	POP5 homolog, ribonuclease P/MRP subunit
5552_at	2.66e-02	6.69e-03	2.9443524	-2.9566	0.52173953	serglycin
26354_at	2.67e-02	6.73e-03	2.9421786	-2.96151	0.36244212	G protein nucleolar 3
55182_at	2.67e-02	6.73e-03	-2.9418677	-2.96222	-0.54883646	ring finger protein 220
1392_at	2.67e-02	6.73e-03	-2.9418644	-2.96222	-0.19859728	corticotropin releasing hormone
3760_at	2.67e-02	6.73e-03	-2.941741	-2.9625	-0.27989126	potassium voltage-gated channel subfamily J member 3
26280_at	2.67e-02	6.74e-03	-2.9415797	-2.96287	-0.27326242	interleukin 1 receptor accessory protein like 2
4919_at	2.68e-02	6.75e-03	2.9405457	-2.9652	0.31205061	receptor tyrosine kinase like orphan receptor 1
11255_at	2.68e-02	6.76e-03	-2.9402672	-2.96583	-0.19652417	histamine receptor H3
9423_at	2.68e-02	6.76e-03	-2.9400608	-2.9663	-0.20515699	netrin 1
1556_at	2.68e-02	6.77e-03	-2.9395938	-2.96735	-0.29692002	cytochrome P450 family 2 subfamily B member 7, pseudogene
4618_at	2.68e-02	6.77e-03	-2.9395229	-2.96751	-0.269435	myogenic factor 6
5098_at	2.68e-02	6.77e-03	-2.9391847	-2.96828	-0.1496989	protocadherin gamma subfamily C, 3
375449_at	2.68e-02	6.78e-03	-2.9390351	-2.96861	-0.40702876	microtubule associated serine/threonine kinase family member 4
2909_at	2.69e-02	6.81e-03	-2.9372523	-2.97264	-0.18872092	Rho GTPase activating protein 35
92249_at	2.69e-02	6.81e-03	2.9368411	-2.97357	0.3176809	long intergenic non-protein coding RNA 1278
55521_at	2.69e-02	6.81e-03	2.9367463	-2.97378	0.20844178	tripartite motif containing 36
5967_at	2.69e-02	6.82e-03	2.9363981	-2.97457	0.54944698	regenerating family member 1 alpha
7337_at	2.69e-02	6.82e-03	-2.936251	-2.9749	-0.23153515	ubiquitin protein ligase E3A
7692_at	2.70e-02	6.83e-03	2.9357788	-2.97597	0.37744644	zinc finger protein 133
10573_at	2.70e-02	6.84e-03	2.9353959	-2.97683	0.48686555	mitochondrial ribosomal protein L28
57188_at	2.70e-02	6.85e-03	2.934753	-2.97828	0.68980197	ADAMTS like 3
54958_at	2.71e-02	6.88e-03	2.9330008	-2.98224	0.4925369	transmembrane protein 160
28962_at	2.71e-02	6.88e-03	2.9328942	-2.98248	0.35426288	osteopetrosis associated transmembrane protein 1
80162_at	2.71e-02	6.88e-03	2.9328432	-2.98259	0.27972301	protein-glucosylgalactosylhydroxylysine glucosidase
8764_at	2.71e-02	6.89e-03	2.9318998	-2.98472	0.37665701	TNF receptor superfamily member 14
3593_at	2.71e-02	6.90e-03	-2.9318448	-2.98484	-0.14067883	interleukin 12B
64208_at	2.71e-02	6.90e-03	-2.9318288	-2.98488	-0.21806637	popeye domain containing 3
55738_at	2.71e-02	6.90e-03	2.9317797	-2.98499	0.23786737	ADP ribosylation factor GTPase activating protein 1
7278_at	2.71e-02	6.90e-03	2.9316121	-2.98537	0.26397115	tubulin alpha 3c
26098_at	2.71e-02	6.90e-03	2.9314789	-2.98567	0.31037101	erythroid differentiation regulatory factor 1
22872_at	2.71e-02	6.90e-03	2.9314693	-2.98569	0.26551712	SEC31 homolog A, COPII coat complex component
10296_at	2.72e-02	6.92e-03	2.9306128	-2.98762	0.34053185	macrophage erythroblast attacher
4233_at	2.72e-02	6.92e-03	2.9305407	-2.98778	0.4141993	MET proto-oncogene, receptor tyrosine kinase
4151_at	2.72e-02	6.92e-03	-2.9304779	-2.98793	-0.26484577	myoglobin
51099_at	2.72e-02	6.94e-03	2.9294505	-2.99024	0.20669268	abhydrolase domain containing 5
23132_at	2.73e-02	6.95e-03	-2.9286386	-2.99207	-0.27955822	RAD54-like 2 (S. cerevisiae)
91353_at	2.73e-02	6.95e-03	2.9285717	-2.99222	1.71393106	immunoglobulin lambda like polypeptide 3, pseudogene
65057_at	2.73e-02	6.95e-03	2.9283713	-2.99268	0.29140851	adrenocortical dysplasia homolog
1562_at	2.73e-02	6.96e-03	-2.9281691	-2.99313	-0.14834558	cytochrome P450 family 2 subfamily C member 18
8458_at	2.73e-02	6.96e-03	2.9277551	-2.99407	0.34947837	transcription termination factor 2
5034_at	2.73e-02	6.97e-03	2.9272305	-2.99525	0.33529329	prolyl 4-hydroxylase subunit beta
7104_at	2.73e-02	6.97e-03	2.9271913	-2.99534	0.67338726	transmembrane 4 L six family member 4
10788_at	2.73e-02	6.98e-03	-2.9270651	-2.99562	-0.44304287	IQ motif containing GTPase activating protein 2
759_at	2.74e-02	7.00e-03	-2.9258082	-2.99845	-0.26376447	carbonic anhydrase 1
51533_at	2.74e-02	7.00e-03	-2.9253921	-2.99939	-0.22273514	PHD finger protein 7
6295_at	2.74e-02	7.01e-03	-2.9252148	-2.99979	-0.26579629	S-antigen; retina and pineal gland (arrestin)
594_at	2.74e-02	7.01e-03	2.9249994	-3.00028	0.30993891	branched chain keto acid dehydrogenase E1 subunit beta
23566_at	2.74e-02	7.01e-03	-2.9249356	-3.00042	-0.16503283	lysophosphatidic acid receptor 3
4976_at	2.74e-02	7.01e-03	-2.9248675	-3.00057	-0.21851256	OPA1, mitochondrial dynamin like GTPase
1149_at	2.74e-02	7.02e-03	-2.9244681	-3.00147	-0.24286606	cell death-inducing DFFA-like effector a
149111_at	2.74e-02	7.03e-03	-2.9241263	-3.00224	-0.33760251	cornichon family AMPA receptor auxiliary protein 3
6007_at	2.75e-02	7.05e-03	-2.9228918	-3.00502	-0.2676341	Rh blood group D antigen
781_at	2.75e-02	7.06e-03	-2.922231	-3.00651	-0.28659537	calcium voltage-gated channel auxiliary subunit alpha2delta 1
6866_at	2.76e-02	7.06e-03	-2.9219089	-3.00724	-0.29682957	tachykinin 3
53347_at	2.76e-02	7.06e-03	2.9218077	-3.00746	0.2368814	ubiquitin associated and SH3 domain containing A
443_at	2.76e-02	7.07e-03	-2.9217646	-3.00756	-0.805502	aspartoacylase
1580_at	2.76e-02	7.07e-03	-2.921234	-3.00876	-0.95627584	cytochrome P450 family 4 subfamily B member 1
1736_at	2.76e-02	7.08e-03	2.9210552	-3.00916	0.22077634	dyskerin pseudouridine synthase 1
2826_at	2.76e-02	7.08e-03	2.9209818	-3.00932	0.2509002	C-C motif chemokine receptor 10
219899_at	2.77e-02	7.10e-03	-2.919491	-3.01268	-0.28444425	tubulin folding cofactor E like
51276_at	2.77e-02	7.11e-03	2.919055	-3.01366	0.42388481	zinc finger protein 571
10141_at	2.77e-02	7.12e-03	-2.9184672	-3.01498	-0.21654874	long intergenic non-protein coding RNA 1587
51202_at	2.77e-02	7.12e-03	2.9183916	-3.01515	0.30352409	DEAD-box helicase 47
3061_at	2.78e-02	7.14e-03	-2.9173443	-3.01751	-0.18375419	hypocretin receptor 1
64425_at	2.78e-02	7.14e-03	2.9171547	-3.01794	0.21653444	polymerase (RNA) I subunit E
339105_at	2.78e-02	7.15e-03	-2.9166519	-3.01907	-0.39161176	protease, serine 53
58504_at	2.78e-02	7.16e-03	2.9164537	-3.01951	0.21290771	Rho GTPase activating protein 22
7021_at	2.78e-02	7.16e-03	2.9159992	-3.02054	0.53944494	transcription factor AP-2 beta
3575_at	2.78e-02	7.16e-03	2.9159963	-3.02054	0.56902943	interleukin 7 receptor
55819_at	2.78e-02	7.17e-03	2.9159291	-3.02069	0.26113612	ring finger protein 130
7408_at	2.78e-02	7.17e-03	2.9156438	-3.02134	0.24692345	vasodilator-stimulated phosphoprotein
9925_at	2.78e-02	7.17e-03	2.9155529	-3.02154	0.24485879	zinc finger and BTB domain containing 5
56940_at	2.78e-02	7.18e-03	2.9153712	-3.02195	0.27972439	dual specificity phosphatase 22
8535_at	2.78e-02	7.18e-03	2.9149305	-3.02294	0.2191203	chromobox 4
147_at	2.78e-02	7.18e-03	-2.9148846	-3.02304	-0.16585732	adrenoceptor alpha 1B
23478_at	2.79e-02	7.19e-03	2.9144359	-3.02405	0.25206868	SEC11 homolog A, signal peptidase complex subunit
55062_at	2.79e-02	7.19e-03	2.914421	-3.02409	0.31791243	WD repeat domain, phosphoinositide interacting 1
643314_at	2.79e-02	7.20e-03	2.9141822	-3.02462	0.39231746	KIAA0754
26097_at	2.79e-02	7.20e-03	2.9141597	-3.02467	0.23990203	chromatin target of PRMT1
8995_at	2.79e-02	7.21e-03	-2.9135522	-3.02604	-0.22679919	tumor necrosis factor superfamily member 18
51490_at	2.80e-02	7.24e-03	2.9115616	-3.03052	0.29412	SPOUT domain containing methyltransferase 1
79805_at	2.80e-02	7.25e-03	2.9111584	-3.03142	0.2259015	vasohibin 2
4929_at	2.80e-02	7.25e-03	-2.9111257	-3.0315	-0.77722037	nuclear receptor subfamily 4 group A member 2
55033_at	2.80e-02	7.26e-03	2.9106401	-3.03259	0.26458082	FK506 binding protein 14
8310_at	2.80e-02	7.26e-03	2.9105832	-3.03272	0.27196656	acyl-CoA oxidase 3, pristanoyl
10616_at	2.80e-02	7.26e-03	2.9104586	-3.033	0.29112311	RANBP2-type and C3HC4-type zinc finger containing 1
750_at	2.80e-02	7.26e-03	-2.9103298	-3.03328	-0.20854133	GAS8 antisense RNA 1
26051_at	2.81e-02	7.27e-03	-2.9100127	-3.034	-0.53341659	protein phosphatase 1 regulatory subunit 16B
283459_at	2.81e-02	7.27e-03	2.9098934	-3.03427	0.21794439	glutamyl-tRNA amidotransferase subunit C
5708_at	2.81e-02	7.29e-03	2.9088033	-3.03671	0.27052381	proteasome 26S subunit, non-ATPase 2
10841_at	2.81e-02	7.29e-03	-2.9085383	-3.03731	-0.84027853	formimidoyltransferase cyclodeaminase
8193_at	2.81e-02	7.30e-03	-2.9083183	-3.0378	-0.20647844	double PHD fingers 1
8568_at	2.82e-02	7.31e-03	2.9076958	-3.0392	0.29032884	ribosomal RNA processing 1
79930_at	2.82e-02	7.33e-03	2.9066502	-3.04155	0.29110106	docking protein 3
8664_at	2.83e-02	7.34e-03	2.9061493	-3.04268	0.31798376	eukaryotic translation initiation factor 3 subunit D
3750_at	2.84e-02	7.38e-03	2.9039541	-3.0476	0.33446754	potassium voltage-gated channel subfamily D member 1
219654_at	2.84e-02	7.38e-03	2.9037953	-3.04796	0.39439941	zinc finger CCHC-type containing 24
10636_at	2.85e-02	7.41e-03	2.9021025	-3.05176	0.2325927	regulator of G-protein signaling 14
23412_at	2.85e-02	7.41e-03	2.9019371	-3.05213	0.23610611	COMM domain containing 3
222642_at	2.85e-02	7.41e-03	-2.9019255	-3.05216	-0.25806585	translocator protein 2
26257_at	2.85e-02	7.42e-03	-2.9012961	-3.05357	-0.22012267	NK2 homeobox 8
2188_at	2.86e-02	7.44e-03	2.9001827	-3.05607	0.31942233	Fanconi anemia complementation group F
50485_at	2.86e-02	7.45e-03	2.8999431	-3.05661	0.32585615	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
9188_at	2.86e-02	7.45e-03	2.899943	-3.05661	0.34464405	DEAD-box helicase 21
6574_at	2.86e-02	7.45e-03	2.8997422	-3.05706	0.43511618	solute carrier family 20 member 1
887_at	2.86e-02	7.45e-03	-2.8995638	-3.05746	-0.2831516	cholecystokinin B receptor
55850_at	2.86e-02	7.46e-03	2.8994434	-3.05773	0.3520063	unconventional SNARE in the ER 1
79944_at	2.86e-02	7.46e-03	-2.8992125	-3.05824	-0.36826307	L-2-hydroxyglutarate dehydrogenase
56667_at	2.86e-02	7.46e-03	-2.8991975	-3.05828	-0.80507667	mucin 13, cell surface associated
1113_at	2.87e-02	7.50e-03	2.8972432	-3.06266	0.96899642	chromogranin A
3416_at	2.88e-02	7.51e-03	2.8961684	-3.06507	0.18695939	insulin degrading enzyme
3588_at	2.88e-02	7.53e-03	2.8954586	-3.06666	0.49182404	interleukin 10 receptor subunit beta
115207_at	2.88e-02	7.53e-03	2.8953809	-3.06684	0.44345029	potassium channel tetramerization domain containing 12
4239_at	2.88e-02	7.53e-03	2.8951005	-3.06746	0.69586103	microfibrillar associated protein 4
147912_at	2.89e-02	7.56e-03	2.8938295	-3.07031	0.17171513	SIX homeobox 5
124152_at	2.90e-02	7.58e-03	2.8925957	-3.07308	0.21366662	IQ motif containing K
965_at	2.90e-02	7.58e-03	2.8924344	-3.07344	0.35863107	CD58 molecule
54477_at	2.90e-02	7.59e-03	-2.8920284	-3.07435	-0.37363253	pleckstrin homology domain containing A5
2693_at	2.90e-02	7.59e-03	-2.8919854	-3.07444	-0.14909172	growth hormone secretagogue receptor
92822_at	2.90e-02	7.59e-03	2.8918918	-3.07465	0.28881736	zinc finger protein 276
51082_at	2.90e-02	7.60e-03	2.8914145	-3.07572	0.27994052	polymerase (RNA) I subunit D
9551_at	2.90e-02	7.61e-03	2.891114	-3.0764	0.29643538	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2
79905_at	2.91e-02	7.62e-03	2.8901102	-3.07864	0.17998222	transmembrane channel like 7
10487_at	2.91e-02	7.63e-03	2.8900189	-3.07885	0.30784267	adenylate cyclase associated protein 1
997_at	2.91e-02	7.63e-03	2.8897082	-3.07955	0.25803329	cell division cycle 34
55636_at	2.92e-02	7.65e-03	-2.8888891	-3.08138	-0.37619876	chromodomain helicase DNA binding protein 7
9535_at	2.92e-02	7.66e-03	2.8883416	-3.0826	0.4637576	glia maturation factor gamma
51292_at	2.92e-02	7.66e-03	2.8883077	-3.08268	0.29218175	guanosine monophosphate reductase 2
3048_at	2.92e-02	7.66e-03	-2.8879814	-3.08341	-0.2408963	hemoglobin subunit gamma 2
5000_at	2.92e-02	7.67e-03	2.8878029	-3.08381	0.22038846	origin recognition complex subunit 4
26659_at	2.92e-02	7.67e-03	-2.8874083	-3.08469	-0.35196484	olfactory receptor family 7 subfamily A member 5
59340_at	2.92e-02	7.68e-03	-2.8868781	-3.08588	-0.14665746	histamine receptor H4
152006_at	2.93e-02	7.70e-03	-2.8862712	-3.08724	-0.32105514	ring finger protein 38
4775_at	2.93e-02	7.70e-03	-2.8860833	-3.08766	-0.39314976	nuclear factor of activated T-cells 3
51780_at	2.93e-02	7.70e-03	-2.8858148	-3.08826	-0.29194072	lysine demethylase 3B
