ID	adj.P.Val	P.Value	t	B	logFC
54665_at	5.53e-01	2.34e-01	-1.1974451	-5.60333	-0.1612783
100505795_at	5.53e-01	2.34e-01	-1.1973758	-5.60341	-0.2551631
51312_at	5.53e-01	2.34e-01	1.1972815	-5.60352	0.2654041
23533_at	5.53e-01	2.34e-01	1.1971973	-5.60361	0.2469222
645434_at	5.53e-01	2.34e-01	1.1970468	-5.60379	0.4566886
101930033_at	5.53e-01	2.34e-01	-1.1970297	-5.60381	-0.3557757
79906_at	5.53e-01	2.34e-01	-1.1969691	-5.60388	-0.2928552
121214_at	5.53e-01	2.34e-01	-1.1969593	-5.60389	-0.214225
7773_at	5.53e-01	2.34e-01	1.1968017	-5.60407	0.2732039
10737_at	5.53e-01	2.34e-01	-1.1965201	-5.60439	-0.2927637
692148_at	5.53e-01	2.34e-01	1.1964081	-5.60452	0.461671
51379_at	5.53e-01	2.34e-01	1.1963157	-5.60463	0.3271059
55117_at	5.53e-01	2.34e-01	-1.196257	-5.6047	-0.1784953
144406_at	5.53e-01	2.34e-01	1.1962442	-5.60471	0.3295005
5347_at	5.53e-01	2.34e-01	1.1961648	-5.6048	0.3953669
390148_at	5.53e-01	2.34e-01	-1.1961405	-5.60483	-0.2035106
56929_at	5.53e-01	2.34e-01	-1.1960562	-5.60493	-0.185221
554251_at	5.53e-01	2.34e-01	1.1960259	-5.60496	0.2892758
3560_at	5.53e-01	2.34e-01	1.1957533	-5.60528	0.3473951
29774_at	5.53e-01	2.34e-01	1.1955749	-5.60548	0.3637247
58496_at	5.54e-01	2.35e-01	-1.1951097	-5.60602	-0.3528629
6119_at	5.54e-01	2.35e-01	-1.1948651	-5.6063	-0.1986746
9499_at	5.54e-01	2.35e-01	-1.1946874	-5.6065	-0.3947342
348926_at	5.54e-01	2.35e-01	1.1946087	-5.60659	0.2474173
101928448_at	5.54e-01	2.35e-01	1.1944015	-5.60683	0.411309
116225_at	5.54e-01	2.35e-01	1.1942842	-5.60697	0.221099
693235_at	5.55e-01	2.35e-01	-1.193716	-5.60762	-0.2385584
101929771_at	5.55e-01	2.35e-01	-1.1936572	-5.60769	-0.2367101
399761_at	5.55e-01	2.35e-01	-1.1936081	-5.60774	-0.4272867
8637_at	5.55e-01	2.35e-01	-1.1934942	-5.60787	-0.5324824
283177_at	5.55e-01	2.35e-01	-1.1933769	-5.60801	-0.3430532
1036_at	5.55e-01	2.35e-01	1.1931874	-5.60823	0.2724057
101927824_at	5.55e-01	2.35e-01	-1.1930769	-5.60835	-0.2921903
100129094_at	5.55e-01	2.35e-01	1.1929279	-5.60853	0.2220234
254896_at	5.55e-01	2.35e-01	1.1929178	-5.60854	0.4000204
90990_at	5.55e-01	2.35e-01	-1.1929143	-5.60854	-0.222973
2892_at	5.55e-01	2.36e-01	-1.1927659	-5.60871	-0.4530067
140836_at	5.55e-01	2.36e-01	-1.1927124	-5.60877	-0.2180843
50649_at	5.55e-01	2.36e-01	-1.1926877	-5.6088	-0.2404831
100287284_at	5.55e-01	2.36e-01	1.1926706	-5.60882	0.1940701
55776_at	5.55e-01	2.36e-01	1.1925279	-5.60898	0.1869414
6650_at	5.55e-01	2.36e-01	-1.1925219	-5.60899	-0.1718024
6037_at	5.55e-01	2.36e-01	-1.192445	-5.60908	-0.2240952
162514_at	5.55e-01	2.36e-01	-1.1922741	-5.60928	-0.1517204
649_at	5.55e-01	2.36e-01	1.1922693	-5.60928	0.342968
7760_at	5.55e-01	2.36e-01	1.1921844	-5.60938	0.2139638
100616368_at	5.55e-01	2.36e-01	-1.192151	-5.60942	-0.2860939
101929582_at	5.55e-01	2.36e-01	-1.1920896	-5.60949	-0.2523901
119692_at	5.56e-01	2.36e-01	-1.1917376	-5.60989	-0.3528203
6911_at	5.56e-01	2.36e-01	-1.1915648	-5.61009	-0.2173684
101927972_at	5.56e-01	2.36e-01	1.1914591	-5.61021	0.4890609
90_at	5.56e-01	2.36e-01	-1.1913459	-5.61034	-0.2074386
100422862_at	5.56e-01	2.36e-01	-1.1912157	-5.61049	-0.1663454
26952_at	5.56e-01	2.36e-01	-1.1911983	-5.61051	-0.3564187
2627_at	5.56e-01	2.36e-01	-1.1910697	-5.61066	-0.2804493
9985_at	5.56e-01	2.36e-01	1.1910235	-5.61071	0.3782112
3822_at	5.56e-01	2.36e-01	-1.1907902	-5.61098	-0.4286655
5711_at	5.56e-01	2.36e-01	1.1907181	-5.61106	0.2992981
10634_at	5.56e-01	2.36e-01	1.190667	-5.61112	0.2820962
101929184_at	5.56e-01	2.36e-01	-1.1906446	-5.61114	-0.3328207
6902_at	5.56e-01	2.36e-01	-1.1904749	-5.61134	-0.1965697
28901_at	5.56e-01	2.36e-01	1.1903521	-5.61148	0.9004291
150142_at	5.56e-01	2.37e-01	-1.1901491	-5.61171	-0.1804628
150946_at	5.56e-01	2.37e-01	1.1899827	-5.6119	0.2805714
28628_at	5.56e-01	2.37e-01	1.1899792	-5.61191	0.4260921
7046_at	5.56e-01	2.37e-01	-1.1898551	-5.61205	-0.2072301
326343_at	5.56e-01	2.37e-01	-1.1897997	-5.61211	-0.3958776
8626_at	5.57e-01	2.37e-01	-1.1895087	-5.61245	-0.1771268
149373_at	5.57e-01	2.37e-01	-1.1894933	-5.61246	-0.2557582
79781_at	5.57e-01	2.37e-01	1.1888027	-5.61325	0.3143857
64518_at	5.57e-01	2.37e-01	1.1886955	-5.61338	0.2509905
439915_at	5.57e-01	2.37e-01	1.1885249	-5.61357	0.3341861
286_at	5.57e-01	2.37e-01	-1.1884917	-5.61361	-0.1600243
399972_at	5.57e-01	2.37e-01	-1.1882216	-5.61392	-0.3025351
1785_at	5.57e-01	2.37e-01	1.1881915	-5.61395	0.1382178
5329_at	5.58e-01	2.37e-01	1.1879602	-5.61422	0.4101904
154007_at	5.58e-01	2.37e-01	-1.1879448	-5.61424	-0.2087279
414243_at	5.58e-01	2.37e-01	-1.1878822	-5.61431	-0.2833328
100616418_at	5.58e-01	2.37e-01	-1.1878373	-5.61436	-0.2608191
7134_at	5.58e-01	2.37e-01	-1.1877627	-5.61444	-0.519704
84166_at	5.58e-01	2.37e-01	1.1877512	-5.61446	0.180048
11340_at	5.58e-01	2.38e-01	-1.1876556	-5.61457	-0.1958931
6082_at	5.58e-01	2.38e-01	-1.1873514	-5.61492	-0.2081974
222663_at	5.58e-01	2.38e-01	1.1871443	-5.61515	0.2453769
3643_at	5.58e-01	2.38e-01	-1.187049	-5.61526	-0.2598056
26696_at	5.58e-01	2.38e-01	1.1868336	-5.61551	0.2056525
10045_at	5.58e-01	2.38e-01	-1.1868214	-5.61552	-0.2304162
27154_at	5.58e-01	2.38e-01	1.1867539	-5.6156	0.2015176
8924_at	5.58e-01	2.38e-01	-1.1865157	-5.61587	-0.1324716
9695_at	5.58e-01	2.38e-01	-1.1864411	-5.61596	-0.2279429
3425_at	5.58e-01	2.38e-01	1.1864193	-5.61598	0.3343201
9376_at	5.58e-01	2.38e-01	-1.186314	-5.6161	-0.9421639
56940_at	5.58e-01	2.38e-01	1.186246	-5.61618	0.2214192
344558_at	5.58e-01	2.38e-01	1.1861783	-5.61626	0.2126065
100505641_at	5.58e-01	2.38e-01	1.186061	-5.61639	0.1361435
84270_at	5.58e-01	2.38e-01	1.1860439	-5.61641	0.1773334
6299_at	5.58e-01	2.38e-01	-1.1859957	-5.61646	-0.1688578
28972_at	5.58e-01	2.38e-01	1.1859892	-5.61647	0.1337504
9846_at	5.58e-01	2.38e-01	1.1858527	-5.61663	0.3074281
219902_at	5.59e-01	2.38e-01	1.1855846	-5.61693	0.3139477
23450_at	5.59e-01	2.39e-01	-1.1851332	-5.61745	-0.1389551
102724153_at	5.59e-01	2.39e-01	-1.1850581	-5.61753	-0.2292305
101928702_at	5.59e-01	2.39e-01	1.1850204	-5.61758	0.4121602
4694_at	5.59e-01	2.39e-01	-1.1845553	-5.61811	-0.0913781
407018_at	5.59e-01	2.39e-01	-1.1844379	-5.61824	-0.1941144
27199_at	5.59e-01	2.39e-01	-1.1843351	-5.61836	-0.340112
8655_at	5.60e-01	2.39e-01	1.1839901	-5.61875	0.129227
8342_at	5.60e-01	2.39e-01	1.1838486	-5.61891	0.5095777
50485_at	5.60e-01	2.39e-01	1.1830731	-5.6198	0.2193806
100422976_at	5.60e-01	2.39e-01	1.1830364	-5.61984	0.7513218
51522_at	5.60e-01	2.39e-01	-1.1829745	-5.61991	-0.1224111
390036_at	5.60e-01	2.39e-01	-1.1828993	-5.62	-0.2070832
101929710_at	5.60e-01	2.39e-01	1.1828397	-5.62006	0.3615888
642934_at	5.61e-01	2.39e-01	1.1826767	-5.62025	0.94547
79722_at	5.61e-01	2.40e-01	-1.1823553	-5.62062	-0.2013885
124599_at	5.61e-01	2.40e-01	-1.1821955	-5.6208	-0.1862898
1521_at	5.61e-01	2.40e-01	1.1818928	-5.62114	0.3069774
29956_at	5.61e-01	2.40e-01	1.1818745	-5.62116	0.1493124
11178_at	5.61e-01	2.40e-01	1.1818302	-5.62121	0.2527368
84188_at	5.61e-01	2.40e-01	-1.1817691	-5.62128	-0.2503711
163590_at	5.61e-01	2.40e-01	1.1815995	-5.62148	0.1517254
5004_at	5.61e-01	2.40e-01	-1.1815052	-5.62158	-0.3318338
56673_at	5.61e-01	2.40e-01	1.181433	-5.62166	0.210456
102723330_at	5.61e-01	2.40e-01	-1.1811736	-5.62196	-0.2689807
64499_at	5.61e-01	2.40e-01	1.1810619	-5.62209	0.5928818
131601_at	5.62e-01	2.40e-01	1.1809512	-5.62221	0.2056918
102724657_at	5.62e-01	2.40e-01	-1.1808515	-5.62233	-0.2662707
6310_at	5.62e-01	2.40e-01	1.1807664	-5.62242	0.1948417
3385_at	5.62e-01	2.40e-01	-1.1806513	-5.62255	-0.1869482
159125_at	5.62e-01	2.40e-01	1.180423	-5.62281	0.217345
4208_at	5.62e-01	2.40e-01	1.1802574	-5.623	0.2883579
22795_at	5.62e-01	2.40e-01	1.1801378	-5.62314	0.3240026
140597_at	5.62e-01	2.41e-01	1.1801258	-5.62315	0.3298569
114826_at	5.62e-01	2.41e-01	-1.1800914	-5.62319	-0.2432447
10553_at	5.62e-01	2.41e-01	1.180001	-5.62329	0.2299663
81551_at	5.62e-01	2.41e-01	-1.1798663	-5.62345	-0.1793334
3857_at	5.62e-01	2.41e-01	-1.17971	-5.62362	-0.2334817
4090_at	5.62e-01	2.41e-01	-1.179695	-5.62364	-0.1819025
207063_at	5.62e-01	2.41e-01	1.179623	-5.62372	0.2327425
83953_at	5.62e-01	2.41e-01	1.1796118	-5.62374	0.5252354
387338_at	5.62e-01	2.41e-01	1.1794976	-5.62386	0.2194023
1656_at	5.62e-01	2.41e-01	1.1793889	-5.62399	0.151439
120114_at	5.62e-01	2.41e-01	-1.1792359	-5.62416	-0.1865557
101927960_at	5.62e-01	2.41e-01	-1.1792042	-5.6242	-0.2248103
2998_at	5.62e-01	2.41e-01	-1.1791618	-5.62425	-0.1919309
23091_at	5.62e-01	2.41e-01	-1.1790909	-5.62433	-0.1631
10865_at	5.62e-01	2.41e-01	-1.1790573	-5.62436	-0.1785895
57118_at	5.62e-01	2.41e-01	-1.1789914	-5.62444	-0.2873827
643904_at	5.62e-01	2.41e-01	1.1789423	-5.6245	0.2050681
4213_at	5.62e-01	2.41e-01	1.1787282	-5.62474	0.4576883
139629_at	5.63e-01	2.41e-01	-1.1784163	-5.62509	-0.2311418
102724379_at	5.63e-01	2.41e-01	-1.1782439	-5.62529	-0.2347967
2939_at	5.63e-01	2.41e-01	-1.1781655	-5.62538	-0.8956966
80108_at	5.63e-01	2.41e-01	1.1779627	-5.62561	0.3128214
9626_at	5.63e-01	2.41e-01	1.1778258	-5.62576	0.2658337
9051_at	5.63e-01	2.41e-01	1.1777411	-5.62586	0.2962745
2009_at	5.63e-01	2.42e-01	1.1773767	-5.62627	0.2348591
101927734_at	5.63e-01	2.42e-01	-1.1773252	-5.62633	-0.3722019
5199_at	5.63e-01	2.42e-01	1.1772899	-5.62637	0.2955303
101928279_at	5.63e-01	2.42e-01	-1.1771974	-5.62648	-0.2003108
64106_at	5.63e-01	2.42e-01	-1.1771218	-5.62656	-0.2819663
4287_at	5.63e-01	2.42e-01	1.1769154	-5.62679	0.1457391
23133_at	5.63e-01	2.42e-01	-1.176874	-5.62684	-0.2017941
6769_at	5.63e-01	2.42e-01	-1.1767963	-5.62693	-0.2452166
80153_at	5.63e-01	2.42e-01	-1.1767564	-5.62698	-0.196377
100422996_at	5.63e-01	2.42e-01	-1.1766527	-5.62709	-0.3078434
128821_at	5.63e-01	2.42e-01	1.1766279	-5.62712	0.2299455
389705_at	5.63e-01	2.42e-01	-1.1765605	-5.6272	-0.29471
7903_at	5.63e-01	2.42e-01	1.1764948	-5.62727	0.3318866
354_at	5.64e-01	2.42e-01	-1.1763024	-5.62749	-0.2079356
440248_at	5.64e-01	2.42e-01	-1.176198	-5.62761	-0.3250638
2986_at	5.64e-01	2.42e-01	-1.1761248	-5.62769	-0.1550578
1847_at	5.64e-01	2.42e-01	-1.1760415	-5.62779	-0.2479565
8554_at	5.64e-01	2.42e-01	-1.1757469	-5.62812	-0.1277166
90416_at	5.64e-01	2.42e-01	1.175664	-5.62821	0.2963861
257101_at	5.64e-01	2.42e-01	-1.1753335	-5.62859	-0.2191836
26189_at	5.64e-01	2.42e-01	-1.1753166	-5.62861	-0.2229933
101927135_at	5.64e-01	2.42e-01	1.175191	-5.62875	0.2311537
646096_at	5.64e-01	2.43e-01	-1.175042	-5.62892	-0.3218625
866_at	5.64e-01	2.43e-01	-1.1750275	-5.62893	-0.5012302
441549_at	5.64e-01	2.43e-01	-1.1750099	-5.62895	-0.351997
102724667_at	5.64e-01	2.43e-01	-1.1749576	-5.62901	-0.2095551
23567_at	5.64e-01	2.43e-01	1.1748717	-5.62911	0.2444436
60495_at	5.64e-01	2.43e-01	1.1746819	-5.62932	0.2606599
101928790_at	5.64e-01	2.43e-01	1.1745636	-5.62946	0.1519666
84296_at	5.64e-01	2.43e-01	1.1745599	-5.62946	0.2699452
254240_at	5.64e-01	2.43e-01	-1.1744526	-5.62958	-0.1633199
26164_at	5.64e-01	2.43e-01	1.1743935	-5.62965	0.3154537
92558_at	5.65e-01	2.43e-01	1.1742181	-5.62985	0.1976296
389058_at	5.65e-01	2.43e-01	1.1737409	-5.63039	0.236879
138948_at	5.65e-01	2.43e-01	1.1737155	-5.63042	0.2763109
2774_at	5.65e-01	2.43e-01	1.1736442	-5.6305	0.2494369
134637_at	5.65e-01	2.43e-01	-1.1734959	-5.63067	-0.2549812
23361_at	5.65e-01	2.43e-01	1.1734584	-5.63071	0.2786931
79191_at	5.65e-01	2.43e-01	1.1734584	-5.63071	0.2931747
7862_at	5.65e-01	2.43e-01	1.1733815	-5.63079	0.2459787
84693_at	5.65e-01	2.43e-01	-1.1733766	-5.6308	-0.1996667
80071_at	5.65e-01	2.43e-01	-1.1732367	-5.63096	-0.2574742
170261_at	5.65e-01	2.43e-01	-1.1732109	-5.63099	-0.2284076
100133286_at	5.65e-01	2.43e-01	-1.1731664	-5.63104	-0.2482691
135656_at	5.65e-01	2.43e-01	-1.1729954	-5.63123	-0.1274092
101928098_at	5.65e-01	2.43e-01	-1.1729872	-5.63124	-0.2596174
100507524_at	5.65e-01	2.43e-01	1.1729317	-5.6313	0.2581252
100422874_at	5.65e-01	2.43e-01	-1.172767	-5.63149	-0.3649185
100188949_at	5.65e-01	2.43e-01	-1.1726468	-5.63162	-0.3375382
9723_at	5.65e-01	2.43e-01	1.1725958	-5.63168	0.2460249
346653_at	5.65e-01	2.44e-01	1.1725212	-5.63177	0.2775092
8896_at	5.65e-01	2.44e-01	1.1721868	-5.63214	0.1359718
89796_at	5.66e-01	2.44e-01	1.1718305	-5.63255	0.2509072
283152_at	5.66e-01	2.44e-01	1.1717626	-5.63262	0.2792984
3400_at	5.66e-01	2.44e-01	1.1716783	-5.63272	0.2459226
6540_at	5.66e-01	2.44e-01	-1.1712501	-5.6332	-0.4245986
340351_at	5.66e-01	2.44e-01	-1.1709374	-5.63355	-0.3116598
255189_at	5.66e-01	2.44e-01	1.1707967	-5.63371	0.2682942
23546_at	5.67e-01	2.44e-01	-1.1704331	-5.63412	-0.1973361
1549_at	5.67e-01	2.44e-01	-1.1703651	-5.6342	-0.3066049
338651_at	5.67e-01	2.44e-01	-1.1703092	-5.63426	-0.4577264
390963_at	5.67e-01	2.44e-01	1.1701708	-5.63442	0.2088036
100874143_at	5.67e-01	2.44e-01	-1.1701578	-5.63443	-0.2367836
729013_at	5.67e-01	2.44e-01	1.1701138	-5.63448	0.2423153
100132774_at	5.67e-01	2.45e-01	1.1700104	-5.6346	0.2366621
55572_at	5.67e-01	2.45e-01	1.1699868	-5.63463	0.3300923
196500_at	5.67e-01	2.45e-01	1.1699844	-5.63463	0.2046615
101927277_at	5.67e-01	2.45e-01	1.1699636	-5.63465	0.1677115
80868_at	5.67e-01	2.45e-01	-1.1698882	-5.63474	-0.1897395
64407_at	5.67e-01	2.45e-01	1.1698518	-5.63478	0.3173906
205251_at	5.67e-01	2.45e-01	-1.1698011	-5.63483	-0.1527124
114088_at	5.67e-01	2.45e-01	-1.1694025	-5.63528	-0.1570133
169714_at	5.67e-01	2.45e-01	1.1692935	-5.63541	0.2337757
4605_at	5.67e-01	2.45e-01	1.1692848	-5.63542	0.2532926
79639_at	5.67e-01	2.45e-01	1.1690928	-5.63563	0.2112247
2914_at	5.67e-01	2.45e-01	1.1687948	-5.63597	0.1700935
55683_at	5.67e-01	2.45e-01	1.1685978	-5.63619	0.1463592
114801_at	5.67e-01	2.45e-01	1.1685446	-5.63625	0.2317135
203100_at	5.67e-01	2.45e-01	1.1685371	-5.63626	0.2166076
79837_at	5.67e-01	2.45e-01	1.1684674	-5.63634	0.1512955
102723356_at	5.67e-01	2.45e-01	1.1684157	-5.63639	0.6536226
1723_at	5.67e-01	2.45e-01	-1.168369	-5.63645	-0.2502596
117532_at	5.67e-01	2.45e-01	-1.1683135	-5.63651	-0.1343812
81571_at	5.67e-01	2.45e-01	-1.1682173	-5.63662	-0.2875055
100126327_at	5.67e-01	2.45e-01	-1.1681913	-5.63665	-0.1969411
54554_at	5.67e-01	2.45e-01	1.1681732	-5.63667	0.2044995
23760_at	5.67e-01	2.45e-01	-1.1681378	-5.63671	-0.1365311
328_at	5.68e-01	2.45e-01	1.1679487	-5.63692	0.1573644
56548_at	5.68e-01	2.45e-01	1.1677822	-5.63711	0.2234987
442893_at	5.68e-01	2.46e-01	-1.1672765	-5.63768	-0.343917
140701_at	5.68e-01	2.46e-01	1.1672478	-5.63771	0.2313688
114783_at	5.68e-01	2.46e-01	-1.1671497	-5.63782	-0.1936124
146177_at	5.68e-01	2.46e-01	-1.1671175	-5.63786	-0.186684
102723906_at	5.68e-01	2.46e-01	1.1667824	-5.63823	0.1915264
23608_at	5.69e-01	2.46e-01	1.1664315	-5.63863	0.207801
101928800_at	5.69e-01	2.46e-01	1.1662662	-5.63881	0.4803374
155370_at	5.69e-01	2.46e-01	-1.1660934	-5.63901	-0.1934647
101928245_at	5.69e-01	2.46e-01	-1.1660719	-5.63903	-0.1791572
153684_at	5.69e-01	2.46e-01	1.1659381	-5.63918	0.2957563
26286_at	5.69e-01	2.46e-01	-1.1658344	-5.6393	-0.1622967
400941_at	5.69e-01	2.46e-01	1.1657098	-5.63944	0.119057
3960_at	5.69e-01	2.46e-01	1.1656956	-5.63945	0.4544564
57826_at	5.69e-01	2.46e-01	-1.1653081	-5.63989	-0.1642714
9762_at	5.69e-01	2.46e-01	1.1652785	-5.63992	0.2186278
28689_at	5.69e-01	2.46e-01	-1.1651584	-5.64006	-0.3379503
84216_at	5.69e-01	2.46e-01	-1.165119	-5.6401	-0.2409798
63924_at	5.69e-01	2.47e-01	-1.1650455	-5.64018	-0.3175089
22878_at	5.69e-01	2.47e-01	-1.1650416	-5.64019	-0.1513835
102723633_at	5.69e-01	2.47e-01	-1.1649474	-5.64029	-0.2491366
28452_at	5.69e-01	2.47e-01	1.1649317	-5.64031	0.4765816
57496_at	5.69e-01	2.47e-01	1.1648935	-5.64035	0.1466815
100506844_at	5.69e-01	2.47e-01	1.1648235	-5.64043	0.2437311
5797_at	5.69e-01	2.47e-01	-1.1646556	-5.64062	-0.163723
6942_at	5.69e-01	2.47e-01	1.1646265	-5.64065	0.2137408
574470_at	5.69e-01	2.47e-01	-1.1644169	-5.64089	-0.2260169
83937_at	5.70e-01	2.47e-01	-1.1641239	-5.64122	-0.2919778
10245_at	5.70e-01	2.47e-01	1.1640325	-5.64132	0.2522019
101926892_at	5.70e-01	2.47e-01	1.1637205	-5.64167	0.1996261
619279_at	5.70e-01	2.47e-01	1.1636469	-5.64175	0.1635939
102723596_at	5.70e-01	2.47e-01	-1.1635568	-5.64185	-0.2275369
29128_at	5.70e-01	2.47e-01	1.1635228	-5.64189	0.2293251
26470_at	5.70e-01	2.47e-01	1.1634451	-5.64198	0.3295214
101928569_at	5.70e-01	2.47e-01	-1.1631708	-5.64229	-0.1711752
102724943_at	5.70e-01	2.47e-01	-1.1630171	-5.64246	-0.2358826
728066_at	5.70e-01	2.47e-01	1.1630141	-5.64246	0.252464
100507118_at	5.70e-01	2.47e-01	-1.1629448	-5.64254	-0.2341334
102724059_at	5.70e-01	2.47e-01	-1.1628764	-5.64261	-0.1547447
126364_at	5.70e-01	2.47e-01	1.1628519	-5.64264	0.2146029
92345_at	5.70e-01	2.47e-01	1.1626698	-5.64285	0.2118529
100616157_at	5.70e-01	2.48e-01	-1.162613	-5.64291	-0.2159877
7273_at	5.70e-01	2.48e-01	-1.1625366	-5.643	-0.4726727
94_at	5.70e-01	2.48e-01	1.1623096	-5.64325	0.2303202
255725_at	5.70e-01	2.48e-01	-1.1622251	-5.64334	-0.3210481
9701_at	5.70e-01	2.48e-01	1.1622118	-5.64336	0.196396
23252_at	5.70e-01	2.48e-01	1.1621515	-5.64343	0.183059
728409_at	5.71e-01	2.48e-01	1.1620761	-5.64351	0.2259356
91179_at	5.71e-01	2.48e-01	1.1617886	-5.64383	0.2184514
574494_at	5.71e-01	2.48e-01	-1.1617004	-5.64393	-0.4630194
360023_at	5.71e-01	2.48e-01	-1.1616891	-5.64394	-0.1990005
2740_at	5.71e-01	2.48e-01	1.1616815	-5.64395	0.1807994
553115_at	5.71e-01	2.48e-01	1.161657	-5.64398	0.2150278
84680_at	5.71e-01	2.48e-01	-1.1615629	-5.64409	-0.3478446
64776_at	5.71e-01	2.48e-01	-1.1615074	-5.64415	-0.1890829
84941_at	5.71e-01	2.48e-01	1.1614323	-5.64423	0.301695
5739_at	5.71e-01	2.48e-01	1.1612057	-5.64449	0.3075546
102724043_at	5.71e-01	2.48e-01	-1.1611942	-5.6445	-0.3949106
574493_at	5.71e-01	2.48e-01	-1.1610155	-5.6447	-0.2934279
64091_at	5.71e-01	2.48e-01	-1.1605869	-5.64518	-0.2447253
51388_at	5.71e-01	2.48e-01	1.1604737	-5.6453	0.2306715
25817_at	5.71e-01	2.48e-01	-1.1602869	-5.64551	-0.2141217
3851_at	5.71e-01	2.49e-01	1.1600956	-5.64573	0.2129216
53905_at	5.71e-01	2.49e-01	1.1600938	-5.64573	0.2428954
9834_at	5.71e-01	2.49e-01	1.1600775	-5.64575	0.4169155
26341_at	5.71e-01	2.49e-01	-1.1600415	-5.64579	-0.2852883
340273_at	5.71e-01	2.49e-01	-1.1599305	-5.64591	-0.132075
79364_at	5.71e-01	2.49e-01	-1.1598836	-5.64596	-0.1619881
11040_at	5.71e-01	2.49e-01	1.1598333	-5.64602	0.2570779
8685_at	5.71e-01	2.49e-01	1.1597766	-5.64608	0.3044104
402135_at	5.71e-01	2.49e-01	-1.1597698	-5.64609	-0.3531266
101927210_at	5.71e-01	2.49e-01	-1.1596812	-5.64619	-0.2459986
3804_at	5.71e-01	2.49e-01	1.1595549	-5.64633	0.3055468
3557_at	5.71e-01	2.49e-01	1.1595065	-5.64638	0.271269
101927632_at	5.71e-01	2.49e-01	-1.1594847	-5.64641	-0.2826452
100130480_at	5.71e-01	2.49e-01	-1.1594693	-5.64643	-0.196961
93129_at	5.71e-01	2.49e-01	1.1594113	-5.64649	0.2504513
955_at	5.71e-01	2.49e-01	1.159401	-5.6465	0.1671411
283537_at	5.71e-01	2.49e-01	-1.1593541	-5.64656	-0.2886761
102724167_at	5.72e-01	2.49e-01	-1.1592165	-5.64671	-0.2497512
90113_at	5.72e-01	2.49e-01	1.158769	-5.64721	0.215642
158800_at	5.72e-01	2.49e-01	-1.1586978	-5.64729	-0.2110496
10190_at	5.72e-01	2.49e-01	1.1586562	-5.64733	0.2536259
27085_at	5.72e-01	2.49e-01	1.1585635	-5.64744	0.2522434
140453_at	5.72e-01	2.49e-01	-1.1585479	-5.64746	-0.1842582
319089_at	5.72e-01	2.49e-01	-1.158508	-5.6475	-0.1314896
80344_at	5.72e-01	2.49e-01	1.1583958	-5.64763	0.1823994
54477_at	5.72e-01	2.49e-01	-1.1583821	-5.64764	-0.2395886
79842_at	5.72e-01	2.49e-01	1.1582826	-5.64775	0.240487
83461_at	5.72e-01	2.49e-01	1.1581974	-5.64785	0.4464284
114984_at	5.72e-01	2.49e-01	1.1581966	-5.64785	0.2016583
83854_at	5.72e-01	2.49e-01	1.1581742	-5.64787	0.1825073
23676_at	5.72e-01	2.49e-01	-1.158079	-5.64798	-0.2083169
152940_at	5.72e-01	2.49e-01	-1.1580226	-5.64804	-0.186088
30848_at	5.72e-01	2.49e-01	1.1578696	-5.64821	0.2210321
94160_at	5.72e-01	2.49e-01	-1.1578495	-5.64823	-0.1260427
102723487_at	5.72e-01	2.49e-01	-1.1577076	-5.64839	-0.3205334
26052_at	5.72e-01	2.50e-01	-1.1576705	-5.64843	-0.2998368
54329_at	5.72e-01	2.50e-01	-1.157565	-5.64855	-0.174929
55937_at	5.72e-01	2.50e-01	-1.1575482	-5.64857	-0.4618888
56895_at	5.72e-01	2.50e-01	1.1575073	-5.64862	0.3055963
51497_at	5.72e-01	2.50e-01	-1.1573888	-5.64875	-0.1208936
284110_at	5.72e-01	2.50e-01	-1.1573338	-5.64881	-0.1727854
118433_at	5.72e-01	2.50e-01	-1.1572529	-5.6489	-0.6455493
56897_at	5.72e-01	2.50e-01	-1.1572491	-5.6489	-0.174523
334_at	5.72e-01	2.50e-01	1.1571351	-5.64903	0.0991738
101929685_at	5.72e-01	2.50e-01	-1.1570909	-5.64908	-0.2683333
1673_at	5.72e-01	2.50e-01	1.156843	-5.64936	0.4511108
101929459_at	5.72e-01	2.50e-01	-1.1566358	-5.64959	-0.1890001
100750246_at	5.73e-01	2.50e-01	1.156512	-5.64973	0.2005204
101928555_at	5.73e-01	2.50e-01	-1.1563505	-5.64991	-0.2049518
25937_at	5.73e-01	2.50e-01	-1.1563184	-5.64994	-0.1565308
102723649_at	5.73e-01	2.50e-01	-1.1563062	-5.64996	-0.2610327
11163_at	5.73e-01	2.50e-01	-1.1562874	-5.64998	-0.3021378
6629_at	5.73e-01	2.50e-01	-1.1562037	-5.65007	-0.143222
79145_at	5.73e-01	2.50e-01	-1.1561574	-5.65012	-0.2171551
102724783_at	5.73e-01	2.50e-01	1.1560695	-5.65022	0.2269097
195814_at	5.73e-01	2.50e-01	1.156013	-5.65028	0.2065397
11059_at	5.73e-01	2.50e-01	-1.1558874	-5.65042	-0.1364158
115861_at	5.73e-01	2.50e-01	1.1557686	-5.65055	0.214856
2837_at	5.73e-01	2.50e-01	-1.1556873	-5.65064	-0.2537906
340168_at	5.73e-01	2.50e-01	-1.1556779	-5.65065	-0.2065218
60401_at	5.73e-01	2.50e-01	1.1553589	-5.65101	0.2135763
