Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Wnt-beta Catenin Signaling,3.294061e-01,1.290820e+00,9.311741e-02,1.662551e-01,2.580000e-01,15/42,17.23%,NKD1;NOTCH1;KAT2A;HDAC5;NOTCH4;HEY1;NCOR2;HDAC11;AXIN1;PPARD;DLL1;JAG2;FRAT1;TCF7;AXIN2
prerank,IL-6/JAK/STAT3 Signaling,-3.509346e-01,-1.284550e+00,9.484778e-02,1.446229e-01,9.500000e-01,25/87,18.41%,A2M;TNFRSF21;OSMR;IL1R1;PDGFC;IL2RA;IFNAR1;ITGA4;CD38;STAT1;PTPN11;CXCL9;PTPN2;IL6ST;IL7;IL6;CXCL1;SOCS3;PLA2G2A;LTB;IL13RA1;STAT2;STAT3;STAM2;FAS
prerank,Apoptosis,-3.191135e-01,-1.253300e+00,8.026030e-02,1.799727e-01,9.800000e-01,47/160,21.75%,PLPPR4;LUM;PDCD4;ROCK1;CD38;ANKH;DNAJC3;LEF1;DNM1L;NEDD9;PAK1;GADD45A;GPX1;HGF;TGFB2;PPP3R1;TOP2A;PTK2;AVPR1A;BIRC3;MCL1;PPT1;IL6;SOD1;CYLD;CCND2;CTNNB1;DCN;DAP3;WEE1;CASP7;TIMP1;CASP8;BRCA1;MMP2;HMGB2;FAS;GSR;XIAP;CLU;KRT18;CD69;RARA;TXNIP;RNASEL;CD14;CD2
prerank,Glycolysis,-3.090207e-01,-1.233459e+00,8.848614e-02,2.002278e-01,9.910000e-01,51/196,18.32%,FUT8;PLOD2;HS2ST1;ME2;PAM;DLD;UGP2;CAPN5;KIF2A;ERO1A;HSPA5;RPE;VLDLR;MDH1;COL5A1;COPB2;GFPT1;SLC35A3;CXCR4;AGL;VCAN;MERTK;MET;STMN1;NANP;IGFBP3;GCLC;HS6ST2;GPC4;SOD1;B4GALT1;PGM2;PRPS1;AGRN;DCN;NT5E;PFKP;ALDH7A1;ME1;PKP2;TPBG;CDK1;CLDN3;IDH1;CHST6;HDLBP;IL13RA1;KIF20A;COG2;TGFA;KDELR3
prerank,Complement,-3.005756e-01,-1.196935e+00,1.325431e-01,2.564303e-01,9.990000e-01,54/199,19.74%,SERPINE1;CR1;LGMN;ADAM9;C1S;MMP13;COL4A2;ANXA5;CP;GNAI3;PIK3CA;KIF2A;HSPA5;PLEK;CTSO;CTSB;CFH;LIPA;AKAP10;USP16;KYNU;JAK2;C1QA;CTSS;IL6;CTSL;VCPIP1;C3;C1QC;CTSC;CTSV;CXCL1;LAMP2;DOCK10;CD46;GPD2;GZMK;CFB;ME1;USP8;APOBEC3F;CASP7;TIMP1;MMP12;LAP3;PIK3CG;DGKH;GNG2;PRCP;FN1;GNB4;CLU;F5;PREP
prerank,Apical Junction,-2.978134e-01,-1.195606e+00,1.252677e-01,2.476576e-01,9.990000e-01,46/196,18.14%,THY1;MDK;VCAM1;ITGB1;CDH3;CDH11;COL17A1;ADAM9;CD209;ITGB4;NEXN;DLG1;ACTG2;ITGA9;CNTN1;PTK2;VCAN;RASA1;FBN1;SKAP2;MPZL1;LIMA1;NFASC;NF1;CERCAM;B4GALT1;PIK3CB;SYK;LAYN;FLNC;ADAM23;PTPRC;CDH6;MMP9;TNFRSF11B;NRXN2;DSC3;TIAL1;EXOC4;MSN;CAP1;CD86;MMP2;CLDN8;ICAM1;CTNNA1
prerank,p53 Pathway,2.356300e-01,1.187375e+00,0.000000e+00,3.045334e-01,4.820000e-01,58/195,17.54%,DCXR;RXRA;RPL36;NOTCH1;CDH13;SLC3A2;EI24;NDRG1;BAIAP2;PIDD1;MKNK2;HDAC3;CCND3;OSGIN1;EPS8L2;IER3;TRIB3;PMM1;RACK1;PDGFA;CD81;RPL18;NUPR1;TAP1;HMOX1;MXD1;RALGDS;ADA;TSPYL2;CCNK;TNFSF9;CEBPA;WRAP73;KLF4;ZBTB16;POM121;NINJ1;HINT1;COQ8A;HBEGF;BMP2;CCNG1;MAPKAPK3;MXD4;HRAS;PROCR;IRAK1;S100A4;AK1;PLK3;JAG2;TRAFD1;PPP1R15A;EPHX1;SLC19A2;FOS;ABHD4;RAB40C
prerank,Spermatogenesis,-2.997022e-01,-1.159729e+00,2.053872e-01,3.089947e-01,1.000000e+00,36/131,23.54%,TSN;IL13RA2;HSPA4L;RAD17;STRBP;SIRT1;IL12RB2;TOPBP1;MLF1;SLC2A5;NPHP1;TTK;ALOX15;PACRG;PARP2;CDK1;ADCYAP1;ACRV1;PIAS2;CCNB2;DBF4;STAM2;PCSK1N;IDE;CCT6B;ARL4A;GMCL1;SLC12A2;IFT88;SPATA6;CAMK4;SCG5;NEK2;BUB1;CRISP2;GFI1
prerank,Myogenesis,-2.875527e-01,-1.151301e+00,1.823028e-01,3.144122e-01,1.000000e+00,38/198,16.65%,COL6A3;COL15A1;IGF1;ADAM12;COL1A1;ITGB1;COL3A1;SSPN;APLNR;SGCD;ITGB4;COL4A2;EIF4A2;IGFBP7;LAMA2;NCAM1;CNN3;DMD;GNAO1;RB1;AGL;DES;MEF2C;IGFBP3;MYLK;SLN;MYH11;MYH4;AGRN;MYH1;DTNA;MYL6B;ITGA7;MB;TPM3;GJA5;CHRNB1;CASQ2
prerank,PI3K/AKT/mTOR  Signaling,-3.021020e-01,-1.138243e+00,2.193476e-01,3.302799e-01,1.000000e+00,29/105,21.30%,HSP90B1;ACTR2;MAPK10;ACTR3;CLTC;PIKFYVE;NCK1;TBK1;PTPN11;ITPR2;CXCR4;RPS6KA3;NGF;PRKAA2;IRAK4;RALB;MAP3K7;MAP2K6;CDK1;PPP2R1B;SMAD2;DUSP3;STAT2;PLCB1;CAB39;ARPC3;CAMK4;AP2M1;MAPKAP1
prerank,Interferon Alpha Response,-3.054988e-01,-1.122629e+00,2.723112e-01,3.500311e-01,1.000000e+00,36/94,29.17%,C1S;PARP9;PNPT1;NMI;ELF1;EIF2AK2;PARP14;IL7;LGALS3BP;SAMD9;CCRL2;NUB1;IFIT2;TRIM5;TDRD7;IFIH1;NCOA7;LAP3;CASP8;STAT2;DDX60;TXNIP;PLSCR1;CD74;SAMD9L;RIPK2;RTP4;SP110;IFITM3;IFI44L;CXCL10;SELL;ADAR;IFITM2;EPSTI1;MX1
prerank,Myc Targets V2,2.693851e-01,1.118529e+00,2.184466e-01,4.330276e-01,6.710000e-01,18/57,19.67%,MAP3K6;TMEM97;RRP9;PPRC1;RABEPK;WDR74;RCL1;HK2;IPO4;NOP2;IMP4;SLC29A2;TBRG4;NOP16;MRTO4;DCTPP1;CDK4;FARSA
prerank,heme Metabolism,2.154685e-01,1.099126e+00,1.857143e-01,4.320994e-01,7.180000e-01,41/190,14.27%,NFE2;SLC25A37;BLVRB;GYPC;PIGQ;FOXJ2;SEC14L1;CCND3;SLC25A38;SIDT2;HEBP1;HTRA2;HMBS;ABCB6;EPOR;ALDH6A1;EZH1;PPP2R5B;RCL1;PRDX2;HAGH;HBB;FN3K;FBXO7;TNS1;TMCC2;RANBP10;RAP1GAP;HBD;LRP10;NARF;IGSF3;OSBP2;PGLS;MAP2K3;DMTN;SNCA;ALDH1L1;ADIPOR1;KLF3;MYL4
prerank,Fatty Acid Metabolism,2.190933e-01,1.080912e+00,2.105263e-01,4.334098e-01,7.540000e-01,32/156,12.81%,FASN;CYP4A22;ADIPOR2;CA4;ACSL1;HSD17B4;PTPRG;ACAT2;CYP4A11;MAOA;DHCR24;ACADL;KMT5A;ACOT8;HMGCS1;SDHC;ADSL;CBR3;PRDX6;PSME1;IDI1;GABARAPL1;NSDHL;HMGCS2;HSD17B10;GLUL;MDH2;CRAT;TP53INP2;D2HGDH;BPHL;CIDEA
prerank,Apical Surface,2.725721e-01,1.078534e+00,3.206751e-01,3.908587e-01,7.580000e-01,9/42,8.42%,ADIPOR2;PCSK9;IL2RB;SHROOM2;GATA3;EPHB4;RTN4RL1;HSPB1;FLOT2
prerank,IL-2/STAT5 Signaling,-2.700841e-01,-1.072933e+00,3.174098e-01,4.561101e-01,1.000000e+00,68/195,27.17%,TNFRSF21;F2RL2;NRP1;PENK;IL2RA;SPP1;TWSG1;TLR7;MYO1E;SELP;SYT11;ITIH5;CDC42SE2;ITGAV;IRF8;ANXA4;ADAM19;SWAP70;CTSZ;ITGA6;PHTF2;TGM2;CCND2;WLS;IKZF2;NCS1;MAP6;SNX14;TTC39B;NT5E;IRF4;GALM;CDC6;EEF1AKMT1;IGF1R;LTB;TNFRSF9;RHOH;RABGAP1L;ODC1;CD86;EOMES;CTLA4;XBP1;ABCB1;ARL4A;IL10RA;ICOS;UMPS;PLSCR1;LRRC8C;PRNP;CD79B;COL6A1;BCL2;COCH;PHLDA1;IFITM3;SNX9;CCNE1;GADD45B;CASP3;CXCL10;CCR4;CD48;ECM1;SELL;ALCAM
prerank,Inflammatory Response,-2.652366e-01,-1.039245e+00,3.914439e-01,5.275460e-01,1.000000e+00,42/196,17.27%,OSMR;IL1R1;PCDH7;SERPINE1;APLNR;IFNAR1;TLR1;ABI1;MSR1;ITGB8;CYBB;CMKLR1;GNAI3;HIF1A;ATP2C1;ACVR2A;CXCL9;NMI;CCR7;EIF2AK2;SLC4A4;CCL2;MET;NLRP3;KCNA3;IL6;CALCRL;CCRL2;ATP2B1;KCNMB2;PTGER4;TPBG;CLEC5A;TIMP1;CCL24;CCL22;INHBA;TNFRSF9;HAS2;ATP2A2;DCBLD2;C3AR1
prerank,DNA Repair,2.083176e-01,1.037065e+00,2.900000e-01,4.705592e-01,8.600000e-01,49/145,21.55%,STX3;MRPL40;DGUOK;ALYREF;TAF1C;POLD4;NELFE;POLR2H;NPR2;NELFB;TAF10;ADA;TARBP2;EDF1;NME4;POLR2K;GTF2H5;POM121;CANT1;ERCC1;ERCC2;POLR2F;IMPDH2;GTF2A2;ELL;AK1;POLR2C;ADRM1;POLR1D;NME1;EIF1B;SUPT4H1;ADCY6;VPS28;POLR2G;RFC2;POLR2A;POLL;BRF2;TAF12;POLR2E;VPS37D;MPG;RBX1;VPS37B;COX17;POLR2I;GTF3C5;BCAM
prerank,Estrogen Response Early,2.026704e-01,1.020410e+00,3.684211e-01,4.748954e-01,8.890000e-01,47/195,16.85%,FASN;RPS6KA2;BLVRB;WFS1;CHPT1;DHRS2;ABCA3;RAB17;GAB2;ISG20L2;SH3BP5;P2RY2;SCNN1A;RHOD;NCOR2;SEMA3B;ESRP2;CLDN7;MLPH;SYNGR1;TFF3;KLF4;SCARB1;ASB13;AMFR;SLC26A2;CANT1;KAZN;CD44;DHCR7;SLC37A1;KDM4B;MICB;NXT1;WWC1;GLA;CBFA2T3;ITPK1;KRT13;KCNK15;TTC39A;ELF3;SLC1A1;SLC19A2;KLK10;MYB;FOS
prerank,Adipogenesis,-2.443426e-01,-9.815963e-01,5.262032e-01,6.592429e-01,1.000000e+00,46/193,21.00%,COL4A1;COL15A1;ENPP2;PDCD4;SSPN;SPARCL1;ITSN1;DLD;NDUFA5;ACADM;ITIH5;GADD45A;DLAT;GBE1;STOM;PRDX3;RIOK3;G3BP2;CHUK;HIBCH;MYLK;SOD1;CCNG2;ATL2;C3;RNF11;GPD2;ME1;PTCD3;AIFM1;ITGA7;NKIRAS1;IDH1;LAMA4;DBT;TANK;ANGPT1;ARL4A;PPM1B;IMMT;PTGER3;NABP1;UBC;HADH;IDH3A;AK2
prerank,Xenobiotic Metabolism,-2.443833e-01,-9.742587e-01,5.561497e-01,6.574662e-01,1.000000e+00,44/197,20.15%,IGF1;IGFBP4;IL1R1;SERPINE1;ABCD2;PTGDS;FMO1;TMEM176B;CROT;TDO2;ALDH3A1;TGFB2;IRF8;SLC35D1;SSR3;KYNU;BCAT1;GCLC;MTHFD1;MAN1A1;GART;ACOX2;CYP2S1;HACL1;PDLIM5;FMO3;PTGES3;CFB;UGDH;ETFDH;ADH7;IDH1;SLC6A6;HPRT1;ATP2A2;CYFIP2;GSTA3;PYCR1;FAS;GSR;PTS;AOX1;PTGR1;SAR1B
prerank,Pperoxisome,-2.546474e-01,-9.563259e-01,5.469293e-01,6.815699e-01,1.000000e+00,19/104,12.30%,ABCD2;SEMA3C;ACSL4;CRABP2;PABPC1;ABCC5;VPS4B;TOP2A;ABCD3;MSH2;CNBP;GNPAT;ESR2;SCGB1A1;ALDH1A1;SOD1;SLC27A2;ATXN1;SMARCC1
prerank,Hypoxia,-2.266876e-01,-9.016937e-01,7.099893e-01,7.873434e-01,1.000000e+00,32/195,16.21%,TGFB3;SERPINE1;ETS1;PAM;UGP2;CP;RBPJ;ERO1A;HSPA5;GBE1;VLDLR;COL5A1;CXCR4;IGFBP3;GPC4;IL6;CCNG2;TGM2;PGM2;SLC2A5;PGF;LXN;TMEM45A;DCN;PFKP;DTNA;TPBG;AKAP12;HS3ST1;HDLBP;TES;SLC6A6
