ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P20392	5.12e-12	3.62e-15	-11.2693631	24.257424	-1.1816875	PSD3	pleckstrin and Sec7 domain containing 3
A_23_P107322	5.45e-12	3.99e-15	11.2386168	24.164142	1.6175225	CORO6	coronin 6
A_23_P168130	9.47e-12	7.16e-15	11.0531661	23.598726	1.189825	IP6K3	inositol hexakisphosphate kinase 3
A_23_P49155	9.55e-12	7.46e-15	-11.0402785	23.559257	-2.2810275	CDH3	cadherin 3
A_24_P233995	9.55e-12	7.82e-15	11.0255533	23.514132	1.0758	MARC1	mitochondrial amidoxime reducing component 1
A_24_P914000	9.55e-12	7.92e-15	11.0215335	23.501809	1.49641	VSIG10	V-set and immunoglobulin domain containing 10
A_23_P416711	1.15e-11	9.84e-15	10.9532509	23.29213	1.4389525	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
A_23_P48121	1.40e-11	1.23e-14	10.8841123	23.079171	1.441185	ADIPOR2	adiponectin receptor 2
A_23_P43763	1.56e-11	1.40e-14	10.8421059	22.949464	1.60167	PLLP	plasmolipin
A_24_P48856	1.67e-11	1.55e-14	10.8109092	22.852979	0.9318575	CBS	cystathionine-beta-synthase
A_23_P382835	1.77e-11	1.69e-14	10.7846155	22.771555	1.6902375	P2RY1	purinergic receptor P2Y1
A_23_P58036	1.87e-11	1.83e-14	10.759601	22.694004	1.2500775	MCCC1	methylcrotonoyl-CoA carboxylase 1
A_24_P63019	2.67e-11	2.67e-14	10.6416359	22.327141	2.291795	IL1R2	interleukin 1 receptor type 2
A_24_P33989	3.16e-11	3.28e-14	10.5779198	22.128204	2.218055	NECAB1	N-terminal EF-hand calcium binding protein 1
A_23_P23584	3.16e-11	3.32e-14	10.5747791	22.118384	1.2418675	CTNNBIP1	catenin beta interacting protein 1
A_23_P2831	3.36e-11	3.61e-14	10.5487092	22.036819	2.28019	EDNRB	endothelin receptor type B
A_23_P81898	3.39e-11	3.72e-14	-10.5390941	22.006713	-4.2168275	UBD	ubiquitin D
A_23_P202448	3.46e-11	3.88e-14	-10.5263706	21.966855	-2.0210525	CXCL12	C-X-C motif chemokine ligand 12
A_23_P148292	3.58e-11	4.10e-14	10.5090388	21.912527	1.3738525	RS1	retinoschisin 1
A_23_P85209	3.92e-11	4.59e-14	-10.4746836	21.804717	-3.390215	IL13RA2	interleukin 13 receptor subunit alpha 2
A_32_P89837	4.60e-11	5.50e-14	-10.419094	21.629937	-0.83461	TRAF3	TNF receptor associated factor 3
A_23_P79587	5.14e-11	6.27e-14	10.3786715	21.502586	1.20789	ALPP	alkaline phosphatase, placental
A_24_P384839	5.20e-11	6.58e-14	10.3638921	21.455969	1.0659375	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
A_23_P101551	5.20e-11	6.59e-14	10.3632812	21.454042	0.6815625	BCAT2	branched chain amino acid transaminase 2
A_23_P216361	5.50e-11	7.11e-14	-10.3399472	21.380381	-2.5026575	COL14A1	collagen type XIV alpha 1 chain
A_24_P325520	5.80e-11	7.64e-14	10.3180041	21.311045	0.922675	SORT1	sortilin 1
A_24_P162211	6.15e-11	8.36e-14	10.2906124	21.224404	0.920945	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
A_23_P108751	6.15e-11	8.39e-14	-10.2892094	21.219964	-2.5481275	FHL2	four and a half LIM domains 2
A_23_P202245	7.01e-11	9.74e-14	-10.2437096	21.075819	-0.9455775	RET	ret proto-oncogene
A_23_P36364	8.38e-11	1.19e-13	-10.1839133	20.885968	-2.3894875	THY1	Thy-1 cell surface antigen
A_23_P74778	8.64e-11	1.26e-13	-10.1656483	20.827884	-1.361975	C1orf54	chromosome 1 open reading frame 54
A_24_P478940	8.64e-11	1.26e-13	-10.164359	20.823783	-2.2483375		
A_23_P252541	9.13e-11	1.36e-13	-10.1423585	20.753758	-1.6993425	RAB7B	RAB7B, member RAS oncogene family
A_24_P911676	9.25e-11	1.40e-13	-10.1334379	20.725347	-1.3175175	SOX4	SRY-box 4
A_23_P19369	9.73e-11	1.49e-13	10.1132959	20.661159	0.7463925	CARMIL1	capping protein regulator and myosin 1 linker 1
A_23_P85250	1.23e-10	1.92e-13	-10.0371718	20.418095	-2.3342975	CD24	CD24 molecule
A_23_P134714	1.28e-10	2.02e-13	10.0214826	20.367906	0.93438	RIDA	reactive intermediate imine deaminase A homolog
A_23_P85269	1.28e-10	2.06e-13	10.0152908	20.34809	2.1673275	TTN	titin
A_23_P407840	1.29e-10	2.11e-13	-10.0089455	20.327777	-2.20724	FNDC1	fibronectin type III domain containing 1
A_32_P70315	1.35e-10	2.24e-13	9.9899974	20.267091	2.18239	TIMP4	TIMP metallopeptidase inhibitor 4
A_23_P334955	1.39e-10	2.33e-13	9.9785753	20.230486	1.228905	FAM167A	family with sequence similarity 167 member A
A_23_P142631	1.42e-10	2.42e-13	9.9673893	20.194622	1.05458	FKBP1B	FK506 binding protein 1B
A_23_P53193	1.49e-10	2.57e-13	-9.9486572	20.134528	-1.5304925		
A_24_P20327	1.59e-10	2.82e-13	9.9209213	20.045466	1.7608075	KLF15	Kruppel like factor 15
A_32_P15035	1.59e-10	2.83e-13	9.920145	20.042972	1.2665875	LOC285812	uncharacterized LOC285812
A_23_P144796	1.92e-10	3.46e-13	-9.8594416	19.847703	-2.0211725	PDLIM4	PDZ and LIM domain 4
A_24_P343621	1.92e-10	3.51e-13	9.8551663	19.833933	1.07775	ECHDC3	enoyl-CoA hydratase domain containing 3
A_24_P96403	2.07e-10	3.85e-13	-9.8269232	19.742908	-1.0281375	RUNX1	runt related transcription factor 1
A_23_P211252	2.07e-10	3.88e-13	9.824999	19.736702	0.92937	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
A_23_P399255	2.18e-10	4.15e-13	9.8044556	19.670424	1.53851	RNF182	ring finger protein 182
A_24_P254789	2.18e-10	4.20e-13	-9.8009114	19.658984	-2.736315	COL14A1	collagen type XIV alpha 1 chain
A_32_P51848	2.39e-10	4.66e-13	9.7698231	19.558571	1.268625	FAM105A	family with sequence similarity 105 member A
A_24_P186354	2.75e-10	5.43e-13	9.7240247	19.410426	0.6575425		
A_32_P151152	3.12e-10	6.24e-13	9.6823158	19.275282	0.5271175		
A_23_P147711	3.31e-10	6.70e-13	9.6611563	19.206639	1.5192575	NPR1	natriuretic peptide receptor 1
A_23_P127186	3.52e-10	7.21e-13	9.6390346	19.134816	1.74242	TACC2	transforming acidic coiled-coil containing protein 2
A_23_P52761	3.96e-10	8.23e-13	-9.5997293	19.007055	-4.083155	MMP7	matrix metallopeptidase 7
A_23_P121622	3.96e-10	8.42e-13	9.5928971	18.984828	1.322805	SULT1B1	sulfotransferase family 1B member 1
A_24_P661612	3.96e-10	8.42e-13	9.5928158	18.984563	1.583515	PTPRB	protein tyrosine phosphatase, receptor type B
A_23_P70818	3.96e-10	8.49e-13	-9.5904268	18.97679	-1.437585	SMO	smoothened, frizzled class receptor
A_23_P8723	4.18e-10	9.07e-13	9.5705775	18.912175	1.5255425	KLRG2	killer cell lectin like receptor G2
A_24_P851254	4.65e-10	1.02e-12	9.5353413	18.797355	1.597675		
A_24_P20630	4.72e-10	1.05e-12	-9.527929	18.773183	-1.330275	LEF1	lymphoid enhancer binding factor 1
A_23_P211598	5.13e-10	1.16e-12	9.4964948	18.670597	1.0521425	PMM1	phosphomannomutase 1
A_32_P33185	5.13e-10	1.16e-12	9.4963372	18.670082	1.3383525		
A_23_P102117	5.79e-10	1.33e-12	-9.4572029	18.542201	-1.3916325	WNT10A	Wnt family member 10A
A_24_P105191	7.03e-10	1.63e-12	-9.3958125	18.341225	-2.63185	HS6ST2	heparan sulfate 6-O-sulfotransferase 2
A_23_P156408	7.03e-10	1.65e-12	9.3934622	18.333522	0.7299425	LINC00472	long intergenic non-protein coding RNA 472
A_23_P5903	7.10e-10	1.68e-12	9.3874934	18.313956	2.737265	SLCO4A1	solute carrier organic anion transporter family member 4A1
A_32_P219635	8.11e-10	1.94e-12	9.345057	18.174728	0.767325	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4
A_24_P390909	8.58e-10	2.07e-12	9.3255011	18.110497	0.684365	PRX	periaxin
A_24_P147169	8.80e-10	2.15e-12	9.3151962	18.076632	1.24431	PLA2G4F	phospholipase A2 group IVF
A_23_P44132	8.93e-10	2.20e-12	9.3076703	18.051893	1.1551775	FASN	fatty acid synthase
A_24_P940166	9.07e-10	2.26e-12	9.3003011	18.027662	1.598675	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
A_23_P217428	9.35e-10	2.35e-12	9.2884681	17.98874	1.3157375	ARHGAP6	Rho GTPase activating protein 6
A_23_P162766	9.54e-10	2.42e-12	9.2797184	17.95995	1.1382575	DOCK9	dedicator of cytokinesis 9
A_23_P335920	9.65e-10	2.47e-12	9.2732977	17.938817	1.18629	RPS6KA2	ribosomal protein S6 kinase A2
A_23_P7212	1.05e-09	2.71e-12	-9.2460825	17.84919	-1.090915	CFI	complement factor I
A_24_P137501	1.06e-09	2.76e-12	-9.2412468	17.833256	-3.93003	SFRP2	secreted frizzled related protein 2
A_24_P230009	1.06e-09	2.79e-12	9.2377709	17.821801	0.715845		
A_23_P43164	1.13e-09	3.01e-12	-9.2151503	17.747219	-2.5878975	SULF1	sulfatase 1
A_24_P408047	1.13e-09	3.04e-12	-9.211935	17.736614	-1.26356	PLEKHA4	pleckstrin homology domain containing A4
A_23_P169278	1.13e-09	3.07e-12	9.209636	17.72903	0.7570175	AGTPBP1	ATP/GTP binding protein 1
A_23_P107795	1.17e-09	3.22e-12	9.1952102	17.681427	0.694725	ATP5SL	ATP5S like
A_23_P205959	1.17e-09	3.26e-12	-9.1920874	17.67112	-2.593125	ALDH1A3	aldehyde dehydrogenase 1 family member A3
A_23_P215735	1.17e-09	3.29e-12	9.1890667	17.661148	0.866835	ST7	suppression of tumorigenicity 7
A_32_P42946	1.17e-09	3.30e-12	9.188604	17.65962	0.6402375	C1orf210	chromosome 1 open reading frame 210
A_23_P137035	1.26e-09	3.56e-12	9.1655242	17.583395	1.36969	PIR	pirin
A_24_P234242	1.29e-09	3.69e-12	9.1551765	17.5492	1.502585	ACADL	acyl-CoA dehydrogenase, long chain
A_23_P40295	1.29e-09	3.73e-12	-9.1524338	17.540134	-2.72573	LAMP5	lysosomal associated membrane protein family member 5
A_23_P129221	1.36e-09	3.94e-12	9.1363718	17.487027	0.79511	FAH	fumarylacetoacetate hydrolase
A_24_P77432	1.51e-09	4.41e-12	-9.1030027	17.376604	-1.0604975	ROBO1	roundabout guidance receptor 1
A_23_P72059	1.52e-09	4.49e-12	9.0978	17.359376	1.392095	VSIG10	V-set and immunoglobulin domain containing 10
A_23_P201939	1.55e-09	4.64e-12	-9.0877472	17.32608	-0.564885	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J
A_23_P62081	1.55e-09	4.66e-12	-9.0868372	17.323065	-2.127225	SCG5	secretogranin V
A_24_P18146	1.56e-09	4.72e-12	-9.0828394	17.30982	-0.999135	PSD3	pleckstrin and Sec7 domain containing 3
A_32_P399546	1.64e-09	4.98e-12	-9.0670179	17.257386	-1.6769625	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
A_32_P18258	1.74e-09	5.33e-12	9.0472327	17.191776	0.64677	TALDO1	transaldolase 1
A_23_P126159	1.75e-09	5.48e-12	9.0391547	17.164976	0.860485	HPCA	hippocalcin
A_24_P74508	1.75e-09	5.52e-12	9.0369369	17.157617	0.583225	SLC25A18	solute carrier family 25 member 18
A_23_P48740	1.75e-09	5.52e-12	-9.0369361	17.157615	-2.757095	DIO2	deiodinase, iodothyronine, type II
A_23_P48175	1.75e-09	5.55e-12	9.0354064	17.152539	1.052845	TMEM106C	transmembrane protein 106C
A_23_P88404	1.90e-09	6.09e-12	-9.0082758	17.062466	-1.95694	TGFB3	transforming growth factor beta 3
A_23_P39735	1.90e-09	6.11e-12	9.007234	17.059006	1.10828	IL18R1	interleukin 18 receptor 1
A_24_P330303	1.99e-09	6.46e-12	-8.9912645	17.005948	-1.3481725	FRMD6	FERM domain containing 6
A_23_P122662	2.03e-09	6.62e-12	8.9838782	16.981398	1.8068225	GFOD1	glucose-fructose oxidoreductase domain containing 1
A_23_P5831	2.06e-09	6.80e-12	8.9761313	16.955643	1.27088	HPCAL1	hippocalcin like 1
A_23_P51126	2.25e-09	7.49e-12	8.9477561	16.861254	3.40279	IL1RL1	interleukin 1 receptor like 1
A_24_P402510	2.25e-09	7.51e-12	-8.9471737	16.859316	-1.475305	SAMD11	sterile alpha motif domain containing 11
A_23_P105571	2.30e-09	7.74e-12	8.9381235	16.829192	1.0138325	CHPT1	choline phosphotransferase 1
A_32_P162066	2.48e-09	8.40e-12	8.9144041	16.750199	1.38712	FAM105A	family with sequence similarity 105 member A
A_24_P26897	2.65e-09	9.06e-12	8.892265	16.676415	0.9291875	INPP5A	inositol polyphosphate-5-phosphatase A
A_32_P62288	2.78e-09	9.54e-12	8.8771227	16.62592	0.879565		
A_23_P43649	2.83e-09	9.80e-12	8.869537	16.600615	1.4412175		
A_24_P305050	2.87e-09	1.00e-11	8.8634901	16.580438	0.816995	CD300LG	CD300 molecule like family member g
A_24_P38081	2.94e-09	1.03e-11	8.8541152	16.54915	2.605185	FKBP5	FK506 binding protein 5
A_23_P44993	2.98e-09	1.05e-11	8.8486216	16.530812	0.770015	TALDO1	transaldolase 1
A_23_P54649	3.09e-09	1.10e-11	-8.835183	16.485937	-0.455955	TRADD	TNFRSF1A associated via death domain
A_32_P52153	3.28e-09	1.18e-11	-8.8159397	16.421647	-2.141305	UNC5B-AS1	UNC5B antisense RNA 1
A_23_P334857	3.48e-09	1.25e-11	8.7973997	16.359671	1.8064225	ZNF385B	zinc finger protein 385B
A_32_P71776	3.50e-09	1.27e-11	8.793355	16.346145	1.3327925	ECEL1P2	endothelin converting enzyme like 1 pseudogene 2
A_32_P100109	3.53e-09	1.30e-11	8.7878086	16.327595	1.0689175	REPS2	RALBP1 associated Eps domain containing 2
A_23_P24515	3.53e-09	1.30e-11	8.7873818	16.326167	0.7069	ACAT1	acetyl-CoA acetyltransferase 1
A_23_P128967	4.00e-09	1.48e-11	8.7491005	16.198047	0.7924475	ALDH6A1	aldehyde dehydrogenase 6 family member A1
A_23_P133517	4.10e-09	1.53e-11	8.7394605	16.16576	0.6574625	LIFR	leukemia inhibitory factor receptor alpha
A_23_P343398	4.24e-09	1.59e-11	-8.7278355	16.126812	-2.9389025	CCR7	C-C motif chemokine receptor 7
A_23_P91095	4.29e-09	1.63e-11	-8.7208991	16.103566	-1.75926	CD28	CD28 molecule
A_24_P32627	4.29e-09	1.63e-11	8.7207382	16.103027	0.594095		
A_23_P57927	4.34e-09	1.66e-11	8.7156384	16.085933	1.73656	HYAL2	hyaluronoglucosaminidase 2
A_23_P138524	4.51e-09	1.74e-11	-8.7027332	16.042665	-2.239975	CPXM2	carboxypeptidase X, M14 family member 2
A_23_P166306	4.64e-09	1.80e-11	8.6927487	16.009177	0.8683275	CBS	cystathionine-beta-synthase
A_23_P321307	4.67e-09	1.82e-11	8.68895	15.996434	0.691045	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2
A_32_P60013	4.69e-09	1.84e-11	8.6858091	15.985896	1.072675	LINC00165	long intergenic non-protein coding RNA 165
A_23_P425681	4.71e-09	1.86e-11	8.6823738	15.97437	1.5697175	CCK	cholecystokinin
A_23_P378416	4.71e-09	1.87e-11	8.6810632	15.969972	1.647985	GPM6B	glycoprotein M6B
A_24_P148503	5.20e-09	2.08e-11	8.6506152	15.867754	1.050515	FZD5	frizzled class receptor 5
A_24_P322191	5.30e-09	2.13e-11	8.6434326	15.843628	0.7860625	CALCOCO2	calcium binding and coiled-coil domain 2
A_23_P64837	5.39e-09	2.18e-11	8.6365943	15.820654	0.6730925	SMAGP	small cell adhesion glycoprotein
A_23_P218126	5.41e-09	2.20e-11	-8.6340746	15.812187	-2.5701125		
A_23_P164148	5.54e-09	2.27e-11	8.625177	15.782285	0.6836575	MLX	MLX, MAX dimerization protein
A_32_P23872	5.63e-09	2.32e-11	8.6190444	15.761671	0.99816		
A_23_P153351	5.65e-09	2.34e-11	8.6160785	15.7517	0.777705	BLVRB	biliverdin reductase B
A_32_P173744	5.68e-09	2.37e-11	-8.6129174	15.741072	-0.466985		
A_23_P124122	5.97e-09	2.51e-11	8.5967597	15.686732	0.7880375	PXMP2	peroxisomal membrane protein 2
A_24_P176079	6.18e-09	2.61e-11	8.5853268	15.648267	0.912145	WASF3	WAS protein family member 3
A_24_P330263	6.44e-09	2.73e-11	8.5717995	15.602739	1.542695	EDNRB	endothelin receptor type B
A_23_P4223	6.65e-09	2.84e-11	8.5608791	15.565972	0.822555	CALCOCO2	calcium binding and coiled-coil domain 2
A_23_P218669	7.59e-09	3.26e-11	8.5209357	15.431393	1.0203975	WFDC5	WAP four-disulfide core domain 5
A_32_P142521	7.79e-09	3.36e-11	8.5116715	15.400158	1.432625		
A_24_P402825	7.89e-09	3.42e-11	8.5065421	15.382861	0.734425	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
A_24_P257022	7.91e-09	3.46e-11	8.5038768	15.373871	1.0697775	TNNT2	troponin T2, cardiac type
A_23_P57784	7.91e-09	3.47e-11	-8.5023829	15.368833	-2.335575	CLDN1	claudin 1
A_23_P74042	7.97e-09	3.52e-11	8.4987531	15.35659	1.3868025	ADGRL2	adhesion G protein-coupled receptor L2
A_23_P8281	8.09e-09	3.59e-11	8.4929513	15.337017	1.1491075	IFNGR1	interferon gamma receptor 1
A_23_P166207	8.26e-09	3.70e-11	8.4843886	15.308126	0.6556875	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)
A_24_P937095	8.26e-09	3.71e-11	-8.483741	15.30594	-0.984235		
A_32_P33263	8.35e-09	3.77e-11	8.4789171	15.28966	1.396195		
A_23_P138885	8.94e-09	4.08e-11	8.4562824	15.213243	1.1124025	FIBIN	fin bud initiation factor homolog (zebrafish)
A_24_P141019	8.94e-09	4.10e-11	8.4548399	15.208372	0.6654325	ST7	suppression of tumorigenicity 7
A_23_P109452	8.94e-09	4.10e-11	-8.4547439	15.208048	-0.755315	CHEK2	checkpoint kinase 2
A_23_P171077	9.59e-09	4.42e-11	8.4328731	15.134162	0.88931	EBP	emopamil binding protein (sterol isomerase)
A_32_P96036	1.00e-08	4.64e-11	-8.418725	15.086342	-1.41717	MEX3A	mex-3 RNA binding family member A
A_32_P226801	1.00e-08	4.68e-11	8.4165342	15.078936	0.77754		
A_23_P211835	1.01e-08	4.72e-11	8.413876	15.069949	0.6883025	AGTR1	angiotensin II receptor type 1
A_23_P331235	1.02e-08	4.81e-11	8.4088132	15.05283	0.7665325	C5orf38	chromosome 5 open reading frame 38
A_23_P104522	1.05e-08	4.97e-11	8.3991697	15.020217	1.066115	NEBL	nebulette
A_23_P89780	1.05e-08	5.01e-11	8.3966834	15.011807	1.316715	LAMA3	laminin subunit alpha 3
A_24_P208567	1.05e-08	5.03e-11	8.3954387	15.007597	1.5890125	IL18R1	interleukin 18 receptor 1
A_32_P123629	1.07e-08	5.16e-11	-8.3881375	14.982897	-0.9596475	TTC39C	tetratricopeptide repeat domain 39C
A_24_P130363	1.07e-08	5.17e-11	-8.3875931	14.981055	-1.0585125	LDLRAD4	low density lipoprotein receptor class A domain containing 4
A_24_P687302	1.13e-08	5.48e-11	8.3708556	14.924413	0.6609475	LAMA3	laminin subunit alpha 3
A_23_P58228	1.13e-08	5.50e-11	8.3699508	14.921351	1.4584975	ODAM	odontogenic, ameloblast asssociated
A_23_P138635	1.14e-08	5.57e-11	8.3661537	14.908497	0.9278925	BNIP3	BCL2 interacting protein 3
A_23_P418373	1.15e-08	5.66e-11	8.3619898	14.8944	0.61333	BCL2L2	BCL2 like 2
A_23_P133474	1.16e-08	5.75e-11	8.3573459	14.878677	2.2756575	GPX3	glutathione peroxidase 3
A_24_P205364	1.16e-08	5.79e-11	8.3551839	14.871356	0.638105	SHMT1	serine hydroxymethyltransferase 1
A_23_P205738	1.17e-08	5.83e-11	-8.353114	14.864346	-1.3430275	BCL11B	B-cell CLL/lymphoma 11B
A_23_P501010	1.21e-08	6.08e-11	-8.3411494	14.823823	-2.750575	COL17A1	collagen type XVII alpha 1 chain
A_24_P366967	1.28e-08	6.45e-11	8.324411	14.76711	0.6319475	FNBP1L	formin binding protein 1 like
A_23_P139418	1.28e-08	6.50e-11	8.3222036	14.759629	1.0975875	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
A_24_P353638	1.28e-08	6.54e-11	-8.320179	14.752767	-2.75401	SLAMF7	SLAM family member 7
A_23_P33326	1.32e-08	6.74e-11	8.3116742	14.723938	2.4613675	ADRA1B	adrenoceptor alpha 1B
A_23_P134755	1.35e-08	6.93e-11	-8.3035811	14.696499	-0.7940275	TRPS1	transcriptional repressor GATA binding 1
A_23_P110941	1.38e-08	7.11e-11	8.2962375	14.671597	0.98096	GSTA4	glutathione S-transferase alpha 4
A_23_P100963	1.41e-08	7.35e-11	-8.2866874	14.639205	-0.6819225	SPNS3	sphingolipid transporter 3 (putative)
A_32_P120851	1.42e-08	7.40e-11	8.2846038	14.632137	1.4415075		
A_23_P258504	1.42e-08	7.46e-11	-8.2823667	14.624548	-1.7626275		
A_24_P122337	1.48e-08	7.82e-11	8.2688331	14.578626	0.935845	SYTL4	synaptotagmin like 4
A_23_P90089	1.48e-08	7.85e-11	8.267926	14.575548	0.482745	GCDH	glutaryl-CoA dehydrogenase
A_32_P148538	1.53e-08	8.14e-11	-8.2574766	14.54008	-2.119025	PLPPR4	phospholipid phosphatase related 4
A_23_P204511	1.53e-08	8.15e-11	8.2571151	14.538852	0.603665	SLC48A1	solute carrier family 48 member 1
A_23_P86751	1.56e-08	8.38e-11	8.249174	14.511892	0.6487425	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
A_32_P465742	1.65e-08	8.94e-11	8.2306633	14.449027	1.540145	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
A_23_P339098	1.65e-08	8.95e-11	-8.2301475	14.447275	-1.1331875	SLC35F2	solute carrier family 35 member F2
A_24_P11462	1.65e-08	8.96e-11	-8.2297834	14.446038	-0.76081	AZIN2	antizyme inhibitor 2
A_23_P258136	1.68e-08	9.20e-11	-8.2223925	14.420929	-1.6642475	MXRA5	matrix remodeling associated 5
A_23_P318115	1.68e-08	9.27e-11	8.2201372	14.413266	0.91752	SMAGP	small cell adhesion glycoprotein
A_32_P127052	1.68e-08	9.27e-11	8.2200508	14.412972	0.7588575	NUDT16	nudix hydrolase 16
A_23_P165927	1.69e-08	9.38e-11	-8.2167629	14.4018	-1.0452675	STMN3	stathmin 3
A_23_P93348	1.73e-08	9.64e-11	-8.2090232	14.375498	-2.3211425	LTB	lymphotoxin beta
A_23_P157865	1.75e-08	9.78e-11	-8.204874	14.361395	-1.8460075	TNC	tenascin C
A_32_P207767	1.75e-08	9.79e-11	8.2044718	14.360028	1.6577075		
A_32_P197489	1.81e-08	1.02e-10	8.1932768	14.32197	0.9200525	KLF13	Kruppel like factor 13
A_24_P105733	1.82e-08	1.03e-10	8.1893778	14.308712	0.6048825	TNS1	tensin 1
A_24_P334300	1.84e-08	1.05e-10	8.1854649	14.295407	1.13521	FGF12	fibroblast growth factor 12
A_32_P148118	1.84e-08	1.05e-10	-8.1850648	14.294046	-2.3726925		
A_24_P175176	1.97e-08	1.13e-10	-8.1639881	14.222353	-0.575035	PHTF2	putative homeodomain transcription factor 2
A_24_P275073	2.00e-08	1.15e-10	-8.1579132	14.201682	-1.83863	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14
A_23_P216429	2.11e-08	1.22e-10	-8.1413048	14.145155	-2.7469375	ASPN	asporin
A_23_P84860	2.29e-08	1.33e-10	8.11598	14.058918	2.5101075	FAM107A	family with sequence similarity 107 member A
A_24_P927304	2.29e-08	1.34e-10	8.1155393	14.057417	1.068645	TNNT2	troponin T2, cardiac type
A_24_P232252	2.37e-08	1.39e-10	8.1050915	14.021825	0.8082	SLC1A1	solute carrier family 1 member 1
A_23_P43484	2.37e-08	1.39e-10	-8.1035061	14.016423	-1.894125	CDKN2A	cyclin dependent kinase inhibitor 2A
A_23_P251421	2.47e-08	1.46e-10	-8.0908917	13.973438	-1.5034625	CDCA7	cell division cycle associated 7
