GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
283373	1.49e-03	3.18e-04	0.0828	-3.60	-2.98e-01	639.61	ANKRD52	ankyrin repeat domain 52
100289373	1.49e-03	3.18e-04	0.1209	3.60	4.35e-01	22.85	UBAC2-AS1	UBAC2 antisense RNA 1
28912	1.50e-03	3.18e-04	0.2257	-3.60	-8.12e-01	198.16	IGKV3-20	immunoglobulin kappa variable 3-20
92912	1.50e-03	3.19e-04	0.1057	-3.60	-3.81e-01	298.87	UBE2Q2	ubiquitin conjugating enzyme E2 Q2
105377320	1.50e-03	3.19e-04	0.0962	3.60	3.46e-01	111.34	LOC105377320	uncharacterized LOC105377320
140876	1.51e-03	3.21e-04	0.1031	-3.60	-3.71e-01	351.2	RIPOR3	RIPOR family member 3
780851	1.51e-03	3.21e-04	0.1949	-3.60	-7.01e-01	12892.89	SNORD3A	small nucleolar RNA, C/D box 3A
57168	1.51e-03	3.21e-04	0.1433	-3.60	-5.16e-01	10.2	ASPHD2	aspartate beta-hydroxylase domain containing 2
1476	1.51e-03	3.21e-04	0.119	-3.60	-4.28e-01	259.77	CSTB	cystatin B
23101	1.51e-03	3.21e-04	0.2068	-3.60	-7.44e-01	32.68	MCF2L2	MCF.2 cell line derived transforming sequence-like 2
147906	1.51e-03	3.21e-04	0.1805	-3.60	-6.49e-01	28.37	DACT3	dishevelled binding antagonist of beta catenin 3
23116	1.51e-03	3.22e-04	0.0506	3.60	1.82e-01	745.07	TOGARAM1	TOG array regulator of axonemal microtubules 1
79689	1.52e-03	3.23e-04	0.1357	-3.60	-4.88e-01	1625.09	STEAP4	STEAP4 metalloreductase
1059	1.52e-03	3.23e-04	0.1851	-3.60	-6.66e-01	198.93	CENPB	centromere protein B
79188	1.52e-03	3.24e-04	0.0695	-3.60	-2.50e-01	532.99	TMEM43	transmembrane protein 43
1468	1.52e-03	3.24e-04	0.2207	-3.60	-7.93e-01	286.64	SLC25A10	solute carrier family 25 member 10
105377700	1.52e-03	3.25e-04	0.1021	3.59	3.67e-01	68.4	LOC105377700	uncharacterized LOC105377700
101929479	1.52e-03	3.25e-04	0.1221	-3.59	-4.39e-01	30.47	LOC101929479	golgin A2 pseudogene
56917	1.52e-03	3.25e-04	0.2445	-3.59	-8.79e-01	11.03	MEIS3	Meis homeobox 3
94009	1.52e-03	3.25e-04	0.1415	-3.59	-5.09e-01	29.43	SERHL	serine hydrolase like (pseudogene)
100131897	1.52e-03	3.25e-04	0.1164	-3.59	-4.18e-01	103.25	INSYN2B	inhibitory synaptic factor family member 2B
150696	1.53e-03	3.26e-04	0.184	-3.59	-6.61e-01	17.37	PROM2	prominin 2
105374040	1.53e-03	3.26e-04	0.1241	3.59	4.46e-01	342.92	LOC105374040	uncharacterized LOC105374040
7851	1.53e-03	3.26e-04	0.188	-3.59	-6.75e-01	35.14	MALL	mal, T cell differentiation protein like
388335	1.53e-03	3.26e-04	0.093	3.59	3.34e-01	1832.41	TMEM220	transmembrane protein 220
54929	1.53e-03	3.27e-04	0.1864	-3.59	-6.70e-01	99.52	TMEM161A	transmembrane protein 161A
284184	1.54e-03	3.28e-04	0.1111	-3.59	-3.99e-01	134.53	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8
144811	1.54e-03	3.29e-04	0.0804	-3.59	-2.89e-01	234.41	LACC1	laccase domain containing 1
693153	1.54e-03	3.30e-04	0.1136	3.59	4.08e-01	10.08	MIR568	microRNA 568
100423001	1.54e-03	3.30e-04	0.161	3.59	5.78e-01	26.65	MIR3145	microRNA 3145
23376	1.54e-03	3.30e-04	0.0686	3.59	2.46e-01	1413.56	UFL1	UFM1 specific ligase 1
100286844	1.54e-03	3.30e-04	0.0724	3.59	2.60e-01	67.94	BCDIN3D-AS1	BCDIN3D antisense RNA 1
9140	1.54e-03	3.31e-04	0.0578	3.59	2.08e-01	882.62	ATG12	autophagy related 12
105369714	1.55e-03	3.31e-04	0.1667	3.59	5.98e-01	17.81	LOC105369714	uncharacterized LOC105369714
51592	1.55e-03	3.32e-04	0.0464	3.59	1.67e-01	1976.55	TRIM33	tripartite motif containing 33
987	1.55e-03	3.32e-04	0.0534	3.59	1.92e-01	4075.39	LRBA	LPS responsive beige-like anchor protein
283987	1.55e-03	3.33e-04	0.1785	-3.59	-6.41e-01	58.96	HID1	HID1 domain containing
4924	1.56e-03	3.33e-04	0.1489	-3.59	-5.34e-01	1621.23	NUCB1	nucleobindin 1
54726	1.56e-03	3.34e-04	0.049	3.59	1.76e-01	1827.43	OTUD4	OTU deubiquitinase 4
105369547	1.56e-03	3.35e-04	0.1867	3.59	6.70e-01	10.49	CCDC15-DT	CCDC15 divergent transcript
340277	1.56e-03	3.35e-04	0.0773	3.59	2.77e-01	166.55	FAM221A	family with sequence similarity 221 member A
284001	1.56e-03	3.35e-04	0.1177	-3.59	-4.22e-01	364.7	CCDC57	coiled-coil domain containing 57
90332	1.57e-03	3.37e-04	0.1468	-3.58	-5.26e-01	40.02	EXOC3L2	exocyst complex component 3 like 2
105369767	1.57e-03	3.38e-04	0.202	-3.58	-7.24e-01	12.76	LOC105369767	uncharacterized LOC105369767
201651	1.57e-03	3.38e-04	0.1676	3.58	6.01e-01	238.25	AADACP1	arylacetamide deacetylase pseudogene 1
6141	1.57e-03	3.38e-04	0.127	-3.58	-4.55e-01	1054.05	RPL18	ribosomal protein L18
107986656	1.57e-03	3.38e-04	0.1267	3.58	4.54e-01	123.95	LOC107986656	uncharacterized LOC107986656
79864	1.58e-03	3.39e-04	0.1584	-3.58	-5.68e-01	45.38	JHY	junctional cadherin complex regulator
113655	1.58e-03	3.39e-04	0.1865	-3.58	-6.68e-01	71.27	MFSD3	major facilitator superfamily domain containing 3
55719	1.58e-03	3.39e-04	0.0506	3.58	1.81e-01	1413.31	SLF2	SMC5-SMC6 complex localization factor 2
5917	1.58e-03	3.40e-04	0.0537	3.58	1.92e-01	1100.49	RARS1	arginyl-tRNA synthetase 1
10273	1.58e-03	3.40e-04	0.1709	-3.58	-6.12e-01	178.25	STUB1	STIP1 homology and U-box containing protein 1
21	1.58e-03	3.40e-04	0.1559	-3.58	-5.58e-01	52.38	ABCA3	ATP binding cassette subfamily A member 3
360200	1.59e-03	3.41e-04	0.2186	-3.58	-7.83e-01	74.38	TMPRSS9	transmembrane serine protease 9
53947	1.59e-03	3.41e-04	0.242	-3.58	-8.67e-01	13.07	A4GALT	alpha 1,4-galactosyltransferase (P blood group)
84501	1.59e-03	3.41e-04	0.1389	-3.58	-4.97e-01	64.8	SPIRE2	spire type actin nucleation factor 2
57541	1.59e-03	3.42e-04	0.044	3.58	1.58e-01	409	ZNF398	zinc finger protein 398
9435	1.59e-03	3.43e-04	0.1419	-3.58	-5.08e-01	21.53	CHST2	carbohydrate sulfotransferase 2
2180	1.59e-03	3.43e-04	0.0859	3.58	3.07e-01	38997.81	ACSL1	acyl-CoA synthetase long chain family member 1
899	1.59e-03	3.44e-04	0.1087	-3.58	-3.89e-01	45.23	CCNF	cyclin F
2115	1.59e-03	3.44e-04	0.108	3.58	3.87e-01	272.92	ETV1	ETS variant transcription factor 1
56005	1.60e-03	3.44e-04	0.1203	-3.58	-4.31e-01	332.12	MYDGF	myeloid derived growth factor
23208	1.60e-03	3.44e-04	0.1328	-3.58	-4.75e-01	107.22	SYT11	synaptotagmin 11
79092	1.60e-03	3.44e-04	0.1518	-3.58	-5.43e-01	28.87	CARD14	caspase recruitment domain family member 14
116496	1.60e-03	3.44e-04	0.1677	-3.58	-6.00e-01	337.7	NIBAN1	niban apoptosis regulator 1
2697	1.60e-03	3.45e-04	0.1925	-3.58	-6.89e-01	151.19	GJA1	gap junction protein alpha 1
1659	1.60e-03	3.45e-04	0.0423	-3.58	-1.51e-01	783.31	DHX8	DEAH-box helicase 8
51127	1.60e-03	3.45e-04	0.1841	-3.58	-6.59e-01	24.51	TRIM17	tripartite motif containing 17
57495	1.60e-03	3.46e-04	0.1992	3.58	7.13e-01	25.03	NWD2	NACHT and WD repeat domain containing 2
1009	1.61e-03	3.47e-04	0.2185	-3.58	-7.82e-01	133.85	CDH11	cadherin 11
1672	1.61e-03	3.47e-04	0.1622	-3.58	-5.80e-01	550.99	DEFB1	defensin beta 1
105372069	1.61e-03	3.47e-04	0.162	3.58	5.79e-01	15.07	LOC105372069	uncharacterized LOC105372069
55843	1.61e-03	3.48e-04	0.0983	-3.58	-3.51e-01	332.51	ARHGAP15	Rho GTPase activating protein 15
5605	1.61e-03	3.48e-04	0.1391	-3.58	-4.97e-01	206.38	MAP2K2	mitogen-activated protein kinase kinase 2
9172	1.61e-03	3.48e-04	0.1155	3.58	4.13e-01	86.39	MYOM2	myomesin 2
60436	1.61e-03	3.48e-04	0.0752	-3.58	-2.69e-01	221.45	TGIF2	TGFB induced factor homeobox 2
107986027	1.61e-03	3.48e-04	0.1426	3.58	5.10e-01	36.75	LOC107986027	uncharacterized LOC107986027
643836	1.61e-03	3.49e-04	0.0553	3.58	1.98e-01	622.22	ZFP62	ZFP62 zinc finger protein
149420	1.62e-03	3.49e-04	0.0671	3.58	2.40e-01	511.77	PDIK1L	PDLIM1 interacting kinase 1 like
105371462	1.62e-03	3.49e-04	0.192	3.58	6.87e-01	93.69	LINC02819	long intergenic non-protein coding RNA 2819
79042	1.62e-03	3.49e-04	0.1227	-3.58	-4.39e-01	133.1	TSEN34	tRNA splicing endonuclease subunit 34
1653	1.62e-03	3.50e-04	0.0591	3.58	2.11e-01	1334.38	DDX1	DEAD-box helicase 1
9609	1.62e-03	3.50e-04	0.1503	-3.58	-5.37e-01	28.21	RAB36	RAB36, member RAS oncogene family
23433	1.62e-03	3.50e-04	0.0787	-3.57	-2.81e-01	631.35	RHOQ	ras homolog family member Q
60561	1.62e-03	3.51e-04	0.0597	3.57	2.13e-01	331.74	RINT1	RAD50 interactor 1
83787	1.62e-03	3.52e-04	0.062	3.57	2.22e-01	483.69	ARMC10	armadillo repeat containing 10
10179	1.63e-03	3.52e-04	0.0758	3.57	2.71e-01	552.16	RBM7	RNA binding motif protein 7
57683	1.63e-03	3.54e-04	0.0667	3.57	2.38e-01	734.25	ZDBF2	zinc finger DBF-type containing 2
8795	1.63e-03	3.54e-04	0.0725	-3.57	-2.59e-01	1186.81	TNFRSF10B	TNF receptor superfamily member 10b
401081	1.64e-03	3.55e-04	0.1331	3.57	4.76e-01	372.59	C3orf85	chromosome 3 open reading frame 85
7318	1.64e-03	3.55e-04	0.1154	-3.57	-4.12e-01	694.97	UBA7	ubiquitin like modifier activating enzyme 7
100505573	1.64e-03	3.55e-04	0.0989	-3.57	-3.53e-01	121.97	INAFM2	InaF motif containing 2
54535	1.64e-03	3.55e-04	0.101	-3.57	-3.61e-01	117.55	CCHCR1	coiled-coil alpha-helical rod protein 1
23586	1.64e-03	3.55e-04	0.0713	3.57	2.54e-01	1054.66	RIGI	RNA sensor RIG-I
112752	1.64e-03	3.55e-04	0.0795	-3.57	-2.84e-01	152.42	IFT43	intraflagellar transport 43
10133	1.64e-03	3.56e-04	0.0683	-3.57	-2.44e-01	2085.35	OPTN	optineurin
285203	1.65e-03	3.58e-04	0.0861	-3.57	-3.07e-01	222.3	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase
100506302	1.66e-03	3.60e-04	0.0699	3.57	2.49e-01	160.64	RBM33-DT	RBM33 divergent transcript
105274304	1.66e-03	3.61e-04	0.1479	3.57	5.28e-01	13.62	LOC105274304	uncharacterized LOC105274304
3081	1.66e-03	3.61e-04	0.0997	3.57	3.56e-01	8505.72	HGD	homogentisate 1,2-dioxygenase
28943	1.66e-03	3.61e-04	0.292	-3.57	-1.04	16.42	IGKV1-6	immunoglobulin kappa variable 1-6
6289	1.66e-03	3.61e-04	0.346	-3.57	-1.23	2189.12	SAA2	serum amyloid A2
23042	1.67e-03	3.62e-04	0.0489	3.57	1.74e-01	4733.74	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
5496	1.67e-03	3.63e-04	0.0644	-3.57	-2.30e-01	463.66	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
157922	1.67e-03	3.63e-04	0.0703	-3.57	-2.51e-01	445.4	CAMSAP1	calmodulin regulated spectrin associated protein 1
55165	1.67e-03	3.63e-04	0.2312	-3.57	-8.24e-01	10.8	CEP55	centrosomal protein 55
2823	1.67e-03	3.64e-04	0.1281	-3.57	-4.57e-01	252.97	GPM6A	glycoprotein M6A
442523	1.67e-03	3.64e-04	0.1689	3.56	6.02e-01	12.16	DPY19L2P4	DPY19L2 pseudogene 4
147807	1.68e-03	3.65e-04	0.2103	-3.56	-7.50e-01	30.88	ZNF524	zinc finger protein 524
116842	1.68e-03	3.65e-04	0.1213	-3.56	-4.32e-01	2273.13	LEAP2	liver enriched antimicrobial peptide 2
64853	1.68e-03	3.66e-04	0.0562	3.56	2.00e-01	752.89	AIDA	axin interactor, dorsalization associated
23595	1.68e-03	3.66e-04	0.0606	3.56	2.16e-01	587.7	ORC3	origin recognition complex subunit 3
6718	1.68e-03	3.66e-04	0.1369	3.56	4.88e-01	8714.74	AKR1D1	aldo-keto reductase family 1 member D1
54681	1.68e-03	3.66e-04	0.1439	-3.56	-5.13e-01	92.86	P4HTM	prolyl 4-hydroxylase, transmembrane
4331	1.68e-03	3.67e-04	0.0522	3.56	1.86e-01	334.39	MNAT1	MNAT1 component of CDK activating kinase
28896	1.68e-03	3.67e-04	0.2533	-3.56	-9.02e-01	26.9	IGKV1D-33	immunoglobulin kappa variable 1D-33
64116	1.69e-03	3.68e-04	0.0837	3.56	2.98e-01	1124.02	SLC39A8	solute carrier family 39 member 8
388677	1.69e-03	3.69e-04	0.0702	3.56	2.50e-01	853.15	NOTCH2NLA	notch 2 N-terminal like A
57418	1.69e-03	3.69e-04	0.1703	-3.56	-6.07e-01	56.11	WDR18	WD repeat domain 18
101928462	1.69e-03	3.69e-04	0.1299	3.56	4.63e-01	503.64	LOC101928462	uncharacterized LOC101928462
257144	1.69e-03	3.70e-04	0.1491	-3.56	-5.31e-01	39.3	GCSAM	germinal center associated signaling and motility
7367	1.69e-03	3.70e-04	0.1791	3.56	6.38e-01	3080.09	UGT2B17	UDP glucuronosyltransferase family 2 member B17
101409256	1.69e-03	3.70e-04	0.1624	3.56	5.78e-01	20.82	LOC101409256	cell division cycle 42 pseudogene
2867	1.69e-03	3.70e-04	0.248	-3.56	-8.83e-01	11.32	FFAR2	free fatty acid receptor 2
10611	1.69e-03	3.70e-04	0.0701	3.56	2.50e-01	4989	PDLIM5	PDZ and LIM domain 5
85352	1.70e-03	3.70e-04	0.2085	-3.56	-7.42e-01	14.71	SHISAL1	shisa like 1
136242	1.70e-03	3.71e-04	0.1522	3.56	5.42e-01	74.65	PRSS37	serine protease 37
4595	1.70e-03	3.71e-04	0.0944	-3.56	-3.36e-01	101.67	MUTYH	mutY DNA glycosylase
9847	1.70e-03	3.71e-04	0.0517	3.56	1.84e-01	936.97	C2CD5	C2 calcium dependent domain containing 5
51130	1.70e-03	3.71e-04	0.057	3.56	2.03e-01	183.14	ASB3	ankyrin repeat and SOCS box containing 3
1203	1.70e-03	3.72e-04	0.0577	3.56	2.05e-01	807.74	CLN5	CLN5 intracellular trafficking protein
1912	1.71e-03	3.75e-04	0.1315	-3.56	-4.68e-01	675.17	PHC2	polyhomeotic homolog 2
441009	1.71e-03	3.75e-04	0.1761	3.56	6.26e-01	20.45	CPEB2-DT	CPEB2 divergent transcript
8372	1.72e-03	3.75e-04	0.2063	-3.56	-7.34e-01	26.46	HYAL3	hyaluronidase 3
23051	1.72e-03	3.76e-04	0.0726	3.56	2.58e-01	2249.42	ZHX3	zinc fingers and homeoboxes 3
51428	1.72e-03	3.77e-04	0.0996	-3.56	-3.54e-01	315.42	DDX41	DEAD-box helicase 41
492303	1.72e-03	3.77e-04	0.11	3.56	3.91e-01	21.34	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4
80255	1.72e-03	3.78e-04	0.058	3.56	2.06e-01	3504.3	SLC35F5	solute carrier family 35 member F5
2859	1.73e-03	3.78e-04	0.2069	-3.55	-7.35e-01	12.7	GPR35	G protein-coupled receptor 35
134147	1.73e-03	3.79e-04	0.1077	3.55	3.83e-01	4658.03	CMBL	carboxymethylenebutenolidase homolog
84912	1.73e-03	3.79e-04	0.0741	3.55	2.63e-01	1110.72	SLC35B4	solute carrier family 35 member B4
107984333	1.73e-03	3.79e-04	0.1336	3.55	4.75e-01	25.4	PRPF19-DT	PRPF19 divergent transcript
123872	1.73e-03	3.79e-04	0.0868	-3.55	-3.09e-01	42.55	DNAAF1	dynein axonemal assembly factor 1
101928069	1.73e-03	3.80e-04	0.1725	-3.55	-6.13e-01	10.63	DPP3-DT	DPP3 divergent transcript
10168	1.74e-03	3.81e-04	0.0513	3.55	1.82e-01	346.53	ZNF197	zinc finger protein 197
8916	1.74e-03	3.81e-04	0.0441	3.55	1.57e-01	936.08	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3
101929185	1.74e-03	3.81e-04	0.088	3.55	3.13e-01	535.38	LOC101929185	uncharacterized LOC101929185
4485	1.74e-03	3.81e-04	0.1449	-3.55	-5.15e-01	2785.1	MST1	macrophage stimulating 1
146857	1.74e-03	3.81e-04	0.1258	-3.55	-4.47e-01	211.31	SLFN13	schlafen family member 13
8550	1.74e-03	3.82e-04	0.0464	3.55	1.65e-01	857.66	MAPKAPK5	MAPK activated protein kinase 5
10772	1.74e-03	3.82e-04	0.0459	3.55	1.63e-01	1907.39	SRSF10	serine and arginine rich splicing factor 10
80227	1.74e-03	3.82e-04	0.0541	3.55	1.92e-01	300.17	PAAF1	proteasomal ATPase associated factor 1
202915	1.74e-03	3.82e-04	0.1997	-3.55	-7.10e-01	248.8	TMEM184A	transmembrane protein 184A
5447	1.74e-03	3.83e-04	0.1676	-3.55	-5.95e-01	2131.36	POR	cytochrome p450 oxidoreductase
353164	1.75e-03	3.83e-04	0.2039	3.55	7.24e-01	9.39	TAS2R42	taste 2 receptor member 42
445347	1.75e-03	3.85e-04	0.129	-3.55	-4.58e-01	88.75	TARP	TCR gamma alternate reading frame protein
105379012	1.75e-03	3.85e-04	0.1644	3.55	5.84e-01	1057.95	LOC105379012	uncharacterized LOC105379012
83756	1.76e-03	3.87e-04	0.2233	-3.55	-7.93e-01	12.24	TAS1R3	taste 1 receptor member 3
107986712	1.76e-03	3.87e-04	0.128	3.55	4.54e-01	33.38	LOC107986712	
26049	1.76e-03	3.87e-04	0.1587	-3.55	-5.63e-01	167.39	FAM169A	family with sequence similarity 169 member A
25962	1.76e-03	3.87e-04	0.0587	3.55	2.08e-01	1266.59	VIRMA	vir like m6A methyltransferase associated
2931	1.76e-03	3.87e-04	0.1	-3.55	-3.55e-01	194.65	GSK3A	glycogen synthase kinase 3 alpha
6373	1.77e-03	3.89e-04	0.2657	-3.55	-9.43e-01	14.66	CXCL11	C-X-C motif chemokine ligand 11
5606	1.77e-03	3.89e-04	0.129	-3.55	-4.58e-01	347.25	MAP2K3	mitogen-activated protein kinase kinase 3
6311	1.77e-03	3.89e-04	0.0456	3.55	1.62e-01	1133.03	ATXN2	ataxin 2
79006	1.77e-03	3.89e-04	0.1944	-3.55	-6.89e-01	49.37	METRN	meteorin, glial cell differentiation regulator
107985712	1.77e-03	3.90e-04	0.1698	3.55	6.02e-01	15.46	LOC107985712	replaced by ID 54552
1164	1.77e-03	3.90e-04	0.1408	-3.55	-4.99e-01	50.25	CKS2	CDC28 protein kinase regulatory subunit 2
23646	1.77e-03	3.90e-04	0.1729	-3.55	-6.13e-01	556.61	PLD3	phospholipase D family member 3
27334	1.78e-03	3.92e-04	0.1912	-3.55	-6.78e-01	53.82	P2RY10	P2Y receptor family member 10
3107	1.78e-03	3.92e-04	0.141	-3.55	-5.00e-01	2481.09	HLA-C	major histocompatibility complex, class I, C
151056	1.78e-03	3.93e-04	0.1413	-3.54	-5.01e-01	42.12	PLB1	phospholipase B1
24137	1.78e-03	3.93e-04	0.2048	-3.54	-7.26e-01	19.33	KIF4A	kinesin family member 4A
27094	1.78e-03	3.93e-04	0.0776	3.54	2.75e-01	127.79	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3
5586	1.78e-03	3.94e-04	0.0561	3.54	1.99e-01	1976.32	PKN2	protein kinase N2
84266	1.78e-03	3.93e-04	0.2384	-3.54	-8.45e-01	60.76	ALKBH7	alkB homolog 7
160	1.78e-03	3.94e-04	0.1363	-3.54	-4.83e-01	393.57	AP2A1	adaptor related protein complex 2 subunit alpha 1
957	1.79e-03	3.94e-04	0.1013	3.54	3.59e-01	9560.57	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
29995	1.79e-03	3.95e-04	0.1868	-3.54	-6.62e-01	123.03	LMCD1	LIM and cysteine rich domains 1
360132	1.79e-03	3.96e-04	0.0824	-3.54	-2.92e-01	72.36	FKBP9P1	FKBP prolyl isomerase 9 pseudogene 1
6483	1.79e-03	3.96e-04	0.0922	-3.54	-3.27e-01	306.18	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
134285	1.79e-03	3.96e-04	0.1679	-3.54	-5.95e-01	15.56	TMEM171	transmembrane protein 171
140735	1.79e-03	3.96e-04	0.0667	3.54	2.36e-01	1771.87	DYNLL2	dynein light chain LC8-type 2
105372550	1.79e-03	3.96e-04	0.1372	3.54	4.86e-01	39.85	ZNF133-AS1	ZNF133 antisense RNA 1
64844	1.80e-03	3.97e-04	0.067	3.54	2.37e-01	3343.26	MARCHF7	membrane associated ring-CH-type finger 7
92170	1.80e-03	3.97e-04	0.0929	-3.54	-3.29e-01	342.64	MTG1	mitochondrial ribosome associated GTPase 1
5143	1.80e-03	3.97e-04	0.1604	-3.54	-5.68e-01	24.34	PDE4C	phosphodiesterase 4C
677829	1.80e-03	3.98e-04	0.2114	-3.54	-7.49e-01	332.99	SNORA49	small nucleolar RNA, H/ACA box 49
105376615	1.80e-03	3.98e-04	0.0856	3.54	3.03e-01	36.29	LOC105376615	uncharacterized LOC105376615
441884	1.80e-03	3.98e-04	0.1767	3.54	6.26e-01	70.42	CALR4P	calreticulin 4, pseudogene
3421	1.80e-03	3.99e-04	0.1702	-3.54	-6.03e-01	148.32	IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma
55751	1.80e-03	3.99e-04	0.0564	3.54	2.00e-01	951.97	TMEM184C	transmembrane protein 184C
105370821	1.81e-03	4.00e-04	0.1982	3.54	7.02e-01	285.91	LOC105370821	uncharacterized LOC105370821
54988	1.81e-03	4.00e-04	0.0857	3.54	3.03e-01	5711.97	ACSM5	acyl-CoA synthetase medium chain family member 5
253143	1.81e-03	4.00e-04	0.0403	3.54	1.43e-01	2071.19	PRR14L	proline rich 14 like
136051	1.81e-03	4.00e-04	0.0782	-3.54	-2.77e-01	71.55	ZNF786	zinc finger protein 786
6403	1.81e-03	4.02e-04	0.1522	-3.54	-5.39e-01	103.31	SELP	selectin P
8509	1.82e-03	4.03e-04	0.0622	-3.54	-2.20e-01	348.67	NDST2	N-deacetylase and N-sulfotransferase 2
105370103	1.82e-03	4.03e-04	0.17	3.54	6.02e-01	30.7	LOC105370103	uncharacterized LOC105370103
91039	1.82e-03	4.03e-04	0.1091	-3.54	-3.86e-01	640.19	DPP9	dipeptidyl peptidase 9
11163	1.82e-03	4.03e-04	0.0806	3.54	2.85e-01	1510.23	NUDT4	nudix hydrolase 4
105375427	1.82e-03	4.03e-04	0.1927	-3.54	-6.82e-01	11.76	LOC105375427	
11313	1.82e-03	4.04e-04	0.1778	-3.54	-6.29e-01	178.82	LYPLA2	lysophospholipase 2
286183	1.82e-03	4.04e-04	0.1962	3.54	6.94e-01	72.8	NKAIN3	sodium/potassium transporting ATPase interacting 3
54522	1.82e-03	4.04e-04	0.0627	3.54	2.22e-01	88.75	ANKRD16	ankyrin repeat domain 16
8705	1.83e-03	4.06e-04	0.2122	-3.54	-7.51e-01	9.53	B3GALT4	beta-1,3-galactosyltransferase 4
554203	1.83e-03	4.07e-04	0.07	3.54	2.47e-01	163.66	JPX	JPX transcript, XIST activator
729737	1.84e-03	4.08e-04	0.1694	-3.53	-5.99e-01	56.03	LOC729737	uncharacterized LOC729737
5087	1.84e-03	4.08e-04	0.1031	-3.53	-3.65e-01	649.74	PBX1	PBX homeobox 1
3133	1.84e-03	4.08e-04	0.1153	-3.53	-4.07e-01	4161	HLA-E	major histocompatibility complex, class I, E
101928716	1.84e-03	4.08e-04	0.1365	3.53	4.83e-01	148.56	SUGCT-AS1	SUGCT antisense RNA 1
10297	1.84e-03	4.08e-04	0.1941	-3.53	-6.86e-01	29.5	APC2	APC regulator of WNT signaling pathway 2
110354863	1.84e-03	4.10e-04	0.0513	3.53	1.81e-01	347.59	ZNF660-ZNF197	ZNF660-ZNF197 readthrough
6689	1.85e-03	4.10e-04	0.2665	-3.53	-9.42e-01	12.09	SPIB	Spi-B transcription factor
6453	1.85e-03	4.11e-04	0.0504	3.53	1.78e-01	1972.73	ITSN1	intersectin 1
26683	1.85e-03	4.11e-04	0.1681	3.53	5.94e-01	25.11	OR4F3	olfactory receptor family 4 subfamily F member 3
57608	1.85e-03	4.11e-04	0.1455	-3.53	-5.14e-01	279.03	JCAD	junctional cadherin 5 associated
114785	1.85e-03	4.12e-04	0.1203	-3.53	-4.25e-01	434.98	MBD6	methyl-CpG binding domain protein 6
5366	1.85e-03	4.12e-04	0.2663	-3.53	-9.41e-01	9.96	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
493860	1.85e-03	4.12e-04	0.0586	3.53	2.07e-01	285.04	CCDC73	coiled-coil domain containing 73
11180	1.85e-03	4.12e-04	0.1001	-3.53	-3.53e-01	951.08	WDR6	WD repeat domain 6
10927	1.85e-03	4.12e-04	0.0482	3.53	1.70e-01	1307.16	SPIN1	spindlin 1
4772	1.85e-03	4.13e-04	0.1413	-3.53	-4.99e-01	52.37	NFATC1	nuclear factor of activated T cells 1
51232	1.86e-03	4.14e-04	0.1348	-3.53	-4.76e-01	1103.6	CRIM1	cysteine rich transmembrane BMP regulator 1
27147	1.86e-03	4.15e-04	0.091	-3.53	-3.21e-01	118.87	DENND2A	DENN domain containing 2A
6676	1.87e-03	4.16e-04	0.1832	-3.53	-6.46e-01	17.55	SPAG4	sperm associated antigen 4
202	1.87e-03	4.18e-04	0.0649	3.53	2.29e-01	1392.14	CRYBG1	crystallin beta-gamma domain containing 1
54926	1.87e-03	4.18e-04	0.0463	3.53	1.63e-01	1113.56	UBE2R2	ubiquitin conjugating enzyme E2 R2
283587	1.88e-03	4.18e-04	0.0933	3.53	3.29e-01	595.53	HISLA	HIF1A stabilizing long noncoding RNA
105377452	1.88e-03	4.21e-04	0.1388	3.53	4.89e-01	34.2	LOC105377452	uncharacterized LOC105377452
85395	1.88e-03	4.20e-04	0.1686	-3.53	-5.95e-01	34.41	SLX9	SLX9 ribosome biogenesis factor
23753	1.88e-03	4.21e-04	0.2394	-3.53	-8.44e-01	71.89	SDF2L1	stromal cell derived factor 2 like 1
7922	1.89e-03	4.21e-04	0.0802	-3.53	-2.83e-01	1082	SLC39A7	solute carrier family 39 member 7
80351	1.89e-03	4.21e-04	0.0527	3.53	1.86e-01	1984.53	TNKS2	tankyrase 2
1744	1.89e-03	4.22e-04	0.1312	3.53	4.62e-01	528.25	DLSTP1	dihydrolipoamide S-succinyltransferase pseudogene 1
2987	1.89e-03	4.22e-04	0.2053	-3.53	-7.24e-01	306.71	GUK1	guanylate kinase 1
374354	1.89e-03	4.23e-04	0.0547	3.53	1.93e-01	2460.18	NHLRC2	NHL repeat containing 2
