ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P58266	1.43e-20	3.49e-25	16.884248	46.062754	6.5038715	S100P	S100 calcium binding protein P
A_23_P358542	1.05e-18	5.44e-23	15.2988133	41.3407417	2.8768382	KIFC2	kinesin family member C2
A_23_P200579	1.05e-18	7.71e-23	15.1926074	41.0122144	7.0776287	CELA3B	chymotrypsin like elastase family member 3B
A_23_P119936	3.45e-18	3.37e-22	14.7487727	39.6223771	4.477658	REG3A	regenerating family member 3 alpha
A_32_P105549	4.17e-16	5.08e-20	13.2924378	34.8680414	4.562051		
A_23_P389500	1.24e-15	1.81e-19	12.9359742	33.6588466	6.0743994	REG1B	regenerating family member 1 beta
A_23_P321501	2.64e-15	4.50e-19	12.6824397	32.7879797	5.7752018	DHRS2	dehydrogenase/reductase 2
A_23_P119634	4.78e-15	9.33e-19	12.4815063	32.0914404	4.2521691	UPK1A	uroplakin 1A
A_32_P20997	6.99e-15	1.53e-18	12.345304	31.6161187	4.3094558	CSE1L-AS1	CSE1L antisense RNA 1
A_23_P431139	1.79e-14	4.57e-18	12.048538	30.5716515	4.7032628	CTRB1	chymotrypsinogen B1
A_32_P24762	1.79e-14	4.80e-18	-12.0352195	30.524496	-2.3342421		
A_23_P48570	2.92e-14	8.53e-18	11.8797479	29.9722621	5.9574144	DHRS2	dehydrogenase/reductase 2
A_24_P346725	8.67e-14	2.75e-17	11.566641	28.85031	4.4735252		
A_23_P61524	1.48e-13	5.07e-17	11.4038868	28.262021	2.7551085	CCDC71	coiled-coil domain containing 71
A_32_P60707	2.23e-13	8.16e-17	11.2779292	27.8043855	4.2924438		
A_24_P896326	4.31e-13	1.68e-16	-11.0876356	27.1091706	-2.2025102		
A_32_P207428	4.40e-13	1.82e-16	-11.0664454	27.0314731	-1.4791245	ZNF845	zinc finger protein 845
A_32_P171790	5.09e-13	2.23e-16	-11.0132642	26.8362287	-1.8211442		
A_32_P185741	5.43e-13	2.58e-16	10.9753121	26.6966806	4.12394		
A_32_P420009	5.43e-13	2.65e-16	10.9685159	26.6716725	2.3205905	ALS2CL	ALS2 C-terminal like
A_23_P60793	7.96e-13	4.08e-16	10.855793	26.2560592	2.5239827	ASMTL-AS1	ASMTL antisense RNA 1
A_24_P450194	1.02e-12	5.49e-16	10.7785217	25.9702654	3.0485311	PCBP1-AS1	PCBP1 antisense RNA 1
A_24_P177553	1.21e-12	6.80e-16	10.7230285	25.7645771	4.4158083		
A_24_P798431	1.94e-12	1.13e-15	-10.5903318	25.2712513	-1.5368958		
A_32_P11526	2.04e-12	1.24e-15	10.5669533	25.1841234	4.1790228		
A_32_P82963	2.60e-12	1.67e-15	-10.4905861	24.8990751	-2.0857326		
A_24_P234856	2.60e-12	1.71e-15	-10.4835519	24.8727856	-1.644676	CAMLG	calcium modulating ligand
A_23_P24083	3.92e-12	2.68e-15	10.3685303	24.4421073	3.8735186	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)
A_23_P26746	4.22e-12	2.99e-15	10.340425	24.3366457	3.6621331		
A_23_P6615	4.65e-12	3.41e-15	10.3068509	24.2105478	4.0118702	CPB1	carboxypeptidase B1
A_32_P12050	5.69e-12	4.36e-15	-10.2431488	23.9709537	-2.864771		
A_32_P204903	5.69e-12	4.51e-15	-10.2346518	23.9389616	-1.597465		
A_23_P131074	5.69e-12	4.58e-15	10.2309442	23.9249998	4.0324412	THEG	theg spermatid protein
A_24_P392723	6.93e-12	5.89e-15	10.1665827	23.6823915	3.9521466	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3
A_23_P18213	6.93e-12	5.91e-15	10.1653445	23.6777199	2.506126	DNAH1	dynein axonemal heavy chain 1
A_23_P310552	9.82e-12	8.63e-15	10.0689314	23.3134538	2.7234686	FAM95B1	family with sequence similarity 95 member B1
A_23_P163117	1.45e-11	1.31e-14	-9.9627225	22.9110515	-1.3151482	C14orf169	chromosome 14 open reading frame 169
A_24_P76666	1.58e-11	1.46e-14	9.9344959	22.8039125	1.7323471	CSNK2A1	casein kinase 2 alpha 1
A_24_P269315	1.69e-11	1.61e-14	-9.9101629	22.7114875	-1.4001732		
A_32_P64919	2.54e-11	2.48e-14	-9.8002468	22.2932541	-2.0644571	DIAPH3	diaphanous related formin 3
A_23_P376704	2.55e-11	2.55e-14	9.7930129	22.2656872	4.2167634	CIDEA	cell death-inducing DFFA-like effector a
A_23_P44057	2.65e-11	2.72e-14	9.7770066	22.2046728	3.1514877	ARHGAP1	Rho GTPase activating protein 1
A_24_P342807	2.87e-11	3.01e-14	-9.7512223	22.106333	-1.5892535	SLC30A6	solute carrier family 30 member 6
A_32_P43914	3.01e-11	3.23e-14	9.7330031	22.0368078	3.4498811		
A_23_P51711	3.30e-11	3.62e-14	9.704536	21.9281132	2.1835765	CELA2B	chymotrypsin like elastase family member 2B
A_23_P24577	4.17e-11	4.68e-14	9.6392989	21.6787331	4.4898059		
A_24_P790424	4.35e-11	4.99e-14	9.6232001	21.617132	2.7369581		
A_32_P200773	6.74e-11	7.90e-14	-9.5074433	21.173501	-2.3141531		
A_23_P432448	7.48e-11	8.94e-14	-9.4761431	21.0533402	-1.8950511	ZNF205-AS1	ZNF205 antisense RNA 1
A_23_P119407	7.64e-11	9.32e-14	9.4657009	21.0132334	3.0307964		
A_23_P95790	8.10e-11	1.01e-13	9.4459088	20.9371899	6.5770557	ITLN1	intelectin 1
A_32_P37089	8.27e-11	1.05e-13	9.4359239	20.898814	2.1224074	LOC146880	Rho GTPase activating protein 27 pseudogene
A_24_P255005	8.56e-11	1.11e-13	9.4225711	20.8474803	2.0824962		
A_23_P416705	8.91e-11	1.18e-13	9.407233	20.7884956	2.2255902	ALS2CL	ALS2 C-terminal like
A_24_P911676	8.91e-11	1.20e-13	-9.4022617	20.7693739	-2.7434931	SOX4	SRY-box 4
A_24_P167052	8.91e-11	1.22e-13	-9.3984652	20.754769	-1.4046776	YME1L1	YME1 like 1 ATPase
A_32_P31785	9.47e-11	1.32e-13	-9.3788516	20.679299	-1.2968774		
A_24_P930551	1.08e-10	1.53e-13	-9.3404167	20.5313146	-2.7357009	LOC100507412///RNA5-8S5	uncharacterized LOC100507412///RNA, 5.8S ribosomal 5
A_24_P874508	1.34e-10	1.92e-13	9.2836309	20.3124522	3.705541		
A_23_P122304	1.39e-10	2.03e-13	-9.2699696	20.2597605	-1.4966672	HDAC2	histone deacetylase 2
A_24_P204011	1.50e-10	2.24e-13	9.245546	20.1655212	4.0562686	FOXR1	forkhead box R1
A_23_P133216	1.57e-10	2.37e-13	-9.2307584	20.1084396	-2.0617134	NLN	neurolysin
A_32_P11372	1.62e-10	2.52e-13	-9.2156268	20.0500127	-2.3663176	FGF7P6	fibroblast growth factor 7 pseudogene 6
A_24_P281403	1.62e-10	2.52e-13	9.2155464	20.0497022	4.2071636	OR4C46	olfactory receptor family 4 subfamily C member 46
A_23_P158349	1.62e-10	2.57e-13	-9.2105388	20.0303626	-1.5536257	RABL3	RAB, member of RAS oncogene family like 3
A_24_P341000	1.84e-10	2.97e-13	9.1748639	19.8925289	5.0675619	LMO7DN	LMO7 downstream neighbor
A_23_P31224	2.01e-10	3.28e-13	9.149858	19.7958579	2.9393763	PILRA	paired immunoglobin like type 2 receptor alpha
A_32_P162416	2.11e-10	3.50e-13	-9.1336139	19.7330345	-1.3585054		
A_23_P51278	2.39e-10	4.03e-13	-9.0982431	19.5961709	-1.2688046	LRRC42	leucine rich repeat containing 42
A_23_P100754	2.71e-10	4.63e-13	-9.063434	19.4613919	-1.4215636	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
A_23_P14464	2.76e-10	4.83e-13	-9.0528646	19.4204501	-1.3066571	EXOC5	exocyst complex component 5
A_24_P13715	2.76e-10	4.84e-13	-9.0523318	19.4183861	-1.4737372	FBXO22	F-box protein 22
A_32_P6253	2.95e-10	5.25e-13	9.0320443	19.3397777	3.1153864		
A_23_P380754	3.42e-10	6.23e-13	8.9892113	19.1737174	3.5560482	PRSS1	protease, serine 1
A_32_P77977	3.42e-10	6.25e-13	-8.9885742	19.1712463	-1.7349243	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae)
A_23_P138426	3.90e-10	7.22e-13	-8.9525116	19.0313346	-1.361752	USP6NL	USP6 N-terminal like
A_23_P430181	4.06e-10	7.63e-13	-8.9387589	18.9779556	-1.614408	ZBTB3	zinc finger and BTB domain containing 3
A_23_P251480	4.32e-10	8.21e-13	-8.9205212	18.9071493	-1.6762422	NBN	nibrin
A_23_P213863	4.33e-10	8.35e-13	8.916378	18.8910603	1.8979503	FAM193B	family with sequence similarity 193 member B
A_23_P368740	4.33e-10	8.44e-13	8.9136473	18.8804559	2.0730917	HDAC10	histone deacetylase 10
A_23_P160862	4.35e-10	8.59e-13	-8.9093192	18.8636476	-1.1009583	HNRNPU	heterogeneous nuclear ribonucleoprotein U
A_23_P144944	4.60e-10	9.19e-13	-8.8924049	18.7979472	-1.5102641	SMAD5	SMAD family member 5
A_23_P144465	4.62e-10	9.35e-13	-8.8880975	18.781213	-1.6315319	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1
A_32_P154053	4.76e-10	9.75e-13	8.8776448	18.7405994	3.2734593	ATG9B	autophagy related 9B
A_32_P142664	4.91e-10	1.02e-12	8.8668543	18.6986659	3.3513671		
A_23_P25873	4.92e-10	1.03e-12	-8.8635899	18.6859786	-1.3982432	WDHD1	WD repeat and HMG-box DNA binding protein 1
A_24_P867207	5.60e-10	1.19e-12	8.8278623	18.5470767	3.0249679	LOC101927948	uncharacterized LOC101927948
A_23_P17633	5.60e-10	1.20e-12	-8.8255463	18.5380698	-1.4442336	IFNAR1	interferon alpha and beta receptor subunit 1
A_23_P108514	5.71e-10	1.24e-12	8.8179634	18.5085777	1.753419	STK16	serine/threonine kinase 16
A_23_P166100	5.83e-10	1.32e-12	-8.8024697	18.4483075	-1.7335835	TMX4	thioredoxin related transmembrane protein 4
A_23_P409355	5.83e-10	1.32e-12	8.8022422	18.4474222	3.6652938	PXN	paxillin
A_23_P112883	5.83e-10	1.32e-12	8.8017136	18.4453659	1.6198112	NRBP2	nuclear receptor binding protein 2
A_24_P76521	5.83e-10	1.33e-12	-8.8007422	18.4415864	-2.5162724		
A_24_P332081	5.83e-10	1.34e-12	8.798937	18.4345632	4.3299169	JAKMIP3	Janus kinase and microtubule interacting protein 3
A_23_P54736	6.64e-10	1.55e-12	8.7623636	18.2922283	2.6134751	GNG13	G protein subunit gamma 13
A_24_P242132	6.64e-10	1.55e-12	8.761569	18.2891348	2.4488198	NRBP2	nuclear receptor binding protein 2
A_32_P223292	6.70e-10	1.59e-12	8.7565924	18.2697608	2.1848647		
A_32_P72341	6.70e-10	1.60e-12	-8.7539507	18.2594757	-2.135995	TRIM59	tripartite motif containing 59
A_32_P229104	7.02e-10	1.70e-12	-8.7398301	18.2044941	-1.2164157		
A_23_P168357	7.13e-10	1.74e-12	8.7335642	18.1800923	3.5722324	CPA1	carboxypeptidase A1
A_24_P91272	7.59e-10	1.87e-12	-8.7154603	18.1095772	-1.3722813	SOCS6	suppressor of cytokine signaling 6
A_32_P108226	8.05e-10	2.00e-12	8.6985626	18.0437435	2.218352		
A_24_P716162	8.05e-10	2.02e-12	8.6961967	18.0345248	1.8454301		
A_24_P177987	8.35e-10	2.12e-12	-8.6846528	17.989539	-1.6703677	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21
A_32_P36075	1.11e-09	2.84e-12	-8.6120749	17.7065434	-1.5422488		
A_24_P915326	1.21e-09	3.13e-12	8.5873171	17.609945	3.5826873		
A_23_P138394	1.22e-09	3.17e-12	8.5842509	17.5979796	2.9922511		
A_24_P51588	1.24e-09	3.26e-12	8.5772419	17.5706254	2.8157689	CCNL2	cyclin L2
A_23_P26154	1.29e-09	3.43e-12	8.5646991	17.521669	3.2968999	PLIN1	perilipin 1
A_24_P96171	1.31e-09	3.52e-12	-8.5580632	17.4957647	-1.3046563	B9D2	B9 protein domain 2
A_23_P129169	1.32e-09	3.57e-12	8.554908	17.4834473	2.1793238	CYP11A1	cytochrome P450 family 11 subfamily A member 1
A_24_P228149	1.37e-09	3.75e-12	8.5428905	17.4365279	2.8789117	KRT13	keratin 13
A_23_P202392	1.38e-09	3.81e-12	-8.5384564	17.4192142	-1.3395313	SUV39H2	suppressor of variegation 3-9 homolog 2
A_32_P132563	1.40e-09	3.88e-12	8.5341958	17.4025773	2.5633321	POU5F1	POU class 5 homeobox 1
A_23_P303210	1.44e-09	4.05e-12	-8.5237106	17.3616308	-2.3603821	IKBIP	IKBKB interacting protein
A_32_P231143	1.54e-09	4.37e-12	8.5045327	17.2867239	2.664364		
A_23_P361569	1.54e-09	4.38e-12	-8.5040077	17.2846731	-1.9873254	SLC35F5	solute carrier family 35 member F5
A_32_P186710	1.54e-09	4.43e-12	-8.5011685	17.2735819	-1.5600822		
A_24_P739355	1.55e-09	4.50e-12	-8.4974676	17.2591241	-1.3332783		
A_23_P143662	1.63e-09	4.76e-12	8.4833909	17.2041266	1.6999553	PISD	phosphatidylserine decarboxylase
A_23_P46879	1.64e-09	4.83e-12	8.4797535	17.1899142	3.362534	PNLIP	pancreatic lipase
A_24_P227017	1.67e-09	4.96e-12	-8.4731718	17.1641955	-1.4576917	SEC23IP	SEC23 interacting protein
A_32_P193079	1.77e-09	5.32e-12	-8.4561143	17.0975327	-1.3929311		
A_24_P82358	1.79e-09	5.40e-12	-8.4521575	17.0820672	-2.5086364	FOXC2	forkhead box C2
A_23_P48886	1.81e-09	5.52e-12	-8.4468118	17.0611722	-1.7982096	ADAM10	ADAM metallopeptidase domain 10
A_32_P104861	1.83e-09	5.66e-12	-8.4406988	17.0372761	-1.6804284		
A_23_P128230	1.83e-09	5.67e-12	8.4399593	17.0343856	2.5559573	NR4A1	nuclear receptor subfamily 4 group A member 1
A_23_P424316	1.85e-09	5.79e-12	-8.4349275	17.0147146	-1.4586847	TCF20	transcription factor 20
A_23_P77568	1.86e-09	5.86e-12	-8.4317781	17.0024023	-1.9347618	EIF3C	eukaryotic translation initiation factor 3 subunit C
A_23_P256008	1.95e-09	6.18e-12	8.418978	16.9523564	3.0104392	ZDHHC11	zinc finger DHHC-type containing 11
A_23_P23318	1.95e-09	6.23e-12	-8.416641	16.9432183	-1.3061282	WDR3	WD repeat domain 3
A_24_P42693	2.33e-09	7.51e-12	-8.3706201	16.7632265	-5.0661322	CYP4F11	cytochrome P450 family 4 subfamily F member 11
A_23_P110445	2.68e-09	8.68e-12	8.3346366	16.6224342	1.8117912	APBB3	amyloid beta precursor protein binding family B member 3
A_32_P20492	2.68e-09	8.76e-12	-8.3324561	16.6139013	-1.1948859		
A_23_P255273	2.71e-09	8.93e-12	-8.3276184	16.5949686	-1.5877148	RAD23B	RAD23 homolog B, nucleotide excision repair protein
A_23_P155733	2.75e-09	9.12e-12	-8.3222898	16.5741139	-2.5900961	KCNIP4	potassium voltage-gated channel interacting protein 4
A_23_P25097	2.86e-09	9.56e-12	-8.3106325	16.528487	-1.2407209	LLPH	LLP homolog, long-term synaptic facilitation
A_23_P74981	2.88e-09	9.69e-12	-8.3074508	16.516033	-1.4763443	ZNF670	zinc finger protein 670
A_32_P319880	2.93e-09	9.92e-12	8.3016124	16.4931788	1.7122975	UVSSA	UV stimulated scaffold protein A
A_32_P2342	3.26e-09	1.11e-11	-8.2727101	16.3800251	-1.8696649	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
A_23_P36445	3.37e-09	1.16e-11	-8.2629475	16.3417979	-1.5775678	TMED2	transmembrane p24 trafficking protein 2
A_32_P154601	3.42e-09	1.19e-11	8.2573468	16.3198657	2.9401025	FAM95A	family with sequence similarity 95 member A
A_23_P99540	3.54e-09	1.23e-11	-8.2474092	16.2809481	-1.4596877	ZFP36L1	ZFP36 ring finger protein like 1
A_23_P32684	3.94e-09	1.38e-11	8.2192084	16.1704912	3.1385749		
A_23_P213678	4.31e-09	1.52e-11	-8.1953078	16.0768584	-1.5514828	PAM	peptidylglycine alpha-amidating monooxygenase
A_24_P109272	4.33e-09	1.54e-11	8.1922773	16.0649848	2.7864003	ADD1	adducin 1
A_23_P137031	4.43e-09	1.59e-11	-8.1850806	16.0367871	-1.2873734	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma
A_32_P196029	4.44e-09	1.60e-11	-8.182884	16.0281804	-1.9377163	FGF7	fibroblast growth factor 7
A_32_P29168	4.68e-09	1.71e-11	-8.166662	15.9646139	-1.4915584		
A_24_P253454	4.68e-09	1.72e-11	8.1654729	15.9599542	3.5417809	RGMA	repulsive guidance molecule family member a
A_23_P24586	4.68e-09	1.73e-11	8.1646076	15.9565633	2.2792895	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
A_23_P92025	4.68e-09	1.74e-11	8.1623452	15.9476974	1.665255	CIDEC	cell death inducing DFFA like effector c
A_32_P151557	4.68e-09	1.75e-11	-8.1613625	15.9438461	-1.730292		
A_23_P11874	4.72e-09	1.77e-11	-8.1580192	15.9307441	-1.4177559	MPZL1	myelin protein zero like 1
A_23_P207981	4.91e-09	1.86e-11	-8.1464754	15.8855024	-1.385538	SOCS6	suppressor of cytokine signaling 6
A_32_P62342	4.98e-09	1.90e-11	-8.1413758	15.8655152	-1.2976454	GXYLT1	glucoside xylosyltransferase 1
A_23_P255503	5.30e-09	2.03e-11	-8.1243991	15.7989729	-1.1360761	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
A_23_P200126	5.34e-09	2.07e-11	8.1199909	15.7816932	1.4286537	MKNK1	MAP kinase interacting serine/threonine kinase 1
A_32_P22275	5.34e-09	2.07e-11	-8.1193011	15.7789892	-1.2746688		
A_23_P88362	5.94e-09	2.32e-11	-8.0915271	15.6701069	-1.1720239	LRR1	leucine rich repeat protein 1
A_32_P208599	5.94e-09	2.34e-11	8.0887442	15.6591958	2.1212377	TMEM139	transmembrane protein 139
A_23_P399292	5.94e-09	2.35e-11	8.0886383	15.6587808	3.199632		
A_24_P282060	5.98e-09	2.39e-11	8.084377	15.6420733	2.8277302		
A_24_P191884	5.98e-09	2.39e-11	-8.0838133	15.6398634	-1.9594027	PHAX	phosphorylated adaptor for RNA export
A_24_P366526	6.28e-09	2.53e-11	-8.0701344	15.5862292	-1.3348869	SYNGR2	synaptogyrin 2
A_32_P45101	6.38e-09	2.58e-11	-8.0648674	15.5655761	-2.8261088		
A_24_P659122	6.46e-09	2.63e-11	8.060058	15.5467175	1.693562		
A_23_P433107	6.47e-09	2.65e-11	-8.0584009	15.5402195	-1.387613	ZNF561	zinc finger protein 561
A_23_P436336	6.69e-09	2.76e-11	8.0485316	15.5015175	2.6716281	LINC00265	long intergenic non-protein coding RNA 265
A_23_P2601	6.71e-09	2.78e-11	-8.0462946	15.4927448	-1.4216629	HSP90B1	heat shock protein 90 beta family member 1
A_23_P111306	6.74e-09	2.81e-11	-8.0440235	15.4838386	-1.2534435	SCAF8	SR-related CTD associated factor 8
A_23_P108785	7.11e-09	2.98e-11	-8.0290986	15.4253063	-1.4245209	ACTR3	ARP3 actin related protein 3 homolog
A_32_P177522	7.24e-09	3.06e-11	-8.0232541	15.4023843	-1.9304558		
A_24_P842962	7.33e-09	3.11e-11	-8.0188204	15.3849952	-1.2477584	ZXDA	zinc finger, X-linked, duplicated A
A_32_P109637	7.91e-09	3.37e-11	-7.9987592	15.3063095	-1.408771		
A_32_P106883	8.07e-09	3.46e-11	-7.9922323	15.2807074	-2.2497458		
A_32_P507710	8.46e-09	3.65e-11	7.9791739	15.2294834	2.7317773	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
A_23_P124022	8.46e-09	3.68e-11	-7.9770869	15.2212968	-1.1485911	MED10	mediator complex subunit 10
A_23_P205997	8.46e-09	3.69e-11	-7.9763758	15.218507	-1.2236129	APH1B	aph-1 homolog B, gamma-secretase subunit
A_23_P97242	8.56e-09	3.76e-11	-7.9720666	15.2016027	-1.6456777	BEST4	bestrophin 4
A_23_P76951	8.59e-09	3.79e-11	-7.9698163	15.1927749	-1.3460655	TMX1	thioredoxin related transmembrane protein 1
A_24_P358667	8.61e-09	3.82e-11	7.9680782	15.1859564	2.3509795	LOC105376790	uncharacterized LOC105376790
A_32_P63886	8.75e-09	3.90e-11	-7.9627094	15.1648948	-1.3319406		
A_23_P170986	8.83e-09	3.96e-11	-7.9590823	15.1506654	-1.4165546	TMCC1	transmembrane and coiled-coil domain family 1
A_24_P409182	8.87e-09	4.00e-11	7.9565686	15.1408038	3.413547		
A_23_P372771	9.28e-09	4.22e-11	7.9435324	15.0896602	2.1697858	FAM219B	family with sequence similarity 219 member B
A_24_P102362	9.28e-09	4.24e-11	-7.9422891	15.0847822	-1.0572614	ZNF48	zinc finger protein 48
A_23_P16976	9.28e-09	4.28e-11	-7.9402517	15.0767887	-1.5423556	ANXA4	annexin A4
A_23_P13438	9.28e-09	4.30e-11	-7.9389427	15.0716533	-1.1007892	BTBD10	BTB domain containing 10
A_32_P108938	9.28e-09	4.30e-11	-7.9389319	15.0716108	-2.7848058		
A_23_P435002	9.41e-09	4.38e-11	-7.9340797	15.0525735	-1.2441629	SRFBP1	serum response factor binding protein 1
A_23_P168669	9.48e-09	4.44e-11	-7.9308483	15.0398954	-2.1078034	CROT	carnitine O-octanoyltransferase
A_23_P66260	9.49e-09	4.47e-11	-7.9293535	15.0340304	-1.6740298	ZNF267	zinc finger protein 267
A_24_P142305	9.93e-09	4.72e-11	7.9159877	14.9815891	2.6383888	HBA2	hemoglobin subunit alpha 2
A_23_P118412	9.93e-09	4.73e-11	7.9155664	14.9799357	1.1540901	HID1	HID1 domain containing
A_23_P41380	1.03e-08	4.93e-11	-7.9050259	14.9385779	-1.0831023	ABCE1	ATP binding cassette subfamily E member 1
A_24_P80181	1.04e-08	5.01e-11	-7.9012814	14.9238854	-1.532688	TMEM127	transmembrane protein 127
A_24_P333357	1.11e-08	5.38e-11	7.8835821	14.854435	2.1429888		
A_24_P419109	1.22e-08	5.93e-11	7.8594318	14.7596667	1.9717652	ATF6B	activating transcription factor 6 beta
A_24_P375205	1.22e-08	5.96e-11	7.8583505	14.7554232	4.9594566	MKL2	MKL1/myocardin like 2
A_24_P127719	1.28e-08	6.25e-11	-7.8462894	14.7080923	-1.804551	MAFA	MAF bZIP transcription factor A
A_24_P928250	1.28e-08	6.32e-11	-7.8436915	14.6978972	-2.3373073		
A_32_P8881	1.29e-08	6.41e-11	7.8401638	14.6840537	2.6984178		
A_24_P203072	1.30e-08	6.51e-11	-7.8362195	14.6685745	-1.0278554	JADE3	jade family PHD finger 3
A_23_P356646	1.30e-08	6.52e-11	7.8359696	14.6675941	2.206272		
A_24_P282000	1.37e-08	6.89e-11	7.822364	14.6142	2.5312148	NUP210	nucleoporin 210
A_23_P164623	1.40e-08	7.05e-11	-7.8168673	14.5926282	-1.1537266	ZBTB45	zinc finger and BTB domain containing 45
A_23_P143600	1.41e-08	7.14e-11	7.8137419	14.5803626	3.331647		
A_23_P201047	1.45e-08	7.39e-11	7.8049824	14.5459859	1.3302844	THBS3	thrombospondin 3
A_32_P123440	1.45e-08	7.44e-11	-7.8035592	14.5404003	-1.2273961		
A_23_P152807	1.45e-08	7.48e-11	7.8022174	14.5351346	1.3356077	RSAD1	radical S-adenosyl methionine domain containing 1
A_32_P4934	1.51e-08	7.80e-11	-7.7916352	14.4936039	-1.3868889		
A_23_P359043	1.51e-08	7.84e-11	-7.790538	14.4892979	-1.5807664	AKAP2	A-kinase anchoring protein 2
A_23_P65555	1.53e-08	7.99e-11	-7.7859316	14.4712193	-1.5681073	SAV1	salvador family WW domain containing protein 1
A_32_P54594	1.58e-08	8.28e-11	-7.7770067	14.4361928	-1.3381008		
A_23_P2283	1.59e-08	8.35e-11	7.7747663	14.4274	3.1116336	TAC3	tachykinin 3
A_24_P3804	1.61e-08	8.51e-11	7.7701314	14.4092096	2.9057545	SAPCD1	suppressor APC domain containing 1
A_32_P405703	1.62e-08	8.63e-11	7.76689	14.3964881	3.4067403	KIAA1161	KIAA1161
A_23_P254801	1.63e-08	8.69e-11	7.7650288	14.3891835	1.1597626	PLCG1	phospholipase C gamma 1
A_23_P39814	1.63e-08	8.76e-11	-7.7630613	14.3814616	-1.4556404	CIR1	corepressor interacting with RBPJ, 1
A_23_P253571	1.66e-08	8.93e-11	7.7583877	14.3631194	1.4005935	PHF5A	PHD finger protein 5A
A_23_P119753	1.72e-08	9.32e-11	-7.747722	14.3212601	-1.3267709	EHBP1	EH domain binding protein 1
A_23_P422724	1.72e-08	9.35e-11	-7.7469383	14.3181842	-1.4519106	PPIC	peptidylprolyl isomerase C
A_23_P63190	1.81e-08	9.87e-11	-7.7336572	14.2660603	-1.324394	NRAS	neuroblastoma RAS viral oncogene homolog
A_32_P41526	1.86e-08	1.02e-10	7.725482	14.2339753	2.8057378		
A_24_P14531	1.88e-08	1.03e-10	-7.7220582	14.220538	-1.3253654	TM9SF4	transmembrane 9 superfamily member 4
A_23_P91930	1.90e-08	1.05e-10	-7.718493	14.2065459	-1.2045201	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2
A_23_P30474	1.96e-08	1.10e-10	-7.707629	14.1639082	-1.2643637	WDR70	WD repeat domain 70
A_23_P203445	1.96e-08	1.10e-10	-7.7075028	14.1634132	-1.1143953	UEVLD	UEV and lactate/malate dehyrogenase domains
A_32_P75115	1.98e-08	1.11e-10	-7.7035312	14.1478261	-1.8547818		
A_32_P103464	1.98e-08	1.12e-10	-7.7033517	14.1471213	-1.5213464		
A_23_P398040	2.08e-08	1.18e-10	-7.6899056	14.094351	-1.2308908	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
A_23_P11279	2.18e-08	1.24e-10	-7.6770546	14.0439163	-1.3476677	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
A_23_P200772	2.19e-08	1.25e-10	-7.6753994	14.0374204	-1.3972908	ZNF644	zinc finger protein 644
A_24_P13032	2.20e-08	1.26e-10	-7.6729888	14.0279599	-1.5862965	UBE2D1	ubiquitin conjugating enzyme E2 D1
A_24_P39724	2.33e-08	1.34e-10	-7.6576945	13.9679378	-1.2165173	CCDC43	coiled-coil domain containing 43
A_23_P50156	2.36e-08	1.37e-10	-7.6529357	13.9492626	-1.6341537	VPS4B	vacuolar protein sorting 4 homolog B
A_24_P659836	2.36e-08	1.37e-10	-7.6528874	13.949073	-2.0175456	SYCE3	synaptonemal complex central element protein 3
A_23_P13222	2.45e-08	1.43e-10	-7.6425488	13.9085005	-1.5089563	RCN1	reticulocalbin 1
A_24_P599225	2.46e-08	1.44e-10	-7.6398045	13.8977307	-1.1970273		
A_23_P16409	2.47e-08	1.45e-10	7.6379223	13.8903444	2.8179034	CAPN12	calpain 12
A_32_P226869	2.50e-08	1.48e-10	-7.6331332	13.8715509	-1.3762224		
A_24_P84370	2.50e-08	1.48e-10	7.6330975	13.8714107	3.4216366		
A_24_P931993	2.57e-08	1.53e-10	7.6251004	13.8400281	2.0327589		
A_23_P300070	2.61e-08	1.56e-10	-7.6201819	13.8207271	-1.2182114	IQCG	IQ motif containing G
A_23_P54681	2.71e-08	1.63e-10	-7.6102047	13.7815753	-1.2159232	TOX3	TOX high mobility group box family member 3
A_24_P270769	2.73e-08	1.65e-10	-7.6070903	13.7693542	-1.3264924	VPS35	VPS35 retromer complex component
A_32_P120791	2.78e-08	1.68e-10	-7.6023182	13.7506285	-1.8863615	LOC727916	uncharacterized LOC727916
A_24_P252497	2.79e-08	1.69e-10	-7.6004847	13.743434	-1.5133208	TRIB1	tribbles pseudokinase 1
