ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID
9863_at	1.92e-05	1.39e-07	-7.060658	7.55596	-0.5115951	membrane associated guanylate kinase, WW and PDZ domain containing 2
8445_at	1.92e-05	1.40e-07	7.057128	7.54728	0.6794192	dual specificity tyrosine phosphorylation regulated kinase 2
655_at	1.92e-05	1.41e-07	-7.053371	7.53804	-0.397994	bone morphogenetic protein 7
8503_at	1.95e-05	1.46e-07	7.04014	7.50547	0.3899986	phosphoinositide-3-kinase regulatory subunit 3
4232_at	1.95e-05	1.49e-07	7.033416	7.48892	1.3350067	mesoderm specific transcript
23327_at	1.95e-05	1.49e-07	-7.032647	7.48702	-0.4955884	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
3574_at	1.97e-05	1.52e-07	7.024508	7.46697	0.7046716	interleukin 7
9334_at	2.01e-05	1.57e-07	7.012424	7.43719	0.7904506	beta-1,4-galactosyltransferase 5
399665_at	2.03e-05	1.59e-07	-7.005486	7.42008	-0.4827207	family with sequence similarity 102 member A
5567_at	2.14e-05	1.71e-07	6.976841	7.34939	0.5481344	protein kinase cAMP-activated catalytic subunit beta
10979_at	2.14e-05	1.72e-07	-6.975373	7.34576	-0.5852951	fermitin family member 2
24147_at	2.14e-05	1.74e-07	6.971934	7.33727	0.4834559	four jointed box 1
7113_at	2.14e-05	1.75e-07	-6.968106	7.32781	-0.8266204	transmembrane protease, serine 2
55577_at	2.20e-05	1.82e-07	6.952718	7.28978	0.4259199	N-acetylglucosamine kinase
801_at	2.28e-05	1.91e-07	-6.934564	7.24487	-0.5665201	calmodulin 1
8576_at	2.32e-05	1.96e-07	-6.923421	7.21729	-0.4947769	serine/threonine kinase 16
10769_at	2.43e-05	2.07e-07	6.901613	7.16326	1.3152458	polo like kinase 2
55740_at	2.43e-05	2.10e-07	6.897373	7.15275	0.3643441	enabled homolog (Drosophila)
4501_at	2.45e-05	2.14e-07	-6.88922	7.13254	-1.5481657	metallothionein 1X
23558_at	2.45e-05	2.15e-07	-6.887065	7.12719	-0.4236128	WW domain binding protein 2
7135_at	2.46e-05	2.18e-07	-6.881476	7.11333	-0.5878473	troponin I1, slow skeletal type
9828_at	2.50e-05	2.24e-07	-6.871406	7.08834	-0.4629356	Rho guanine nucleotide exchange factor 17
9245_at	2.51e-05	2.27e-07	6.866695	7.07664	0.9955319	glucosaminyl (N-acetyl) transferase 3, mucin type
5580_at	2.52e-05	2.31e-07	-6.859608	7.05904	-0.641039	protein kinase C delta
23171_at	2.52e-05	2.32e-07	-6.857478	7.05375	-0.6007954	glycerol-3-phosphate dehydrogenase 1-like
4728_at	2.58e-05	2.41e-07	-6.843276	7.01847	-0.5238085	NADH:ubiquinone oxidoreductase core subunit S8
22996_at	2.58e-05	2.42e-07	6.84142	7.01385	1.0704938	tetratricopeptide repeat domain 39A
1351_at	2.60e-05	2.46e-07	-6.835212	6.99842	-0.4151898	cytochrome c oxidase subunit 8A
57194_at	2.61e-05	2.49e-07	-6.830025	6.98552	-0.5184996	ATPase phospholipid transporting 10A (putative)
23767_at	2.64e-05	2.54e-07	6.822346	6.96642	1.0672082	fibronectin leucine rich transmembrane protein 3
65125_at	2.66e-05	2.58e-07	-6.816204	6.95114	-0.6141587	WNK lysine deficient protein kinase 1
64755_at	2.66e-05	2.60e-07	-6.813498	6.9444	-0.3742175	chromosome 16 open reading frame 58
23208_at	2.67e-05	2.65e-07	6.805187	6.92371	0.5367968	synaptotagmin 11
1116_at	2.67e-05	2.66e-07	-6.80321	6.91879	-1.9005463	chitinase 3 like 1
4714_at	2.67e-05	2.68e-07	-6.801638	6.91487	-0.3177005	NADH:ubiquinone oxidoreductase subunit B8
6909_at	2.78e-05	2.81e-07	-6.781964	6.86586	-0.4452344	T-box 2
2766_at	2.83e-05	2.89e-07	-6.771692	6.84024	-0.4998088	guanosine monophosphate reductase
9701_at	2.86e-05	2.94e-07	-6.764547	6.82243	-0.3692609	protein phosphatase 6 regulatory subunit 2
5514_at	2.86e-05	2.96e-07	-6.762393	6.81705	-0.4844271	protein phosphatase 1 regulatory subunit 10
79888_at	2.98e-05	3.11e-07	6.742673	6.76783	0.8754292	lysophosphatidylcholine acyltransferase 1
1004_at	2.99e-05	3.15e-07	6.738214	6.7567	1.0806218	cadherin 6
10763_at	3.09e-05	3.27e-07	-6.722538	6.71753	-0.6090059	nestin
1408_at	3.14e-05	3.38e-07	-6.709924	6.68599	-0.5076008	cryptochrome circadian clock 2
4282_at	3.14e-05	3.38e-07	-6.709725	6.68549	-0.4092257	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
5832_at	3.17e-05	3.44e-07	6.703221	6.66923	0.5202937	aldehyde dehydrogenase 18 family member A1
23189_at	3.33e-05	3.64e-07	-6.680818	6.61316	-0.4011241	KN motif and ankyrin repeat domains 1
4013_at	3.51e-05	3.87e-07	6.657483	6.5547	0.43594	von Willebrand factor A domain containing 5A
64236_at	3.70e-05	4.11e-07	-6.63395	6.49568	-0.5249684	PDZ and LIM domain 2
60370_at	3.78e-05	4.24e-07	-6.621665	6.46484	-0.7085732	arginine vasopressin induced 1
390940_at	3.78e-05	4.26e-07	-6.619742	6.46001	-0.4974124	phospholipase A2 inhibitor and LY6/PLAUR domain containing
1537_at	3.80e-05	4.31e-07	-6.615238	6.4487	-0.5021735	cytochrome c1
7384_at	3.85e-05	4.40e-07	-6.607465	6.42918	-0.5431487	ubiquinol-cytochrome c reductase core protein I
56965_at	3.94e-05	4.57e-07	-6.592775	6.39227	-0.2881693	poly(ADP-ribose) polymerase family member 6
200576_at	3.94e-05	4.58e-07	-6.59172	6.38961	-0.3705285	phosphoinositide kinase, FYVE-type zinc finger containing
3694_at	3.94e-05	4.60e-07	6.590445	6.38641	1.9789756	integrin subunit beta 6
9448_at	3.94e-05	4.64e-07	6.586685	6.37696	0.4587729	mitogen-activated protein kinase kinase kinase kinase 4
4137_at	3.94e-05	4.68e-07	-6.583404	6.36871	-0.7388259	microtubule associated protein tau
57122_at	3.94e-05	4.70e-07	6.581845	6.36479	0.4454693	nucleoporin 107
1743_at	4.09e-05	4.91e-07	-6.56459	6.32138	-0.8099834	dihydrolipoamide S-succinyltransferase
7846_at	4.34e-05	5.26e-07	6.537878	6.25411	1.3570794	tubulin alpha 1a
1052_at	4.34e-05	5.28e-07	-6.536553	6.25077	-0.8776304	CCAAT/enhancer binding protein delta
10406_at	4.37e-05	5.37e-07	6.529735	6.23359	2.0162096	WAP four-disulfide core domain 2
22836_at	4.37e-05	5.40e-07	-6.528022	6.22927	-0.7447844	Rho related BTB domain containing 3
10009_at	4.40e-05	5.46e-07	6.523455	6.21776	0.3156708	zinc finger and BTB domain containing 33
28999_at	4.56e-05	5.70e-07	-6.506942	6.17611	-0.5314704	Kruppel like factor 15
25895_at	4.65e-05	5.86e-07	-6.496311	6.14929	-1.0483762	methyltransferase like 21B
4023_at	4.70e-05	5.96e-07	-6.489906	6.13312	-1.3762234	lipoprotein lipase
63920_at	4.83e-05	6.16e-07	6.476899	6.10028	0.6001692	zinc finger BED-type containing 8
1490_at	5.00e-05	6.42e-07	-6.460791	6.05957	-1.665847	connective tissue growth factor
6041_at	5.03e-05	6.50e-07	6.456292	6.0482	0.4480671	ribonuclease L
1284_at	5.09e-05	6.62e-07	6.448948	6.02963	0.9661002	collagen type IV alpha 2
6844_at	5.12e-05	6.74e-07	-6.442247	6.01269	-0.4275519	vesicle associated membrane protein 2
2289_at	5.12e-05	6.82e-07	-6.437708	6.0012	-2.0638314	FK506 binding protein 5
55329_at	5.12e-05	6.85e-07	6.435898	5.99662	1.0988309	meiosis specific nuclear structural 1
10529_at	5.12e-05	6.85e-07	-6.435752	5.99625	-0.6928916	nebulette
2152_at	5.12e-05	6.87e-07	-6.435076	5.99454	-1.2706223	coagulation factor III, tissue factor
50813_at	5.17e-05	6.98e-07	-6.428443	5.97776	-0.4135766	COP9 signalosome subunit 7A
9674_at	5.17e-05	7.06e-07	-6.424282	5.96722	-0.4073158	KIAA0040
79178_at	5.17e-05	7.06e-07	-6.424113	5.9668	-0.4179218	thiamine triphosphatase
53635_at	5.17e-05	7.11e-07	-6.421475	5.96012	-0.4919778	prostate tumor overexpressed 1
90865_at	5.30e-05	7.33e-07	6.409729	5.93038	0.6750652	interleukin 33
10560_at	5.54e-05	7.75e-07	-6.388545	5.8767	-1.0693826	solute carrier family 19 member 2
54958_at	5.54e-05	7.75e-07	-6.388202	5.87583	-0.42888	transmembrane protein 160
8470_at	5.70e-05	8.06e-07	6.372994	5.83727	0.5168926	sorbin and SH3 domain containing 2
23014_at	5.70e-05	8.08e-07	-6.372327	5.83558	-0.9183999	F-box protein 21
3816_at	5.88e-05	8.38e-07	-6.35832	5.80004	-2.0573981	kallikrein 1
57658_at	6.15e-05	8.82e-07	-6.338763	5.75039	-0.4598653	calcium binding and coiled-coil domain 1
3164_at	6.25e-05	9.01e-07	-6.330377	5.72909	-1.3347165	nuclear receptor subfamily 4 group A member 1
11096_at	6.45e-05	9.34e-07	6.316402	5.69357	0.8293416	ADAM metallopeptidase with thrombospondin type 1 motif 5
63934_at	6.46e-05	9.45e-07	6.312161	5.68279	0.3202767	zinc finger protein 667
32_at	6.46e-05	9.46e-07	-6.31147	5.68103	-0.4927583	acetyl-CoA carboxylase beta
10551_at	6.87e-05	1.01e-06	6.28486	5.61335	1.2099528	anterior gradient 2, protein disulphide isomerase family member
26051_at	6.87e-05	1.02e-06	-6.283127	5.60894	-1.0248899	protein phosphatase 1 regulatory subunit 16B
10840_at	6.87e-05	1.02e-06	-6.281216	5.60407	-1.0412003	aldehyde dehydrogenase 1 family member L1
1397_at	6.88e-05	1.03e-06	6.278707	5.59769	0.8955709	cysteine rich protein 2
3570_at	7.08e-05	1.07e-06	-6.265211	5.56332	-0.8096705	interleukin 6 receptor
4069_at	7.25e-05	1.10e-06	6.253904	5.53452	2.6353342	lysozyme
29066_at	7.33e-05	1.12e-06	6.248035	5.51957	0.4454303	zinc finger CCCH-type containing 7A
54541_at	7.43e-05	1.14e-06	-6.240653	5.50075	-1.0093801	DNA damage inducible transcript 4
29842_at	7.48e-05	1.15e-06	-6.236037	5.48898	-0.6301338	transcription factor CP2-like 1
525_at	7.71e-05	1.19e-06	-6.222403	5.45422	-0.8213536	ATPase H+ transporting V1 subunit B1
23710_at	7.90e-05	1.23e-06	-6.210779	5.42456	-0.7157734	GABA type A receptor associated protein like 1
259173_at	8.33e-05	1.30e-06	-6.188842	5.36856	-0.5518198	ALS2 C-terminal like
55119_at	8.53e-05	1.34e-06	6.177657	5.33999	0.4271732	pre-mRNA processing factor 38B
2767_at	8.73e-05	1.38e-06	-6.166615	5.31178	-0.3797624	G protein subunit alpha 11
8743_at	8.73e-05	1.39e-06	6.164494	5.30635	1.0346551	tumor necrosis factor superfamily member 10
10362_at	8.97e-05	1.44e-06	-6.15165	5.27352	-0.359967	high mobility group 20B
1396_at	8.97e-05	1.44e-06	6.150341	5.27017	0.8761803	cysteine rich protein 1
191_at	8.98e-05	1.45e-06	-6.148143	5.26455	-0.7612576	adenosylhomocysteinase
51295_at	9.06e-05	1.47e-06	-6.142794	5.25087	-0.5159196	ECSIT signalling integrator
788_at	9.20e-05	1.50e-06	-6.134907	5.2307	-0.5593419	solute carrier family 25 member 20
2299_at	9.33e-05	1.53e-06	-6.127422	5.21154	-0.9390848	forkhead box I1
10129_at	9.34e-05	1.54e-06	-6.125349	5.20624	-0.6855008	FRY microtubule binding protein
10252_at	9.37e-05	1.56e-06	6.119779	5.19198	0.6793056	sprouty RTK signaling antagonist 1
26084_at	9.37e-05	1.56e-06	-6.119034	5.19007	-0.4156706	Rho guanine nucleotide exchange factor 26
573_at	9.37e-05	1.57e-06	-6.118407	5.18847	-0.3502888	BCL2 associated athanogene 1
8659_at	9.37e-05	1.58e-06	-6.116351	5.1832	-0.9178138	aldehyde dehydrogenase 4 family member A1
56652_at	9.55e-05	1.61e-06	6.107113	5.15955	0.3775342	chromosome 10 open reading frame 2
27242_at	9.77e-05	1.66e-06	-6.096568	5.13254	-0.7112826	TNF receptor superfamily member 21
51422_at	9.78e-05	1.67e-06	-6.094483	5.1272	-0.5317391	protein kinase AMP-activated non-catalytic subunit gamma 2
6003_at	1.05e-04	1.81e-06	6.062672	5.04566	0.2955368	regulator of G-protein signaling 13
23371_at	1.05e-04	1.82e-06	-6.060697	5.04059	-0.5371979	tensin 2
3485_at	1.05e-04	1.83e-06	-6.060173	5.03925	-0.7817673	insulin like growth factor binding protein 2
80176_at	1.06e-04	1.85e-06	-6.054808	5.02549	-0.8216877	splA/ryanodine receptor domain and SOCS box containing 1
55764_at	1.09e-04	1.91e-06	6.04298	4.99514	0.4495657	intraflagellar transport 122
56649_at	1.09e-04	1.92e-06	6.041618	4.99164	0.7376887	transmembrane protease, serine 4
55974_at	1.10e-04	1.94e-06	-6.036579	4.97871	-0.3496152	solute carrier family 50 member 1
9168_at	1.10e-04	1.96e-06	6.033508	4.97083	1.1548454	thymosin beta 10
5033_at	1.13e-04	2.01e-06	-6.023528	4.94521	-0.8980528	prolyl 4-hydroxylase subunit alpha 1
54997_at	1.13e-04	2.01e-06	6.02275	4.94321	1.1222824	tescalcin
64761_at	1.14e-04	2.06e-06	6.01466	4.92243	0.766907	poly(ADP-ribose) polymerase family member 12
22925_at	1.14e-04	2.06e-06	-6.014534	4.92211	-0.826323	phospholipase A2 receptor 1
3433_at	1.14e-04	2.07e-06	6.011473	4.91425	0.8126894	interferon induced protein with tetratricopeptide repeats 2
1290_at	1.14e-04	2.08e-06	6.010996	4.91302	0.4464018	collagen type V alpha 2 chain
8726_at	1.14e-04	2.09e-06	6.009356	4.90881	0.3928707	embryonic ectoderm development
26249_at	1.14e-04	2.10e-06	-6.006359	4.90111	-0.8969605	kelch like family member 3
253982_at	1.14e-04	2.11e-06	6.004419	4.89612	0.4502114	aspartate beta-hydroxylase domain containing 1
1445_at	1.17e-04	2.16e-06	5.995356	4.87283	0.4296921	c-src tyrosine kinase
23231_at	1.20e-04	2.23e-06	5.984366	4.84459	0.7806403	SEL1L family member 3
862_at	1.20e-04	2.25e-06	5.98034	4.83423	0.414589	RUNX1 translocation partner 1
25987_at	1.20e-04	2.26e-06	-5.979836	4.83294	-1.0269032	tsukushi, small leucine rich proteoglycan
2538_at	1.21e-04	2.28e-06	-5.975587	4.82201	-1.9371157	glucose-6-phosphatase catalytic subunit
2746_at	1.21e-04	2.29e-06	-5.974152	4.81832	-0.8010645	glutamate dehydrogenase 1
7168_at	1.21e-04	2.30e-06	5.971764	4.81218	0.9394453	tropomyosin 1 (alpha)
51069_at	1.21e-04	2.31e-06	-5.971236	4.81082	-0.4692682	mitochondrial ribosomal protein L2
4316_at	1.21e-04	2.34e-06	5.966487	4.79861	2.3028047	matrix metallopeptidase 7
637_at	1.21e-04	2.34e-06	5.965215	4.79534	0.4401373	BH3 interacting domain death agonist
56920_at	1.21e-04	2.35e-06	-5.963608	4.7912	-0.8893347	semaphorin 3G
81618_at	1.22e-04	2.38e-06	5.959899	4.78166	0.8398957	integral membrane protein 2C
5886_at	1.22e-04	2.38e-06	-5.959669	4.78107	-0.3692485	RAD23 homolog A, nucleotide excision repair protein
4897_at	1.22e-04	2.40e-06	5.956143	4.772	0.6572299	neuronal cell adhesion molecule
4794_at	1.25e-04	2.46e-06	5.946158	4.7463	0.696571	NFKB inhibitor epsilon
7096_at	1.25e-04	2.47e-06	5.944775	4.74274	0.7115992	toll like receptor 1
79154_at	1.26e-04	2.50e-06	-5.941288	4.73376	-0.6409731	dehydrogenase/reductase 11
6659_at	1.26e-04	2.51e-06	5.938531	4.72667	1.2919966	SRY-box 4
10456_at	1.27e-04	2.55e-06	-5.933023	4.71248	-0.3816138	HCLS1 associated protein X-1
64102_at	1.27e-04	2.56e-06	5.931062	4.70744	1.1156963	tenomodulin
5917_at	1.27e-04	2.57e-06	5.930034	4.70479	0.4693381	arginyl-tRNA synthetase
80148_at	1.27e-04	2.58e-06	-5.928962	4.70203	-0.861742	PQ loop repeat containing 1
2983_at	1.27e-04	2.59e-06	5.927656	4.69866	0.8562932	guanylate cyclase 1 soluble subunit beta
79693_at	1.27e-04	2.60e-06	-5.926019	4.69445	-0.434176	yrdC N6-threonylcarbamoyltransferase domain containing
7980_at	1.27e-04	2.63e-06	5.921969	4.68402	1.4186134	tissue factor pathway inhibitor 2
10873_at	1.27e-04	2.63e-06	-5.921855	4.68373	-0.5685492	malic enzyme 3
1282_at	1.27e-04	2.64e-06	5.920095	4.67919	1.0521555	collagen type IV alpha 1 chain
7450_at	1.27e-04	2.65e-06	5.918822	4.67591	0.6088809	von Willebrand factor
55729_at	1.31e-04	2.74e-06	5.905579	4.64179	0.4467634	activating transcription factor 7 interacting protein
6695_at	1.31e-04	2.75e-06	-5.904192	4.63822	-1.1501532	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1
6322_at	1.32e-04	2.79e-06	-5.8996	4.62638	-0.5060927	sex comb on midleg-like 1 (Drosophila)
978_at	1.32e-04	2.80e-06	-5.898315	4.62307	-0.6878377	cytidine deaminase
6095_at	1.36e-04	2.89e-06	-5.885832	4.59089	-0.6062932	RAR related orphan receptor A
55888_at	1.37e-04	2.92e-06	5.882386	4.58201	0.3539467	zinc finger with KRAB and SCAN domains 7
1894_at	1.37e-04	2.92e-06	5.881745	4.58036	0.4465554	epithelial cell transforming 2
1594_at	1.37e-04	2.93e-06	-5.8804	4.57689	-2.0426105	cytochrome P450 family 27 subfamily B member 1
10245_at	1.37e-04	2.96e-06	-5.877177	4.56858	-0.3813514	translocase of inner mitochondrial membrane 17 homolog B (yeast)
1489_at	1.41e-04	3.06e-06	-5.864675	4.53633	-0.4751899	cardiotrophin 1
7771_at	1.41e-04	3.06e-06	5.8644	4.53562	0.4010188	zinc finger protein 112
51111_at	1.42e-04	3.10e-06	5.859004	4.5217	0.4120248	lysine methyltransferase 5B
64960_at	1.43e-04	3.15e-06	-5.852807	4.50571	-0.4523627	mitochondrial ribosomal protein S15
1579_at	1.43e-04	3.15e-06	-5.852803	4.5057	-1.0458612	cytochrome P450 family 4 subfamily A member 11
8079_at	1.43e-04	3.16e-06	-5.852025	4.50369	-0.4931848	myeloid leukemia factor 2
79415_at	1.48e-04	3.28e-06	5.837781	4.46692	0.4152296	chromosome 17 open reading frame 62
1056_at	1.49e-04	3.32e-06	-5.833197	4.45509	-0.859004	carboxyl ester lipase
10385_at	1.49e-04	3.33e-06	5.83262	4.4536	0.4008637	butyrophilin subfamily 2 member A2
6559_at	1.51e-04	3.38e-06	-5.826321	4.43733	-1.2169546	solute carrier family 12 member 3
84525_at	1.51e-04	3.39e-06	5.825384	4.43491	1.5980102	HOP homeobox
29946_at	1.53e-04	3.44e-06	-5.819277	4.41914	-0.5261282	SERTA domain containing 3
55106_at	1.54e-04	3.48e-06	5.815687	4.40987	0.6042333	schlafen family member 12
5359_at	1.54e-04	3.49e-06	5.814593	4.40704	0.9704717	phospholipid scramblase 1
