ID	adj.P.Val	P.Value	t	B	logFC	Gene.Symbol	GB_LIST	SPOT_ID
11756547_a_at	0.04269	2.09e-04	4.6733256	0.81577	1.2382249	CLU	NM_001171138,NM_001831,NM_203339	
11726585_at	0.043	2.13e-04	4.6657292	0.80095	1.8710253	PIPOX	NM_016518	
11722144_at	0.043	2.14e-04	4.662863	0.79536	0.778291	USP37	NM_020935	
11723515_a_at	0.043	2.15e-04	-4.6597218	0.78923	-0.801855	CAB39L	NM_001079670,NM_030925	
11744238_at	0.043	2.16e-04	4.6587493	0.78733	1.3225455	SERPINF2	NM_000934,NM_001165920,NM_001165921	
11741377_a_at	0.043	2.16e-04	-4.6579453	0.78576	-0.902852	MMP2	NM_001127891,NM_004530	
11723182_at	0.043	2.16e-04	-4.6574757	0.78485	-2.3000615	CNOT6L	NM_144571	
11728512_a_at	0.043	2.17e-04	-4.6566755	0.78329	-1.2357846	TRAF5	NM_001033910,NM_004619,NM_145759	
11743844_a_at	0.04301	2.20e-04	4.650627	0.77148	1.1907886	PROC	NM_000312	
11737261_at	0.04301	2.20e-04	-4.6494882	0.76925	-0.8316126	BICC1	NM_001080512	
11730611_at	0.04301	2.21e-04	-4.6479893	0.76633	-0.803926	MCOLN2	NM_153259	
11724997_a_at	0.04301	2.22e-04	-4.6456094	0.76168	-0.7962962	CD86	NM_006889,NM_175862	
11726255_x_at	0.04301	2.22e-04	-4.6455043	0.76147	-1.7754316	CD74	NM_001025158,NM_001025159,NM_004355	
11747103_a_at	0.04301	2.22e-04	4.6454642	0.7614	1.5480991	AMBP	NM_001633	
11716780_s_at	0.04427	2.30e-04	-4.6286053	0.72846	-0.8882574	CLDN4	NM_001305	
11721706_at	0.04427	2.30e-04	4.6283254	0.72791	1.4611066	GPAM	NM_020918	
11728867_a_at	0.04514	2.36e-04	4.6174715	0.70669	1.1374066	PCK2	NM_001018073,NM_004563	
11764166_s_at	0.04538	2.38e-04	-4.6132217	0.69838	-0.8008766	EHF	NM_012153	
11758794_x_at	0.0455	2.40e-04	4.6102231	0.69251	1.0642048	ORM1	NM_000607	
11750179_s_at	0.0455	2.40e-04	4.608448	0.68904	1.3340137	ECHDC2	NM_018281	
11729203_a_at	0.04587	2.43e-04	-4.6028969	0.67818	-0.9173484	PLXND1	NM_015103	
11723744_a_at	0.04609	2.46e-04	4.5979739	0.66854	1.701495	SLC13A5	NM_001143838,NM_177550	
11720697_a_at	0.04609	2.46e-04	-4.5970777	0.66679	-1.2680699	HDAC7	NM_001098416,NM_015401	
11724430_a_at	0.0461	2.47e-04	-4.5952327	0.66318	-0.8491458	RCAN3	NM_013441	
11719433_at	0.04664	2.52e-04	-4.5875288	0.64809	-0.5893426	HECA	NM_016217	
11722138_s_at	0.04664	2.52e-04	-4.586375	0.64583	-0.9820932	GUCY1A3	NM_000856,NM_001130682,NM_001130683,NM_001130684,NM_001130685,NM_001130686,NM_001130687	
11750634_x_at	0.04693	2.55e-04	4.5814113	0.63611	1.8170252	LOC100288142 /// LOC200030 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF16 /// NBPF8 /// NBPF9	NM_001037675,NM_001039703,NM_001101663,NM_001102663,NM_001170755,NM_015383,NM_017940,NM_173638,NM_183372,XM_001726946,XM_002344444,XM_002346226	
11755587_a_at	0.04693	2.56e-04	-4.5800259	0.6334	-1.5375529	TRIM22	NM_006074	
11757148_at	0.04694	2.58e-04	-4.5754907	0.62451	-1.1743177	SNORA21	NR_002576	
11716919_a_at	0.04694	2.59e-04	4.5742134	0.62201	1.4102214	PDIA5	NM_006810,NR_028444	
11715941_s_at	0.04694	2.59e-04	-4.5740086	0.62161	-1.0439884	AQP1	NM_198098	
11715463_s_at	0.04694	2.60e-04	4.5730143	0.61966	0.9820255	IGFBP4	NM_001552	
11747361_x_at	0.04694	2.61e-04	-4.5710031	0.61572	-1.0780394	HMGA1	NM_002131,NM_145899,NM_145901,NM_145902,NM_145903,NM_145905	
11753422_a_at	0.04694	2.61e-04	-4.5697091	0.61318	-1.2017364	BNIP3L	NM_004331	
11755533_a_at	0.04713	2.63e-04	4.5661377	0.60618	1.3276889	GPR125	NM_145290	
11716965_a_at	0.04714	2.65e-04	-4.5631241	0.60027	-1.0373763	ATN1	NM_001007026,NM_001940	
11759852_x_at	0.04714	2.65e-04	-4.5626646	0.59937	-2.1946738	IGH@ /// IGHG1 /// IGHM /// IGHV4-31 /// LOC100290146	XM_001718220,XM_002347483	
11739876_s_at	0.0476	2.69e-04	-4.5564283	0.58714	-1.0279378	BSG	NM_001728,NM_198589,NM_198591	
11763663_x_at	0.04776	2.71e-04	-4.5532432	0.5809	-1.0168298	IGKC /// LOC652694	XM_942302	
11727472_x_at	0.04801	2.73e-04	4.5492011	0.57297	1.2559293	CYP2C9	NM_000771	
11752202_a_at	0.04803	2.75e-04	4.5468007	0.56826	1.5152806	HAL	NM_002108	
11736387_a_at	0.04803	2.76e-04	4.5445202	0.56378	1.7038815	ABAT	NM_000663,NM_001127448,NM_020686	
11719672_a_at	0.04803	2.76e-04	-4.5440349	0.56283	-0.7216032	RCAN2	NM_005822	
11744905_x_at	0.04821	2.78e-04	4.5406649	0.55622	1.1057387	ORM1	NM_000607	
11763144_x_at	0.04853	2.81e-04	-4.5360353	0.54713	-1.4161363	LOC100291682	XM_002345544	
11755143_a_at	0.04859	2.83e-04	-4.53287	0.54092	-0.9414476	BNC2	NM_017637	
11750152_a_at	0.04859	2.83e-04	4.5322309	0.53966	1.2619977	SLC23A2	NM_005116,NM_203327	
11745458_a_at	0.0487	2.86e-04	-4.5282868	0.53192	-0.6689411	EYA3	NM_001990	
11751844_a_at	0.0487	2.86e-04	-4.5279128	0.53118	-1.5297982	STMN2	NM_007029	
11749435_a_at	0.04879	2.88e-04	4.523896	0.52329	1.155035	SLC38A3	NM_006841	
11728944_a_at	0.04879	2.89e-04	-4.5238451	0.52319	-1.3395423	LST1	NM_001166538,NM_007161,NM_205837,NM_205838,NM_205839,NM_205840,NR_029461,NR_029462	
11738805_a_at	0.04897	2.91e-04	4.5202065	0.51605	1.0061412	NR1I2	NM_003889,NM_022002,NM_033013	
11753370_s_at	0.04897	2.92e-04	-4.5189942	0.51367	-0.8139192	FGFR2	NM_000141,NM_001144913,NM_001144914,NM_001144915,NM_001144916,NM_001144917,NM_001144918,NM_001144919,NM_022970	
11724511_a_at	0.04948	2.96e-04	4.512594	0.50109	1.2217428	AMBP	NM_001633	
11762478_at	0.04948	2.97e-04	4.5096913	0.49539	2.5652902	AGXT	NM_000030	
11715318_s_at	0.04948	2.98e-04	4.5095159	0.49504	1.5171928	CYP2C19	NM_000769	
11716592_s_at	0.04978	3.01e-04	-4.5046861	0.48555	-1.0245567	BTBD1	NM_001011885,NM_025238	
11724444_a_at	0.04978	3.02e-04	4.5024353	0.48113	0.6984944	ASB9	NM_001031739,NM_001168530,NM_001168531,NM_024087	
11716384_at	0.04978	3.06e-04	-4.496951	0.47034	-1.8050286	CCL2	NM_002982	
11749861_a_at	0.04978	3.06e-04	4.4962861	0.46904	1.0841904	SERPINF2	NM_000934,NM_001165920,NM_001165921	
11753513_a_at	0.04978	3.06e-04	-4.4960639	0.4686	-0.6756759	UBXN2A	NM_181713	
11715588_x_at	0.04978	3.07e-04	-4.4949874	0.46648	-1.0287912	MYL9	NM_006097,NM_181526	
11762525_s_at	0.04978	3.08e-04	4.4934655	0.46349	0.7035167	---	AF339086.1	
11723555_at	0.04978	3.09e-04	-4.4927751	0.46213	-1.0017737	DCAF16	NM_017741	
11760143_at	0.04978	3.10e-04	-4.489989	0.45665	-0.8895612	HLA-F	NM_001098478,NM_001098479,NM_018950	
11744854_x_at	0.04978	3.12e-04	-4.4873297	0.45142	-0.7028422	ZNF28	NM_006969	
11720025_s_at	0.04978	3.13e-04	-4.4864998	0.44979	-0.7831852	FAM118A	NM_001104595,NM_017911	
11731491_a_at	0.04978	3.14e-04	-4.4843783	0.44562	-1.4033256	HK1	NM_000188,NM_033496,NM_033497,NM_033498,NM_033500	
11754065_x_at	0.04978	3.14e-04	4.4843783	0.44562	1.1135246	ORM1	NM_000607	
11743071_a_at	0.04978	3.15e-04	-4.4826224	0.44216	-1.0364675	LPAR6	NM_001162497,NM_001162498,NM_005767	
11761467_x_at	0.04978	3.15e-04	-4.4825999	0.44212	-1.7170748	IGHG3 /// IGHM	BC089421.1	
11750408_a_at	0.04978	3.15e-04	-4.4824156	0.44175	-1.0815312	CD97	NM_001025160,NM_001784,NM_078481	
11736986_x_at	0.04989	3.17e-04	4.4798699	0.43675	0.6024978	NUBPL	NM_025152	
11755943_x_at	0.04999	3.19e-04	-4.4775335	0.43215	-1.2589633	VIM	NM_003380	
11740743_a_at	0.05001	3.21e-04	-4.4747887	0.42675	-1.0157577	TPM2	NM_003289,NM_213674	
11756915_a_at	0.05001	3.21e-04	4.474374	0.42593	1.6606093	CYP4F11	NM_001128932,NM_021187	
11715950_a_at	0.05002	3.22e-04	-4.4728764	0.42298	-1.0302708	KCTD12	NM_138444	
11759545_a_at	0.05016	3.24e-04	-4.4701225	0.41756	-0.8512976	PRMT2	NM_001535,NM_206962	
11718291_a_at	0.05065	3.29e-04	-4.4633781	0.40428	-1.4204011	HK1	NM_000188,NM_033496,NM_033497,NM_033498,NM_033500	
11744450_x_at	0.05065	3.30e-04	-4.4614805	0.40055	-0.987027	ARHGAP4	NM_001164741,NM_001666	
11754026_a_at	0.05065	3.32e-04	-4.4585831	0.39484	-2.3253573	IL8	NM_000584	
11737202_at	0.05065	3.33e-04	4.4576919	0.39309	1.0599163	F13B	NM_001994	
11739422_s_at	0.05065	3.33e-04	-4.4575534	0.39281	-0.6443002	LOC100132214 /// RASA4 /// RASA4B /// RASA4P	NM_001079877,NM_006989,NR_024116,XM_001725602,XM_002342747,XM_002344378,XM_002344379	
11753399_x_at	0.05065	3.33e-04	-4.4570054	0.39173	-0.9323318	ANXA2	NM_001002857,NM_001002858,NM_001136015,NM_004039	
11760038_a_at	0.05072	3.35e-04	-4.4549268	0.38764	-0.8078369	GLS	NM_014905	
11724628_a_at	0.0512	3.39e-04	4.4491149	0.37619	1.5029792	MAT1A	NM_000429	
11760199_a_at	0.05122	3.40e-04	4.4475229	0.37306	1.2388959	ITIH4	NM_001166449,NM_002218	
11744300_at	0.05159	3.45e-04	-4.4412069	0.36061	-0.7155707	CHST15	NM_015892	
11752224_a_at	0.05159	3.46e-04	-4.4393727	0.357	-0.8591136	SLFN5	NM_144975	
11758039_s_at	0.05159	3.46e-04	4.4391766	0.35661	1.6516893	SDS	NM_006843	
11761642_a_at	0.05159	3.47e-04	-4.4386252	0.35552	-1.1167375	TPM1	NM_000366,NM_001018004,NM_001018005,NM_001018006,NM_001018007,NM_001018008,NM_001018020	
11749751_s_at	0.05175	3.49e-04	-4.4358044	0.34996	-1.8260959	WIPF1	NM_001077269,NM_003387	
11738125_a_at	0.05194	3.53e-04	-4.4301007	0.33872	-0.7189366	SLC25A24	NM_013386,NM_213651	
11733130_x_at	0.05194	3.54e-04	-4.4295489	0.33763	-0.658952	ZNF187	NM_001023560,NM_001111039,NM_152736	
11763864_a_at	0.05194	3.55e-04	-4.4278839	0.33435	-0.7754046	---	AK310011.1	
11734575_a_at	0.05194	3.55e-04	-4.4277594	0.3341	-1.1020271	HDAC7	NM_001098416,NM_015401	
11744162_a_at	0.05194	3.57e-04	-4.424586	0.32784	-0.8816795	DUSP4	NM_001394,NM_057158	
11726113_a_at	0.05194	3.58e-04	-4.4245407	0.32775	-1.0058735	FAM46B	NM_052943	
11760960_at	0.05194	3.58e-04	-4.4245072	0.32769	-0.756198	EML2	NM_012155	
11739148_a_at	0.05217	3.60e-04	-4.4210439	0.32086	-1.3304858	SAMHD1	NM_015474	
11726153_at	0.05234	3.63e-04	-4.4171918	0.31326	-1.5828809	POU2AF1	NM_006235	
11726575_a_at	0.05234	3.63e-04	4.4168908	0.31267	1.9226039	CYP2A6 /// CYP2A7	NM_000762,NM_000764,NM_030589	
11757135_x_at	0.05246	3.66e-04	-4.4142916	0.30754	-1.3111398	SNORA49	NR_002979	
11756274_a_at	0.05246	3.66e-04	4.4131142	0.30522	1.3681433	ALDH1L1	NM_012190	
11726762_at	0.05273	3.72e-04	-4.4061785	0.29153	-0.9119978	SLCO3A1	NM_001145044,NM_013272	
11751669_a_at	0.05273	3.72e-04	4.4059349	0.29105	1.8034822	ADH6	NM_000672,NM_001102470	
11728079_a_at	0.05273	3.73e-04	-4.404894	0.289	-0.5542569	TBC1D22B	NM_017772	
11734545_a_at	0.05273	3.75e-04	4.4029571	0.28517	0.6119804	NARFL	NM_022493	
11752407_x_at	0.05273	3.76e-04	4.4015747	0.28245	0.8226156	EMX1 /// TARS2	NM_004097,NM_025150	
11728720_at	0.05273	3.76e-04	-4.4015046	0.28231	-0.6704459	RHOH	NM_004310	
11754181_a_at	0.05273	3.76e-04	-4.4014521	0.2822	-1.2603203	IL2RG	NM_000206	
200093_PM_s_at	0.0529	3.78e-04	4.3986829	0.27674	1.3879365	HINT1	NM_005340,NR_024610,NR_024611	
11736565_at	0.0534	3.83e-04	-4.3922987	0.26413	-0.781456	PTPN14	NM_005401	
11735076_a_at	0.0534	3.84e-04	4.3917464	0.26304	1.1034172	CYP2C18	NM_000772,NM_001128925	
11740763_x_at	0.05341	3.86e-04	4.389241	0.2581	1.3761406	RGPD3 /// RGPD4	NM_001144013,NM_182588	
11747072_s_at	0.05341	3.86e-04	-4.3890546	0.25773	-1.0355826	TUBB6	NM_032525	
11720582_a_at	0.05355	3.88e-04	-4.3865156	0.25272	-0.7047	TCF12	NM_003205,NM_207036,NM_207037,NM_207038,NM_207040	
11751231_a_at	0.0536	3.90e-04	4.3848469	0.24942	1.5568253	HAL	NM_002108	
11723102_at	0.05398	3.94e-04	-4.3790929	0.23805	-1.6247715	GNB4	NM_021629	
11725922_a_at	0.05398	3.95e-04	-4.3790014	0.23787	-1.040832	CLIC6	NM_053277	
11743272_a_at	0.05423	3.99e-04	-4.3744227	0.22883	-0.7088483	RSRC2	NM_023012,NM_198261,NM_198262	
11735165_s_at	0.05423	3.99e-04	-4.3743088	0.2286	-0.7155105	OSBPL5	NM_001144063,NM_020896,NM_145638	
11725616_at	0.05428	4.01e-04	-4.3716561	0.22336	-0.6106624	PPP1CB	NM_002709,NM_206876	
11733869_a_at	0.05428	4.02e-04	-4.3708529	0.22178	-0.798616	HLA-DOA	NM_002119	
11717802_s_at	0.05428	4.02e-04	4.3701211	0.22033	2.2951624	ATF5	NM_012068	
11736510_a_at	0.05452	4.05e-04	4.3667686	0.2137	1.0738493	IL6R	NM_000565,NM_181359	
11746961_a_at	0.05463	4.07e-04	-4.3645894	0.2094	-1.7027296	HLA-DMB	NM_002118	
11762130_x_at	0.05467	4.08e-04	4.3630374	0.20633	1.8534101	CFHR3	NM_001166624,NM_021023	
11744744_a_at	0.05522	4.14e-04	4.3571889	0.19477	0.9868388	SLITRK3	NM_014926	
11736230_a_at	0.05595	4.20e-04	-4.3498435	0.18025	-0.9603471	CRIM1	NM_016441	
11752455_a_at	0.05614	4.23e-04	4.3465999	0.17383	1.142365	ARHGEF10L	NM_001011722,NM_018125	
11743127_x_at	0.05614	4.24e-04	4.3457966	0.17224	0.910741	CHCHD10	NM_213720	
11727143_x_at	0.05658	4.28e-04	-4.3410042	0.16277	-1.0729617	EPB41L3	NM_012307	
11760429_at	0.05699	4.33e-04	-4.3364246	0.15371	-0.6470597	CHCHD3	NM_017812	
11759894_at	0.05732	4.36e-04	4.3325274	0.146	1.0765135	GCLC	NM_001498	
11754586_x_at	0.05739	4.39e-04	-4.3299075	0.14081	-0.9233324	WDR82	NM_025222	
11724219_x_at	0.05739	4.41e-04	4.3278575	0.13676	1.2223955	GSTA1	NM_145740	
11749752_x_at	0.05739	4.41e-04	-4.3273419	0.13574	-0.6497023	WIPF1	NM_001077269,NM_003387	
11730504_at	0.05739	4.42e-04	-4.327101	0.13526	-0.7312871	ADAMTS2	NM_014244,NM_021599	
11740249_at	0.05771	4.46e-04	4.3224395	0.12603	0.7950523	CFHR5	NM_030787	
11723745_x_at	0.05771	4.46e-04	4.3220679	0.1253	1.5689104	SLC13A5	NM_001143838,NM_177550	
11730125_x_at	0.05785	4.49e-04	-4.3198171	0.12084	-0.837914	ADAMTSL2	NM_001145320,NM_014694	
11749066_s_at	0.05791	4.50e-04	-4.318123	0.11749	-0.9528888	BGN	NM_001711	
11727007_at	0.05805	4.55e-04	-4.3133445	0.10803	-1.292588	SORT1	NM_002959	
11758788_at	0.05805	4.56e-04	-4.3120574	0.10548	-1.3855816	PHF5A	NM_032758	
11736747_x_at	0.05805	4.58e-04	-4.3104056	0.10221	-1.011785	ADAM28	NM_014265,NM_021777	
11743580_s_at	0.05805	4.58e-04	-4.3103869	0.10217	-1.1613756	ACTR2 /// LOC284441	NM_001005386,NM_005722,NR_003128	
11747704_a_at	0.05805	4.59e-04	-4.3091187	0.09966	-0.8067908	CLDN11	NM_005602	
11719199_a_at	0.05805	4.59e-04	-4.3088182	0.09907	-0.8733856	CCND2	NM_001759	
11716376_at	0.05805	4.61e-04	4.3077081	0.09687	1.0483545	SERPINA5	NM_000624	
11756669_x_at	0.05805	4.63e-04	4.30551	0.09252	1.283848	HPN	NM_002151,NM_182983	
11721208_at	0.05805	4.63e-04	-4.3054838	0.09247	-0.74118	IFFO2	NM_001136265	
11716114_x_at	0.05805	4.63e-04	4.305119	0.09174	0.8042693	POR	NM_000941	
11749543_a_at	0.05875	4.70e-04	4.2983057	0.07825	0.9335929	HABP2	NM_001177660,NM_004132	
11720477_a_at	0.05875	4.71e-04	4.2973123	0.07628	1.2280543	PLG	NM_000301,NM_001168338	
11754579_at	0.05895	4.76e-04	-4.292633	0.06701	-1.2173712	PAPPA	NM_002581	
11760144_x_at	0.05895	4.76e-04	-4.2926156	0.06698	-1.082154	HLA-F	NM_001098478,NM_001098479,NM_018950	
11721032_s_at	0.05895	4.76e-04	-4.2922943	0.06634	-0.8126594	FAM107A	NM_001076778,NM_007177	
11749313_a_at	0.05999	4.86e-04	-4.2830641	0.04805	-0.9452931	ABI1	NM_001012750,NM_001012751,NM_001012752,NM_001178116,NM_001178119,NM_001178120,NM_001178121,NM_001178122,NM_001178123,NM_001178124,NM_001178125,NM_005470	
11727271_a_at	0.06021	4.90e-04	4.2796377	0.04126	0.9192766	TRIM55	NM_033058,NM_184085,NM_184086,NM_184087	
11719670_a_at	0.06021	4.90e-04	-4.2788011	0.0396	-0.5629226	RCAN2	NM_005822	
11744584_a_at	0.06021	4.93e-04	4.2766853	0.03541	0.8448658	HYI	NM_001174052,NM_031207	
11739395_a_at	0.06021	4.93e-04	-4.2760364	0.03412	-0.7649312	MFHAS1	NM_004225	
11728285_at	0.06021	4.94e-04	-4.2756824	0.03342	-0.9856899	RBMS2	NM_002898	
11736626_a_at	0.06033	4.96e-04	4.2736042	0.0293	1.7948889	BAAT	NM_001127610,NM_001701	
11730684_a_at	0.06036	4.97e-04	-4.2722252	0.02657	-0.7989585	PTPRM	NM_001105244,NM_002845	
11757141_s_at	0.06041	4.99e-04	-4.2703802	0.02291	-0.916662	SNORA25 /// TAF1D	NM_024116,NR_003028	
11758811_x_at	0.06041	5.00e-04	-4.2695923	0.02135	-0.968815	HNRNPA1 /// HNRNPA1L2 /// HNRPA1L-2 /// LOC644037	NM_001011724,NM_001011725,NM_002136,NM_031157,NR_002944,XR_017337,XR_038280,XR_038765	
11745632_a_at	0.06055	5.03e-04	-4.2674281	0.01706	-0.7221647	SEMA3D	NM_152754	
11754760_a_at	0.06105	5.08e-04	-4.2624866	0.00726	-0.6994209	GRAMD1A	NM_001136199,NM_020895	
11739034_s_at	0.06128	5.11e-04	-4.2596391	0.00162	-1.0963533	ACTR2 /// LOC284441	NM_001005386,NM_005722,NR_003128	
11736467_a_at	0.06148	5.14e-04	-4.2570557	-0.00351	-0.7470066	TAGAP	NM_054114,NM_138810,NM_152133	
11732002_a_at	0.06153	5.16e-04	-4.2555956	-0.0064	-0.768478	WDR86	NM_198285	
11761676_a_at	0.06211	5.22e-04	4.2501487	-0.01721	0.6101167	C3orf31	NM_138807	
11751244_s_at	0.06213	5.23e-04	-4.2489157	-0.01965	-1.2501881	CNN2	NM_004368,NM_201277	
11762294_x_at	0.06245	5.27e-04	-4.2453945	-0.02664	-1.1032637	TRBC1	AF043180.1	
11763777_at	0.06273	5.32e-04	-4.2415941	-0.03418	-0.9940564	C1orf38	NM_001039477,NM_001105556,NM_004848	
11756577_a_at	0.06273	5.33e-04	-4.2404177	-0.03651	-0.9528628	PEA15	NM_003768	
11763047_x_at	0.06273	5.33e-04	-4.240086	-0.03717	-0.7943243	AMELY	NM_001143	
11746089_a_at	0.06286	5.36e-04	-4.2379868	-0.04134	-0.5893998	LTBP4	NM_001042544,NM_001042545,NM_003573	
11760958_at	0.06386	5.46e-04	-4.229702	-0.05778	-0.7724826	C10orf128	NM_001010863	
11748458_x_at	0.06425	5.50e-04	-4.2257799	-0.06556	-0.7248085	ATXN2L	NM_007245,NM_145714,NM_148414,NM_148415,NM_148416	
11749719_a_at	0.06459	5.57e-04	-4.2201887	-0.07666	-0.6671184	C9orf91	NM_153045	
11725701_a_at	0.06459	5.58e-04	4.2193213	-0.07838	0.9468408	AQP9	NM_020980	
11730896_a_at	0.06459	5.58e-04	-4.2192266	-0.07857	-0.8538641	MAPKAPK2	NM_004759,NM_032960	
11736664_a_at	0.06459	5.58e-04	-4.2190546	-0.07891	-0.5356911	JDP2	NM_001135047,NM_001135048,NM_001135049,NM_130469	
11754429_a_at	0.06477	5.61e-04	-4.216652	-0.08368	-1.0469301	LAMA2	NM_000426,NM_001079823	
11757586_a_at	0.06508	5.65e-04	4.2133944	-0.09015	1.3045119	SLC27A5	NM_012254	
11732526_s_at	0.06524	5.68e-04	-4.2112056	-0.0945	-1.4157638	CSGALNACT1	NM_001130518,NM_018371,NR_024040	
11727673_a_at	0.06543	5.71e-04	-4.2088028	-0.09927	-0.6792747	CDH24	NM_022478,NM_144985	
11719128_a_at	0.06561	5.75e-04	-4.2058082	-0.10522	-0.8191579	LMF2	NM_033200	
11740959_a_at	0.06561	5.76e-04	4.2050485	-0.10672	0.8301054	DMD	NM_000109,NM_004006,NM_004007,NM_004009,NM_004010,NM_004011,NM_004012,NM_004013,NM_004014,NM_004015,NM_004016,NM_004017,NM_004018,NM_004019,NM_004020,NM_004021,NM_004022,NM_004023	
11740872_a_at	0.06561	5.77e-04	-4.2043362	-0.10814	-0.6293432	MS4A7	NM_021201,NM_206938,NM_206939,NM_206940	
11746909_a_at	0.06572	5.80e-04	4.2018908	-0.113	1.2130096	A1CF	NM_014576,NM_138932,NM_138933	
11752611_s_at	0.06572	5.80e-04	-4.2014984	-0.11378	-1.034342	SSR1	NM_003144	
11747590_a_at	0.06582	5.83e-04	-4.1994216	-0.1179	-1.857791	FAIM3	NM_001142472,NM_001142473,NM_005449	
11715452_s_at	0.06582	5.85e-04	-4.1980442	-0.12064	-1.1133771	COL4A2	NM_001846	
11764256_s_at	0.06582	5.85e-04	4.197592	-0.12154	1.6796064	DCAF6	NM_001017977,NM_018442	
11718473_a_at	0.06593	5.87e-04	-4.1958355	-0.12502	-0.7272807	CLIP3	NM_015526	
11747389_a_at	0.06598	5.89e-04	4.1944245	-0.12783	1.3257258	SFRS5	NM_001039465,NM_006925	
11750168_x_at	0.06664	5.96e-04	4.1887863	-0.13903	1.4365782	GLUD1	NM_005271	
11757116_x_at	0.0668	5.99e-04	-4.1866907	-0.14319	-1.6285856	SNORA26	NR_003016	
11729488_x_at	0.067	6.02e-04	-4.1842728	-0.148	-0.8152228	DCLRE1C	NM_001033855,NM_001033857,NM_001033858,NM_022487	
11763702_a_at	0.06722	6.07e-04	-4.1809393	-0.15462	-0.6384059	WDR48	NM_020839	
11745932_x_at	0.06722	6.07e-04	-4.1803782	-0.15574	-1.1837838	TMSB10	NM_021103	
11726431_a_at	0.06722	6.08e-04	-4.1796916	-0.1571	-0.9846277	OSBPL3	NM_015550,NM_145320,NM_145321,NM_145322	
11739486_at	0.06766	6.15e-04	-4.1749518	-0.16652	-0.6448507	SUZ12	NM_015355	
11736266_a_at	0.06766	6.15e-04	4.1746337	-0.16715	0.6740922	KIAA1012	NM_014939	
11761514_at	0.06823	6.24e-04	4.1683138	-0.17972	1.7396298	HNRNPM	NM_005968,NM_031203	
11725664_a_at	0.06823	6.24e-04	-4.1679908	-0.18036	-1.4785846	EDNRB	NM_000115,NM_001122659,NM_003991	
11729819_a_at	0.06823	6.26e-04	4.1665503	-0.18322	0.9005731	IGF1	NM_000618,NM_001111283,NM_001111284,NM_001111285	
11715865_a_at	0.06823	6.27e-04	-4.1659342	-0.18445	-0.6331736	ATP6V1F	NM_004231	
11721991_a_at	0.06823	6.28e-04	-4.1653436	-0.18562	-0.7267939	SLC6A6	NM_001134367,NM_001134368,NM_003043	
11763456_x_at	0.06823	6.32e-04	-4.1624421	-0.19139	-0.8431699	TACC3	NM_006342	
11761418_x_at	0.06823	6.32e-04	-4.1621248	-0.19202	-0.9318041	IL23A	NM_016584	
11747359_a_at	0.06823	6.33e-04	-4.1617897	-0.19269	-0.6580724	PHF17	NM_024900,NM_199320	
11727665_a_at	0.06823	6.33e-04	4.1613552	-0.19355	1.4475051	HAO2	NM_001005783,NM_016527	
11740873_x_at	0.06823	6.34e-04	-4.1606371	-0.19498	-0.9772019	MS4A7	NM_021201,NM_206938,NM_206939,NM_206940	
11744913_x_at	0.06849	6.38e-04	-4.1578799	-0.20046	-0.9614408	NFATC4	NM_001136022,NM_004554	
11753824_x_at	0.06872	6.41e-04	4.155358	-0.20547	0.8620868	FXYD1	NM_005031,NM_021902	
11743199_at	0.06885	6.48e-04	4.1508247	-0.21449	1.3164797	C8A	NM_000562	
11732231_a_at	0.06885	6.50e-04	-4.1495933	-0.21694	-0.7230494	ORAI2	NM_001126340,NM_032831	
11745110_s_at	0.06885	6.50e-04	4.1492003	-0.21772	1.0245799	GLYCTK	NM_001144951,NM_145262,NR_026699,NR_026700,NR_026701,NR_026702	
11747974_a_at	0.06885	6.50e-04	4.1491443	-0.21783	0.6681558	MASP1	NM_001031849,NM_001879,NM_139125,NR_033519	
11727542_a_at	0.06885	6.54e-04	4.1465221	-0.22305	2.1191206	MPDZ	NM_003829	
11732812_at	0.06885	6.58e-04	-4.1434954	-0.22907	-0.5396015	C11orf45	NM_145013	
11715571_a_at	0.06885	6.59e-04	-4.1433458	-0.22936	-0.7753096	CLSTN1	NM_001009566,NM_014944	
11740218_a_at	0.06885	6.60e-04	-4.1421648	-0.23171	-0.9191926	SIRPB1	NM_001083910,NM_001135844,NM_006065	
11757635_a_at	0.06885	6.62e-04	-4.1406605	-0.2347	-0.6387336	TYROBP	NM_001173514,NM_001173515,NM_003332,NM_198125,NR_033390	
11743920_a_at	0.06885	6.64e-04	4.1397943	-0.23643	2.491564	AGXT2	NM_031900	
11716325_a_at	0.06885	6.65e-04	4.138962	-0.23808	1.5079607	CLK1	NM_001162407,NM_004071,NR_027855,NR_027856	
11761569_x_at	0.06885	6.65e-04	-4.1385368	-0.23893	-0.7570319	TMC6	NM_001127198,NM_007267	
11751789_a_at	0.06885	6.67e-04	-4.1376822	-0.24063	-0.7744697	UBASH3A	NM_001001895,NM_018961	
11717454_at	0.06885	6.67e-04	-4.1375947	-0.2408	-0.6650165	SPOCK2	NM_001134434,NM_014767	
11762112_a_at	0.06885	6.67e-04	-4.137346	-0.2413	-0.6586773	HLA-F	NM_001098478,NM_001098479,NM_018950	
11755433_x_at	0.06885	6.67e-04	-4.137168	-0.24165	-0.7984559	ARHGEF1	NM_004706,NM_198977,NM_199002	
