ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204681_s_at	2.99e-26	4.57e-29	2.05e+01	55.889751	2.22	RAPGEF5	Rap guanine nucleotide exchange factor 5
34210_at	2.36e-25	3.71e-28	1.97e+01	53.824793	2.78	CD52	CD52 molecule
215946_x_at	2.39e-25	3.86e-28	1.97e+01	53.784991	3.01	IGLL3P	immunoglobulin lambda like polypeptide 3, pseudogene
209606_at	3.67e-25	6.10e-28	1.95e+01	53.334818	3.01	CYTIP	cytohesin 1 interacting protein
202286_s_at	4.51e-25	7.70e-28	1.94e+01	53.104645	3.82	TACSTD2	tumor-associated calcium signal transducer 2
205798_at	5.26e-25	9.21e-28	1.93e+01	52.927129	3.34	IL7R	interleukin 7 receptor
219087_at	5.80e-25	1.04e-27	1.93e+01	52.80602	2.51	ASPN	asporin
214669_x_at	7.90e-25	1.45e-27	1.92e+01	52.477206	3.34	IGKC	immunoglobulin kappa constant
213502_x_at	8.31e-25	1.57e-27	1.91e+01	52.402999	2.62	GUSBP11	glucuronidase, beta pseudogene 11
205422_s_at	9.72e-25	1.88e-27	1.91e+01	52.224817	3.44	ITGBL1	integrin subunit beta like 1
209335_at	1.11e-24	2.20e-27	1.90e+01	52.069191	2.07	DCN	decorin
201278_at	1.61e-24	3.24e-27	1.89e+01	51.683478	1.84	LOC101926921///DAB2	uncharacterized LOC101926921///DAB2, clathrin adaptor protein
201137_s_at	1.68e-24	3.50e-27	1.89e+01	51.608967	2.82	HLA-DPB1	major histocompatibility complex, class II, DP beta 1
216401_x_at	1.68e-24	3.55e-27	1.88e+01	51.593977	3.83	MLIP	muscular LMNA-interacting protein
203131_at	1.71e-24	3.69e-27	1.88e+01	51.555193	2.62	PDGFRA	platelet derived growth factor receptor alpha
209047_at	1.77e-24	3.89e-27	1.88e+01	51.505435	3.02	AQP1	aquaporin 1 (Colton blood group)
212314_at	2.08e-24	4.67e-27	1.88e+01	51.323363	2.48	SEL1L3	SEL1L family member 3
202988_s_at	2.16e-24	4.95e-27	1.87e+01	51.266144	3.63	RGS1	regulator of G-protein signaling 1
220755_s_at	3.48e-24	8.13e-27	1.86e+01	50.775873	1.55	C6orf48	chromosome 6 open reading frame 48
204670_x_at	4.16e-24	9.90e-27	1.85e+01	50.580868	2.58	LOC100996809///HLA-DRB4///HLA-DRB1	HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1
211645_x_at	4.88e-24	1.18e-26	1.84e+01	50.40497	4.41		
208966_x_at	7.81e-24	1.93e-26	1.82e+01	49.920748	2.33	IFI16	interferon gamma inducible protein 16
203088_at	9.60e-24	2.41e-26	1.82e+01	49.699269	2.80	FBLN5	fibulin 5
213429_at	1.06e-23	2.70e-26	1.81e+01	49.5861	2.72	BICC1	BicC family RNA binding protein 1
213293_s_at	1.34e-23	3.48e-26	1.80e+01	49.335478	3.13	TRIM22	tripartite motif containing 22
219564_at	1.44e-23	3.82e-26	1.80e+01	49.244969	3.48	KCNJ16	potassium voltage-gated channel subfamily J member 16
208228_s_at	1.56e-23	4.20e-26	1.80e+01	49.150114	2.36	FGFR2	fibroblast growth factor receptor 2
201141_at	2.20e-23	6.02e-26	1.78e+01	48.793591	3.33	GPNMB	glycoprotein nmb
216576_x_at	2.77e-23	7.72e-26	1.78e+01	48.547684	4.23	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
212998_x_at	3.89e-23	1.10e-25	1.76e+01	48.195782	3.35	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1
206385_s_at	4.85e-23	1.39e-25	1.76e+01	47.963449	2.85	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
205890_s_at	4.86e-23	1.42e-25	1.76e+01	47.944133	4.38	UBD///GABBR1	ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1
212588_at	6.29e-23	1.86e-25	1.75e+01	47.67463	2.46	PTPRC	protein tyrosine phosphatase, receptor type C
